"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"548","127","        Flowers, seeds, and potted plants","DFLORG3",50.5,50.589,50.333,50.33,50.328,50.684,50.775,51.215,52.015,52.818,52.904,53.262,52.9,52.987,53.609,53.252,53.616,53.348,53.786,53.348,54.326,54.407,54.94,55.746,56.275,56.274,56.544,57.248,57.779,58.231,58.669,59.475,59.293,58.404,60.361,59.91,60.18,62.668,63.289,64.355,64.797,65.685,66.217,66.575,66.843,67.369,67.992,68.431,69.324,70.119,70.915,71.547,72.249,71.721,71.899,72.524,72.695,72.967,73.135,72.957,72.959,74.21,75.184,74.379,74.386,74.831,75.363,75.892,75.806,75.893,75.896,77.492,76.162,75.536,75.451,75.806,76.07,75.807,76.33,75.538,74.297,76.603,76.337,77.045,76.337,75.895,76.429,76.158,75.007,75.183,75.714,76.246,76.34,76.071,76.605,76.962,77.845,78.462,77.576,77.76,77.847,78.732,77.937,78.202,78.737,79.526,80.068,78.91,78.203,78.204,77.84,78.201,78.734,79.801,79.179,79.625,79.618,77.669,78.471,81.034,81.561,81.666,82.339,82.574,82.866,84.025,82.08,81.205,83.352,81.974,81.14,82.331,83.53,84.649,79.843,81.634,83.733,84.551,86.026,85.451,84.551,84.77,85.175,86.366,87.306,87.776,87.485,86.683,85.613,85.702,85.078,84.713,85.945,85.637,84.884,87.533,89.567,91.699,89.535,89.065,90.175,89.859,88.101,88.676,91.245,91.277,89.827,89.3,89.527,89.154,95.199,93.489,94.6,94.762,95.54,94.851,93.57,94.575,94.397,93.449,94.559,94.956,97.023,100.15,96.747,99.518,98.757,97.201,96.212,93.473,92.898,98.173,96.247,95.514,95.325,96.875,95.435,92.167,91.679,91.987,93.428,93.937,94.288,93.851,91.891,94.093,93.209,91.293,93.265,94.522,94.112,95.155,95.742,96.751,96.673,96.604
"549","128","        Film and photographic supplies","DFLMRG3",72.33,71.954,71.492,71.501,71.301,71.681,71.601,72.058,72.16,72.344,72.343,72.338,74.297,74.542,73.839,73.333,73.579,73.827,74.071,74.696,74.657,75,75.531,76.059,76.398,76.264,76.128,75.904,76.246,76.488,77.012,77.256,77.874,78.496,79.392,79.261,80.349,81.992,84.108,85.101,85.241,86.041,86.747,86.89,87.502,87.738,87.414,87.65,87.416,87.465,87.699,88.31,88.454,88.775,88.361,88.875,89.296,89.247,89.484,89.345,89.485,90,90.226,90.737,90.881,91.015,91.523,91.293,91.43,91.204,91.25,92.03,92.445,92.123,91.98,91.568,91.615,91.384,91.521,91.658,91.34,92.301,92.532,91.928,91.423,91.934,92.07,92.115,92.244,92.564,92.974,93.476,93.796,93.932,94.16,94.743,94.332,93.649,93.876,93.559,93.868,93.823,93.777,94.004,94.043,94.27,94.398,94.447,95.031,95.521,95.564,96.243,96.822,97.321,97.544,97.847,97.89,98.381,99.139,99.455,99.784,101.154,101.838,102.79,103.156,103.611,103.867,103.83,104.539,104.718,104.494,105.081,105.02,105.407,105.865,106.276,106.339,106.842,107.708,108.546,109.146,109.395,111.082,110.661,110.975,110.99,110.237,111.093,112.012,112.938,112.613,112.042,112.169,113.629,113.768,114.105,114.389,114.101,114.925,115.014,114.209,114.485,114.041,114.209,114.394,114.268,114.545,115.274,115.421,115.371,115.242,115.902,116.365,116.011,115.932,117.064,116.986,116.917,116.759,115.922,115.686,117.084,118.069,118.197,117.833,117.892,118.807,118.384,118.532,118.305,117.941,117.439,118.226,119.25,119.428,119.004,118.857,119.506,118.817,117.744,117.901,117.833,118.748,118.985,117.517,116.188,117.34,117.202,116.562,116.001,115.794,116.395,117.124,116.956,115.489,115.016
"550","129","      Household supplies (parts of 32 and 36)","DHOURG3",50.565,51.297,51.764,51.928,52.212,52.565,52.446,52.848,53.099,53.222,53.291,53.565,53.709,53.901,54.266,54.501,54.89,55.232,55.653,55.822,56.014,56.437,56.987,57.374,57.793,58.028,58.32,58.604,58.769,59.078,59.302,59.596,59.657,60.231,60.926,61.178,61.504,62.461,63.046,63.589,64.251,64.565,64.889,65.729,66.37,66.915,67.154,67.582,68.04,68.363,68.468,69.084,69.419,69.917,70.5,70.501,71.142,71.562,71.947,72.453,72.785,73.658,73.539,73.739,74.219,74.527,74.932,75.131,75.346,75.698,75.971,76.182,76.795,76.78,77.323,77.786,77.353,77.263,77.519,77.367,77.598,77.567,77.91,78.04,78.062,78.26,78.443,78.715,78.718,79.097,79.139,79.167,79.972,79.687,79.761,80.296,80.553,80.97,81.125,81.114,81.268,81.384,81.106,81.356,81.669,82.125,81.805,82.532,82.518,82.832,82.61,82.341,82.179,82.294,82.856,83.083,83.141,83.051,83.039,83.604,83.658,84.551,84.787,84.845,84.984,85.124,84.8,85.044,85.883,85.818,85.266,85.001,85.498,86.026,86.056,86.548,86.811,86.945,87.216,86.876,87.898,87.994,88.143,88.46,88.421,89.064,89.632,90.19,90.312,90.373,90.852,90.87,91.199,91.157,90.963,91.092,90.955,92.266,92.306,91.926,92.572,92.882,92.666,92.616,93.324,93.323,93.311,93.477,93.54,94.586,94.528,94.898,95.067,94.274,94.151,94.645,94.852,94.592,94.83,94.851,94.988,95.027,94.794,94.726,95.27,94.794,95.271,95.459,94.845,94.513,94.573,93.71,94.073,94.829,94.381,94.805,95.215,94.687,94.147,94.459,94.982,94.781,95.474,95.328,95.055,94.713,95.21,94.779,94.718,94.816,94.764,94.943,95.122,95.485,94.751,94.293
"551","130","        Household cleaning products","DCLERG3",44.72,45.149,45.504,45.718,45.788,46.147,46.431,46.573,46.857,46.858,46.785,47.07,47.072,47.402,47.875,48.134,48.175,48.362,48.622,49.092,49.203,49.675,50.427,50.682,50.864,50.98,51.164,51.207,51.247,51.431,51.613,51.937,52.331,52.939,53.4,53.582,54.186,55.067,55.391,55.638,56.309,56.561,57.09,57.828,58.563,59.234,59.897,60.213,60.67,60.846,60.811,61.546,62.35,62.799,63.182,63.148,63.601,63.845,63.948,64.468,65.123,65.712,66.094,66.264,66.157,66.535,66.844,66.394,67.048,67.358,67.387,67.763,68.415,68.517,68.888,69.332,69.23,69.464,69.353,69.252,69.622,69.381,69.545,69.577,69.809,69.98,69.733,69.836,69.863,70.3,70.334,70.156,70.32,70.491,70.927,71.363,71.867,72.032,71.991,71.815,71.706,72.006,71.903,72.201,72.703,72.868,73.301,74.066,74.635,75.066,74.556,74.786,73.8,74.159,74.387,74.077,74.372,74.471,74.498,74.989,75.469,76.279,76.676,76.616,76.818,76.788,76.998,77.096,77.621,77.988,77.786,77.973,78.078,77.853,77.058,77.778,78.041,78.033,78.753,78.536,79.038,79.361,80.478,80.763,81.31,81.19,81.655,81.925,82.39,82.87,83.717,83.717,83.53,83.29,83.32,83.98,83.965,84.242,84.437,84.587,85.067,84.947,85.232,85.652,85.892,85.682,86.185,86.792,86.799,88.584,88.839,89.072,88.974,88.899,89.379,89.259,89.484,89.274,89.926,89.956,89.777,89.454,88.914,88.547,89.244,89.087,89.147,89.499,89.184,89.364,89.604,89.289,89.424,89.732,89.087,89.229,89.971,89.027,88.659,88.314,88.652,88.622,88.569,88.547,88.127,88.097,89.124,88.382,88.764,88.974,88.629,88.562,88.907,89.717,89.522,89.372
"552","131","        Household paper products","DPAPRG3",40.006,40.194,40.441,40.505,40.998,41.554,42.113,42.294,42.359,42.482,42.544,42.788,42.978,43.139,43.364,43.835,44.239,44.648,44.995,45.094,45.004,45.105,45.449,45.916,46.441,46.847,47.19,47.471,47.505,47.785,47.819,47.854,47.949,48.048,48.814,49.215,49.128,49.465,50.233,51.056,51.697,51.976,52.251,52.647,53.102,53.258,53.468,53.803,54.078,54.593,54.683,54.897,55.17,55.197,55.59,55.5,55.893,56.466,56.917,57.126,57.213,57.603,57.694,57.962,57.929,58.137,58.705,59.034,59.181,59.51,59.474,59.441,59.827,59.916,59.759,59.727,59.519,59.365,59.568,59.42,59.325,59.295,59.616,59.824,59.906,59.817,59.841,60.405,60.488,60.868,61.075,61.099,61.418,61.803,61.767,61.614,61.816,62.195,62.573,63.068,63.15,63.057,63.026,62.932,62.897,63.217,62.947,63.025,62.874,62.722,62.515,62.13,62.388,62.467,62.724,62.748,62.83,63.033,63.058,63.31,63.24,63.443,63.38,63.272,63.475,64.032,63.506,63.253,63.683,63.69,63.411,63.418,64.006,63.987,63.937,64.494,64.367,64.69,65.209,65.19,65.709,65.874,66.159,66.64,66.469,66.21,66.805,68.065,68.964,69.027,68.989,69.451,69.578,69.438,69.153,69.907,69.565,69.976,70.274,70.413,71.154,71.939,71.85,71.135,71.762,71.667,71.566,72.085,72.243,72.211,71.774,72.161,72.002,71.743,71.774,71.654,72.015,72.325,71.338,71.831,72.059,71.648,71.103,72.04,72.319,72.123,72.724,72.224,71.433,71.85,72.332,71.623,71.502,71.926,71.395,71.781,71.901,72.097,71.509,70.749,70.92,72.205,72.863,72.876,72.154,72.522,72.49,72.091,71.553,71.92,71.572,71.547,71.623,72.37,71.749,72.667
"553","132","        Household linens","DLINRG3",73.755,75.149,75.969,75.734,76.201,76.664,75.032,76.432,77.365,77.365,78.063,78.877,79.113,79.111,79.343,78.996,80.274,80.857,81.793,81.326,82.026,82.839,83.305,83.769,84.587,84.819,85.286,86.101,86.801,87.5,88.201,88.781,87.734,89.481,90.294,90.413,90.765,92.858,93.559,94.026,94.492,94.609,94.377,96.353,96.936,97.872,96.706,97.64,98.571,98.22,98.452,99.385,98.455,100.319,101.831,101.829,103.462,104.046,105.092,106.262,106.373,109.055,106.611,106.842,110.222,110.453,110.569,112.2,111.389,111.971,113.718,113.717,115.001,114.532,117.56,119.19,117.098,116.279,117.678,117.559,118.377,118.26,119.661,119.538,118.962,119.775,121.638,121.642,121.637,121.868,121.29,121.637,125.719,122.571,121.869,124.319,123.739,124.787,125.369,124.783,125.835,125.599,124.322,125.248,125.83,127.229,124.317,126.769,125.602,127.002,127.228,125.483,126.413,125.83,128.51,130.496,130.028,129.216,128.859,130.031,128.769,132.072,131.838,132.358,131.799,131.929,130.343,132.41,135.57,133.776,131.149,128.99,130.252,133.906,136.246,135.986,136.909,136.714,135.401,134.413,138.015,137.69,134.92,135.258,133.659,137.846,138.691,138.405,135.648,134.855,135.622,134.491,136.675,136.961,136.246,133.477,133.62,139.692,139.393,136.233,136.909,137.104,135.362,135.7,137.781,138.678,137.182,135.466,135.544,137.69,138.08,138.496,139.484,135.674,134.283,137.195,137.13,136.025,137.143,136.506,137.625,139.133,140.394,139.016,139.887,137.716,138.912,140.186,138.86,136.207,135.102,132.917,134.244,136.571,137,137.859,138.262,136.558,136.337,140.212,140.849,137.312,140.017,139.549,140.654,137.937,138.34,138.444,138.067,137.416,138.223,139.211,139.393,138.184,136.727,133.282
"554","133","        Sewing items","DSEWRG3",78.887,79.349,79.147,78.706,79.051,79.997,81,80.625,79.744,80.237,80.706,80.849,80.004,78.509,78.133,79.076,78.898,79.381,79.349,80.255,79.255,80.388,79.997,80.297,80.009,81.437,82.903,82.365,81.873,81.908,82.135,82.741,82.909,82.683,81.562,82.8,83.416,86.077,86.862,87.267,88.177,89.348,88.374,89.153,89.853,90.566,89.309,89.626,90.593,90.923,91.762,93.03,92.398,92.706,93.498,95.242,95.745,95.745,96.199,95.711,93.939,95.12,95.426,96.061,96.495,96.509,97.33,98.159,98.634,96.717,97.064,97.917,97.382,97.748,97.362,98.594,99.416,98.994,99.414,98.523,98.523,97.647,95.896,98.115,97.085,98.991,97.704,99.401,99.837,98.994,98.98,100.275,99.397,97.722,97.288,98.5,98.038,98.976,99.387,98.093,99.379,101.211,100.295,99.837,100.285,100.291,100.694,102.523,102.386,100.683,102.572,102.43,101.543,101.551,102.464,102.535,102.676,101.729,100.779,101.558,101.863,101.02,101.142,101.436,101.294,101.071,102.005,100.471,101.396,102.513,102.076,103.295,104.056,104.869,106.088,106.463,106.738,106.088,109.266,107.367,109.47,110.119,110.851,108.667,108.555,109.652,109.581,110.922,110.546,108.027,107.682,108.342,108.383,107.946,108.373,109.52,111.064,114.73,113.908,114.365,113.776,113.055,114.273,114.202,115.969,116.69,117.604,115.929,113.755,114.273,112.983,112.608,115.197,115.197,115.746,116.985,117.736,117.818,118.732,116.68,116.122,116.243,115.248,114.73,115.766,114.903,116.589,117.889,118.214,116.802,120.001,117.939,116.65,117.218,115.634,113.552,111.988,114.263,116.284,115.411,117.036,119.148,118.589,115.289,113.329,114.517,116.964,116.284,113.654,113.532,115.36,116.264,115.522,116.711,115.573,112.415
"555","134","        Miscellaneous household products","DMHPRG3",51.14,54.63,55.927,57.145,57.141,55.931,53.664,54.138,53.557,54.406,53.78,52.827,53.299,53.269,53.717,53.688,53.97,54.179,54.625,54.437,55.35,55.795,56.08,56.521,56.959,56.852,56.899,57.497,57.934,58.216,58.497,59.013,59.137,59.186,60.482,60.449,60.807,62.021,62.615,63.358,63.947,64.85,65.281,66.023,66.684,67.196,67.932,68.205,68.248,69.684,70.265,71.004,71.431,71.387,71.735,72.161,72.663,72.779,72.893,73.238,73.349,74.08,74.582,74.308,74.805,75.147,75.49,75.835,75.562,75.907,76.015,76.662,76.544,76.197,76.074,76.416,76.302,76.181,76.364,76.023,75.748,77.235,76.731,77.149,77.026,77.14,77.398,77.36,76.783,77.042,77.535,77.945,78.127,78.09,78.12,78.152,78.789,79.275,78.626,78.657,78.688,79.022,78.833,78.939,78.97,79.682,79.939,79.363,78.945,78.601,78.862,79.344,79.974,80.225,79.431,79.911,79.569,78.857,79.264,80.035,80.724,80.003,81.3,81.7,82.556,82.02,82.036,81.636,81.036,81.484,82.116,81.972,82.436,82.788,82.956,83.157,83.557,84.317,83.885,83.245,83.405,82.756,83.029,83.053,83.741,84.541,84.797,85.262,86.206,86.158,86.23,86.782,86.67,87.398,87.51,88.183,87.575,87.35,86.35,86.798,87.663,88.351,88.231,87.863,87.959,87.422,88.239,88.911,89.063,88.479,87.791,88.591,89.319,89.503,88.663,89.143,89.047,87.975,89.567,89.191,88.311,88.695,88.151,87.983,88.023,88.871,88.751,88.543,89.015,88.679,88.383,87.871,89.103,89.463,88.559,89.543,89.84,90.512,88.567,88.479,90.72,90.664,90.288,90.096,89.663,90.152,90.328,90.064,91.04,91.208,91.496,91.664,91.64,91.84,90.224,90.136
"556","135","      Personal care products (part of 118)","DOPCRG3",45.596,45.671,45.814,46.171,46.384,46.743,46.929,47.215,47.284,47.644,47.857,48.14,48.3,48.235,48.295,48.239,48.617,48.624,49.16,49.417,49.937,50.149,50.318,50.079,50.589,51.009,51.781,51.557,52.15,52.039,52.33,52.403,52.935,53.151,53.355,54.085,54.147,54.765,55.17,55.527,56.014,56.228,57.12,57.382,57.888,58.118,58.133,58.893,59.196,59.687,60.29,60.79,61.691,62.202,61.973,62.391,62.884,63.008,63.269,63.888,64.284,64.774,65.158,65.885,66.177,66.789,67.094,67.646,67.434,67.946,68.342,68.131,68.737,69.36,69.58,69.711,69.627,70.69,70.864,70.739,70.752,70.723,71.377,71.582,71.695,71.97,71.514,72.018,71.972,72.337,72.831,72.656,73.043,73.193,73.407,73.468,73.529,73.762,73.897,74.054,74.281,74.358,74.693,75.064,75.268,75.531,75.395,75.465,76.174,76.488,76.674,76.861,76.95,76.707,76.662,77.092,76.976,77.378,77.048,77.071,77.562,77.774,77.689,77.846,78.221,78.169,78.636,78.607,78.761,78.851,78.932,78.892,79.677,79.919,80.151,80.449,80.175,80.395,80.597,80.105,80.971,81.687,82.361,82.939,82.981,83.067,83.417,83.543,83.62,83.194,83.496,84.323,84.155,84.531,84.951,84.564,84.926,85.388,86.064,87.11,87.06,87.604,87.087,86.751,87.236,87.546,87.741,87.98,88.271,89.21,88.97,90.163,90.028,89.235,90.153,90.312,90.024,90.127,90.321,89.982,90.359,91.402,91.592,92.221,91.569,91.301,92.372,92.071,92.026,91.898,91.94,92.501,92.287,91.786,92.77,92.502,92.893,93.138,93.803,93.667,93.559,93.539,93.929,93.811,94.015,93.674,93.293,94.443,94.618,94.724,94.674,94.718,94.634,94.731,94.973,95.014
"557","136","        Hair, dental, shaving, and miscellaneous personal care products except electrical products","DOPHRG3",47.699,47.774,47.93,48.312,48.541,48.922,49.08,49.385,49.458,49.842,50.071,50.38,50.609,50.671,50.651,50.936,51.299,51.436,51.493,51.856,52.371,52.428,52.866,52.998,53.284,53.947,54.005,54.061,54.272,54.704,54.761,55.351,55.709,56.071,56.123,56.863,57.143,57.806,58.24,58.75,59.484,59.84,60.499,60.781,60.986,61.571,61.926,62.657,63.236,64.273,65.305,65.583,66.162,66.667,67.02,67.296,67.27,67.317,67.597,68.175,68.599,69.251,70.128,71.075,71.049,71.324,71.901,72.321,72.219,73.016,73.818,73.04,73.389,73.884,74.159,74.802,74.922,75.345,75.615,75.44,75.706,76.054,76.925,76.892,77.016,77.354,76.657,76.777,76.896,76.868,77.44,77.631,77.753,77.871,78.436,78.333,78.524,78.942,79.213,79.55,79.371,79.496,79.684,79.579,79.924,80.04,79.938,80.724,81.357,81.4,81.81,81.927,81.897,81.429,81.547,82.176,81.633,82.189,82.382,82.279,82.6,82.707,82.74,83.135,83.274,83.291,83.505,83.365,83.834,84.221,84.089,84.147,84.607,84.558,85.002,85.512,85.874,85.833,85.8,85.463,87.183,87.923,88.219,88.73,88.919,89.141,89.174,89.462,89.314,88.976,89.61,89.84,90.918,90.663,91.223,91.042,90.811,91.873,92.185,92.761,92.843,93.461,92.531,92.679,92.868,93.419,92.95,93.28,93.617,93.65,93.707,95.106,94.925,94.464,95.386,95.707,94.761,94.629,95.312,95.073,96.76,97.558,98.019,98.471,97.83,97.204,99.261,98.488,98.208,97.681,97.805,99.097,97.714,98.225,98.356,98.554,98.883,98.447,99.311,98.661,98.652,98.455,98.513,98.208,98.373,97.681,97.904,98.94,98.817,98.726,99.171,99.195,99.599,100.15,100.43,100.059
"558","137","        Cosmetic/perfumes/bath/nail preparations and implements","DCOSRG3",42.435,42.504,42.633,42.962,43.158,43.487,43.683,43.943,44.007,44.339,44.533,44.793,44.906,44.761,44.874,44.595,44.97,44.891,45.723,45.902,46.407,46.716,46.699,46.224,46.86,47.1,48.322,47.913,48.743,48.266,48.705,48.429,49.059,49.173,49.477,50.174,50.088,50.654,51.025,51.266,51.569,51.679,52.696,52.936,53.629,53.611,53.397,54.151,54.259,54.37,54.672,55.297,56.373,56.869,56.269,56.763,57.578,57.747,57.986,58.609,58.972,59.336,59.379,59.932,60.424,61.236,61.345,61.96,61.68,61.978,62.086,62.255,63.001,63.68,63.852,63.633,63.417,64.864,64.968,64.882,64.726,64.449,64.939,65.294,65.4,65.625,65.348,66.087,65.935,66.546,66.972,66.563,67.112,67.276,67.251,67.416,67.389,67.492,67.534,67.569,68.05,68.093,68.508,69.177,69.281,69.633,69.482,69.079,69.811,70.289,70.324,70.55,70.713,70.628,70.476,70.762,70.927,71.214,70.56,70.66,71.24,71.508,71.353,71.353,71.862,71.77,72.377,72.42,72.37,72.271,72.483,72.384,73.345,73.769,73.854,74.003,73.317,73.706,74.059,73.48,73.734,74.405,75.31,75.91,75.847,75.833,76.391,76.398,76.631,76.158,76.214,77.444,76.384,77.204,77.507,76.984,77.776,77.783,78.709,80.079,79.931,80.404,80.228,79.521,80.228,80.334,81.062,81.217,81.457,83.132,82.644,83.634,83.542,82.482,83.372,83.386,83.683,83.994,83.747,83.33,82.538,83.775,83.718,84.489,83.839,83.902,84.051,84.185,84.354,84.595,84.559,84.439,85.308,83.867,85.64,84.927,85.365,86.262,86.721,87.096,86.891,87.047,87.767,87.845,88.092,88.121,87.124,88.368,88.848,89.159,88.594,88.658,88.064,87.682,87.88,88.354
"559","138","        Electric appliances for personal care","DEAPRG3",47.693,47.784,47.918,48.317,48.536,48.934,49.079,49.393,49.452,49.836,50.082,50.384,50.607,50.669,50.648,50.934,51.297,51.434,51.491,51.853,52.369,52.425,52.864,52.996,53.282,53.945,54.003,54.059,54.269,54.702,54.759,55.349,55.707,56.069,56.121,56.861,57.141,57.803,58.238,58.747,59.481,59.838,60.497,60.778,60.984,61.568,61.924,62.654,63.234,64.27,65.303,65.58,66.16,66.665,67.017,67.294,67.268,67.315,67.594,68.172,68.596,69.248,70.125,71.073,71.046,71.321,71.898,72.318,72.216,73.013,73.815,73.037,73.386,73.88,74.156,74.799,74.919,75.341,75.612,75.436,75.703,76.051,76.921,76.889,77.013,77.351,76.654,76.774,76.893,76.864,77.437,77.628,77.75,77.868,78.433,78.33,78.521,78.938,79.21,79.547,79.368,79.492,79.681,79.576,79.92,80.036,79.934,80.72,81.354,81.397,81.807,81.924,81.894,81.425,81.544,82.172,81.63,82.186,82.378,82.276,82.596,82.703,82.736,83.131,83.271,83.287,83.501,83.362,83.831,84.217,84.086,84.143,84.604,84.555,84.999,85.509,85.871,85.83,85.797,85.46,87.179,87.92,88.216,88.726,88.915,89.137,89.17,89.458,89.31,88.973,89.606,89.837,90.914,90.659,91.219,91.038,90.807,91.869,92.181,92.757,92.84,93.457,92.527,92.675,92.864,93.416,92.947,93.276,93.613,93.646,93.704,95.102,94.921,94.461,95.382,95.703,94.757,94.625,95.308,95.069,96.756,97.554,98.015,98.467,97.826,97.2,99.257,98.484,98.204,97.677,97.801,99.093,97.71,98.22,98.352,98.55,98.879,98.443,99.307,98.657,98.648,98.451,98.508,98.204,98.369,97.677,97.9,98.936,98.813,98.722,99.167,99.191,99.594,100.146,100.425,100.055
"560","139","      Tobacco (127)","DTOBRG3",14.655,14.655,14.729,14.755,14.78,14.78,14.854,14.804,15.054,15.204,15.354,15.379,15.402,15.425,15.422,15.445,15.444,15.516,15.963,16.036,16.034,16.056,16.054,16.051,16.223,16.422,16.469,16.491,16.514,16.511,16.559,16.831,16.903,16.951,16.948,16.995,17.417,17.54,17.561,17.584,17.73,18.003,18.024,18.072,18.069,18.066,18.313,18.633,18.73,18.752,18.775,18.847,19.267,19.338,19.361,19.407,19.579,19.874,19.97,20.017,20.039,20.359,20.654,20.725,20.92,20.968,21.088,21.16,21.752,22.667,23.258,23.974,24.689,24.909,24.931,25.075,25.123,25.168,25.931,26.199,26.221,26.293,26.362,26.357,26.75,26.846,26.866,26.887,26.885,27.077,27.518,27.563,27.585,27.63,27.626,27.623,28.163,28.357,28.4,28.422,28.417,28.489,28.927,29.071,29.167,29.311,29.33,29.572,30.013,30.205,30.275,30.344,30.339,30.385,31.023,31.164,31.234,31.255,31.25,31.27,31.904,32.195,32.308,32.37,32.411,32.564,33.186,33.258,33.399,33.499,33.555,33.671,34.603,34.922,35.072,35.094,35.175,35.266,36.22,36.473,36.536,36.632,36.717,36.783,38.515,38.862,39.034,39.1,39.497,40.235,41.054,41.351,41.204,41.348,41.295,42.105,42.636,42.852,42.858,42.971,43.246,44.253,45.432,45.444,45.438,45.469,45.757,46.561,47.839,48.052,48.277,48.674,48.743,49.522,49.703,49.928,50.191,50.266,51.013,51.745,51.958,52.145,52.177,52.424,53.543,53.527,53.846,54.059,54.672,55.103,54.931,55.882,57.308,57.539,57.667,57.896,58.036,57.461,57.427,55.382,52.198,51.948,52.036,52.308,52.868,52.799,52.846,52.939,53.502,53.477,53.643,53.762,53.502,53.612,53.693,53.778
"561","140","      Magazines, newspapers, and stationery (part of 90)","DNEWRG3",35.461,35.845,36.023,35.995,36.03,36.797,36.84,36.949,37.06,37.188,37.26,37.349,37.485,37.492,37.539,37.731,37.833,37.897,38.032,38.188,38.31,38.318,38.528,38.776,39.166,39.418,39.668,39.901,39.983,39.984,40.175,40.455,40.606,40.915,41.764,41.985,42.384,42.534,43.219,43.665,44.059,44.341,44.528,44.628,44.905,45.35,45.357,45.615,46.115,46.741,47.147,47.914,48.364,48.535,48.615,48.73,48.882,49.095,49.191,49.276,49.666,50.107,50.528,51.003,51.264,51.577,52.038,52.264,52.684,52.999,53.097,53.589,53.761,53.859,54.296,54.355,54.557,54.582,54.712,54.689,54.768,55.066,55.295,55.542,55.524,55.76,55.886,56.014,56.111,56.27,56.483,56.547,56.567,56.873,57.163,57.21,57.304,57.543,57.762,58.105,58.174,58.218,58.217,58.399,58.54,58.958,59.083,59.177,59.183,59.447,59.527,59.676,59.858,59.933,59.971,59.96,59.908,60.193,60.451,60.646,60.708,60.947,61.059,61.309,61.478,61.68,61.721,61.647,61.786,62.083,62.221,62.295,62.396,62.661,62.726,63.186,63.384,63.671,63.838,63.842,63.861,64.196,64.443,64.831,65.014,65.201,65.484,65.696,65.993,66.113,66.206,66.348,66.481,66.63,66.57,66.943,67.459,67.539,67.499,67.641,68.219,68.405,68.426,68.455,68.838,69.037,69.086,69.757,70.73,71.002,71.601,71.84,72.093,72.29,72.409,73.194,73.547,74.058,74.337,74.95,75.176,75.36,75.763,76.209,76.14,76.292,76.903,76.77,76.714,76.969,77.531,77.548,77.39,77.387,77.722,78.3,78.601,78.851,78.838,79.557,79.153,79.659,79.844,80.069,80.276,80.542,80.728,80.942,81.105,80.996,81.095,81.017,81.688,82.478,82.278,82.796
