"","Table 3#15#5# Government Consumption Expenditures and Gross Inve","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"1","[Millions of dollars]                                                           ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1959 To 1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published September 17, 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 9/16/2014 1:27:42 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Cautionary note on the use of data in millions of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","dollars -- The tables provided include estimates in ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","millions of dollars for NIPA series that appear regularly in the national income ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","and product account (NIPA) tables published in the Survey of Current Business. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","The Bureau of Economic Analysis (BEA) generally does not include estimates at ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","this level of precision in the published tables because the associated sampling ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","and nonsampling errors are larger than this implied level of precision. Compared ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","with the published aggregates, the million-dollar estimates ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","are generally not any more accurate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Line",NA,NA,"1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969"
"19","1","      Government","A822RC1","118,881.0","121,024.0","129,844.0","140,931.0","147,879.0","155,526.0","164,885.0","186,392.0","208,066.0","226,758.0","240,401.0"
"20","2","General public service","W575RC1","5,283.0","5,766.0","6,212.0","6,704.0","7,130.0","7,708.0","8,609.0","9,082.0","9,710.0","11,120.0","13,654.0"
"21","3","  Executive and legislative","W576RC1","2,537.0","2,777.0","2,864.0","3,130.0","3,273.0","3,394.0","3,822.0","3,851.0","3,635.0","2,611.0","3,327.0"
"22","4","  Tax collection and financial management","W577RC1","1,256.0","1,373.0","1,452.0","1,547.0","1,583.0","1,727.0","1,807.0","1,947.0","2,262.0","3,795.0","4,798.0"
"23","5","  Other","W578RC1","1,490.0","1,616.0","1,896.0","2,027.0","2,274.0","2,586.0","2,980.0","3,284.0","3,813.0","4,714.0","5,529.0"
"24","6","National defense","A824RC1","60,940.0","60,899.0","64,541.0","69,704.0","69,988.0","69,724.0","70,575.0","82,474.0","95,027.0","101,356.0","102,070.0"
"25","7","Public order and safety","W579RC1","4,693.0","5,077.0","5,472.0","5,684.0","6,050.0","6,521.0","7,044.0","7,692.0","8,442.0","9,841.0","10,999.0"
"26","8","  Police","W580RC1","2,191.0","2,377.0","2,535.0","2,688.0","2,865.0","3,068.0","3,339.0","3,664.0","4,046.0","4,899.0","5,430.0"
"27","9","  Fire","W581RC1","1,099.0","1,197.0","1,304.0","1,333.0","1,398.0","1,501.0","1,601.0","1,725.0","1,822.0","2,063.0","2,292.0"
"28","10","  Law courts","W582RC1","689.0","737.0","784.0","802.0","859.0","927.0","1,010.0","1,124.0","1,258.0","1,436.0","1,637.0"
"29","11","  Prisons","W583RC1","714.0","765.0","849.0","860.0","928.0","1,025.0","1,094.0","1,180.0","1,315.0","1,444.0","1,640.0"
"30","12","Economic affairs","W584RC1","21,050.0","20,125.0","21,420.0","24,375.0","27,629.0","30,807.0","33,767.0","35,976.0","37,852.0","40,958.0","43,379.0"
"31","13","  Transportation","W589RC1","12,286.0","12,356.0","13,254.0","14,085.0","15,355.0","15,791.0","16,922.0","18,668.0","19,846.0","21,603.0","22,795.0"
"32","14","    Highways","W590RC1","10,795.0","10,680.0","11,401.0","12,235.0","13,321.0","13,714.0","14,706.0","16,140.0","16,915.0","18,310.0","19,141.0"
"33","15","    Air","W591RC1","646.0","750.0","895.0","886.0","878.0","949.0","931.0","1,001.0","1,162.0","1,294.0","1,539.0"
"34","16","    Water","W592RC1","727.0","767.0","818.0","812.0","891.0","859.0","937.0","1,054.0","1,176.0","1,256.0","1,284.0"
"35","17","    Transit and railroad","W593RC1","118.0","158.0","139.0","152.0","265.0","269.0","347.0","473.0","593.0","742.0","831.0"
"36","18","  Space","W595RC1","368.0","906.0","1,482.0","2,711.0","5,152.0","7,065.0","8,548.0","9,299.0","8,105.0","7,665.0","7,125.0"
"37","19","  Other economic affairs","W596RC1","8,396.0","6,863.0","6,684.0","7,579.0","7,122.0","7,951.0","8,296.0","8,009.0","9,902.0","11,690.0","13,458.0"
"38","20","    General economic and labor affairs","W585RC1","1,074.0","1,326.0","1,391.0","1,531.0","1,705.0","1,890.0","2,092.0","2,497.0","3,021.0","3,274.0","3,395.0"
"39","21","    Agriculture","W586RC1","4,009.0","2,073.0","1,353.0","2,096.0","1,376.0","1,499.0","1,280.0","325.0","879.0","2,253.0","3,257.0"
"40","22","    Energy","W587RC1","1,404.0","1,584.0","1,845.0","1,821.0","1,774.0","2,093.0","2,103.0","2,034.0","2,578.0","3,049.0","3,452.0"
"41","23","    Natural resources","W588RC1","1,698.0","1,621.0","1,843.0","1,886.0","1,946.0","2,020.0","2,363.0","2,708.0","3,037.0","2,782.0","2,994.0"
"42","24","    Postal service","W594RC1","167.0","220.0","232.0","223.0","259.0","356.0","377.0","357.0","302.0","267.0","271.0"
"43","25","    Other","W684RC1","44.0","40.0","21.0","21.0","62.0","93.0","81.0","89.0","84.0","64.0","89.0"
"44","26","Housing and community services","W597RC1","2,756.0","2,831.0","3,141.0","3,585.0","3,384.0","3,906.0","4,102.0","4,278.0","4,571.0","5,307.0","5,213.0"
"45","27","Health","W598RC1","4,622.0","4,920.0","5,343.0","5,537.0","5,900.0","6,359.0","6,553.0","7,343.0","8,258.0","9,586.0","10,808.0"
"46","28","Recreation and culture","W599RC1","945.0","1,003.0","1,109.0","1,170.0","1,279.0","1,323.0","1,423.0","1,538.0","1,725.0","2,007.0","2,348.0"
"47","29","Education","W600RC1","17,476.0","19,307.0","21,178.0","22,522.0","24,825.0","27,441.0","30,613.0","35,429.0","39,523.0","43,601.0","48,389.0"
"48","30","  Elementary and secondary","W601RC1","14,457.0","16,048.0","17,473.0","18,494.0","20,092.0","22,185.0","24,527.0","27,821.0","30,604.0","33,606.0","37,051.0"
"49","31","  Higher","W602RC1","2,252.0","2,478.0","2,829.0","3,046.0","3,592.0","3,959.0","4,531.0","5,562.0","6,685.0","7,590.0","8,647.0"
"50","32","  Libraries and other","W682RC1","767.0","781.0","876.0","982.0","1,141.0","1,297.0","1,556.0","2,046.0","2,235.0","2,405.0","2,691.0"
"51","33","    Libraries","W603RC1","285.0","307.0","340.0","364.0","426.0","448.0","494.0","554.0","592.0","643.0","707.0"
"52","34","    Other","W604RC1","482.0","475.0","537.0","618.0","715.0","849.0","1,062.0","1,492.0","1,642.0","1,762.0","1,984.0"
"53","35","Income security","W605RC1","1,115.0","1,097.0","1,429.0","1,650.0","1,694.0","1,738.0","2,198.0","2,580.0","2,956.0","2,980.0","3,542.0"
"54","36","  Disability","W606RC1","92.0","84.0","116.0","124.0","130.0","149.0","167.0","214.0","175.0","182.0","192.0"
"55","37","  Retirement \1\","W607RC1","169.0","194.0","242.0","256.0","284.0","298.0","324.0","310.0","408.0","420.0","466.0"
"56","38","  Welfare and social services","W608RC1","844.0","775.0","969.0","1,191.0","1,235.0","1,250.0","1,671.0","2,021.0","2,333.0","2,307.0","2,776.0"
"57","39","  Unemployment","W609RC1","10.0","44.0","102.0","80.0","45.0","41.0","37.0","36.0","41.0","34.0","35.0"
"58","40","  Other","W610RC1",".....",".....",".....",".....",".....",".....",".....",".....",".....","37.0","73.0"
"59","41","      Federal","A823RC1","73,548.0","72,841.0","77,354.0","85,492.0","87,834.0","90,223.0","93,149.0","106,543.0","119,959.0","127,917.0","131,146.0"
"60","42","General public service","W611RC1","2,004.0","2,198.0","2,269.0","2,523.0","2,674.0","2,800.0","3,154.0","3,067.0","2,831.0","2,904.0","3,652.0"
