"","Table 5#4#4BU# Price Indexes for Private Fixed Investment in Str","F2","F3","F4","F5","F6","F7","F8","F9","F10"
"1","[Index numbers, 2000=100]                                                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1997 To 2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published April 30, 2004    ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 4/29/2004 3:47:12 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1997,1998,1999,2000,2001,2002,2003
"8","1","    Private fixed investment in structures","B349RG3",89.518,92.654,95.932,100,105.039,107.159,110.735
"9","2","Nonresidential","B009RG3",89.381,93.474,96.257,100,105.518,106.974,109.168
"10","3","  Commercial and health care","W001RG3",87.945,92.046,96.052,100,103.839,106.613,108.972
"11","4","    Office\1\","W031RG3",86.964,91.408,95.927,100,103.02,105.626,107.855
"12","5","    Health care","W032RG3",88.574,91.828,95.736,100,104.456,106.279,108.755
"13","6","      Hospitals and special care","C311RG3",88.604,91.828,95.736,100,104.456,106.279,108.754
"14","7","        Hospitals","W033RG3",88.604,91.828,95.736,100,104.456,106.279,108.703
"15","8","        Special care","W034RG3",88.604,91.828,95.736,100,104.456,106.279,108.753
"16","9","      Medical buildings","W035RG3",88.471,91.828,95.736,100,104.456,106.279,108.765
"17","10","    Multimerchandise shopping","W036RG3",88.584,92.751,96.298,100,104.487,107.865,110.267
"18","11","    Food and beverage establishments","W037RG3",88.563,92.751,96.298,100,104.487,107.865,110.261
"19","12","    Warehouses","W038RG3",88.586,92.751,96.298,100,104.487,107.865,110.287
"20","13","    Other commercial\2\","W039RG3",88.69,92.799,96.33,100,104.439,107.784,110.17
"21","14","  Manufacturing","B307RG3",89.04,92.681,96.396,100,104.002,108.449,111.1
"22","15","  Power and communication","W003RG3",95.511,96.574,96.926,100,102.899,105.265,108.489
"23","16","    Power","W028RG3",92.814,94.573,96.081,100,102.834,105.619,109.313
"24","17","      Electric","B571RG3",93.292,95.17,96.176,100,103.088,106.068,109.686
"25","18","      Other power","W029RG3",91.879,93.431,95.815,100,101.885,103.963,107.954
"26","19","    Communication","B314RG3",99.4,99.36,98.041,100,102.999,104.678,107.062
"27","20","  Mining exploration, shafts, and wells","B318RG3",88.58,100.57,96.78,100,121.86,111.934,110.208
"28","21","    Petroleum and natural gas","B319RG3",88.514,101.025,96.834,100,122.646,112.24,110.256
"29","22","    Mining","B320RG3",88.604,91.828,95.736,100,104.456,106.279,108.804
"30","23","  Other structures","W004RG3",89.559,92.504,95.978,100,104.176,106.419,108.825
"31","24","    Religious","C309RG3",88.604,91.828,95.736,100,104.456,106.279,108.779
"32","25","    Educational and vocational","W044RG3",88.637,92.282,96.05,100,103.694,107.178,109.595
"33","26","    Lodging","W045RG3",88.604,91.828,95.736,100,104.456,106.279,108.806
"34","27","    Amusement and recreation","W046RG3",89.115,91.828,95.736,100,104.456,106.279,108.78
"35","28","    Transportation","W047RG3",92.691,94.874,96.97,100,103.783,105.938,108.32
"36","29","      Air","W048RG3",89.053,91.828,95.736,100,104.456,106.279,108.729
"37","30","      Land\3\","W049RG3",93.649,95.715,97.388,100,103.494,105.763,108.102
"38","31","    Farm","B316RG3",88.604,91.828,95.736,100,104.456,106.279,108.742
"39","32","    Other\4\","W050RG3",91.962,93.354,95.718,100,103.307,105.758,109.165
"40","33","    Brokers' commissions on sale of structures","B321RG3",96.147,98.307,98.066,100,104.645,105.756,106.263
"41","34","    Net purchases of used structures","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA
"42","35","Residential","B012RG3",89.642,92.086,95.708,100,104.704,107.231,111.501
"43","36","  Permanent site","B943RG3",88.614,91.521,95.57,100,104.776,107.55,112.09
"44","37","    Single-family structures","B944RG3",89.091,91.429,95.584,100,105.022,107.706,112.206
"45","38","    Multifamily structures","B292RG3",84.966,92.278,95.448,100,102.764,106.26,111.025
"46","39","  Other structures","A863RG3",91.151,92.929,95.917,100,104.593,106.747,110.606
"47","40","    Manufactured homes","B945RG3",94.379,95.639,98.212,100,101.715,103.281,105.167
"48","41","    Dormitories","B295RG3",89.091,91.429,95.584,100,105.022,107.706,112.174
"49","42","    Improvements","B946RG3",90.839,92.571,95.906,100,104.037,106.022,109.698
"50","43","    Brokers' commissions on sale of structures","B758RG3",90.819,92.882,95.387,100,106.181,108.746,113.195
"51","44","    Net purchases of used structures","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA
"52",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA
"53","45","  Private fixed investment in new structures\5\","W040RG3",89.391,92.61,95.969,100,104.948,107.033,110.535
"54","46","    Nonresidential structures","A771RG3",89.327,93.433,96.242,100,105.527,106.984,109.195
"55","47","    Residential structures","A756RG3",89.467,91.963,95.754,100,104.489,107.011,111.253
"56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","1. Consists of office buildings, except those constructed at manufacturing sites and those constructed by power utilities for ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","their own use.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Includes all financial buildings.  Medical buildings are included in health care.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2. Includes buildings and structures used by the retail, wholesale and selected service industries.  Consists of",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","auto dealerships, garages, service stations, drug stores, restaurants, mobile structures, and other structures used",NA,NA,NA,NA,NA,NA,NA,NA,NA
