"","Table 1#5#6# Real Gross Domestic Product, Expanded Detail, Chain","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20"
"1","[Billions of chained (2000) dollars]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1990 To 2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published February 28, 2007 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 2/28/2007 7:55:35 AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006
"8","1","    Gross domestic product","A191RX1",7112.5,7100.5,7336.6,7532.7,7835.5,8031.7,8328.9,8703.5,9066.9,9470.3,9817,9890.7,10048.8,10301,10703.5,11048.6,11413.6
"9","2","Personal consumption expenditures","A002RX1",4770.3,4778.4,4934.8,5099.8,5290.7,5433.5,5619.4,5831.8,6125.8,6438.6,6739.4,6910.4,7099.3,7295.3,7577.1,7841.2,8091.1
"10","3","  Durable goods","B003RX1",453.5,427.9,453,488.4,529.4,552.6,595.9,646.9,720.3,804.6,863.3,900.7,964.8,1020.6,1085.7,1145.3,1202.9
"11","4","    Motor vehicles and parts","A165RX1",256.1,226.6,244.9,259.2,276.2,272.3,285.4,304.7,339,372.4,386.5,405.8,429,442.1,450.4,452.9,447.4
"12","5","    Furniture and household equipment","A166RX1",119.9,121.1,127.8,141.1,156.8,173.3,193.4,216.3,244.7,280.7,312.9,331.8,364.3,397.8,446,490.6,550.6
"13","6","    Other","A167RX1",92.7,88.8,90.2,97,104.2,111.2,119.6,127.3,137.6,151.7,163.9,163.2,172.4,183.2,195.6,212.6,224.4
"14","7","  Nondurable goods","B004RX1",1484,1480.5,1510.1,1550.4,1603.9,1638.6,1680.4,1725.3,1794.4,1876.6,1947.2,1986.7,2037.1,2103,2179.2,2276.8,2362.1
"15","8","    Food","A168RX1",784.4,783.3,787.9,802.2,821.8,827.1,834.7,845.2,865.6,893.6,925.2,940.2,954.6,977.7,1011,1065.7,1110.9
"16","9","    Clothing and shoes","A169RX1",188.2,188.8,199.2,207.4,218.5,227.4,238.7,246,263.1,282.7,297.7,303.7,318.3,334.2,350.9,372.7,392.5
"17","10","    Gasoline, fuel oil, and other energy goods","A173RX1",158.4,156.7,162.8,166.9,169.7,173,176.2,179.7,186.3,192.7,191.5,193.4,197.4,198.5,200.5,199.5,197.6
"18","11","    Other","A172RX1",361,359.3,366,379,397.7,414.1,432.9,456.6,481.1,508.6,532.9,549.2,567.1,593.2,618.5,643.9,671.3
"19","12","  Services","B005RX1",2851.7,2900,3000.8,3085.7,3176.6,3259.9,3356,3468,3615,3758,3928.8,4023.2,4100.4,4178.8,4323.9,4436.6,4550
"20","13","    Housing","A174RX1",802.2,820.1,832.7,841.8,869.3,887.5,901.1,922.5,948.8,978.6,1006.5,1033.7,1042.1,1051.9,1091.6,1122.6,1148.7
"21","14","    Household operation","A186RX1",266.4,269.9,277.4,291.1,303.3,312.9,327.3,340.4,357.1,371.9,390.1,391,393.2,398.8,409.3,418,416.3
"22","15","      Electricity and gas","A175RX1",117.4,121.1,120.4,126.8,128.8,130.2,134.7,133.7,136.7,138.1,143.3,140.9,144.9,147.5,149.8,153.8,150.2
"23","16","      Other household operation","A176RX1",149.4,149.2,157.4,164.8,175,183.2,193,207,220.7,233.8,246.8,250.2,248.3,251.2,259.5,264.1,267.1
