"","Table 1#1#6# Real Gross Domestic Product, Chained Dollars       ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233","F234","F235","F236","F237","F238","F239","F240","F241","F242","F243","F244","F245","F246","F247","F248","F249","F250","F251","F252","F253","F254","F255"
"24","5","    Nondurable goods","DNDGRX1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","1,428,144.0","1,435,165.0","1,440,261.0","1,447,690.0","1,457,063.0","1,475,787.0","1,486,286.0","1,498,322.0","1,507,432.0","1,508,261.0","1,532,540.0","1,543,316.0","1,554,719.0","1,573,924.0","1,585,529.0","1,607,217.0","1,636,906.0","1,652,274.0","1,660,134.0","1,694,136.0","1,679,513.0","1,713,067.0","1,724,719.0","1,741,570.0","1,731,414.0","1,739,683.0","1,748,107.0","1,763,233.0","1,770,395.0","1,772,672.0","1,777,696.0","1,800,221.0","1,819,521.0","1,827,959.0","1,863,817.0","1,871,298.0","1,888,935.0","1,893,954.0","1,907,813.0","1,927,578.0","1,949,629.0","1,961,527.0","1,971,843.0","1,990,700.0","2,003,718.0","2,011,559.0","2,024,538.0","2,054,704.0","2,070,330.0","2,066,082.0","2,076,833.0","2,085,998.0","2,070,101.0","2,081,375.0","2,051,468.0","2,026,082.0","2,035,456.0","2,025,724.0","2,033,292.0","2,053,426.0"
"25","6","  Services","DSERRX1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","4,159,078.0","4,196,680.0","4,226,589.0","4,250,476.0","4,292,089.0","4,320,635.0","4,343,731.0","4,369,278.0","4,404,824.0","4,434,714.0","4,487,445.0","4,533,125.0","4,583,542.0","4,639,433.0","4,695,808.0","4,728,508.0","4,768,458.0","4,822,355.0","4,880,272.0","4,940,089.0","5,014,818.0","5,073,095.0","5,120,121.0","5,165,054.0","5,189,338.0","5,211,370.0","5,225,401.0","5,248,639.0","5,282,654.0","5,310,536.0","5,329,179.0","5,350,101.0","5,371,800.0","5,398,686.0","5,435,671.0","5,467,466.0","5,518,285.0","5,551,657.0","5,589,600.0","5,650,789.0","5,686,394.0","5,727,869.0","5,767,133.0","5,798,930.0","5,841,003.0","5,884,155.0","5,914,292.0","5,959,424.0","6,011,704.0","6,036,222.0","6,055,464.0","6,059,714.0","6,087,088.0","6,092,501.0","6,072,353.0","6,080,398.0","6,076,049.0","6,078,825.0","6,090,573.0","6,105,913.0"
"26","7","Gross private domestic investment","A006RX1","189,365.0","174,120.0","168,538.0","203,454.0","225,504.0","240,365.0","242,938.0","230,850.0","194,943.0","167,668.0","182,354.0","172,396.0","215,644.0","239,775.0","261,371.0","296,106.0","264,883.0","271,429.0","250,456.0","229,128.0","234,482.0","215,011.0","226,451.0","242,696.0","247,529.0","248,366.0","242,538.0","223,441.0","221,557.0","220,796.0","232,083.0","242,758.0","268,654.0","285,632.0","289,718.0","295,995.0","286,040.0","282,794.0","279,477.0","276,175.0","271,724.0","271,357.0","277,836.0","254,622.0","235,707.0","230,127.0","249,107.0","271,577.0","286,898.0","310,859.0","289,226.0","299,356.0","331,722.0","298,152.0","296,375.0","259,764.0","266,405.0","286,246.0","310,227.0","315,463.0","334,271.0","331,039.0","336,962.0","325,650.0","343,721.0","348,730.0","360,102.0","364,534.0","379,523.0","377,778.0","386,754.0","389,910.0","429,145.0","429,119.0","444,444.0","446,493.0","484,244.0","475,408.0","470,697.0","472,957.0","460,007.0","440,393.0","453,033.0","462,834.0","472,907.0","492,026.0","476,053.0","480,998.0","512,686.0","508,601.0","520,360.0","492,334.0","476,925.0","478,419.0","486,594.0","458,406.0","517,935.0","533,986.0","541,010.0","524,085.0","561,147.0","595,495.0","603,970.0","607,104.0","645,654.0","675,837.0","649,412.0","674,253.0","631,230.0","628,102.0","592,672.0","598,306.0","493,212.0","476,085.0","516,402.0","530,596.0","585,541.0","610,513.0","611,646.0","615,898.0","646,198.0","696,141.0","734,078.0","713,356.0","727,504.0","777,454.0","801,452.0","819,689.0","819,556.0","817,660.0","801,742.0","786,817.0","781,114.0","710,640.0","656,477.0","723,220.0","795,091.0","757,240.0","804,242.0","773,053.0","692,514.0","691,900.0","683,825.0","622,930.0","645,110.0","707,372.0","754,937.0","834,427.0","921,763.0","952,841.0","974,989.0","958,993.0","927,375.0","943,383.0","932,959.0","969,434.0","967,442.0","945,972.0","916,315.0","917,736.0","945,776.0","947,100.0","948,055.0","1,021,980.0","964,398.0","987,858.0","994,204.0","1,007,371.0","1,045,975.0","1,033,753.0","1,021,604.0","1,011,119.0","1,021,070.0","1,021,360.0","997,319.0","934,248.0","896,210.0","891,704.0","913,904.0","948,891.0","927,796.0","988,912.0","999,135.0","1,030,758.0","1,054,979.0","1,063,263.0","1,062,514.0","1,118,583.0","1,166,845.0","1,234,855.0","1,212,655.0","1,269,190.0","1,282,090.0","1,247,610.0","1,235,601.0","1,270,392.0","1,287,128.0","1,353,795.0","1,422,059.0","1,418,193.0","1,451,304.0","1,543,976.0","1,571,426.0","1,596,523.0","1,672,732.0","1,652,716.0","1,700,071.0","1,754,743.0","1,809,993.0","1,803,674.0","1,848,949.0","1,914,567.0","1,887,836.0","2,018,529.0","1,986,956.0","1,987,845.0","1,882,691.0","1,876,650.0","1,837,074.0","1,731,189.0","1,789,327.0","1,810,779.0","1,814,531.0","1,813,219.0","1,813,141.0","1,823,698.0","1,889,883.0","1,959,783.0","1,970,015.0","2,055,580.0","2,082,231.0","2,125,152.0","2,170,299.0","2,131,468.0","2,154,949.0","2,232,193.0","2,264,721.0","2,261,247.0","2,229,636.0","2,165,966.0","2,132,609.0","2,162,214.0","2,166,491.0","2,123,426.0","2,082,886.0","2,026,518.0","1,990,693.0","1,857,661.0","1,558,494.0","1,456,678.0","1,474,373.0","1,621,035.0"
"27","8","  Fixed investment","A007RX1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","1,224,705.0","1,220,060.0","1,236,160.0","1,261,933.0","1,293,819.0","1,335,909.0","1,366,817.0","1,389,642.0","1,416,778.0","1,447,311.0","1,503,053.0","1,515,959.0","1,561,603.0","1,616,021.0","1,646,770.0","1,697,113.0","1,728,580.0","1,769,036.0","1,810,201.0","1,820,413.0","1,873,664.0","1,920,764.0","1,927,531.0","1,933,331.0","1,921,766.0","1,891,738.0","1,871,913.0","1,824,895.0","1,808,700.0","1,801,531.0","1,798,401.0","1,783,859.0","1,784,110.0","1,829,724.0","1,888,654.0","1,922,436.0","1,918,616.0","1,977,721.0","2,019,682.0","2,053,906.0","2,079,160.0","2,115,998.0","2,142,965.0","2,150,975.0","2,200,168.0","2,189,898.0","2,162,182.0","2,132,875.0","2,118,841.0","2,137,687.0","2,135,557.0","2,113,032.0","2,079,181.0","2,064,783.0","2,020,376.0","1,909,282.0","1,687,499.0","1,631,918.0","1,626,662.0","1,646,571.0"
"28","9","    Nonresidential","A008RX1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","781,543.0","786,966.0","792,246.0","808,185.0","828,244.0","852,052.0","880,412.0","904,217.0","927,294.0","950,313.0","998,762.0","1,006,786.0","1,041,609.0","1,079,733.0","1,096,002.0","1,132,173.0","1,158,424.0","1,190,904.0","1,225,136.0","1,228,977.0","1,274,682.0","1,321,702.0","1,336,310.0","1,341,479.0","1,328,716.0","1,293,824.0","1,272,481.0","1,232,171.0","1,203,368.0","1,183,877.0","1,177,788.0","1,155,611.0","1,150,414.0","1,181,366.0","1,208,262.0","1,223,973.0","1,214,265.0","1,247,018.0","1,281,235.0","1,309,553.0","1,321,537.0","1,340,802.0","1,359,711.0","1,367,251.0","1,424,916.0","1,450,307.0","1,466,035.0","1,474,517.0","1,489,617.0","1,530,277.0","1,565,843.0","1,591,313.0","1,598,923.0","1,604,432.0","1,579,202.0","1,496,070.0","1,321,199.0","1,288,355.0","1,268,950.0","1,285,487.0"
"29","10","      Structures","B009RX1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","336,459.0","343,189.0","345,687.0","342,774.0","348,888.0","356,530.0","360,923.0","379,289.0","382,629.0","379,235.0","393,543.0","396,246.0","391,971.0","413,084.0","413,244.0","412,586.0","410,888.0","405,906.0","405,593.0","410,442.0","418,367.0","435,715.0","452,121.0","453,989.0","441,472.0","443,048.0","445,548.0","403,248.0","381,350.0","360,711.0","344,697.0","339,628.0","336,246.0","346,299.0","345,551.0","343,946.0","341,939.0","345,904.0","349,378.0","349,693.0","355,957.0","354,612.0","347,168.0","349,281.0","364,755.0","383,652.0","393,161.0","394,617.0","409,185.0","430,676.0","456,821.0","469,056.0","476,833.0","493,212.0","493,128.0","484,024.0","419,443.0","400,001.0","380,154.0","361,714.0"
"30","11","      Equipment and software","B010RX1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","486,783.0","488,007.0","491,184.0","506,017.0","519,800.0","535,960.0","557,668.0","568,161.0","586,004.0","607,550.0","641,302.0","646,720.0","679,598.0","700,422.0","714,630.0","747,010.0","771,307.0","803,409.0","834,275.0","834,614.0","870,673.0","901,597.0","903,724.0","907,121.0","904,180.0","870,857.0","849,170.0","843,286.0","832,928.0","830,505.0","837,281.0","820,401.0","818,256.0","839,497.0","865,702.0","882,019.0","874,423.0","902,515.0","932,545.0","959,830.0","965,646.0","986,026.0","1,012,463.0","1,018,150.0","1,060,701.0","1,066,263.0","1,072,041.0","1,079,334.0","1,078,058.0","1,095,201.0","1,101,256.0","1,113,342.0","1,111,901.0","1,097,697.0","1,071,001.0","993,663.0","887,484.0","876,458.0","879,784.0","918,913.0"
"31","12","    Residential","A011RX1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","457,682.0","442,972.0","456,667.0","467,026.0","479,303.0","499,548.0","498,172.0","493,022.0","494,692.0","500,948.0","503,248.0","508,411.0","517,476.0","533,029.0","549,027.0","562,176.0","565,516.0","571,605.0","576,351.0","583,405.0","587,972.0","583,962.0","573,713.0","574,206.0","576,833.0","584,946.0","588,113.0","583,109.0","598,681.0","613,362.0","616,937.0","626,362.0","632,417.0","646,812.0","679,798.0","698,236.0","704,463.0","730,965.0","738,403.0","744,203.0","757,691.0","775,331.0","783,265.0","783,512.0","775,189.0","740,093.0","697,361.0","660,214.0","631,743.0","610,378.0","572,937.0","524,992.0","483,221.0","462,939.0","443,333.0","414,978.0","367,933.0","344,355.0","359,603.0","362,935.0"
"32","13","  Change in private inventories","A014RX1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","65,862.0","37,721.0","8,211.0","16,493.0","3,163.0","26,774.0","62,015.0","32,778.0","43,189.0","103,888.0","75,428.0","86,976.0","117,202.0","43,242.0","60,576.0","65,481.0","89,433.0","41,067.0","44,552.0","99,080.0","18,741.0","101,007.0","63,074.0","58,110.0","-34,837.0","-10,665.0","-30,834.0","-90,747.0","-15,050.0","13,413.0","19,823.0","32,889.0","31,540.0","-3,491.0","2,961.0","38,347.0","52,379.0","78,658.0","62,691.0","71,577.0","91,430.0","15,543.0","11,807.0","81,030.0","65,813.0","72,544.0","67,510.0","31,825.0","14,463.0","23,297.0","29,797.0","10,321.0","619.0","-37,091.0","-29,706.0","-37,380.0","-113,893.0","-160,215.0","-139,169.0","-19,673.0"
"33","14","Net exports of goods and services","A019RX1",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....",".....","-117,053.0","-114,678.0","-81,932.0","-81,548.0","-101,639.0","-108,899.0","-134,377.0","-97,969.0","-125,014.0","-123,273.0","-141,752.0","-169,323.0","-209,951.0","-250,937.0","-273,130.0","-276,418.0","-319,009.0","-350,854.0","-374,400.0","-382,195.0","-424,091.0","-439,426.0","-467,242.0","-475,557.0","-466,844.0","-456,329.0","-476,622.0","-488,680.0","-510,536.0","-534,903.0","-554,263.0","-595,569.0","-585,254.0","-612,712.0","-603,113.0","-614,673.0","-632,474.0","-687,074.0","-705,685.0","-726,728.0","-714,838.0","-709,412.0","-721,376.0","-745,307.0","-732,552.0","-732,813.0","-756,478.0","-694,891.0","-704,956.0","-683,367.0","-638,440.0","-564,046.0","-550,870.0","-476,046.0","-479,244.0","-470,881.0","-386,494.0","-330,368.0","-357,422.0","-347,985.0"
"34","15","  Exports","A020RX1","85,312.0","84,236.0","79,961.0","70,902.0","67,668.0","61,342.0","62,784.0","60,571.0","67,819.0","67,237.0","61,621.0","53,343.0","52,464.0","53,096.0","54,473.0","58,887.0","61,831.0","67,917.0","69,585.0","68,931.0","72,599.0","64,620.0","59,517.0","59,925.0","58,911.0","59,278.0","61,654.0","59,622.0","56,948.0","65,130.0","63,038.0","65,940.0","68,391.0","66,796.0","71,179.0","71,499.0","74,892.0","79,939.0","82,601.0","86,305.0","91,933.0","89,207.0","86,708.0","84,114.0","75,765.0","76,124.0","76,366.0","76,128.0","81,161.0","83,862.0","86,525.0","84,211.0","94,758.0","100,780.0","98,236.0","100,272.0","99,584.0","98,199.0","97,666.0","100,686.0","100,440.0","110,078.0","103,923.0","101,677.0","104,060.0","116,238.0","110,028.0","115,550.0","122,631.0","124,658.0","123,697.0","127,385.0","113,642.0","134,979.0","127,249.0","136,470.0","134,073.0","139,949.0","134,689.0","139,133.0","141,819.0","140,529.0","137,110.0","141,015.0","145,113.0","148,002.0","156,702.0","154,705.0","136,139.0","166,658.0","162,659.0","168,299.0","169,752.0","177,222.0","176,644.0","178,268.0","178,948.0","178,587.0","185,923.0","170,336.0","188,377.0","182,894.0","193,937.0","202,160.0","216,976.0","227,440.0","228,198.0","239,409.0","242,469.0","254,259.0","240,547.0","246,832.0","248,574.0","241,340.0","237,274.0","250,690.0","248,952.0","251,461.0","258,767.0","261,396.0","257,197.0","264,130.0","266,176.0","257,634.0","263,702.0","291,185.0","294,378.0","306,066.0","306,320.0","307,129.0","318,190.0","338,214.0","347,653.0","354,206.0","353,455.0","351,313.0","357,949.0","359,884.0","352,227.0","353,856.0","338,516.0","340,557.0","325,470.0","310,565.0","315,581.0","316,533.0","321,302.0","327,782.0","334,630.0","342,951.0","350,526.0","357,646.0","357,893.0","356,606.0","351,378.0","361,958.0","373,401.0","377,466.0","386,091.0","400,472.0","400,778.0","416,681.0","434,636.0","450,707.0","475,678.0","488,845.0","497,904.0","513,105.0","528,197.0","551,182.0","557,219.0","565,981.0","590,709.0","598,738.0","603,109.0","608,169.0","612,523.0","634,576.0","649,105.0","663,904.0","675,744.0","675,764.0","690,443.0","693,969.0","695,544.0","704,053.0","701,753.0","724,204.0","731,137.0","755,248.0","784,103.0","801,461.0","816,192.0","827,441.0","863,425.0","875,888.0","886,922.0","901,789.0","909,084.0","966,073.0","984,474.0","1,023,460.0","1,047,239.0","1,045,332.0","1,050,264.0","1,038,158.0","1,033,339.0","1,072,307.0","1,064,068.0","1,076,302.0","1,104,529.0","1,132,209.0","1,151,723.0","1,184,426.0","1,213,327.0","1,203,766.0","1,187,985.0","1,149,212.0","1,090,055.0","1,059,319.0","1,076,249.0","1,105,462.0","1,113,165.0","1,101,826.0","1,091,641.0","1,088,214.0","1,117,599.0","1,169,707.0","1,197,293.0","1,215,992.0","1,225,039.0","1,252,932.0","1,276,194.0","1,303,489.0","1,303,859.0","1,336,687.0","1,388,773.0","1,412,067.0","1,414,069.0","1,473,171.0","1,485,881.0","1,504,758.0","1,569,896.0","1,623,961.0","1,623,423.0","1,670,431.0","1,655,183.0","1,568,010.0","1,434,549.0","1,419,458.0","1,478,825.0","1,556,783.0"
