"","Table 1#7#6# Relation of Real Gross Domestic Product, Real Gross","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"1","[Billions of chained (2005) dollars]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1929 To 1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published August 26, 2011   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 8/25/2011 10:17:14 AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969
"8","1","Gross domestic product","A191RX1",976.1,892,834.2,725.2,715.8,793.7,864.2,977,1027.1,991.8,1071.9,1165.9,1365,1616.8,1881.5,2033.5,2010.7,1790.7,1774.6,1852.7,1843.1,2004.2,2159.3,2242,2345.2,2330.4,2498.2,2547.6,2598.8,2575.4,2760.1,2828.5,2894.4,3069.8,3204,3389.4,3607,3842.1,3939.2,4129.9,4258.2
"9","2","Plus: Income receipts from the rest of the world","A645RX1",13.8,13.1,10.6,8.3,7,6.4,7.4,8.1,9.9,9,9.7,8.5,9.7,8.9,8.7,9.4,8.9,10.1,13.2,15.7,15.2,16.8,20.3,20.8,20.3,21.5,24,26.1,27.4,24.4,26.1,29.4,31.5,34.5,37.3,40.7,43.1,42.6,44.5,49.4,54.9
"10","3","Less: Income payments to the rest of the world","A655RX1",4.6,4.3,3.6,2.6,2.3,2.5,2.7,4.4,4.6,3.5,3.9,4,3.6,3.3,3.9,4.3,4.8,3.8,3.8,4.2,4.8,5.3,5.8,5.9,6.2,6.3,6.9,7.1,7.4,7.5,8.8,10.2,10.3,10.4,11.5,12.7,13.9,15.5,16.5,19.2,25.6
