"","Table 2#8#6# Real Personal Consumption Expenditures by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200"
"11","The Bureau of Economic Analysis (BEA) generally does not include estimates at ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","this level of precision in the published tables because the associated sampling ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","and nonsampling errors are larger than this implied level of precision. Compared ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","with the published aggregates, the million-dollar estimates ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","are generally not any more accurate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Line",NA,NA,"1995","1995","1995","1995","1995","1995","1995","1995","1995","1995","1995","1995","1996","1996","1996","1996","1996","1996","1996","1996","1996","1996","1996","1996","1997","1997","1997","1997","1997","1997","1997","1997","1997","1997","1997","1997","1998","1998","1998","1998","1998","1998","1998","1998","1998","1998","1998","1998","1999","1999","1999","1999","1999","1999","1999","1999","1999","1999","1999","1999","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2001","2001","2001","2001","2001","2001","2001","2001","2001","2001","2001","2001","2002","2002","2002","2002","2002","2002","2002","2002","2002","2002","2002","2002","2003","2003","2003","2003","2003","2003","2003","2003","2003","2003","2003","2003","2004","2004","2004","2004","2004","2004","2004","2004","2004","2004","2004","2004","2005","2005","2005","2005","2005","2005","2005","2005","2005","2005","2005","2005","2006","2006","2006","2006","2006","2006","2006","2006","2006","2006","2006","2006","2007","2007","2007","2007","2007","2007","2007","2007","2007","2007","2007","2007","2008","2008","2008","2008","2008","2008","2008","2008","2008","2008","2008","2008","2009","2009","2009","2009","2009","2009","2009","2009","2009","2009","2009","2009","2010","2010","2010","2010","2010","2010","2010","2010","2010","2010","2010","2010","2011","2011","2011","2011","2011"
"19",NA,NA,NA,"1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5"
"20","1","    Personal consumption expenditures (PCE)","DPCERX1","6,003,120.0","5,989,866.0","6,019,890.0","6,009,071.0","6,051,745.0","6,099,766.0","6,083,030.0","6,112,711.0","6,127,163.0","6,103,854.0","6,154,561.0","6,193,319.0","6,164,992.0","6,212,237.0","6,243,336.0","6,268,379.0","6,277,444.0","6,285,370.0","6,297,644.0","6,318,978.0","6,327,308.0","6,347,084.0","6,363,702.0","6,387,419.0","6,416,894.0","6,429,085.0","6,444,567.0","6,443,329.0","6,446,982.0","6,478,432.0","6,539,338.0","6,579,168.0","6,579,524.0","6,611,661.0","6,637,570.0","6,674,192.0","6,668,665.0","6,711,720.0","6,741,198.0","6,775,512.0","6,823,787.0","6,868,366.0","6,873,392.0","6,906,149.0","6,959,698.0","6,986,997.0","7,007,327.0","7,062,855.0","7,053,208.0","7,088,356.0","7,123,420.0","7,166,264.0","7,200,321.0","7,233,010.0","7,248,888.0","7,288,162.0","7,322,134.0","7,334,873.0","7,369,749.0","7,462,931.0","7,438,945.0","7,510,842.0","7,553,975.0","7,543,160.0","7,578,220.0","7,593,951.0","7,600,283.0","7,638,719.0","7,698,629.0","7,695,895.0","7,702,068.0","7,742,654.0","7,740,626.0","7,750,035.0","7,742,226.0","7,749,618.0","7,784,143.0","7,786,860.0","7,803,763.0","7,848,397.0","7,771,005.0","7,958,351.0","7,921,555.0","7,910,072.0","7,937,266.0","7,969,135.0","7,965,578.0","8,004,123.0","7,974,549.0","8,014,614.0","8,059,435.0","8,068,869.0","8,027,642.0","8,050,499.0","8,069,990.0","8,121,161.0","8,135,121.0","8,100,480.0","8,131,264.0","8,169,116.0","8,190,289.0","8,233,994.0","8,273,777.0","8,343,806.0","8,318,824.0","8,323,076.0","8,371,584.0","8,379,374.0","8,421,817.0","8,428,783.0","8,462,320.0","8,460,056.0","8,515,120.0","8,474,473.0","8,523,766.0","8,538,747.0","8,605,001.0","8,624,953.0","8,640,183.0","8,697,554.0","8,692,333.0","8,724,143.0","8,740,485.0","8,802,196.0","8,763,839.0","8,842,807.0","8,896,195.0","8,867,812.0","8,832,733.0","8,852,828.0","8,887,234.0","8,925,382.0","8,961,445.0","8,987,486.0","9,010,943.0","9,027,212.0","9,033,921.0","9,044,008.0","9,089,600.0","9,070,431.0","9,112,103.0","9,159,110.0","9,166,667.0","9,219,075.0","9,227,110.0","9,234,916.0","9,243,500.0","9,261,775.0","9,276,405.0","9,273,187.0","9,289,018.0","9,315,008.0","9,325,980.0","9,326,322.0","9,344,952.0","9,355,480.0","9,339,998.0","9,309,935.0","9,322,267.0","9,331,872.0","9,326,926.0","9,319,879.0","9,267,075.0","9,256,394.0","9,206,967.0","9,186,870.0","9,182,187.0","9,129,789.0","9,175,890.0","9,161,063.0","9,125,446.0","9,114,557.0","9,117,955.0","9,118,413.0","9,131,268.0","9,212,693.0","9,140,847.0","9,171,050.0","9,178,183.0","9,199,341.0","9,189,305.0","9,228,198.0","9,258,611.0","9,257,180.0","9,280,512.0","9,289,274.0","9,302,571.0","9,333,928.0","9,355,387.0","9,402,773.0","9,426,604.0","9,439,315.0","9,443,878.0","9,479,535.0","9,496,553.0","9,490,619.0","9,478,465.0"
"21","2","Goods","DGDSRX1","1,882,213.0","1,858,507.0","1,878,849.0","1,861,519.0","1,884,926.0","1,911,031.0","1,896,634.0","1,905,419.0","1,923,953.0","1,899,654.0","1,927,703.0","1,952,725.0","1,920,293.0","1,945,855.0","1,960,224.0","1,977,926.0","1,980,991.0","1,981,067.0","1,984,895.0","1,998,382.0","1,998,926.0","2,013,872.0","2,018,546.0","2,022,341.0","2,034,057.0","2,042,057.0","2,060,311.0","2,039,775.0","2,032,707.0","2,059,254.0","2,085,536.0","2,108,310.0","2,098,265.0","2,104,050.0","2,135,506.0","2,138,482.0","2,132,141.0","2,143,678.0","2,151,791.0","2,179,357.0","2,205,084.0","2,212,113.0","2,212,802.0","2,228,953.0","2,255,470.0","2,281,132.0","2,293,117.0","2,327,483.0","2,305,274.0","2,334,910.0","2,347,182.0","2,362,654.0","2,388,233.0","2,401,817.0","2,394,456.0","2,414,806.0","2,429,579.0","2,424,419.0","2,437,765.0","2,502,573.0","2,462,890.0","2,499,989.0","2,514,273.0","2,499,596.0","2,512,809.0","2,505,759.0","2,505,548.0","2,528,234.0","2,564,636.0","2,556,464.0","2,546,327.0","2,563,429.0","2,558,044.0","2,574,387.0","2,553,833.0","2,555,139.0","2,575,966.0","2,577,276.0","2,586,246.0","2,613,334.0","2,566,778.0","2,717,336.0","2,684,323.0","2,647,769.0","2,666,487.0","2,686,378.0","2,680,541.0","2,703,775.0","2,666,091.0","2,701,809.0","2,729,555.0","2,745,976.0","2,699,878.0","2,705,377.0","2,726,690.0","2,766,351.0","2,760,978.0","2,733,873.0","2,762,267.0","2,782,629.0","2,789,203.0","2,828,306.0","2,847,067.0","2,905,293.0","2,876,915.0","2,870,149.0","2,907,635.0","2,893,889.0","2,910,073.0","2,903,151.0","2,945,098.0","2,920,602.0","2,963,433.0","2,911,255.0","2,949,018.0","2,955,713.0","2,994,410.0","2,993,063.0","2,991,527.0","3,026,081.0","3,023,549.0","3,041,515.0","3,032,820.0","3,088,576.0","3,037,399.0","3,099,310.0","3,140,949.0","3,098,515.0","3,055,819.0","3,076,456.0","3,085,458.0","3,106,643.0","3,149,877.0","3,143,078.0","3,144,124.0","3,158,066.0","3,142,074.0","3,152,281.0","3,180,219.0","3,158,760.0","3,190,229.0","3,210,079.0","3,209,054.0","3,248,500.0","3,242,482.0","3,235,426.0","3,245,265.0","3,243,519.0","3,264,493.0","3,249,297.0","3,264,434.0","3,263,268.0","3,287,911.0","3,283,202.0","3,279,142.0","3,280,695.0","3,249,863.0","3,211,363.0","3,236,603.0","3,236,691.0","3,238,613.0","3,230,162.0","3,190,890.0","3,195,843.0","3,127,411.0","3,100,891.0","3,094,890.0","3,050,970.0","3,102,976.0","3,106,250.0","3,077,894.0","3,070,289.0","3,090,051.0","3,091,667.0","3,110,513.0","3,192,635.0","3,111,558.0","3,136,615.0","3,160,101.0","3,158,618.0","3,159,871.0","3,192,968.0","3,233,336.0","3,223,701.0","3,221,807.0","3,222,311.0","3,231,919.0","3,254,322.0","3,279,378.0","3,323,506.0","3,329,976.0","3,331,667.0","3,341,709.0","3,372,470.0","3,365,797.0","3,366,966.0","3,342,761.0"
"22","3","  Durable goods","DDURRX1","500,653.0","492,218.0","502,574.0","491,113.0","502,061.0","517,479.0","508,393.0","519,549.0","525,355.0","514,824.0","526,204.0","539,250.0","520,949.0","535,585.0","540,903.0","550,198.0","553,112.0","544,948.0","547,808.0","555,116.0","557,003.0","561,392.0","565,832.0","565,121.0","578,047.0","576,222.0","583,927.0","576,765.0","572,417.0","583,405.0","596,128.0","611,796.0","601,916.0","605,913.0","622,116.0","627,993.0","618,306.0","625,757.0","627,509.0","642,019.0","664,115.0","660,870.0","658,878.0","674,560.0","690,354.0","707,437.0","707,904.0","728,580.0","703,499.0","720,040.0","725,683.0","737,070.0","751,322.0","764,191.0","762,586.0","769,863.0","774,986.0","769,112.0","773,840.0","793,177.0","810,439.0","832,553.0","824,550.0","805,711.0","811,340.0","806,083.0","806,851.0","818,509.0","839,672.0","831,807.0","825,241.0","826,110.0","829,521.0","852,738.0","842,993.0","828,927.0","839,322.0","855,748.0","847,131.0","867,450.0","839,972.0","957,230.0","924,264.0","887,663.0","903,029.0","919,552.0","914,862.0","940,435.0","904,012.0","921,784.0","950,252.0","969,527.0","927,446.0","919,278.0","928,668.0","961,744.0","948,390.0","923,697.0","940,303.0","964,234.0","972,557.0","985,544.0","997,560.0","1,032,696.0","1,009,356.0","1,008,654.0","1,028,073.0","1,022,524.0","1,020,759.0","1,030,376.0","1,041,975.0","1,031,795.0","1,061,892.0","1,021,127.0","1,051,884.0","1,048,343.0","1,075,908.0","1,066,992.0","1,067,211.0","1,094,045.0","1,076,331.0","1,081,995.0","1,091,553.0","1,127,953.0","1,080,376.0","1,132,448.0","1,175,852.0","1,118,023.0","1,086,169.0","1,077,623.0","1,099,115.0","1,118,476.0","1,149,493.0","1,133,624.0","1,143,715.0","1,144,466.0","1,129,070.0","1,144,554.0","1,158,106.0","1,137,985.0","1,160,219.0","1,160,181.0","1,164,297.0","1,179,284.0","1,179,512.0","1,179,079.0","1,184,875.0","1,185,536.0","1,207,487.0","1,190,388.0","1,191,312.0","1,203,204.0","1,222,470.0","1,220,032.0","1,213,153.0","1,205,546.0","1,191,109.0","1,175,345.0","1,169,485.0","1,172,084.0","1,174,775.0","1,163,132.0","1,136,216.0","1,150,779.0","1,112,491.0","1,072,741.0","1,067,838.0","1,051,162.0","1,085,076.0","1,082,011.0","1,062,674.0","1,055,683.0","1,070,998.0","1,077,996.0","1,100,598.0","1,176,453.0","1,077,854.0","1,101,089.0","1,119,016.0","1,125,233.0","1,116,541.0","1,131,036.0","1,169,238.0","1,159,085.0","1,158,180.0","1,156,247.0","1,171,991.0","1,172,200.0","1,193,583.0","1,235,409.0","1,231,216.0","1,244,860.0","1,249,979.0","1,275,458.0","1,269,249.0","1,264,943.0","1,243,572.0"
"23","4","  Nondurable goods","DNDGRX1","1,435,387.0","1,420,548.0","1,428,498.0","1,425,709.0","1,436,364.0","1,443,423.0","1,440,404.0","1,433,781.0","1,446,599.0","1,434,204.0","1,449,700.0","1,459,167.0","1,448,951.0","1,456,743.0","1,465,496.0","1,472,253.0","1,471,532.0","1,483,575.0","1,483,783.0","1,488,605.0","1,486,469.0","1,497,264.0","1,496,180.0","1,501,523.0","1,496,354.0","1,508,074.0","1,517,868.0","1,504,642.0","1,502,761.0","1,517,379.0","1,529,235.0","1,532,939.0","1,535,446.0","1,536,358.0","1,549,246.0","1,544,343.0","1,550,718.0","1,553,340.0","1,560,099.0","1,570,980.0","1,569,163.0","1,581,630.0","1,585,154.0","1,581,666.0","1,589,768.0","1,595,175.0","1,608,055.0","1,618,419.0","1,627,677.0","1,638,463.0","1,644,577.0","1,646,568.0","1,656,088.0","1,654,165.0","1,648,213.0","1,661,251.0","1,670,938.0","1,672,911.0","1,681,553.0","1,727,943.0","1,662,559.0","1,675,144.0","1,700,836.0","1,708,530.0","1,715,887.0","1,714,785.0","1,713,556.0","1,723,666.0","1,736,934.0","1,737,755.0","1,734,830.0","1,752,124.0","1,742,050.0","1,731,281.0","1,720,912.0","1,739,229.0","1,748,999.0","1,730,823.0","1,750,848.0","1,755,335.0","1,738,139.0","1,758,844.0","1,762,905.0","1,767,948.0","1,769,563.0","1,771,091.0","1,770,532.0","1,765,074.0","1,767,942.0","1,784,999.0","1,781,071.0","1,775,920.0","1,776,098.0","1,791,277.0","1,802,849.0","1,806,536.0","1,816,213.0","1,815,686.0","1,826,664.0","1,820,955.0","1,818,356.0","1,844,567.0","1,850,701.0","1,872,252.0","1,868,497.0","1,862,306.0","1,879,850.0","1,871,737.0","1,890,297.0","1,872,932.0","1,903,576.0","1,889,445.0","1,901,285.0","1,891,132.0","1,897,267.0","1,907,808.0","1,918,364.0","1,926,281.0","1,924,537.0","1,931,917.0","1,947,623.0","1,959,940.0","1,941,325.0","1,960,305.0","1,957,404.0","1,966,871.0","1,965,248.0","1,980,747.0","1,969,534.0","1,997,972.0","1,986,013.0","1,988,114.0","2,000,813.0","2,009,542.0","2,000,800.0","2,013,811.0","2,012,788.0","2,008,077.0","2,022,663.0","2,020,541.0","2,030,411.0","2,049,899.0","2,044,889.0","2,069,323.0","2,063,172.0","2,056,650.0","2,060,832.0","2,058,526.0","2,058,767.0","2,059,657.0","2,073,469.0","2,061,631.0","2,068,143.0","2,065,988.0","2,068,373.0","2,076,675.0","2,060,010.0","2,037,168.0","2,066,301.0","2,064,257.0","2,063,871.0","2,065,729.0","2,051,186.0","2,044,025.0","2,011,665.0","2,019,977.0","2,018,743.0","1,991,621.0","2,011,443.0","2,017,348.0","2,007,276.0","2,006,142.0","2,011,604.0","2,007,123.0","2,005,723.0","2,019,122.0","2,025,720.0","2,029,816.0","2,036,901.0","2,030,317.0","2,038,693.0","2,057,733.0","2,064,032.0","2,063,367.0","2,062,320.0","2,064,394.0","2,060,372.0","2,081,182.0","2,087,086.0","2,094,205.0","2,103,630.0","2,094,265.0","2,099,486.0","2,107,837.0","2,106,528.0","2,110,918.0","2,105,196.0"
"24","5","Services","DSERRX1","4,146,211.0","4,162,135.0","4,168,889.0","4,179,185.0","4,195,863.0","4,214,990.0","4,215,054.0","4,236,220.0","4,228,492.0","4,233,799.0","4,253,519.0","4,264,109.0","4,274,127.0","4,293,233.0","4,308,908.0","4,313,815.0","4,319,803.0","4,328,287.0","4,336,770.0","4,343,049.0","4,351,373.0","4,354,214.0","4,366,369.0","4,387,253.0","4,404,555.0","4,407,831.0","4,402,085.0","4,425,868.0","4,438,388.0","4,439,886.0","4,473,253.0","4,488,333.0","4,500,749.0","4,528,035.0","4,517,976.0","4,553,364.0","4,555,000.0","4,587,003.0","4,608,622.0","4,612,564.0","4,633,455.0","4,672,281.0","4,676,756.0","4,692,503.0","4,718,165.0","4,717,213.0","4,724,755.0","4,743,557.0","4,758,937.0","4,761,850.0","4,784,588.0","4,811,828.0","4,818,240.0","4,836,997.0","4,862,099.0","4,880,003.0","4,898,714.0","4,917,981.0","4,939,292.0","4,962,994.0","4,983,149.0","5,016,207.0","5,045,099.0","5,050,527.0","5,072,145.0","5,096,615.0","5,103,426.0","5,117,812.0","5,139,125.0","5,145,505.0","5,163,341.0","5,186,315.0","5,190,138.0","5,181,572.0","5,196,305.0","5,202,509.0","5,215,153.0","5,216,447.0","5,223,937.0","5,240,397.0","5,211,868.0","5,240,582.0","5,238,832.0","5,266,502.0","5,274,231.0","5,285,557.0","5,288,174.0","5,302,837.0","5,312,919.0","5,315,852.0","5,332,158.0","5,324,350.0","5,331,029.0","5,348,439.0","5,345,759.0","5,356,105.0","5,375,862.0","5,369,049.0","5,370,491.0","5,387,630.0","5,402,194.0","5,406,233.0","5,427,074.0","5,438,044.0","5,441,894.0","5,453,073.0","5,463,757.0","5,485,567.0","5,511,850.0","5,525,940.0","5,517,066.0","5,539,674.0","5,551,603.0","5,563,693.0","5,574,945.0","5,583,195.0","5,610,661.0","5,632,013.0","5,648,861.0","5,671,495.0","5,668,807.0","5,682,649.0","5,707,724.0","5,713,676.0","5,726,376.0","5,743,555.0","5,755,243.0","5,769,133.0","5,777,024.0","5,776,317.0","5,801,730.0","5,818,742.0","5,811,785.0","5,844,459.0","5,866,766.0","5,869,182.0","5,891,670.0","5,891,615.0","5,909,395.0","5,911,513.0","5,921,967.0","5,949,210.0","5,957,655.0","5,971,405.0","5,985,120.0","5,999,585.0","5,998,595.0","6,018,331.0","6,012,538.0","6,024,038.0","6,025,082.0","6,051,835.0","6,039,048.0","6,043,903.0","6,066,203.0","6,075,119.0","6,089,661.0","6,097,198.0","6,084,955.0","6,094,317.0","6,087,515.0","6,088,663.0","6,074,579.0","6,058,909.0","6,076,372.0","6,081,734.0","6,082,402.0","6,071,335.0","6,068,316.0","6,050,620.0","6,041,790.0","6,038,053.0","6,023,121.0","6,021,953.0","6,016,890.0","6,019,963.0","6,025,203.0","6,031,282.0","6,016,359.0","6,038,350.0","6,027,424.0","6,034,574.0","6,026,734.0","6,034,358.0","6,058,856.0","6,066,931.0","6,071,007.0","6,080,881.0","6,078,673.0","6,084,081.0","6,101,299.0","6,112,114.0","6,107,240.0","6,113,334.0","6,136,289.0","6,129,361.0","6,140,347.0"
