"","Table 1#17#6# Real Gross Domestic Product, Real Gross Domestic I","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187"
"11","2","    Gross domestic income","A261RX1",4665.4,4697.6,4732.4,4723.9,4690.4,4690.2,4728.9,4684.5,4778,4809.4,4851,4912.9,4983.7,5047.6,5129.7,5261.5,5355.4,5384.8,5402.8,5459.5,5417.2,5395.6,5367,5303,5242.6,5287,5393.8,5449.1,5562.5,5597.3,5638.8,5655.9,5707.3,5853.2,5965.7,6000.7,6037.7,6216.8,6257.5,6313.4,6372.4,6338.3,6345.1,6371.7,6376.2,6257.2,6303.4,6464,6514.4,6515,6605.9,6531.2,6478.3,6504.2,6478.8,6452.1,6524.1,6635.1,6725.8,6879.5,7070.4,7184.7,7263.7,7342.6,7407.5,7461.5,7552.9,7595.7,7673,7693.4,7744.5,7805.6,7884.2,8009.4,8129.2,8236,8335.5,8432.7,8507.6,8625,8681.7,8664.6,8697.8,8704.5,8795.4,8845.3,8837,8794.8,8783.3,8806.3,8829.6,8862.7,9017.6,9091.2,9120.1,9209.7,9171.9,9284.9,9300.8,9482.3,9533.5,9683.7,9774.9,9887.4,9934,9991.4,10114,10178.4,10289.1,10443.8,10542.3,10673.8,10796,10923.2,11105.9,11250.9,11371.1,11534.1,11697.9,11805.7,11952,12026.2,12137.4,12335.9,12587.7,12657.5,12751.6,12729,12876.4,12853,12807.3,12742.9,12907.7,12986.9,13003.8,13078.9,13099.6,13221.5,13348.1,13479.1,13581.8,13722.4,13878.8,13949,14084.9,14185.8,14310.8,14508,14782.8,14805.1,14863.7,14920.2,14882.6,14904.1,14822.4,14816.6,14842.2,14832.4,14767,14479.5,14257.8,14259.2,14328.1,14528.3,14547.3,14648.6,14839.5,14904.9,14924.4,14996.1,15093.1,15217,15484.9,15509.8,15559,15718.4,15774.1,15879.1,15955.4,16027.6,15996.4,16152.2,16358.2,16485.4
"12","3","    Net domestic product \1\","A362RX1",4265.2,4273.6,4296.9,4268.7,4253.6,4256.1,4293.3,4237.3,4362.5,4385.8,4419.8,4429.5,4514.8,4628,4669.1,4749.3,4873.8,4928,4889.1,4933.2,4878.6,4886.2,4824.9,4796.2,4723.3,4759.8,4845.7,4916,5039.3,5077.1,5100.3,5137.2,5198.4,5308.4,5408.3,5399.6,5411.8,5646.3,5699.6,5776.9,5778.4,5774.8,5811.7,5818.1,5829.3,5680.6,5660.5,5774.4,5905.8,5845.5,5914.4,5822.5,5696.4,5723.1,5689.1,5687,5767.6,5915,6042.4,6178.8,6311.8,6429.3,6489.4,6534.8,6594.5,6649.3,6755.2,6799.8,6859.6,6882.2,6949.1,6976.6,7019,7097.2,7158.9,7284.1,7318.9,7419.2,7456.1,7558.6,7634.5,7691.5,7745.5,7751.6,7838.1,7861.5,7852.3,7763.2,7710.6,7771.7,7806.5,7837.7,7938.1,8031.8,8113.8,8198.9,8206.1,8252.3,8288.2,8406.4,8491,8614.2,8660.3,8761.1,8781.3,8802.1,8874.9,8933,8985.7,9152.7,9234,9329.6,9393.3,9538.7,9658.8,9723,9810.7,9897.9,10026,10195.8,10269.2,10340,10457.2,10627.7,10667.4,10860.1,10840,10886.2,10829.9,10881.4,10825.9,10845.8,10945.4,11000,11046.7,11039.7,11092.9,11200.6,11406.4,11546.1,11604.9,11688,11794.3,11894.3,12022.7,12076.8,12175.4,12236.2,12388.1,12409.4,12400.9,12494.5,12482.1,12575.2,12656.9,12693,12575.2,12633.3,12545.6,12217.4,12008.3,11986.3,12033.2,12173.5,12232.1,12366.9,12459.5,12545.8,12480.5,12581.3,12604.2,12762.7,12835.8,12885.3,12968.6,12959.6,13051.3,13106.3,13266.3,13389,13291.4,13456.2,13635.6,13708.8
"13","4","    Net domestic income \1\","W256RX1",4238,4264.4,4292.9,4277.5,4236.5,4230.1,4263.9,4212.9,4304.2,4331.7,4369.2,4428,4495.4,4554.9,4632.1,4760,4847.9,4869.4,4879.5,4930.2,4878.9,4849.2,4812.9,4740.2,4671.5,4711.6,4817.1,4868.9,4981.1,5011.1,5047.2,5057.6,5102.8,5246,5354.3,5381.2,5410.3,5586.7,5618.4,5665.4,5715,5667.9,5663.6,5680.2,5673.9,5539.2,5577.4,5735.6,5779.1,5769.9,5854.8,5766.1,5699.9,5716.8,5680.8,5644.1,5711.2,5818,5903,6052.1,6239,6344.8,6413,6479.4,6530.3,6570.2,6649.5,6679,6744.8,6751.5,6789.9,6838.3,6904.7,7019.5,7129.1,7225.5,7315,7401.8,7465.7,7573.1,7618.1,7587.1,7607.9,7601.7,7682.2,7721.4,7701.6,7647.7,7626.2,7640.5,7655.3,7680.5,7830.3,7896.7,7916.8,7998,7949,8053.3,8058.4,8232.1,8272.3,8412.9,8492.5,8592.9,8625.4,8668.8,8778.3,8828.2,8925.1,9065.7,9148.2,9263.3,9368.1,9476.8,9640.3,9764.1,9861.2,10002.2,10144.6,10231.3,10357.6,10404.3,10481.7,10640.4,10898.8,10925.8,10985.2,10936.2,11064.5,11025.2,10964,10883.7,11031.3,11094.4,11094.8,11155,11161.6,11270.3,11382.1,11496.3,11580.2,11704.3,11842.4,11892.9,12008.4,12090,12194.5,12371.4,12626,12626.1,12663.3,12699,12639.5,12640.9,12540.3,12517.1,12527.8,12501.9,12420.5,12119.8,11891,11890,11958.9,12159.9,12174.7,12270,12453.5,12511.8,12523.4,12587.9,12676,12789.2,13044.8,13057.7,13095.7,13243.1,13286,13377.9,13441.2,13500.1,13455.8,13597.7,13787.8,13899.1
"14",NA,"Production by labor and capital supplied by U.S. residents:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","5","    Gross national product","A001RX1",4730.4,4744.3,4772.4,4751.7,4744.1,4753.5,4794.9,4743.3,4874.8,4904.2,4938.9,4955,5044.7,5160.2,5210.3,5296,5431.3,5495.2,5473.3,5524.2,5488.3,5499.1,5440.9,5411.7,5339.2,5380.3,5471.9,5553.5,5676.2,5720.7,5750.1,5794.1,5868.7,5981.4,6085.5,6079.3,6108.8,6333.4,6399.6,6493.2,6507.6,6523.5,6584.4,6600.6,6623.3,6483.9,6469.3,6573,6711.9,6659.5,6739.2,6669.8,6555.4,6599.7,6563.7,6567.5,6651.8,6806.4,6939.7,7084,7217.7,7343.6,7414.5,7465.4,7525.4,7596.3,7704.6,7767,7832.8,7856.5,7939,7968.9,8027.4,8123,8195.4,8332.9,8388.1,8494.4,8538.5,8654.6,8740.5,8807.1,8876.2,8904.4,8998.5,9035.5,9029.9,8986.6,8927.5,8979.8,9017.3,9067.9,9173.7,9273.3,9358.9,9453.6,9481.6,9528.3,9582.2,9687.9,9791.9,9919,9974.8,10086,10132.5,10170.9,10239,10326.6,10402.8,10572.6,10665.7,10785,10856,11028.9,11158.9,11236.5,11358.8,11464.8,11597.8,11791,11896.1,12000.4,12147.2,12369.8,12400.8,12638,12647.4,12749,12695.9,12773.6,12705.9,12816.3,12886.8,12935.2,13014.6,13042.3,13092.8,13229.7,13449.7,13636.2,13734,13804.5,13940.4,14030.6,14215.9,14276.5,14405.8,14455.3,14629.9,14667.4,14666,14791.1,14800.5,14935.3,15093.7,15193.5,15074.5,15150.6,15094.5,14699.7,14504.2,14480.6,14581.7,14712.6,14790,14932.9,15026.4,15133.8,15086.5,15195.1,15249.1,15433.2,15484.6,15538.1,15617.5,15629.1,15717.2,15790.6,15977.6,16124.3,16009.8,16189.8,16399.3,16454.7
"16","6","    Gross national income","A023RX1",4704.1,4735.3,4768.7,4760.2,4727.6,4728.2,4766.4,4719.4,4818.3,4851.6,4889.9,4953.5,5026,5089.3,5174.6,5306.3,5406.3,5438.6,5464.1,5521.3,5488.4,5463.3,5429.2,5357.6,5289.1,5334,5444.3,5508,5620,5657,5698.9,5717.6,5776.7,5921.4,6033.6,6061.8,6107.3,6276.1,6321.7,6386.1,6446.8,6420.8,6442.3,6468.1,6474.4,6348.4,6389.8,6535.7,6590.4,6587,6682.1,6615.8,6558.8,6593.8,6555.8,6526.4,6597.6,6713,6805.3,6962,7147.4,7262.1,7340.6,7411.8,7463.3,7519.7,7602.2,7650,7721.4,7729.9,7784.8,7834.9,7916.5,8047.6,8166.5,8276.1,8384.3,8477.5,8547.8,8668.7,8724.5,8705.6,8742.4,8758.5,8846.6,8898.9,8882.9,8874,8845.1,8851.7,8869.7,8914.1,9068.2,9140.8,9165.7,9256.6,9229.4,9333,9356.5,9516.7,9577.2,9721.1,9810,9920.9,9979.5,10040.2,10144.1,10223.7,10343.2,10487,10581.2,10719.8,10831.1,10967.8,11140.8,11277.1,11408.8,11568,11715.1,11826,11983.5,12063.9,12171.5,12382.5,12629.6,12703,12791.5,12798.6,12929,12916.4,12843,12853.9,12972.2,13029.3,13062.6,13157.3,13161.3,13299.1,13425.5,13586.6,13709.3,13820.7,13988.4,14029.2,14201.5,14289.6,14424.8,14589.9,14866.7,14883,14927.2,14994.5,14957.1,15000.7,14977.5,15018.2,15027.3,15019.7,14969.7,14602.2,14387,14384.3,14507.4,14699,14732.6,14835.8,15020.3,15099.8,15129.5,15201.7,15321,15459.9,15694.1,15711.1,15745,15913.5,15952.7,16062.8,16152.9,16235.5,16174.4,16331.5,16551.7,16645.3
"17","7","    Net national product \1\","A027RX1",4304.8,4311.9,4333.9,4305.6,4291.3,4294.8,4331.6,4272.8,4403.6,4428.9,4459.4,4470.9,4557.9,4670.7,4714.9,4795,4925.6,4982.8,4951.8,4996.4,4951.6,4955.6,4888.5,4851.8,4770.8,4807.6,4897.1,4976.3,5098.1,5138.1,5161.8,5200.1,5269.5,5378.3,5477.7,5461.8,5483,5706.9,5765.1,5851.4,5854.6,5859.4,5911.7,5917.4,5930.3,5774.2,5749,5847.6,5983.6,5919,5992.2,5909.2,5778.6,5814.6,5767.6,5762.7,5842.7,5994.7,6123.6,6263,6390.3,6508.3,6567.8,6605.4,6651,6708.4,6805,6854.7,6908.6,6918.8,6989.5,7005.7,7051.2,7135.5,7196,7324.3,7367.9,7464.2,7496.2,7602.4,7677.2,7732.4,7790.2,7805.9,7889.7,7915.4,7898.3,7843.3,7772.9,7817.1,7846.4,7889.3,7988.9,8081.6,8159.4,8246,8263.8,8300.5,8344.2,8440.5,8534.7,8651.6,8695.1,8794.3,8826.8,8850.8,8904.7,8978.3,9039.9,9195.8,9272.7,9375.4,9428.1,9583.2,9693.3,9748.7,9848,9931.3,10042.5,10215.5,10300.1,10377.4,10490.9,10673.8,10708.7,10905.2,10879.3,10955.6,10882.2,10944.5,10861.2,10957,11009.7,11041.8,11105.2,11117.8,11154.3,11278,11483.5,11653.4,11732.2,11786.1,11903.7,11974.3,12139.3,12180.4,12289.3,12317.8,12471.6,12486.8,12463.9,12568.4,12556.2,12671.6,12812.1,12894.8,12760.3,12820.6,12748.5,12340,12137.5,12111.4,12212.5,12344.2,12417.3,12553.8,12640.3,12740.5,12685.6,12786.7,12832,13005.4,13045.1,13086.5,13154.7,13154.9,13230,13290.3,13463.9,13596.9,13469.5,13635.6,13829.2,13868.8
"18",NA,"Final expenditures by U.S. residents:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","8","    Gross domestic purchases","A712RX1",4806.1,4815.8,4848.9,4816.3,4805,4806.9,4849.9,4801.3,4926.2,4974.1,5007.8,5026.8,5127.3,5243.2,5281,5370,5494.5,5530.3,5488.7,5523.2,5456.8,5472,5435.5,5398.3,5284.8,5307.4,5434.8,5505.4,5659.2,5716.3,5750.9,5805,5903.1,6010.4,6104.7,6127.5,6173.2,6363.4,6426.8,6499.5,6510,6519.6,6537,6532.6,6537.9,6344.9,6289.5,6443.1,6591.7,6541.2,6622.1,6560.1,6459.1,6481.1,6509.8,6517.9,6607.7,6798.9,6969,7130.8,7311.3,7452.8,7531,7599.9,7656.2,7760.5,7878.8,7949.4,8003.6,8065.3,8153,8179.5,8229.7,8316.2,8380.1,8511.1,8517.6,8597.9,8653.3,8770.8,8839.8,8879.3,8935.3,8958.4,9049.9,9072.8,9065.2,8956.3,8899.5,8954,9001.7,9041.3,9138.4,9253.6,9339,9450.3,9486.5,9551.8,9613.4,9751.4,9860.8,10001.6,10054.5,10175.9,10215.9,10247.7,10292.6,10364.7,10457.8,10647.9,10776.4,10844.4,10958.7,11118.7,11279.6,11397.3,11554.3,11710.2,11885.3,12078.4,12224.1,12353.1,12526,12745.2,12828.1,13077.6,13121.5,13204.2,13158.3,13216.8,13204.1,13254.7,13395,13485.8,13565.8,13626.9,13676.9,13827.5,14040.6,14208.9,14306.3,14469.3,14607.3,14743.7,14896.9,14969.6,15093,15201.6,15369.1,15412.5,15446.7,15498.3,15519.1,15614.2,15662.1,15631.7,15533,15527.2,15427,15112.4,14827.8,14722.7,14785,14921.2,15013.6,15218.4,15347.9,15399.8,15351.6,15448.3,15479.5,15656.1,15744.7,15807.6,15887.2,15859,15966,16054.5,16205,16298.6,16280.4,16473.2,16637.7,16768.3
"20","9","    Final sales to domestic purchasers \2\","A713RX1",4782,4800.8,4828.5,4818.8,4827.3,4811.8,4855.2,4847.7,4902.5,4956.2,4993.7,5057.4,5139,5220,5254.7,5377.7,5483.4,5483.5,5477.1,5466.8,5440.9,5448.4,5448.2,5355.2,5345.5,5382.2,5469.5,5533.9,5640.2,5674.5,5716,5807.2,5893,5978.4,6029.7,6101.3,6134.3,6324.9,6384,6453.8,6473.5,6476.9,6539.4,6546.4,6543.7,6355.8,6392,6488,6537.5,6550.7,6561.8,6542.5,6528,6513.3,6525.1,6621.4,6700.7,6840.4,7003.9,7116,7210,7357.1,7430.9,7544.3,7653.7,7752,7874.6,7919.2,7978,8066.5,8187.7,8221.2,8207.6,8315.4,8404.1,8435.4,8517.5,8591.3,8645.3,8757.7,8788.2,8845,8941.6,8956.4,9050.8,9043.3,9052.9,8989.3,8939.9,8998.5,9021.3,9018.5,9156.8,9239.9,9330.3,9439.1,9451.3,9534.3,9629.7,9749.3,9817.1,9909,10003.5,10094.6,10151.2,10218.8,10298,10361.1,10471.1,10630.9,10715.5,10813.4,10920.7,11009.8,11203.4,11307.2,11428.8,11668.4,11825.1,12014.6,12133.7,12313.4,12480.2,12640.5,12810.1,12969.3,13055.1,13141.6,13198.2,13233.4,13243.6,13354,13402.1,13464.2,13537,13595,13642.1,13829.2,14034,14164.4,14251.8,14388.1,14537,14668.2,14787.3,14936.3,15073.9,15105.5,15292.7,15330.1,15365.2,15456,15497.3,15562,15610.5,15611,15553.6,15557.4,15446.7,15185.5,14980.1,14913,14987.5,14966.4,15000.6,15167.1,15227.3,15339.4,15325.8,15383.7,15493.3,15567.3,15665.8,15719.6,15807.1,15848.1,15927.5,16003.8,16096.7,16203.6,16231.7,16369.1,16535.4,16670.3
"21",NA,"Purchasing power of income: \3\"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","10","    Command-basis gross domestic product","C191RX1",4802.2,4814.9,4845.7,4825.8,4816.1,4824.3,4860.2,4809.1,4939.2,4965.6,5000.4,5013,5101.5,5214.9,5262.2,5357.1,5482.1,5526.6,5502.2,5559.7,5475.4,5464.9,5406,5388.1,5329.5,5369.7,5465.4,5540.9,5663.4,5705.2,5729.7,5781.7,5838,5936.2,6023.6,6051.2,6062.5,6292.9,6350.1,6447.4,6451.2,6454,6476.8,6467,6448.1,6304,6295.2,6419.3,6546.2,6504.2,6592.9,6521.6,6421.7,6465.1,6447.4,6457.7,6554.5,6706.9,6841.2,6993,7133.5,7256.5,7335.7,7402.1,7486.8,7555.3,7665.8,7712.3,7780.8,7840.1,7906.7,7940.1,7990.3,8070.2,8137.5,8274.4,8318.7,8427.1,8493.5,8594.3,8682.4,8742.1,8818.3,8833.1,8916.6,8970.3,8954,8838.6,8829.6,8920.1,8972.2,9010.2,9108.5,9206.9,9285.4,9383.4,9404.9,9460.9,9524.4,9651.9,9748.8,9877.1,9926.3,10040,10073.2,10099.5,10196.2,10276.5,10348.1,10532.6,10616.8,10727.4,10830.3,11000,11153.4,11244.5,11380.1,11499.4,11660.8,11855.2,11966.9,12040.9,12177.8,12369.5,12389,12634.1,12646.8,12716,12684.8,12784.9,12764.8,12825.8,12949,12988.8,13053.1,13059.1,13091.4,13242.6,13462.1,13616.6,13681.1,13783.7,13887.8,13979.8,14147.5,14213.3,14300.8,14356.8,14543.3,14586.1,14600.6,14742.8,14762.9,14856.1,14931.4,14921.5,14772.2,14777.4,14670,14512.6,14434.6,14380.6,14378.2,14481.1,14530.6,14699.9,14819.4,14905,14803.7,14879.7,14930.8,15085.1,15160.7,15250.9,15368.7,15362.7,15475.7,15555.7,15726.8,15862.1,15777.2,15962.9,16157.6,16258.9
"23","11","    Command-basis net domestic product \1\","C362RX1",4376.1,4381.8,4406.4,4378.8,4362.1,4364.3,4395.4,4336.9,4466.4,4488.5,4519,4526.9,4612.6,4723.3,4764.5,4854.2,4974.3,5011.3,4977.6,5029,4934,4915.9,4848,4822.8,4756.3,4792.2,4885.9,4958.7,5080.4,5117.4,5136.1,5182.7,5233,5326.7,5408.5,5427.9,5430,5659.8,5708.6,5798.8,5790.9,5782.1,5794.5,5773.3,5742.9,5582.5,5563.5,5683.1,5806.2,5752.9,5835.4,5750.7,5635.6,5670.7,5642.9,5644.8,5737.6,5887.2,6017.2,6164.2,6298.8,6413.8,6482.1,6535.7,6606.9,6661.9,6760.9,6794.3,6851.1,6897.8,6952,6971.6,7008.4,7076.4,7131.7,7259.1,7291.7,7390.1,7445.2,7535.6,7612.8,7660.9,7725.9,7728.2,7801,7844,7816.1,7687.4,7668.5,7751.7,7795.8,7825.8,7917.8,8009.2,8079.8,8169.7,8181,8227.1,8280.6,8399.1,8486,8604.1,8640.9,8742.5,8761.5,8773.1,8856.1,8922.2,8979.2,9150,9218,9311.8,9397.3,9549.2,9683,9752.2,9864.8,9961.5,10101.6,10275.9,10367.1,10413.8,10517.2,10669.2,10691.3,10896.5,10874.7,10919.3,10867.4,10951.9,10916.3,10962.3,11068.5,11092.5,11140.8,11131.7,11150.6,11288.5,11493.9,11632,11677.9,11763.8,11849.5,11921.6,12068.7,12114.7,12181.6,12216.2,12381.7,12402.3,12395.4,12516.1,12515.2,12589.3,12646.7,12620,12455.7,12445.6,12323.2,12152,12067.1,12011.2,12009.4,12113.3,12158.8,12322.1,12434.8,12513.4,12404.9,12473.8,12516.3,12659.9,12724,12801.8,12908.2,12891.1,12990.9,13057.5,13215.1,13336.5,13238.6,13410.5,13589.2,13674.4
"24","12","    Command-basis gross national product","CB22RX1",4832.8,4844.2,4873.6,4853.7,4844.8,4854.3,4889.6,4835.8,4971.4,4999.8,5031.1,5045.5,5135.3,5248.2,5298.5,5393.4,5524.5,5571.9,5555.4,5613.5,5537.9,5523.3,5458.9,5432.9,5367,5407.5,5506.8,5591,5712.3,5756.3,5781.6,5835.1,5898.8,5996,6082.8,6103.6,6123.1,6343.4,6405.4,6511.3,6516.6,6527.2,6564.3,6553.4,6535.7,6384.6,6371,6480.4,6611.8,6565.8,6659,6596.4,6492.3,6544.5,6514.5,6522.3,6618.7,6775.7,6911.4,7066,7201.1,7324.3,7402.8,7461.4,7532.2,7603.8,7705.1,7756.6,7819,7866.7,7937.8,7960.5,8014.5,8100.6,8167,8306.8,8359.6,8464,8525.8,8630.3,8717.6,8775.7,8855.8,8880.3,8961.2,9017.7,8994.3,8912.6,8887.2,8961.6,9008.5,9057.9,9155.2,9252.3,9326.6,9425.9,9457.9,9504.5,9575.5,9681.4,9787.4,9909.4,9956.3,10068.5,10114.2,10143.9,10222.2,10317.7,10398.2,10571.7,10651.6,10769.2,10861.1,11040.5,11184,11266.4,11413.6,11529.2,11674,11871.8,11994.8,12075.4,12208.5,12412.5,12427,12675.7,12682.5,12781.7,12733.7,12844.7,12797,12933.9,13010.2,13027.5,13108.4,13134.1,13149.8,13317,13536.2,13720.9,13805.4,13878.6,13994,14056.7,14261.1,14313.8,14411.6,14435.4,14623.7,14660.5,14660.5,14813.6,14834.1,14949.4,15083.3,15119.5,14953.7,14961.5,14869.8,14633.3,14563.5,14505.7,14557.6,14651.8,14732.1,14902.7,15015.9,15115.6,15025.3,15102.1,15175.6,15344.9,15387.3,15469.1,15571.9,15574.8,15671.6,15756.8,15941.9,16087.6,15972.5,16159.6,16368.7,16435.7
"25","13","    Command-basis net national product \1\","C027RX1",4407.8,4412.2,4435.4,4407.7,4391.9,4395.3,4425.8,4364.6,4499.7,4523.9,4550.9,4560.5,4647.6,4757.8,4802.1,4891.8,5018.1,5058.2,5032.6,5084.7,4998.7,4976.4,4902.7,4869.3,4795.2,4831.5,4929.1,5010.8,5131.2,5170.6,5190.1,5238.2,5296.3,5388.9,5470.3,5482.4,5493.2,5712.4,5766.3,5865.4,5859.1,5858.4,5885.7,5863.4,5834.1,5666.4,5642.4,5746.8,5874.5,5817.1,5904.3,5828.6,5709.2,5753.6,5712.8,5712.1,5804.3,5958.6,6090,6240.1,6368.8,6484.1,6551.5,6597,6653.9,6712.1,6801.5,6840.1,6890.5,6925.3,6984.1,6992.6,7033.4,7107.7,7162.1,7292.6,7333.7,7428.1,7478.5,7572.6,7649,7695.4,7764.5,7776.6,7846.9,7892.7,7857.4,7763.3,7727.4,7794.1,7832.9,7874.6,7965.5,8055.6,8121.8,8212.9,8234.9,8271.5,8332.6,8429.1,8525.2,8637,8671.4,8771.5,8803.2,8818.3,8882.6,8964.2,9030.1,9189.7,9253.3,9354.2,9428.6,9590.3,9714.1,9774.4,9898.8,9991.7,10115,10292.6,10395.4,10448.7,10548.3,10712.6,10729.8,10938.5,10910.7,10985.5,10916.7,11012.1,10948.8,11071.3,11130.1,11131.4,11196.5,11207.2,11209.2,11363.2,11568.3,11736.7,11802.5,11859,11956,11998.7,12182.7,12215.6,12292.8,12295.2,12462.5,12477,12455.6,12587.3,12586.7,12683,12799.1,12818.6,12637.6,12629.9,12523.1,12273,12196.3,12136.3,12188.6,12283.7,12359.9,12524.2,12630.7,12723.3,12625.7,12695.2,12760,12918.5,12949.5,13019,13110.4,13102.2,13185.8,13257.8,13429.4,13561.3,13433.3,13606.5,13799.6,13850.7
"26",NA,"After-tax income received by the personal sector:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
