"","Table 2#8#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"11","3","  Durable goods","DDURRG3",58.191,58.417,58.701,58.809,58.833,58.979,59.08,59.184,59.202,59.455,59.558,59.547,59.532,59.62,59.715,59.766,59.866,59.938,60.117,60.281,60.493,60.89,61.335,61.675,62.008,62.208,62.288,62.473,62.609,62.749,62.895,62.432,62.085,62.038,62.094,62.317,62.638,62.675,62.744,62.939,63.026,63.057,63.18,63.324,63.482,63.053,63.093,63.231,63.229,63.419,63.512,63.764,63.904,63.991,64.127,64.216,64.262,64.256,64.438,64.526,64.792,65.057,65.511,65.963,66.656,67.686,68.59,69.222,70.125,71.029,71.48,71.932,72.017,72.554,73.228,73.816,73.858,74.041,74.378,74.699,75.069,75.426,75.766,76.401,76.744,76.943,76.979,77.444,77.825,77.959,78.381,78.519,79.152,79.834,79.977,80.234,80.816,80.786,80.911,80.997,81.264,81.487,81.873,82.142,82.266,82.738,83.086,83.754,84.094,84.307,84.753,85.174,85.667,86.174,86.577,87.079,87.522,88.098,88.61,89.04,89.341,90.11,90.612,91.321,91.614,91.88,92.262,92.63,93.078,93.666,94.343,94.969,95.965,97.146,98.163,98.813,99.335,100.002,100.253,101.208,102.123,102.366,103.072,103.351,103.833,104.348,104.531,105.443,106.324,106.84,107.32,107.754,108.242,108.784,109.224,109.518,109.93,110.134,110.213,110.492,111.033,111.323,111.533,111.214,111.292,111.761,111.572,111.677,112.191,112.5,112.719,112.849,112.801,113.019,113.321,113.458,113.744,113.912,114.328,114.403,114.243,114.195,114.302,114.899,114.933,115.036,114.992,115.157,115.402,115.292,115.512,115.382,115.49,116.143,116.315,116.498,116.157,116.104,115.988,116.113,116.064,116.313,116.41,116.345
"12","4","  Nondurable goods","DNDGRG3",23.586,23.602,23.703,23.837,23.93,24.113,24.221,24.273,24.39,24.412,24.549,24.698,24.799,24.907,24.902,25.071,25.124,25.146,25.23,25.251,25.369,25.473,25.494,25.558,25.513,25.533,25.605,25.712,25.809,25.929,25.948,26.066,26.114,26.152,26.177,26.298,26.391,26.551,26.542,26.53,26.571,26.57,26.68,26.749,26.946,27.012,27.098,27.189,27.387,27.632,28.017,28.313,28.497,28.728,28.773,29.459,29.481,29.731,30.154,30.524,31.053,31.715,32.303,32.535,32.909,33.1,33.313,33.792,34.214,34.432,34.73,35.031,35.19,35.255,35.232,35.213,35.296,35.549,35.995,36.189,36.238,36.472,36.615,36.728,36.789,36.629,36.536,36.487,36.654,36.806,36.945,37.105,37.263,37.439,37.59,37.73,37.909,38.393,38.52,38.764,38.978,39.184,39.29,39.399,39.451,39.607,39.878,40.037,40.213,40.294,40.608,40.985,41.357,41.681,41.867,42.002,42.193,42.501,42.75,42.966,43.504,43.896,44.395,44.883,45.434,45.95,46.478,46.839,47.366,47.746,48.142,48.607,49.39,49.902,50.761,50.985,51.258,51.478,51.881,52.352,52.743,53.088,53.459,53.823,54.332,55.141,55.637,55.604,55.546,55.597,55.803,56.012,56.245,56.314,56.382,56.472,56.612,56.734,56.609,56.219,56.533,57.191,57.448,57.353,57.336,57.442,57.465,57.325,57.346,57.17,57.239,57.686,58.056,58.163,58.362,58.441,58.414,58.422,58.35,58.364,58.835,59.151,59.19,59.186,59.047,59.054,59.117,59.26,59.31,59.474,59.413,59.446,59.605,59.863,60.11,60.203,60.155,60.324,60.354,60.313,60.378,60.546,60.826,61.102
"13","5","Services","DSERRG3",15.722,15.776,15.856,15.925,16.009,16.066,16.149,16.207,16.285,16.366,16.434,16.515,16.586,16.66,16.737,16.821,16.894,16.965,17.034,17.099,17.178,17.265,17.354,17.448,17.516,17.59,17.665,17.735,17.823,17.91,17.996,18.081,18.141,18.183,18.24,18.306,18.383,18.448,18.498,18.543,18.596,18.649,18.717,18.78,18.84,18.888,18.956,19.02,19.042,19.109,19.192,19.316,19.407,19.513,19.62,19.745,19.886,19.994,20.109,20.261,20.38,20.528,20.696,20.843,21.022,21.197,21.333,21.507,21.686,21.821,21.976,22.149,22.341,22.505,22.607,22.716,22.852,23.004,23.168,23.252,23.423,23.556,23.757,23.907,24.027,24.136,24.24,24.325,24.443,24.57,24.711,24.891,25.035,25.151,25.291,25.477,25.626,25.807,25.988,26.168,26.306,26.48,26.662,26.828,26.987,27.116,27.269,27.394,27.602,27.792,27.963,28.168,28.349,28.517,28.698,28.868,29.058,29.311,29.473,29.603,29.77,29.836,30.023,30.346,30.683,30.92,31.112,31.378,31.641,31.914,32.106,32.365,32.589,32.938,33.256,33.436,33.765,34.015,34.316,34.577,34.934,35.289,35.61,35.865,36.256,36.564,36.819,37.048,37.3,37.507,37.796,38.105,38.389,38.631,38.939,39.092,39.417,39.563,39.785,39.952,40.203,40.436,40.743,41.028,41.23,41.558,41.788,41.951,42.262,42.435,42.491,42.644,42.718,42.938,43.259,43.541,43.792,43.906,44.006,44.035,44.199,44.601,44.832,45.076,45.227,45.356,45.619,45.792,45.859,45.994,46.111,46.338,46.668,46.891,47.106,47.177,47.431,47.603,47.806,48.082,48.2,48.245,48.365,48.546
"14",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","6","  PCE excluding food and energy","DPCCRG3",21.762,21.837,21.94,22.025,22.113,22.19,22.293,22.357,22.447,22.544,22.63,22.715,22.79,22.877,22.962,23.053,23.134,23.218,23.306,23.387,23.485,23.601,23.722,23.841,23.935,24.027,24.104,24.194,24.299,24.395,24.489,24.524,24.564,24.603,24.659,24.736,24.842,24.91,24.959,25.017,25.075,25.126,25.198,25.251,25.336,25.351,25.418,25.495,25.511,25.591,25.695,25.845,25.945,26.057,26.169,26.291,26.424,26.526,26.654,26.802,26.934,27.106,27.316,27.521,27.785,28.071,28.32,28.593,28.85,29.076,29.289,29.497,29.67,29.88,30.037,30.183,30.312,30.461,30.649,30.755,30.921,31.075,31.281,31.471,31.633,31.759,31.864,31.988,32.139,32.268,32.446,32.632,32.823,32.984,33.133,33.311,33.511,33.716,33.858,34.027,34.201,34.405,34.619,34.79,34.938,35.108,35.292,35.477,35.695,35.835,36.032,36.266,36.48,36.685,36.901,37.1,37.313,37.587,37.789,37.936,38.128,38.252,38.471,38.824,39.161,39.379,39.576,39.838,40.108,40.4,40.658,40.949,41.257,41.667,42.052,42.268,42.608,42.89,43.19,43.502,43.91,44.27,44.619,44.887,45.277,45.608,45.86,46.15,46.466,46.696,46.976,47.289,47.597,47.879,48.156,48.33,48.624,48.81,49.021,49.213,49.48,49.727,50.048,50.279,50.466,50.785,50.977,51.145,51.509,51.705,51.775,51.932,52.008,52.252,52.604,52.876,53.09,53.185,53.31,53.35,53.525,53.861,54.065,54.321,54.447,54.576,54.811,54.993,55.078,55.203,55.322,55.542,55.854,56.153,56.358,56.431,56.633,56.827,56.995,57.274,57.39,57.479,57.615,57.773
"16","7","  Food \1\","DFXARG3",20.595,20.561,20.624,20.748,20.874,21.121,21.245,21.311,21.448,21.442,21.643,21.834,21.983,22.089,22.117,22.19,22.28,22.275,22.32,22.375,22.478,22.532,22.466,22.478,22.302,22.342,22.469,22.664,22.757,22.907,22.936,22.98,22.973,23.009,23.074,23.269,23.428,23.723,23.684,23.674,23.679,23.712,23.846,23.949,24.118,24.196,24.3,24.424,24.78,25.137,25.761,26.136,26.396,26.637,26.669,28.03,28.038,28.153,28.52,28.768,29.192,29.919,30.389,30.398,30.595,30.612,30.602,31.15,31.799,32.102,32.477,32.909,33.063,33.002,32.818,32.656,32.682,32.961,33.435,33.646,33.619,33.913,34.098,34.229,34.205,33.806,33.606,33.514,33.643,33.74,33.865,34.035,34.151,34.283,34.304,34.408,34.498,35.069,35.291,35.733,35.934,36.178,36.226,36.335,36.364,36.422,36.687,36.826,37.17,37.562,38.044,38.671,39.273,39.833,39.987,40.058,40.202,40.483,40.688,40.887,41.698,42.329,42.639,42.859,43.157,43.281,43.491,43.353,43.651,43.968,44.258,44.615,44.842,44.798,45.261,45.574,45.919,46.219,46.849,47.681,48.3,48.689,49.253,49.573,49.644,49.778,50.025,49.976,49.86,49.981,50.389,50.62,50.781,50.67,50.645,50.702,51.026,51.336,51.194,51.256,51.681,52.019,52.047,51.788,51.74,51.675,51.628,51.544,51.452,51.509,51.929,52.097,52.299,52.25,52.253,52.277,52.428,52.521,52.446,52.585,53.279,53.682,53.743,53.64,53.399,53.623,53.745,54.029,53.89,53.961,53.894,53.971,54.12,54.302,54.427,54.279,54.136,54.155,54.187,54.176,54.177,54.331,54.607,54.976
"17","8","  Energy goods and services \2\","DNRGRG3",12.521,12.545,12.66,12.749,12.744,12.802,12.771,12.79,12.793,12.82,12.789,12.848,12.831,12.88,12.76,13.053,13.013,12.976,13.051,12.958,13.059,13.211,13.294,13.385,13.444,13.371,13.357,13.284,13.308,13.375,13.338,13.66,13.71,13.728,13.698,13.741,13.678,13.668,13.694,13.644,13.712,13.656,13.755,13.893,14.066,14.107,14.164,14.173,14.26,14.406,14.459,14.626,14.71,14.936,14.956,15.005,15.003,15.467,16.047,16.67,17.556,18.298,19.146,19.463,19.838,19.953,20.105,20.18,20.245,20.156,20.173,20.286,20.556,20.633,20.692,20.809,20.972,21.307,21.771,21.973,22.238,22.431,22.574,22.647,22.632,22.61,22.546,22.44,22.601,22.843,22.911,23.003,23.177,23.445,23.724,24.014,24.22,24.433,24.691,24.747,24.839,24.822,24.877,25.006,25.117,25.322,25.554,25.634,25.599,25.655,25.804,25.871,26.002,26.057,26.162,26.359,26.602,27.037,27.312,27.66,27.949,28.199,29.044,29.987,30.99,32.371,33.612,34.827,35.915,36.55,37.003,37.748,39.459,40.931,42.586,42.749,43.007,43.153,43.369,43.528,43.623,43.887,44.122,44.591,45.938,48.042,49.111,48.858,48.574,48.471,48.62,48.84,49.126,49.229,49.709,49.743,49.922,49.491,49.218,47.728,48.031,49.409,49.86,49.935,49.93,50.389,50.511,50.041,49.736,48.897,48.479,49.519,50.256,50.338,50.498,50.578,50.533,50.589,50.41,50.186,50.266,50.752,50.819,50.974,50.932,50.549,50.445,50.308,50.591,50.846,50.736,50.368,50.459,50.499,51.04,51.587,51.489,51.486,51.481,51.016,51.016,51.045,51.296,51.582
"18","9","  Market-based PCE \3\","DPCMRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","10","  Market-based PCE excluding food and energy \3\","DPCXRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","1. Food consists of food and beverages purchased for off-premises consumption; food services, which",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","include purchased meals and beverages, are not classified as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2. Consists of gasoline and other energy goods and of electricity and gas services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","3. Market-based PCE is a supplemental measure that is based on household expenditures for which there",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","are observable price measures. It excludes most imputed transactions (for example, financial services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","furnished without payment) and the final consumption expenditures of nonprofit institutions serving",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
