"","Table 1#5#6# Real Gross Domestic Product, Expanded Detail, Chain","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20"
"1","[Billions of chained (2005) dollars]                                                                                                                                                                                                                      ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1995 To 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published December 20, 2012 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 12/19/2012 3:27:26 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
"8","1","    Gross domestic product","A191RX1",9086,9425.8,9845.9,10274.7,10770.7,11216.4,11337.5,11543.1,11836.4,12246.9,12623,12958.5,13206.4,13161.9,12757.9,13063,13299.1
"9","2","Personal consumption expenditures","DPCERX1",6076.2,6288.3,6520.4,6862.3,7237.6,7604.6,7810.3,8018.3,8244.5,8515.8,8803.5,9054.5,9262.9,9211.7,9032.6,9196.2,9428.8
"10","3","  Goods","DGDSRX1",1896,1980.9,2075.3,2215.5,2392,2518.2,2597.3,2702.9,2827.2,2953.3,3076.7,3178.9,3273.5,3192.9,3098.2,3209.1,3331
"11","4","    Durable goods","DDURRX1",510.5,548.6,593.3,665.6,752,818,862.4,927.9,989.1,1060.9,1123.4,1174.2,1232.4,1171.8,1109.1,1178.3,1262.6
"12","5","      Motor vehicles and parts","DMOTRX1",255.6,268,286.1,316,345.1,356.1,374.3,394,404.8,410.4,408.2,394.4,401.4,346.8,322.6,329.5,347.4
"13","6","      Furnishings and durable household equipment","DFDHRX1",133.1,138.8,145.3,157.3,175.6,192.5,202.3,217,229.1,247.2,261.3,272.5,274.4,262.8,240.7,257.5,272.5
"14","7","      Recreational goods and vehicles","DREQRX1",75.2,86.8,100.4,120.5,146.3,171.7,188.8,211.7,238.8,274.7,312.8,356.2,400.9,416.2,410.2,455.5,508.6
"15","8","      Other durable goods","DODGRX1",70,74.6,78.4,86.1,96.3,104.9,102.6,109.4,119.1,129.5,141.1,151.9,159,153.7,145.7,152.1,158.4
"16","9","    Nondurable goods","DNDGRX1",1437.7,1479.2,1522.7,1580.2,1660.7,1714.5,1745.4,1780.1,1840.7,1892.8,1953.4,2005,2042.9,2019.1,1982.8,2029.3,2075.2
"17","10","      Food and beverages purchased for off-premises consumption","DFXARX1",548.4,553.9,558.8,565.5,587.3,600.5,607.5,608.9,616.5,623.9,644.5,663,673.2,666,654.8,668.8,685.3
"18","11","      Clothing and footwear","DCLORX1",201.1,210.8,217.8,231.1,246.2,258.1,260.6,268.6,282.6,296,314,328.7,340.1,338.1,321,338.1,350
"19","12","      Gasoline and other energy goods","DGOERX1",264.3,268.5,273.9,283.7,292.4,287.1,289.2,294,301.9,305.9,303.8,296.9,294.4,280.6,282.4,281.3,271.5
"20","13","      Other nondurable goods","DONGRX1",442.8,462.4,487.9,514.1,546,574,592.7,612.2,642,668.2,691.1,717.3,737.5,739.7,727.7,745.6,777.4
"21","14","  Services","DSERRX1",4208.5,4331.7,4465.3,4662.1,4853.1,5093.6,5219.1,5318.5,5418.2,5562.7,5726.8,5875.6,5990.2,6017,5930.6,5987.6,6101.5
"22","15","    Household consumption expenditures (for services)","DHCERX1",4068.9,4183.6,4327.6,4511,4690.8,4918.2,5029.3,5109.8,5199.4,5345.1,5515.1,5640.6,5745.2,5745.6,5656.3,5710.2,5814.3
"23","16","      Housing and utilities","DHUTRX1",1234.8,1261.6,1290.3,1329.7,1371.7,1413.6,1451.4,1461.9,1480.2,1512.8,1582.6,1616.8,1626.6,1637.8,1655.2,1668.7,1677.7
"24","17","      Health care","DHLCRX1",947.6,967.2,997.2,1029.6,1045.7,1081.6,1135.6,1202.4,1228.3,1267.4,1308.9,1333,1364,1396.5,1420.8,1439,1488.5
"25","18","      Transportation services","DTRSRX1",213.9,231.4,248.8,259.2,273.5,286.3,283.6,275.9,276.9,283.8,286,285.5,287.9,272,246,243.5,248.9
"26","19","      Recreation services","DRCARX1",245.3,256.4,264.5,273.3,286.7,295.3,294.9,296.8,306.1,322.1,328.2,339.9,353.2,348.6,333.9,337.4,345.9
"27","20","      Food services and accommodations","DFSARX1",416,418.8,428,439.2,450,470.5,469.9,477.2,495,515.1,533.9,551.6,559.1,553.9,531.7,545.1,565.2
"28","21","      Financial services and insurance","DIFSRX1",489.9,508.2,525.7,559.1,606.2,666,661.3,658.9,659.2,675.5,698.4,716.4,739.8,732.3,680.6,683.7,681.8
"29","22","      Other services","DOTSRX1",524.3,542,574.1,621.7,656.7,704.2,732.6,737,753.9,768.4,777.1,797.4,815,805,788.2,793,806.1
"30","23","    Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRX1",142.2,150.9,140.5,153.9,164.9,177.8,191.3,209,218.7,217.6,211.7,235.1,245.2,272.9,276.4,279.5,290.1
"31","24","      Gross output of nonprofit institutions \2\","DNPERX1",636.4,653.4,663.8,696.7,721,749,785.3,831.1,844.1,860.5,874.3,902.5,926,954.9,971.3,984.6,1010.8
"32","25","      Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRX1",497.2,505.4,526.8,546,558.6,573.1,595.2,622.5,625.2,642.8,662.6,667.5,681.1,683.4,696.2,706.3,722.5
"33","26","Gross private domestic investment","A006RX1",1254.3,1365.3,1535.2,1688.9,1837.6,1963.1,1825.2,1800.4,1870.1,2058.2,2172.3,2231.8,2159.5,1939.8,1458.1,1658,1744
"34","27","  Fixed investment","A007RX1",1231.2,1341.6,1465.4,1624.4,1775.5,1906.8,1870.7,1791.5,1854.7,1992.5,2122.3,2172.7,2130.6,1978.6,1602.2,1598.7,1704.5
"35","28","    Nonresidential","A008RX1",787.9,861.5,965.5,1081.4,1194.3,1311.3,1274.8,1173.7,1189.6,1263,1347.3,1455.5,1550,1537.6,1259.8,1268.5,1378.2
"36","29","      Structures","B009RX1",342,361.4,387.9,407.7,408.2,440,433.3,356.6,343,346.7,351.8,384,438.2,466.4,368.1,310.6,319.2
"37","30","      Equipment and software","B010RX1",489.4,541.4,615.9,705.2,805,889.2,860.6,824.2,850,917.3,995.6,1071.1,1106.8,1059.4,885.2,963.9,1070
"38","31","        Information processing equipment and software","A679RX1",147.3,176.5,217.6,267.1,327.2,386.2,384.5,373.9,403.7,443.1,475.3,516.3,558.2,569.7,546.4,571.7,600.2
"39","32","          Computers and peripheral equipment \4\","ZZZZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","33","          Software \5\","B985RX1",66.9,78.5,101.7,122.8,151.5,172.4,173.7,173.4,185.6,204.6,218,227.1,240.9,250.8,252.9,259.4,277.2
"41","34","          Other","A937RX1",90.1,98.7,107.2,120.7,134.6,162,157,142.7,155.1,168.1,178.4,192.8,208.4,202.4,182.4,197.6,196.7
"42","35","        Industrial equipment","A680RX1",145.5,150.9,154.1,160.8,161.8,175.8,162.8,151.9,151.6,147.4,159.6,172.9,179.9,172.9,136.2,134.6,152.6
"43","36","        Transportation equipment","A681RX1",131.5,136.8,148.2,162,190.3,186.2,169.6,154.2,140.4,162.3,181.7,196.5,185.8,142.7,69.1,119.6,156.7
"44","37","        Other equipment","A862RX1",110.6,114.8,125.9,138.8,142.4,150.4,149.3,148.2,155,164.4,178.9,185.5,184.2,177.8,145.5,149.9,168.6
"45","38","    Residential","A011RX1",456.1,492.5,501.8,540.4,574.2,580,583.3,613.8,664.3,729.5,775,718.2,584.2,444.4,344.8,332.2,327.6
"46","39","  Change in private inventories","A014RX1",32.1,31.2,77.4,71.6,68.5,60.2,-41.8,12.8,17.3,66.3,50,59.4,27.7,-36.3,-139,50.9,31
"47","40","    Farm","B018RX1",-13,8.3,3.7,1.6,-3.7,-1.8,0.1,-3.1,0.1,7.9,0.1,-3.7,-0.8,1,-1.4,-6.2,-3.8
"48","41","    Nonfarm","A015RX1",44.3,23.2,73.6,69.5,70.8,61.2,-41.5,15.6,17.2,58.3,49.8,63.2,28.7,-37.6,-137.9,58,36.5
"49","42","Net exports of goods and services","A019RX1",-98.8,-110.7,-139.8,-252.5,-356.4,-451.3,-471.8,-548.5,-603.7,-687.9,-722.7,-729.4,-648.8,-494.8,-355.2,-419.7,-408
"50","43","  Exports","B020RX1",845.1,915.3,1024.3,1047.7,1093.4,1187.4,1120.8,1098.3,1116,1222.5,1305.1,1422.1,1554.4,1649.3,1498.7,1665.6,1776.9
"51","44","    Goods","A253RX1",574.8,625.5,715.4,731.4,759.2,843.4,791.2,762.7,776.4,842.6,906.1,991.5,1088.1,1157,1018.6,1164.1,1247.6
"52","45","    Services","A646RX1",272.6,291.7,308.9,316.4,334.6,343.5,329.3,335.6,339.6,380,399,430.6,466.3,492.3,479.6,501.9,529.8
"53","46","  Imports","B021RX1",943.9,1026,1164.1,1300.2,1449.9,1638.7,1592.6,1646.8,1719.7,1910.4,2027.8,2151.5,2203.2,2144,1853.8,2085.2,2184.9
"54","47","    Goods","A255RX1",765.5,837.2,957.9,1071.4,1205,1366.7,1323.1,1372.2,1439.9,1599.3,1708,1809.1,1856.1,1784.8,1506.4,1730.3,1820
"55","48","    Services","B656RX1",180.9,190.3,206.9,229.4,244.9,271.7,269.6,274.5,279.8,311,319.8,342.4,347.1,359.8,347.8,356.6,366.6
"56","49","Government consumption expenditures and gross investment","A822RX1",1888.9,1907.9,1943.8,1985,2056.1,2097.8,2178.3,2279.6,2330.5,2362,2369.9,2402.1,2434.2,2497.4,2589.4,2605.8,2523.9
"57","50","  Federal","A823RX1",704.1,696,689.1,681.4,694.6,698.1,726.5,779.5,831.1,865,876.3,894.9,906.1,971.1,1030.6,1076.8,1047
"58","51","    National defense","A824RX1",476.8,470.4,457.2,447.5,455.8,453.5,470.7,505.3,549.2,580.4,589,598.4,611.8,657.7,696.9,717.6,699.1
"59","52","      Consumption expenditures","A997RX1",424.5,418.5,412.2,401.2,407.6,403.9,418.5,445.8,484.1,509.4,514.8,519.1,528,559.6,592.1,610,599
"60","53","      Gross investment","A788RX1",52.8,52.3,46.8,47.5,49.3,50.3,52.7,59.6,65.3,71.1,74.2,79.4,84,98.7,105.6,108.4,100.4
