"","Table 1#17#6# Real Gross Domestic Product, Real Gross Domestic I","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"1","[Billions of chained (2009) dollars]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1929 To 1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published October 29, 2015  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 11/4/2015 6:26:43 AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969
"8",NA,"Production in the United States:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","1","    Gross domestic product (GDP)","A191RX1",1056.6,966.7,904.8,788.2,778.3,862.2,939,1060.5,1114.6,1077.7,1163.6,1266.1,1490.3,1771.8,2073.7,2239.4,2217.8,1960.9,1939.4,2020,2008.9,2184,2360,2456.1,2571.4,2556.9,2739,2797.4,2856.3,2835.3,3031,3108.7,3188.1,3383.1,3530.4,3734,3976.7,4238.9,4355.2,4569,4712.5
"10","2","    Gross domestic income (GDI)","A261RX1",1049.2,971.3,896.2,784.6,771.3,857.4,942,1045.8,1115.1,1069.3,1147.6,1253,1486.6,1781.5,2092.5,2214.3,2180.7,1950.3,1917.4,2021.9,1996.2,2175,2336.7,2438.9,2546.5,2538,2725.5,2810.3,2858.6,2831.8,3030.1,3116.5,3193.6,3383.6,3538.8,3734.1,3972.6,4212.4,4338,4553.8,4705.1
"11","3","    Average of GDP and GDI \1\","LB0000091",1052.9,969,900.5,786.4,774.7,859.8,940.5,1053.1,1114.8,1073.5,1155.6,1259.6,1488.4,1776.7,2083.1,2226.8,2199.2,1955.7,1928.4,2021,2002.6,2179.5,2348.4,2447.5,2559,2547.4,2732.3,2803.8,2857.4,2833.5,3030.5,3112.6,3190.9,3383.3,3534.6,3734.1,3974.6,4225.6,4346.6,4561.3,4708.8
"12","4","    Net domestic product \2\","A362RX1",963.9,870.4,807.5,691.3,683.8,771.4,849.4,971.6,1023.3,983.2,1070.1,1172.5,1395.8,1669.8,1955.6,2096.1,2054.3,1787.2,1767.9,1850.6,1836.4,2013,2186,2272.2,2375.7,2345,2520.1,2566,2611.8,2572.6,2763.9,2832.6,2899.8,3084.7,3217.4,3407.1,3633.4,3875.7,3965.9,4157.5,4276.1
"13","5","    Net domestic income \2\","W256RX1",956.4,875.1,798.8,687.7,676.7,766.5,852.5,956.5,1024,974.6,1053.6,1158.9,1392,1679.9,1975,2070,2016,1776.4,1745,1852.7,1823.2,2003.6,2161.8,2254.4,2349.9,2325.5,2506,2579.4,2614.1,2568.9,2763,2840.6,2905.5,3085.1,3226,3407.2,3629.1,3848.1,3948.1,4141.7,4268.3
"14",NA,"Production by labor and capital supplied by U.S. residents:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","6","    Gross national product","A001RX1",1066.8,976.3,912.9,794.8,784,867.5,945.1,1066,1121.6,1084.8,1171.2,1272.8,1498.9,1780.9,2082.9,2249.1,2226.6,1971.2,1952.5,2035.2,2023.1,2199.6,2378.7,2475.4,2590.2,2576.7,2761,2821.3,2881.3,2857.3,3053.7,3133.3,3214.9,3413,3562.3,3768.4,4012.6,4273.4,4390.8,4607.1,4749.7
"16","7","    Gross national income","A023RX1",1059.4,981,904.2,791.2,777,862.7,948.1,1051.2,1122.1,1076.5,1155.1,1259.7,1495.2,1790.6,2101.7,2224,2189.2,1960.7,1930.3,2037.2,2010.4,2190.4,2355.4,2458.3,2565.3,2557.7,2747.4,2834.1,2883.6,2853.6,3052.9,3141.1,3220.5,3413.4,3570.7,3768.4,4008.5,4246.7,4373.5,4591.7,4742.3
"17","8","    Net national product \2\","A027RX1",974.4,880.2,815.7,697.9,689.6,776.8,855.6,977.2,1030.4,990.5,1077.8,1179.3,1404.7,1679.2,1965.1,2106.1,2063.2,1797.6,1781.1,1866.2,1850.8,2028.9,2205.1,2292,2394.9,2365.2,2542.6,2590.4,2637.3,2594.9,2787,2857.6,2927.1,3115.2,3250,3442.2,3670.2,3910.9,4002.1,4196.3,4314
"18",NA,"Final expenditures by U.S. residents:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","9","    Gross domestic purchases","A712RX1",1076.8,988,926.8,809,799.7,883.4,969.9,1092.6,1143.3,1095.3,1182.7,1281.7,1520.4,1828.5,2160.9,2331.5,2293.9,1944.9,1901.7,2026.5,2013.7,2218.5,2379.8,2491.3,2625.7,2600.6,2787.2,2836.6,2889.8,2893.7,3093.5,3151.3,3230.8,3436.8,3579.5,3774.8,4033.8,4313.4,4441.6,4673.3,4821.8
