"","Table 6#22A# Corporate Capital Consumption Allowances by Industr","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22"
"1","[Millions of dollars]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1929 To 1947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published August 06, 2015   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 8/13/2015 8:41:05 AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947
"8","1","    Corporate capital consumption allowances","A677RC0",4678,4759,4727,4349,4144,4031,4058,4109,4198,4262,4352,4476,4986,5905,6379,7221,7591,5943,7223
"9","2","Agriculture, forestry, and fisheries","Q1722C0",34,36,34,33,29,31,30,34,33,29,28,28,29,28,31,30,30,25,32
"10","3","  Farms","Q1723C0",22,25,24,25,22,23,22,25,25,22,20,22,23,22,25,24,24,18,23
"11","4","  Agricultural services, forestry, and fisheries","Q1724C0",12,11,10,8,7,8,8,9,8,7,8,6,6,6,6,6,6,7,9
"12","5","Mining","Q1725C0",290,249,255,222,222,262,249,247,251,249,240,246,268,254,222,232,235,225,271
"13","6","  Metal mining","Q1726C0",51,43,35,26,25,20,26,32,36,31,35,37,44,51,34,41,37,19,19
"14","7","  Anthracite mining","B1793C0",19,12,14,13,12,10,9,9,8,10,7,6,6,9,7,8,9,8,9
"15","8","  Bituminous and other soft coal mining","Q1728C0",51,47,44,41,38,43,40,39,39,38,37,40,41,41,41,43,46,49,58
"16","9","  Crude petroleum and natural gas","Q1729C0",140,118,135,118,125,167,155,149,151,154,145,148,160,136,121,122,125,123,153
"17","10","  Nonmetallic mining and quarrying","Q1730C0",29,29,27,24,22,22,19,18,17,16,16,15,17,17,19,18,18,26,32
"18","11","Contract construction","Q1731C0",71,74,67,56,44,40,40,42,45,38,42,40,45,50,46,41,39,56,96
"19","12","Manufacturing","Q1732C0",1963,2056,1967,1829,1781,1561,1555,1610,1704,1760,1811,1917,2169,2746,3182,3693,3763,2701,3254
"20","13","  Durable goods","Q1733C0",875,897,825,746,715,666,670,679,723,699,726,814,988,1355,1636,1836,1757,1197,1484
"21","14","    Lumber and basic timber products","Q1734C0",54,49,37,28,29,25,25,27,30,27,29,29,33,36,37,37,33,36,55
"22","15","    Furniture and finished lumber products","Q1735C0",27,26,25,22,21,18,17,20,18,21,21,23,22,22,23,23,25,30,39
"23","16","    Stone, clay, and glass products","Q1736C0",77,82,78,73,66,64,61,55,64,66,68,69,69,68,72,72,70,68,85
"24","17","    Iron and steel and their products, including ordnance","Q1737C0",249,248,228,201,202,172,175,199,207,193,214,239,291,459,561,670,602,334,398
"25","18","    Nonferrous metals and their products","Q1738C0",53,58,53,49,49,50,52,56,65,43,42,44,64,96,144,161,152,71,86
"26","19","    Machinery, except electrical","Q1739C0",120,124,114,103,99,96,95,99,106,114,117,123,157,207,235,248,252,199,254
"27","20","    Electric and electronic equipment","Q1740C0",85,90,87,88,84,95,90,94,98,108,106,110,125,154,173,204,186,155,186
"28","21","    Motor vehicles and equipment","Q1741C0",144,146,132,116,102,94,101,77,78,82,77,113,130,140,178,187,192,184,234
"29","22","    Other transportation equipment","Q1743C0",20,29,27,25,24,19,23,25,29,24,32,42,71,142,172,189,199,73,86
"30","23","    Miscellaneous manufacturing, including instruments and miscellaneous plastic products","Q1744C0",46,45,44,41,39,33,31,27,28,21,20,22,26,31,41,45,46,47,61
"31","24","  Nondurable goods","Q1745C0",1088,1159,1142,1083,1066,895,885,931,981,1061,1085,1103,1181,1391,1546,1857,2006,1504,1770
"32","25","    Food and kindred products","Q1746C0",213,223,212,204,200,181,176,183,191,202,199,199,204,220,220,229,231,260,319
"33","26","    Tobacco manufactures","Q1747C0",11,8,9,9,7,11,6,8,8,8,8,8,8,9,8,9,9,8,11
"34","27","    Textile mill products","Q1748C0",141,136,136,119,124,114,110,105,102,93,93,90,96,108,109,107,106,111,131
"35","28","    Apparel and other textile products","Q1749C0",15,13,14,12,12,10,10,10,10,12,11,11,13,15,14,15,17,23,31
"36","29","    Paper and allied products","Q1750C0",65,66,68,65,65,62,60,61,64,64,66,68,74,84,87,88,90,86,101
"37","30","    Printing and publishing","Q1751C0",71,78,91,87,88,88,93,98,106,114,118,116,119,123,130,137,147,158,178
"38","31","    Chemicals and allied products","Q1752C0",113,119,118,118,110,107,107,114,125,146,150,159,189,242,298,339,388,238,294
"39","32","    Petroleum and coal products","Q1753C0",403,457,435,418,406,275,283,312,333,379,390,402,425,532,616,854,874,552,622
"40","33","    Rubber products","Q1754C0",38,42,43,37,39,35,28,28,30,31,38,38,41,46,52,68,133,52,64
"41","34","    Leather and leather products","Q1755C0",18,17,16,14,15,12,12,12,12,12,12,12,12,12,12,11,11,16,19
"42","35","Transportation and public utilities","Q1756C0",1440,1410,1446,1296,1205,1217,1258,1209,1182,1152,1198,1174,1364,1730,1808,2131,2412,1645,1969
"43","36","  Transportation","Q1757C0",857,754,724,571,521,591,583,532,501,466,518,507,679,997,1037,1301,1553,930,1179
"44","37","    Railroad transportation","Q1758C0",590,504,474,338,309,324,327,283,273,231,293,276,419,637,749,1031,1285,673,826
"45","38","    Local and interurban passenger transit","Q1759C0",115,108,106,103,90,118,113,112,99,84,78,80,84,83,89,95,93,83,100
"46","39","    Trucking and warehousing","Q1760C0",37,37,39,34,31,31,32,32,34,48,47,46,53,52,53,51,51,58,85
"47","40","    Water transportation","Q1761C0",52,47,48,46,45,62,57,53,46,42,41,40,52,163,81,55,51,34,51
"48","41","    Transportation by air","Q1762C0",9,11,13,12,9,8,8,9,8,10,11,15,20,15,12,14,23,45,71
"49","42","    Pipelines, except natural gas","Q1763C0",40,33,29,24,24,35,34,30,28,33,30,32,32,28,34,35,28,20,27
"50","43","    Transportation services","Q1764C0",14,14,15,14,13,13,12,13,13,18,18,18,19,19,19,20,22,17,19
"51","44","  Communication","Q1765C0",232,263,279,264,248,222,226,224,221,220,218,205,212,247,261,265,272,253,291
"52","45","    Telephone and telegraph","Q1766C0",226,253,266,251,235,216,220,216,215,213,212,199,206,239,254,258,265,253,282
"53","46","    Radio and television broadcasting","Q1767C0",6,10,13,13,13,6,6,8,6,7,6,6,6,8,7,7,7,0,9
"54","47","  Electric, gas, and sanitary services","Q1768C0",351,393,443,461,436,404,449,453,460,466,462,462,473,486,510,565,587,462,499
"55","48","    Utilities: electric and gas","B1794C0",337,380,426,438,415,387,433,437,444,449,447,446,458,473,499,554,574,449,484
"56","49","    Local utilities and public services, n.e.c.","B1795C0",14,13,17,23,21,17,16,16,16,17,15,16,15,13,11,11,13,13,15
"57","50","Wholesale trade","Q1771C0",103,107,102,88,79,96,98,101,83,85,79,80,89,90,85,85,82,112,179
"58","51","Retail trade and automobile services","Q1775C0",224,228,234,213,195,192,188,194,220,220,226,229,241,244,233,220,213,271,394
"59","52","Finance, insurance, and real estate","Q1779C0",401,433,447,430,413,444,441,454,433,445,431,452,452,406,398,397,394,423,460
