"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208"
"89","81","            Poultry","DPOURG3",33.562,32.594,32.429,31.575,33.502,33.499,33.355,31.909,32.704,30.158,28.502,28.017,32.464,30.939,31.417,31.339,31.571,31.067,30.856,30.858,30.29,30.016,30.666,30.627,30.706,31.28,32.182,31.131,33.264,33.75,33.589,31.459,31.06,30.878,31.404,30.353,31.384,31.926,32.45,31.801,32.149,33.135,35.231,34.24,34.38,33.82,33.281,32.635,32.951,33.676,34.68,33.585,34.096,33.693,34.557,34.276,39.562,46.531,56.959,46.692,47.812,43.449,43.729,46.678,47.074,47.043,54.065,52.699,49.71,48.876,48.988,45.108,46.92,48.776,49.763,48.409,49.737,53.31,55.558,54.33,56.871,57.587,54.66,52.579,55.798,53.75,59.528,62.004,61.074,58.99,60.678,57.968,58.265,58.366,58.752,57.237,57.222,56.885,59.351,60.015,65.321,64.547,63.935,62.463,63.624,62.723,62.419,62.961,63.163,63.343,71.511,70.467,67.897,65.879,65.299,63.447,63.117,66.383,75.911,73.741,74.335,78.544,77.969,73.514,74.945,75.662,76.426,74.458,75.084,74.735,74.761,73.479,72.672,72.759,74.562,74.52,75.009,75.68,76.093,77.349,77.259,78.151,78.459,77.08,77.251,77.624,78.703,79.938,80.874,81.39,83.989,85.645,85.577,84.57,84.958,84.598,83.925,84.405,85.364,85.978,85.509,85.147,85.151,85.183,85.737,85.896,87.084,86.353,87.305,88.148,89.883,90.646,90.451,89.881,90.18,90.204,90,90.296,91.357,93.464,95.227,97.923,99.671,99.489,99.743,99.726,100.177,100.346,98.807,97.906,97.762,98.501,99.943,103.359,104.636,105.227,106.837,107.387,108.742,110.822,111.525,111.493,108.879,108.8,109.175
"90","82","          Fish and seafood","DFISRG3",13.225,13.186,13.108,13.069,13.069,13.108,13.166,13.245,13.303,13.342,13.459,13.653,13.829,14.024,14.122,14.063,14.043,14.043,13.926,13.925,13.71,13.556,13.555,13.731,13.907,14.004,14.14,14.199,14.374,14.898,15.191,15.425,15.562,15.503,15.425,15.446,15.521,15.602,15.854,16.011,16.166,16.4,16.75,17.081,17.568,18.035,18.405,19.047,19.59,20.001,20.469,20.606,21.134,21.697,22.222,22.826,23.372,24.726,25.665,27.044,28.255,28.942,29.176,29.832,30.382,30.851,31.862,32.78,33.848,34.788,35.623,36.481,37.121,38.389,39.751,40.512,40.85,42.076,42.984,43.931,44.27,45.696,47.165,47.978,48.078,49.681,50.724,52.187,53.387,53.648,54.243,54.45,55.457,55.69,55.422,55.264,55.447,55.803,55.456,56.003,55.974,56.724,57.468,57.897,58.286,58.472,59.576,61.207,62.534,63.539,65.17,66.16,68.497,70.342,71.414,72.353,72.836,74.205,74.44,74.987,75.901,76.657,78.079,76.887,78.264,77.253,77.748,78.544,78.015,77.842,77.744,78.934,79.104,79.307,79.469,79.045,81.074,81.152,80.854,81.995,82.543,83.65,84.995,85.459,86.392,87.899,88.398,88.251,87.568,87.769,87.303,88.38,89.397,89.286,89.531,90.096,90.611,90.846,91.894,91.765,91.527,92.342,92.776,93.811,94.262,95.63,95.324,95.262,96.033,96.375,94.917,94.64,93.418,94.676,94.171,93.642,93.962,94.629,95.331,95.877,96.262,96.644,97.421,98.156,98.691,99.544,100.04,101.694,102.885,104.064,105.723,106.127,107.435,109.979,109.739,110.778,111.506,115.026,118.043,119.401,119.903,120.881,121.012,119.042,119.315
"91","83","          Milk, dairy products, and eggs","DMDERG3",19.994,19.824,20.054,19.931,20.085,20.587,20.559,21.204,21.248,21.115,21.058,20.908,20.991,20.816,20.778,20.757,20.83,20.837,20.862,20.863,21.088,21.039,20.988,21.01,20.923,21.062,21.102,21.368,22.066,22.664,23.36,23.88,23.311,23.261,23.251,23.273,23.372,24.022,24.458,24.811,24.927,25.176,25.573,26.193,26.816,26.373,26.695,26.615,26.598,27.081,27.296,27.097,27.089,27.429,27.607,27.871,28.878,30,31.709,34.559,36.911,37.477,36.406,36.877,36.818,36.845,38.105,39.247,40.679,40.547,41.012,41.58,41.548,41.325,41.705,41.501,41.916,43.098,44.111,45.534,47.113,48.099,49.047,50.11,50.605,51.92,53.487,54.978,56.024,56.629,56.944,57.175,57.358,57.275,57.323,57.057,57.272,58.002,58.319,58.68,59.775,59.336,58.783,59.048,58.979,59.208,59.624,59.465,59.329,59.431,59.98,60.241,60.555,60.575,60.864,60.816,60.822,61.201,62.564,63.27,65.008,66.076,66.662,69.53,72.413,72.246,72.907,73.158,71.785,71.779,71.689,72.083,72.336,72.285,72.964,73.298,73.114,73.618,73.693,73.273,74.234,74.599,74.169,73.976,74.272,74.693,75.188,76.333,78.071,79.121,81.943,84.46,83.017,82.402,81.263,82.671,83.107,83.367,84.244,86.525,88.917,86.515,86.882,88.53,87.892,88.331,89.056,89.186,90.43,91.501,93.102,93.363,93.159,93.115,92.653,92.315,92.394,92.197,94.275,97.484,98.12,102.527,102.122,99.359,99.494,99.671,100.146,100.689,100.567,99.731,99.391,100.567,103.157,105.696,113.279,116.329,117.867,118.69,121.166,119.482,114.471,109.682,107.815,108.874,111.295
"92","84","            Fresh milk","DMILRG3",22.088,22.258,22.37,22.425,22.687,22.761,22.836,22.948,22.929,22.986,22.873,22.855,22.985,22.761,22.761,22.631,22.612,22.705,22.687,22.742,22.78,22.817,22.668,22.706,22.779,22.461,22.575,22.761,23.246,23.657,24.49,24.925,24.869,24.907,25.038,25.336,25.654,26.026,26.25,26.493,26.511,26.623,26.941,27.218,27.78,27.855,28.041,28.208,28.264,28.693,29.067,28.88,29.143,29.216,29.011,29.141,29.961,30.504,31.517,35.523,37.793,39.067,37.906,38.055,38.563,37.849,38.844,38.97,40.205,40.036,40.038,40.762,40.505,40.524,40.671,40.989,41.309,42.461,43.408,44.691,46.101,46.92,48.266,49.765,50.353,51.472,52.306,53.369,54.399,54.818,54.936,55.058,54.9,55.093,55.157,54.963,55.379,55.333,55.415,55.126,55.136,55.328,55.632,56.468,56.603,56.574,56.416,55.835,55.497,55.761,56.225,56.474,56.666,56.923,57.357,57.579,57.282,57.818,58.538,59.397,60.968,61.941,62.414,64.817,68.874,68.44,69.418,69.069,66.246,66.552,66.389,67.041,68.519,68.045,69.508,69.849,69.161,68.958,70.598,70.339,71.753,71.902,71.285,71.239,71.352,71.412,71.202,71.979,74.025,74.841,77.729,80.776,79.178,77.714,76.191,78.802,79.212,78.763,79.248,82.217,87.655,81.501,82.05,87.603,83.97,84.598,85.596,85.201,87.25,88.345,89.637,89.768,88.199,87.569,86.307,86.347,85.929,85.481,87.465,92.39,91.113,101.308,102.154,98.468,99.797,99.617,99.615,100.976,100.77,98.144,97.307,98.994,100.965,105.379,116.73,118.272,117.045,116.117,119.319,115.299,106.521,99.968,98.593,101.01,104.629
"93","85","            Processed dairy products","DDAIRG3",13.579,13.598,13.656,13.675,13.867,13.983,14.077,14.651,15.133,15.019,15.077,14.981,14.942,15.02,15,14.943,14.866,14.981,15.135,15.155,15.346,15.423,15.385,15.653,15.769,15.884,15.942,15.98,16.689,17.496,18.101,18.88,18.727,18.553,18.477,18.554,18.67,18.862,19.091,19.264,19.399,19.764,20.225,20.609,20.992,21.301,21.627,21.839,22.03,22.337,22.798,22.739,22.703,22.895,23.451,23.528,23.855,24.754,25.926,28.284,30.707,31.941,31.054,30.904,30.827,31.289,33.166,35.243,36.685,36.379,36.955,37.317,37.261,37.744,38.259,38.586,39.096,40.139,41.162,42.59,43.86,44.848,46.095,47.247,48.208,49.873,51.296,52.882,54.341,54.898,55.166,55.473,55.895,56.106,56.413,56.527,56.814,57.177,57.254,57.484,57.541,57.695,58.455,59.103,59.502,59.424,59.635,59.653,59.787,59.71,60.108,60.639,61.34,61.415,61.661,61.944,62.378,62.415,63.058,64.155,65.08,65.55,66.362,69.29,71.161,71.647,72.681,72.789,72.275,72.648,72.736,73.258,73.539,73.815,73.924,73.956,73.837,74.002,73.674,73.409,74.006,74.64,74.371,74.366,74.862,75.271,75.228,75.816,76.713,77.954,81.104,83.221,82.11,82.078,81.001,81.977,83.024,83.727,85.138,87.478,88.895,88.732,89.083,90.136,90.025,90.042,90.35,90.098,90.94,92.31,94.896,95.667,95.94,95.676,95.244,94.798,94.881,93.753,94.704,95.637,96.321,99.521,100.761,99.766,99.704,100.161,100.109,100.023,100.218,99.661,99.706,99.565,100.953,101.992,106.432,109.176,110.966,112.755,115.886,116.442,114.508,110.911,109.169,109.14,110.797
"94","86","            Eggs","DGGSRG3",44.181,39.317,42.023,39.322,38.413,45.526,43.629,49.623,46.689,44.558,44.113,42.415,42.98,41.495,40.989,42.172,44.03,42.557,42.102,41.553,43.537,41.825,42.596,40.54,37.684,41.869,41.23,43.797,46.307,47.113,47.271,46.78,40.21,40.055,39.38,37.367,36.116,41.292,44.657,47.165,47.871,48.171,48.478,53.758,56.551,47.038,48.054,44.628,42.848,44.535,42.009,40.729,39.041,42.161,42.548,45.31,52.768,59.879,70.802,67.559,68.87,59.489,57.626,64.989,60.863,63.102,61.115,62.505,64.847,66.197,69.181,70.08,72.156,64.742,65.845,58.459,58.969,61.224,62.381,64.217,68.359,69.955,66.427,64.543,61.797,61.892,68.139,71.051,68.948,70.609,72.136,72.376,72.784,69.439,67.776,64.855,63.646,70.353,73.566,78.601,94.592,85.512,71.274,65.79,61.195,64.004,68.82,70,69.395,69.758,71.75,70.237,68.668,66.739,66.289,62.232,61.513,63.162,73.548,70.351,78.911,85.26,84.635,89.643,91.881,88.131,83.694,88.789,90.401,85.347,84.367,82.185,75.338,75.286,75.695,78.008,79.932,86.346,81.395,79.242,80.42,80.02,79.467,77.699,77.651,79.532,85.762,91.651,97.331,98.061,98.531,101.273,98.349,97.208,96.88,96.766,94.141,94.298,93.702,93.691,92.316,89.812,89.725,83.646,88.296,90.073,91.989,95.555,96.585,96.131,93.775,91.907,93.161,95.868,97.682,96.829,98.449,103.663,111.914,122.319,129.187,122.545,110.026,100.717,98.157,97.471,101.617,103.047,101.462,104.184,103.522,110.58,122.021,127.706,142.13,150.948,158.481,158.339,154.604,147.265,137.076,131.384,127.51,130.078,132.954
"95","87","          Fats and oils","DFATRG3",22.62,22.011,21.992,21.989,21.469,21.21,21.317,21.448,21.881,22.878,23.29,23.076,23.011,22.815,22.425,22.251,21.99,21.794,21.969,22.035,21.839,21.839,21.948,22.121,23.249,23.489,23.597,23.38,23.425,23.792,24.16,24.746,24.377,24.074,23.945,24.011,24.01,23.923,23.836,23.792,23.923,23.988,23.965,24.096,24.422,25.334,25.856,26.381,27.118,27.701,28.046,28.374,28.396,28.244,27.917,27.875,27.873,28.85,30.177,34.892,37.131,41.205,44.12,50.317,51.646,48.858,45.849,45.133,42.965,41.182,40.964,42.354,43.31,45.542,48.171,47.498,47.963,49.967,51.54,52.069,52.489,53.819,54.878,55.552,56.243,57.065,57.587,59.131,63.133,64.184,63.794,62.543,61.697,61.633,61.12,61.014,60.969,60.862,61.301,64.605,65.849,66.499,68.854,68.758,69.023,68.802,69.172,67.862,67.79,66.88,66.641,66.216,67.869,67.686,67.619,67.266,68.31,69.194,71.284,73.115,74.324,75.425,75.358,75.588,76.214,77.158,78.66,80.18,81.37,81.318,80.756,80.272,79.68,79.418,79.377,79.183,79.076,78.921,79.229,79.194,79.786,80.845,81.688,81.969,82.518,82.979,83.388,83.849,84.246,84.685,85.104,85.38,85.587,85.639,85.161,84.912,84.848,84.984,89.366,92.173,89.57,88.217,88.3,87.434,87.202,87.163,88.339,88.889,91.141,92.01,94.202,94.021,93.505,92.849,92.213,92.173,93.483,93.385,93.527,94.958,96.754,100.614,101.612,101.138,100.237,99.574,100.115,100.074,100.646,99.476,99.715,100.866,101.372,101.871,103.65,105.583,108.62,115.263,121.201,124.249,121.965,119.661,119.44,118.743,119.09
"96","88","          Fresh fruits and vegetables","DFAVRG3",14.282,14.309,14.804,15.5,15.406,15.506,15.348,15.677,15.106,14.912,15.379,14.779,15.146,16.025,15.506,15.605,16.295,15.975,16.314,16.439,17.272,17.08,17.752,18.257,17.732,18.996,17.831,17.339,17.778,18.249,18.64,18.714,17.855,17.846,19.043,18.766,19.79,20.124,19.898,20.406,20.127,20.007,20.467,21.273,21.654,21.717,21.383,21.083,20.953,22.399,22.465,23.149,23.195,22.492,23.798,25.138,26.311,28.097,28.748,28.087,28.974,30.986,29.837,29.832,29.545,29.565,32.438,31.117,30.546,30.58,31.103,33.632,35.995,36.309,34.298,35.911,36.903,40.708,41.289,39.754,41.593,39.759,41.306,42.838,39.368,41.982,44.87,47.282,47.593,47.623,48.359,47.792,51.35,49.966,46.843,45.643,43.981,48.127,48.823,49.711,53.169,49.135,51.706,51.472,51.74,50.794,50.013,50.538,48.917,50.676,51.765,52.803,53.407,56.475,55.555,57.5,58.068,56.202,59.023,59.113,59.381,62.275,62.932,62.189,68.973,62.208,64.192,63.893,65.372,72.132,67.417,65.024,64.664,64.322,65.697,66.017,64.921,66.991,66.054,68.138,65.924,65.513,68.906,70.742,72.247,76.055,74.438,72.852,72.943,75.96,75.092,74.767,74.782,74.411,76.502,77.574,80.233,81.465,80.818,81.327,80.921,81.486,82.318,81.758,81.27,81.513,83.368,85.778,85.861,86.589,86.665,86.523,91.541,90.581,90.011,89.543,90.576,92.318,94.492,93.707,93.486,93.991,94.07,102.777,96.057,100.76,101.157,102.026,103.74,102.917,107.302,106.639,108.923,109.518,107.543,110.277,111.295,114.097,119.314,114.691,110.78,110.592,109.879,107.924,111.726
"97","89","            Fruit (fresh)","DFRURG3",16.357,16.226,16.682,17.292,17.641,17.94,18.053,18.751,18.512,18.357,18.902,17.901,18.598,18.4,18.444,19.051,20.788,20.965,20.445,19.835,20.186,20.816,20.815,20.772,19.924,19.751,19.771,19.687,19.662,20.617,21.049,21.266,20.396,20.141,21.23,22.143,23.298,23.899,23.668,23.86,23.212,23.014,22.948,22.492,22.841,23.1,23.32,23.536,23.726,24.449,25.315,24.906,25.387,25.408,26.079,27.039,27.975,28.93,28.994,30.404,30.575,30.963,32.127,32.711,33.369,34.631,34.737,32.102,32.587,32.756,33.257,36.314,38.41,38.755,37.479,40.506,42.794,44.739,47.155,46.415,47.18,49.088,50.556,50.145,49.866,50.107,50.877,51.489,51.391,50.165,51.397,53.194,55.496,56.591,55.063,53.889,50.303,50.989,52.258,50.751,51.951,52.283,55.827,59.1,59.715,58.95,57.255,57.147,56.125,56.97,58.124,57.972,60.943,62.005,61.314,61.663,60.287,62.198,67.565,67.237,64.713,65.121,66.058,68.515,71.249,71.283,72.15,70.627,77.195,80.932,78.062,75.373,72.503,72.394,71.628,70.522,69.626,68.676,70.889,73.927,72.95,72.577,73.931,72.199,75.213,77.551,80.337,78.763,78.84,82.779,83.068,84.766,82.625,82.799,82.213,81.611,82.932,82.901,84.697,85.054,88.551,91.489,90.015,88.076,88.632,83.952,86.185,88.577,86.968,90.032,89.668,89.668,90.828,90.523,90.506,91.554,92.678,93.793,95.355,93.652,94.023,96.406,94.537,100.703,98.475,97.833,100.783,102.878,104.963,103.676,107.744,107.531,111.009,110.494,109.149,112.473,114.637,116.653,119.297,114.055,110.562,108.911,108.771,108.26,111.424
"98","90","            Vegetables (fresh)","DVEGRG3",13.196,13.303,13.815,14.551,14.22,14.215,13.925,14.079,13.367,13.16,13.588,13.177,13.398,14.743,13.978,13.854,14.093,13.578,14.255,14.702,15.751,15.177,16.162,16.948,16.609,18.685,16.849,16.133,16.793,16.997,17.359,17.36,16.516,16.636,17.89,16.994,17.94,18.129,17.905,18.582,18.504,18.429,19.15,20.604,20.999,20.964,20.354,19.808,19.537,21.383,21.003,22.312,22.062,20.898,22.581,24.166,25.504,27.844,28.898,26.913,28.275,31.477,28.649,28.247,27.324,26.535,31.376,31.04,29.6,29.516,30.049,32.22,34.819,35.119,32.542,33.2,33.373,38.454,37.829,35.779,38.228,34.258,35.86,38.52,33.52,37.376,41.428,44.816,45.192,45.892,46.298,44.423,48.813,46.156,42.28,41.072,40.331,46.279,46.634,48.935,53.867,47.12,49.104,46.894,46.92,45.849,45.537,46.393,44.445,46.744,47.794,49.587,48.743,52.992,51.957,54.904,56.784,52.501,53.795,54.113,56.07,60.628,61.114,58.271,67.98,56.661,59.373,59.863,58.108,66.728,60.769,58.518,59.755,59.215,62.07,63.419,62.151,66.506,63.241,64.707,61.688,61.276,66.058,70.43,70.836,75.701,71.032,69.41,69.494,71.934,70.36,68.862,70.14,69.459,73.134,75.229,78.723,80.763,78.556,79.158,76.446,75.699,77.807,78.04,76.974,80.094,81.72,84.13,85.227,84.538,84.874,84.66,92.024,90.67,89.763,88.374,89.333,91.45,94.01,93.814,93.299,92.771,93.946,104.119,94.755,102.57,101.392,101.525,103.026,102.478,107.052,106.117,107.69,108.939,106.601,109.008,109.388,112.671,119.447,115.206,111.034,111.75,110.68,107.837,112.033
"99","91","          Processed fruits and vegetables","DPFVRG3",20.622,20.706,20.829,20.586,19.936,19.847,19.865,20.208,20.727,20.904,20.815,20.744,20.449,20.171,20.06,19.95,20.515,21.122,21.579,21.812,21.938,21.894,21.658,21.395,21.058,20.835,20.944,21.33,21.63,21.677,21.568,21.378,21.393,21.123,21.13,21.338,22.404,22.503,22.568,22.557,22.522,22.602,22.76,22.831,22.954,23.172,23.449,23.843,24.207,24.686,25.234,25.359,25.607,25.738,25.877,26.165,26.544,27.238,28.02,30.928,34.905,38.054,39.1,39.205,38.729,37.986,37.866,40.048,40.81,40.032,39.514,39.47,39.595,40.68,41.454,42.479,44.105,44.658,45.438,46.366,47.261,47.749,48.764,49.086,49.987,50.537,51.822,53.052,54.477,56.836,58.574,58.997,59.647,59.866,60.283,59.981,59.68,59.592,60.169,60.815,61.988,63.098,63.661,63.551,63.908,64.272,64.62,64.175,63.591,62.973,62.904,62.837,64.117,64.688,65.279,65.404,66.44,67.771,69.732,71.814,72.84,73.646,74.372,73.933,75.289,76.982,77.384,77.127,75.99,75.724,75.383,75.689,76.461,76.383,76.321,75.854,75.554,75.247,75.561,76.85,77.959,78.131,78.294,77.702,78.386,78.849,79.096,79.108,80,81.48,83.154,83.611,83.896,83.763,83.547,83.754,85.138,85.781,86.38,86.442,86.89,87.449,87.755,88.143,87.98,88.287,88.538,89.069,90.075,90.575,91.638,93.06,93.985,94.57,95.046,95.436,94.852,95.768,96.025,95.801,96.528,96.5,96.863,97.281,98.033,100.05,100.665,101.248,102.369,102.566,102.901,103.789,104.98,106.001,107.478,108.082,110.478,114.816,118.703,123.064,124.643,125.939,124.24,123.533,123.972
"100","92","          Sugar and sweets","DSWERG3",15.151,15.151,15.236,15.279,15.3,15.278,15.384,15.213,15.023,15.023,14.937,14.958,14.959,14.958,15.023,15.066,15.15,16.184,16.842,16.804,17.43,17.216,16.876,16.791,16.791,16.812,16.812,16.663,16.386,16.386,16.386,16.642,16.77,16.898,17.026,17.133,17.154,17.282,17.706,17.985,18.219,18.453,18.581,18.751,19.026,19.455,19.69,19.883,19.989,20.202,20.371,20.371,20.457,20.542,20.435,20.541,20.838,21.416,21.843,22.914,25.515,29.931,34.504,42.091,46.594,41.701,39.724,38.921,37.908,37.289,36.776,35.988,36.977,38.954,39.443,40.164,42.086,43.487,44.246,44.623,45.674,46.625,47.399,47.854,50.606,55.464,60.031,63.735,64.667,61.844,60.614,60.343,60.994,61.338,62.035,61.931,62.165,62.461,62.839,62.837,63.741,64.958,65.418,65.268,65.667,66.082,66.667,66.79,67.621,68.224,68.471,68.343,68.893,69.154,69.362,69.336,69.921,70.09,71.355,72.143,72.963,73.447,74.568,75.156,75.954,76.84,77.386,78.292,78.697,79.56,80.026,80.748,81.452,81.893,82.275,82.094,81.711,81.684,81.906,82.416,82.805,82.84,82.76,82.907,82.886,83.521,84.463,85.01,86.221,86.994,88.127,88.635,89.022,89.851,90.249,90.292,90.829,90.961,91.204,91.5,91.27,92.158,92.482,92.945,93.229,92.804,93.39,93.471,93.894,93.954,94.46,94.924,95.306,96.071,96.619,96.982,97.547,98.133,98.173,98.516,98.718,98.597,98.961,98.859,98.696,99.564,100.148,101.579,102.163,103.622,104.47,104.955,105.754,106.379,107.643,108.338,109.62,111.907,113.725,116.612,119.361,118.993,118.312,120.167,120.885
"101","93","          Food products, not elsewhere classified","DOFDRG3",19.891,19.247,19.378,19.095,18.961,19.604,19.45,20.097,19.872,19.741,19.721,19.515,19.554,19.345,19.309,19.44,19.592,19.629,19.877,19.933,20.348,20.272,20.177,20.254,20.329,20.519,20.651,20.367,20.274,20.293,20.256,20.37,20.389,20.428,20.56,20.673,20.767,20.786,20.955,21.145,21.315,21.542,21.713,21.92,22.166,22.355,22.506,22.751,22.902,23.052,23.24,23.258,23.39,23.504,23.53,23.672,23.876,24.214,24.383,25.213,26.584,28.198,30.78,32.392,33.452,33.538,33.196,33.564,34.289,34.676,34.764,35.308,35.59,35.684,35.817,36.864,37.601,38.261,39.049,39.889,41.235,42.243,43.292,44.455,45.618,46.994,48.069,49.39,51.089,52.197,53.156,54.094,54.607,54.858,55.178,55.459,56.373,57.041,57.128,57.268,57.855,58.57,59.163,59.541,60.061,60.348,60.918,61.48,61.658,62.091,62.604,63.116,64.172,64.779,65.421,65.753,66.339,66.599,67.468,68.376,69.852,71.233,71.671,72.202,72.696,73.397,74.037,75.187,76.143,76.571,77.099,77.346,77.69,77.978,78.234,78.52,79.103,79.416,79.826,80.253,80.758,81.266,81.927,81.963,82.513,83.183,83.484,83.736,84.642,85.696,86.55,87.7,88.132,88.658,89.035,89.324,89.61,90.137,90.728,91.025,91.674,92.159,92.419,92.558,93.429,93.998,94.723,94.583,95.467,95.798,96.445,97.269,96.762,96.698,96.464,97.273,97.471,97.585,97.827,98.168,97.993,98.497,98.482,98.474,98.786,99.962,100.245,101.008,101.134,101.211,101.65,101.322,102.04,103.054,103.636,104.092,105.144,108.086,110.207,112.355,114.03,113.167,113.003,113.316,113.138
"102","94","        Nonalcoholic beverages purchased for off-premises consumption","DNBVRG3",16.637,16.227,16.027,16.13,16.132,16.184,16.108,16.134,16.21,16.209,16.133,16.056,15.904,15.879,15.879,15.904,15.878,15.904,16.236,16.415,17.122,18.224,18.425,18.448,18.292,17.833,17.808,17.784,17.687,17.842,17.894,17.818,17.739,17.586,17.636,17.662,17.79,17.943,18.097,18.227,18.229,18.304,18.426,18.872,19.725,20.457,21.094,21.51,21.524,21.484,21.465,21.365,21.338,21.285,21.335,21.715,22.145,22.775,23.256,23.703,24.652,26.272,28.568,30.187,31.418,30.757,30.784,33.404,34.051,35.325,38.705,42.432,47.88,58.076,60.565,59.729,59.563,60.647,61.168,61.667,62.443,63.015,65.25,67.386,68.599,70.775,73.043,74.176,75.007,75.262,75.585,75.601,76.393,76.963,77.249,77.55,77.836,77.952,78.346,79.064,79.169,79.302,79.687,79.658,79.838,80.165,80.191,80.207,82.882,83.821,83.559,83.054,83.997,82.576,82.023,81.451,81.672,82.112,81.987,82.273,82.723,83.92,84.602,84.929,85.128,85.102,86.599,86.449,86.445,86.417,85.291,85.383,86.328,86.454,86.791,85.931,86.191,86.407,86.247,87.221,86.183,86.117,89.859,91.047,92.211,92.769,92.994,92.823,91.857,92.128,91.723,90.97,90.575,91.574,92.298,92.036,91.89,91.686,91.32,91.767,92.097,92.897,93.116,93.437,95.01,95.31,96.063,95.745,96.512,96.439,97.155,97.372,96.941,96.776,96.751,97.731,97.254,97.881,96.893,97.152,97.606,97.645,98.041,97.834,98.487,100.198,100.338,100.977,101.656,101.767,102.123,103.39,105.013,106.047,107.312,107.515,108.999,110.194,111.157,113.985,114.263,113.875,113.48,113.067,112.832
"103","95","          Coffee, tea, and other beverage materials","DCTMRG3",20.508,20.002,19.754,19.88,19.88,19.943,19.849,19.88,19.975,19.974,19.88,19.786,19.597,19.566,19.566,19.597,19.566,19.597,20.006,20.226,21.098,22.456,22.707,22.738,22.549,21.984,21.953,21.921,21.796,21.984,22.047,21.953,21.858,21.671,21.733,21.765,21.922,22.11,22.298,22.455,22.456,22.549,22.707,23.267,24.335,25.249,26.035,26.539,26.539,26.476,26.445,26.319,26.288,26.224,26.288,26.758,27.29,28.072,28.674,29.24,30.43,32.438,35.269,37.246,38.725,37.895,37.936,41.197,42.054,43.681,47.911,52.568,59.352,71.994,75.03,73.895,72.674,69.033,64.987,62.378,60.316,58.741,65.309,69.975,71.099,70.459,70.097,65.942,61.737,59.767,58.624,58.005,60.381,61.135,60.759,60.485,61.07,60.839,60.316,60.206,61.44,62.411,63.274,63.689,63.981,64.372,64.134,63.858,77.597,84.284,80.465,77.94,75.177,70.053,67.824,66.554,67.744,68.478,69.357,69.559,71.46,73.167,72.62,69.235,68.541,68.951,70.753,69.715,69.554,68.991,67.031,65.867,66.286,66.084,64.767,62.261,62.395,64.595,64.688,64.377,65.163,66.072,92.359,100.11,97.776,94.617,93.633,90.782,88.21,86.907,85.337,84.093,85.589,96.838,104.061,100.032,98.195,97.622,95.841,94.804,94.345,94.41,94.475,94.668,95.875,95.973,95.647,95.028,95.224,94.42,94.668,94.488,93.759,93.532,94.018,94.834,95.289,95.452,94.734,94.703,95.126,94.769,95.192,95.842,97.721,100.256,100.742,101.228,101.386,101.223,101.126,102.618,104.169,105.317,106.382,106.702,107.895,109.959,111.143,111.372,111.291,109.814,110.641,110.544,110.773
