"","Table 2#8#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207"
"11","3","  Durable goods","DDURRG3",50.589,50.618,50.682,50.733,50.818,50.919,50.943,50.706,50.793,50.757,50.798,50.821,50.712,50.795,50.647,50.707,50.702,50.564,50.569,50.58,50.359,50.316,50.646,50.28,50.401,50.419,50.449,50.556,50.676,50.752,50.791,50.873,51.012,50.965,50.726,50.795,50.751,50.827,50.929,50.84,50.853,51.012,51.05,51.057,51.1,50.862,50.881,50.862,50.787,50.898,50.969,50.977,51.011,51.133,51.094,51.068,51.39,51.395,51.315,51.326,51.374,51.478,51.407,51.43,51.373,51.367,51.397,51.322,51.284,51.16,51.246,51.29,51.265,51.236,51.22,51.179,51.228,50.834,50.796,50.845,50.837,50.43,50.442,50.766,50.362,50.543,50.531,50.673,50.682,50.731,50.882,50.924,50.954,51.034,51.082,51.341,51.091,51.011,51.036,51.172,51.291,51.349,51.642,51.844,52.021,52.29,52.449,52.339,52.582,52.692,52.823,52.914,53.026,53.12,53.276,53.444,53.664,53.848,54.058,53.943,54.037,54.246,54.51,54.611,54.633,54.769,54.862,54.959,54.975,55.211,55.306,55.296,55.282,55.364,55.452,55.499,55.592,55.659,55.825,55.977,56.174,56.543,56.956,57.272,57.581,57.767,57.841,58.013,58.139,58.269,58.405,57.975,57.653,57.609,57.661,57.869,58.167,58.201,58.265,58.446,58.527,58.555,58.67,58.803,58.95,58.552,58.589,58.717,58.716,58.892,58.978,59.212,59.342,59.423,59.549,59.632,59.675,59.669,59.838,59.92,60.166,60.413,60.834,61.254,61.898,62.854,63.693,64.281,65.119,65.958,66.377,66.797,66.876,67.375,68,68.547,68.585,68.755,69.068,69.366,69.71,70.041,70.357,70.947
"12","4","  Nondurable goods","DNDGRG3",21.631,21.641,21.625,21.638,21.614,21.663,21.686,21.727,21.783,21.836,21.799,21.804,21.769,21.77,21.809,21.947,21.937,21.932,21.967,22.015,22.028,22.065,22.143,22.175,22.169,22.18,22.133,22.032,22.012,21.975,22.045,22.057,22.039,22.013,22.014,21.989,22.024,22.121,22.13,22.183,22.153,22.113,22.046,22.106,22.362,22.307,22.302,22.251,22.331,22.349,22.277,22.249,22.277,22.365,22.457,22.513,22.412,22.452,22.504,22.563,22.639,22.645,22.639,22.646,22.609,22.655,22.692,22.676,22.745,22.76,22.798,22.833,22.858,22.843,22.897,22.958,23.032,23.256,23.26,23.202,23.164,23.207,23.236,23.341,23.428,23.591,23.7,23.778,23.755,23.785,23.801,23.968,24.051,24.08,24.087,24.1,24.081,24.092,24.075,24.065,24.102,24.195,24.295,24.387,24.44,24.471,24.562,24.58,24.708,24.807,24.86,24.94,25.043,25.098,25.168,25.283,25.349,25.474,25.546,25.572,25.672,25.69,25.799,25.945,26.046,26.246,26.363,26.42,26.547,26.571,26.72,26.882,26.993,27.11,27.104,27.288,27.347,27.371,27.462,27.485,27.612,27.726,27.749,27.819,27.769,27.791,27.869,27.986,28.092,28.223,28.243,28.371,28.424,28.465,28.492,28.624,28.725,28.9,28.89,28.876,28.921,28.92,29.039,29.114,29.329,29.401,29.495,29.593,29.809,30.076,30.495,30.817,31.017,31.269,31.318,32.065,32.089,32.36,32.821,33.223,33.8,34.52,35.16,35.413,35.82,36.028,36.26,36.781,37.24,37.477,37.801,38.13,38.302,38.373,38.349,38.327,38.418,38.693,39.178,39.39,39.443,39.698,39.854,39.976
"13","5","Services","DSERRG3",13.049,13.066,13.088,13.133,13.154,13.201,13.248,13.287,13.326,13.37,13.405,13.434,13.447,13.468,13.475,13.504,13.54,13.567,13.601,13.625,13.654,13.671,13.703,13.72,13.718,13.738,13.744,13.773,13.79,13.818,13.841,13.853,13.886,13.901,13.921,13.937,13.979,14.002,14.026,14.04,14.072,14.098,14.112,14.122,14.131,14.146,14.169,14.184,14.224,14.235,14.24,14.251,14.28,14.29,14.306,14.32,14.338,14.375,14.398,14.414,14.435,14.467,14.495,14.514,14.541,14.562,14.58,14.62,14.636,14.659,14.675,14.697,14.719,14.742,14.756,14.778,14.805,14.819,14.844,14.875,14.908,14.936,14.971,15.003,15.035,15.068,15.092,15.151,15.201,15.261,15.301,15.337,15.395,15.457,15.498,15.533,15.569,15.607,15.631,15.676,15.709,15.761,15.793,15.832,15.887,15.938,15.986,16.038,16.105,16.181,16.25,16.306,16.369,16.439,16.494,16.561,16.627,16.698,16.759,16.83,16.909,16.968,17.053,17.127,17.218,17.279,17.368,17.43,17.515,17.602,17.675,17.762,17.838,17.917,18.001,18.091,18.17,18.245,18.319,18.389,18.474,18.567,18.663,18.765,18.837,18.918,18.997,19.073,19.168,19.262,19.354,19.445,19.509,19.555,19.616,19.687,19.769,19.84,19.893,19.941,19.998,20.056,20.129,20.197,20.261,20.313,20.386,20.455,20.478,20.548,20.637,20.775,20.872,20.987,21.102,21.235,21.386,21.503,21.627,21.79,21.919,22.077,22.261,22.418,22.609,22.798,22.945,23.132,23.324,23.47,23.638,23.823,24.028,24.205,24.315,24.433,24.58,24.742,24.919,25.01,25.195,25.337,25.553,25.715
"14",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","6","  Energy goods and services \1\","DNRGRG3",11.957,12.125,12.136,12.2,12.171,12.151,12.139,12.29,12.25,12.429,12.451,12.475,12.42,12.411,12.342,12.414,12.395,12.45,12.547,12.644,12.632,12.572,12.694,12.634,12.669,12.678,12.579,12.381,12.457,12.473,12.559,12.619,12.633,12.567,12.617,12.493,12.527,12.617,12.457,12.621,12.607,12.506,12.398,12.532,12.769,12.691,12.7,12.786,12.695,12.682,12.595,12.568,12.618,12.482,12.599,12.713,12.543,12.627,12.591,12.609,12.568,12.56,12.536,12.529,12.491,12.502,12.501,12.481,12.517,12.555,12.58,12.63,12.704,12.697,12.747,12.761,12.76,12.8,12.786,12.784,12.81,12.893,12.879,12.926,12.917,12.893,12.905,12.905,12.944,12.942,12.992,13.007,13.082,13.106,13.133,13.155,13.202,13.213,13.188,13.262,13.252,13.27,13.282,13.301,13.398,13.323,13.435,13.347,13.421,13.446,13.432,13.384,13.432,13.476,13.479,13.574,13.523,13.549,13.592,13.525,13.612,13.639,13.763,13.861,13.855,13.918,13.885,13.905,13.908,13.937,13.904,13.968,13.949,14.003,13.872,14.191,14.148,14.107,14.189,14.087,14.197,14.362,14.453,14.552,14.615,14.536,14.521,14.442,14.468,14.541,14.501,14.851,14.905,14.924,14.891,14.939,14.871,14.86,14.888,14.834,14.907,14.846,14.954,15.104,15.292,15.337,15.399,15.408,15.502,15.661,15.719,15.901,15.992,16.238,16.26,16.312,16.311,16.815,17.446,18.123,19.086,19.893,20.815,21.159,21.567,21.692,21.858,21.939,22.01,21.912,21.931,22.054,22.348,22.431,22.496,22.623,22.8,23.164,23.669,23.889,24.176,24.386,24.541,24.621
"16","7","  Personal consumption expenditures excluding food and energy \2\","DPCCRG3",18.517,18.529,18.548,18.593,18.615,18.668,18.711,18.741,18.79,18.822,18.857,18.886,18.892,18.926,18.928,18.963,18.994,19.007,19.041,19.069,19.084,19.096,19.147,19.142,19.145,19.165,19.171,19.197,19.223,19.252,19.282,19.302,19.341,19.348,19.352,19.37,19.394,19.426,19.471,19.474,19.501,19.537,19.553,19.554,19.591,19.589,19.603,19.609,19.648,19.668,19.678,19.701,19.735,19.768,19.786,19.803,19.839,19.883,19.902,19.931,19.959,19.998,20.018,20.037,20.055,20.07,20.091,20.118,20.128,20.136,20.166,20.194,20.221,20.245,20.256,20.28,20.317,20.311,20.332,20.37,20.394,20.387,20.425,20.487,20.494,20.545,20.572,20.645,20.701,20.768,20.83,20.869,20.933,21.003,21.056,21.12,21.14,21.178,21.21,21.268,21.315,21.369,21.441,21.507,21.582,21.662,21.731,21.783,21.879,21.972,22.059,22.14,22.224,22.31,22.385,22.472,22.563,22.655,22.741,22.811,22.899,22.979,23.087,23.176,23.27,23.35,23.459,23.526,23.621,23.722,23.814,23.902,23.981,24.073,24.163,24.258,24.343,24.431,24.524,24.609,24.712,24.834,24.962,25.087,25.186,25.283,25.364,25.458,25.569,25.67,25.768,25.805,25.848,25.889,25.947,26.029,26.14,26.211,26.263,26.324,26.386,26.439,26.515,26.571,26.66,26.676,26.747,26.828,26.844,26.927,27.036,27.197,27.302,27.421,27.538,27.666,27.805,27.914,28.049,28.205,28.343,28.524,28.747,28.963,29.24,29.541,29.803,30.09,30.361,30.599,30.823,31.041,31.223,31.444,31.609,31.764,31.901,32.056,32.254,32.366,32.542,32.704,32.921,33.121
"17","8","  Market-based personal consumption expenditures \3\","DPCMRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","9","  Market-based personal consumption expenditures excluding food and energy \3\","DPCXRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","1. Consists of gasoline and other energy goods and of electricity and gas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2. Food consists of food and beverages purchased for off-premises consumption; food",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","services, which include purchased meals and beverages, are not classified as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","3. This index is a supplemental measure that is based on household expenditures for",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","which there are observable price measures.  It excludes most implicit prices (for",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","example, financial services furnished without payment) and the final consumption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","expenditures of nonprofit institutions serving households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
