"","Table 2#4#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"48","40","          Other video equipment","DOVARG3",798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159,798.159
"49","41","          Audio equipment","DAUDRG3",195.714,195.991,196.156,196.095,195.909,195.555,194.772,193.967,193.313,192.873,192.729,192.401,192.312,192.46,192.524,192.169,192.046,191.865,191.491,191.022,190.773,189.97,189.144,188.208,188.549,188.837,189.092,188.767,188.592,188.159,187.995,187.713,187.435,186.897,186.083,185.805,184.573,183.935,182.927,182.517,181.814,181.347,181.129,181.041,180.687,180.666,180.418,180.344,180.394,180.185,180.295,179.724,178.935,178.176,178.241,178.55,178.489,178.471,178.396,178.14,177.955,177.514,176.875,176.624,176.113,175.575,175.188,174.647,174.285,173.774,173.423,172.907,172.644,172.016,171.311,170.229,169.091,168.401,166.877,164.89,163.424,161.717,160.069,158.498,157.984,157.472,156.918,156.554,155.857,155.32,154.804,154.575,154.074,153.868,153.742,153.516,153.329,153.329,153.154,152.836,152.492,152.273,152.265,152.451,152.63,152.633,152.833,152.823,152.666,152.825,152.63,152.32,152.316,152.47,152.293,151.917,151.934,152.104,151.963,151.942,151.783,151.246,151.222,151.377,151.201,151.223,151.028,151.027,151.925,151.402,151.048,151.036,150.711,150.717,150.501,151.229,151.23,151.209,151.212,151.233,150.696,151.067,151.057,151.228,151.212,150.872,150.535,150.185,150.355,150.337,150.175,150.144,150.173,149.994,150.179,150.528,150.348,150.526,150.71,150.861,151.034,151.393,151.217,151.403,151.222,151.037,151.409,151.76,151.405,151.231,151.569,151.57,151.59,151.759,152.117,151.75,151.942,153.179,152.305,152.821,152.125,153.535,153.897,154.586,154.761,155.134,156.028,156.888,157.624,158.136,158.319,157.952,158.308,158.331,158.307,158.683,159.032,158.679,158.861,158.854,159.207,159.907,159.374,159.557,159.216,160.457,160.801,160.262,160.971,161.332,161.682,160.613,160.451,160.276,161.326,161.344
"50","42","          Recording media","DRECRG3",121.281,122.5,121.967,121.627,122.165,122.358,121.667,122.013,122.184,121.857,122.028,121.876,121.249,122.223,121.712,122.084,121.924,121.62,122.702,122.701,122.551,122.86,122.403,122.238,121.806,122.854,123.141,121.989,122.564,122.301,121.633,122.047,122.848,122.713,122.333,121.824,121.961,121.835,122.108,122.864,123.232,122.365,122.38,122.743,122.174,122.631,122.64,122.639,122.51,122.759,122.863,122.547,122.854,122.449,122.666,122.073,121.948,122.765,122.459,125.136,124.183,124.91,124.76,124.72,125.309,124.242,124.54,124.179,124.539,124.625,124.851,124.731,124.008,124.522,125.105,124.741,124.624,124.303,124.545,123.993,123.901,124.144,123.533,123.691,123.086,123.388,123.166,123.536,123.314,123.371,123.587,123.969,124.027,124.378,124.419,124.772,124.407,124.06,124.005,123.796,123.048,123.446,122.908,123.031,122.828,122.442,122.265,122.572,122.083,122.753,122.357,122.401,121.591,121.562,121.115,120.98,121.494,121.102,121.451,121.56,120.641,121.476,121.817,122.528,122.633,122.641,122.64,122.551,122.647,123.056,123.341,123.416,123.477,123.557,123.91,123.697,123.698,123.183,122.717,122.478,122.734,122.546,122.729,122.754,122.614,123.205,123.214,124.782,126.211,127.06,128.929,130.283,130.999,131.04,131.503,132.206,131.819,131.973,131.263,131.588,131.94,132.076,133.123,132.653,132.81,133.008,132.288,133.181,132.827,133.202,133.505,133.665,134.717,134.057,133.552,133.728,133.899,133.842,134.055,134.365,134.916,135.253,135.773,136.64,136.882,137.571,140.235,140.775,141.668,143.065,145.166,146.763,148.055,149.453,149.999,149.846,151.285,151.302,152.014,151.617,152.177,152.531,152.529,152.451,152.487,152.613,152.977,152.777,152.061,152.106,151.914,152.795,152.595,152.781,152.415,153.491
"51","43","            Prerecorded and blank audio discs/tapes/digital files/downloads","DRTDRG3",76.111,76.876,76.539,76.324,76.66,76.781,76.349,76.567,76.674,76.469,76.575,76.479,76.084,76.694,76.373,76.607,76.507,76.317,76.996,76.996,76.902,77.096,76.809,76.706,76.437,77.096,77.278,76.556,76.918,76.753,76.332,76.592,77.096,77.013,76.774,76.453,76.535,76.453,76.623,77.096,77.326,76.782,76.793,77.022,76.665,76.952,76.957,76.955,76.872,77.029,77.096,76.901,77.096,76.841,76.975,76.601,76.522,77.034,76.841,78.52,77.921,78.377,78.285,78.264,78.635,77.966,78.152,77.925,78.152,78.208,78.352,78.278,77.827,78.15,78.517,78.29,78.218,78.019,78.175,77.83,77.769,77.915,77.526,77.62,77.237,77.422,77.28,77.511,77.37,77.404,77.537,77.776,77.813,78.035,78.063,78.288,78.063,77.849,77.818,77.689,77.223,77.475,77.14,77.22,77.096,76.855,76.747,76.942,76.637,77.058,76.812,76.84,76.332,76.313,76.029,75.94,76.258,76.006,76.218,76.279,75.693,76.209,76.419,76.862,76.926,76.931,76.931,76.877,76.939,77.199,77.384,77.441,77.491,77.55,77.777,77.646,77.648,77.324,77.029,76.874,77.029,76.905,77.009,77.01,76.903,77.26,77.255,78.232,79.122,79.648,80.814,81.66,82.111,82.144,82.444,82.899,82.673,82.783,82.348,82.559,82.785,82.876,83.537,83.246,83.348,83.475,83.024,83.582,83.353,83.585,83.774,83.876,84.536,84.121,83.802,83.912,84.021,83.988,84.125,84.322,84.671,84.885,85.215,85.763,85.914,86.343,88.007,88.344,88.907,89.793,91.11,92.101,92.888,93.749,94.081,93.982,94.883,94.895,95.345,95.098,95.452,95.676,95.678,95.636,95.667,95.753,95.988,95.867,95.422,95.455,95.338,95.893,95.769,95.885,95.654,96.328
"52","44","            Video cassettes and discs, blank and prerecorded","DOVERG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","45","        Photographic equipment","DCAMRG3",98.157,97.734,97.835,98.121,97.835,98.673,98.491,99.1,99.293,99.259,99.339,98.943,99.514,99.091,99.541,99.483,99.289,99.981,99.72,99.885,99.604,99.648,99.475,100.092,99.87,99.965,100.304,99.65,100.578,100.357,100.519,100.751,100.751,100.326,100.751,100.678,100.607,101.168,101.277,101.113,101.581,100.807,101.395,101.648,101.431,101.137,101.386,101.185,100.841,100.982,101.686,101.503,101.84,102.181,102.37,102.278,103.041,103.297,103.927,116.815,116.667,116.256,115.761,115.635,115.047,114.94,114.747,114.727,114.534,114.415,114.439,114.16,113.843,113.339,112.956,112.559,112.142,111.859,110.726,110.01,109.29,108.511,107.639,106.656,106.73,106.872,106.752,106.73,106.501,106.484,106.443,106.241,106.129,106.129,106.105,106.233,106.006,105.635,105.173,105.039,104.612,104.668,104.263,103.746,103.35,102.788,102.178,101.774,101.223,100.97,100.48,99.944,99.522,99.278,99.296,99.391,99.397,99.414,99.582,99.728,99.436,98.708,99.027,99.331,99.237,98.036,97.183,97.119,97.142,96.849,97.235,96.191,95.867,95.407,94.872,95.144,95.709,95.841,95.723,95.426,95.224,94.629,94.602,94.226,94.254,94.257,93.642,92.754,93.255,92.876,92.843,92.866,92.416,92.706,92.473,92.863,96.781,97.094,97.195,97.392,95.992,96.567,96.679,96.398,96.522,96.832,96.809,96.578,96.836,96.414,96.848,97.235,97.074,97.251,98.337,98.458,98.859,99.039,99.26,99.41,99.818,99.805,99.4,100.13,100.36,100.249,100.501,100.934,101.182,101.857,102.676,102.551,102.411,102.835,102.845,102.578,102.867,103.093,102.835,102.957,103.14,103.102,102.841,103.276,103.783,104.223,104.229,104.628,104.352,104.494,104.597,104.059,104.604,104.462,105.027,105.045
"54","46","        Information processing equipment","DIPERG3",5376.836,5397.359,5395.387,5396.469,5413.578,5378.879,5395.374,5413.952,5378.843,5378.124,5341.317,5397.146,5413.563,5415.819,5430.663,5430.975,5412.75,5414.864,5413.399,5415.017,5412.285,5397.058,5415.773,5397.815,5432.539,5414.706,5430.36,5432.543,5397.462,5395.057,5379.707,5413.3,5413.782,5432.892,5412.842,5377.22,5322.442,5307.33,5269.107,5305.876,5325.431,5322.878,5306.843,5307.235,5269.086,5289.505,5289.764,5289.881,5305.568,5306.494,5323.227,5324.187,5324.399,5307.904,5271.648,5254.044,5269.627,5251.886,5307.79,5288.021,5305.669,5305.873,5305.708,5325.053,5323.595,5305.072,5289.079,5287.599,5269.607,5253.547,5289.634,5288.39,5306.249,5307.245,5324.666,5288.907,5305.845,5431.715,5644.015,5824.525,5911.287,5823.501,5771.894,5771.815,5823.837,5876.518,5913.077,5911.21,5893.039,5857.952,5803.379,5767.796,5749.921,5750.939,5769.139,5822.794,5878.726,5895.605,5933.529,5951.487,5987.004,6005.095,6022.523,6078.437,6095.461,6130.682,6130.259,6148.701,6167.477,6186.312,6223.134,6239.665,6258.202,6294.585,6310.287,6347.888,6364.967,6542.035,6525.814,6543.144,6543.032,6579.438,6595.616,6631.395,6667.377,6684.484,6719.686,6739.201,6773.796,6756.488,6756.608,6756.799,6773.586,6791.052,6828.278,6846.118,6880.823,6898.751,6936.101,6954.159,6986.674,6770.613,7268.856,7251.344,7272.64,7291.313,7327.684,7362.304,7381.564,7418.258,7453.387,7488.877,7522.682,7307.997,7288.391,7717.878,7736.697,7756.665,7792.779,7826.851,7862.375,7899.701,7917.175,7952.777,7987.292,7989.023,7988.631,7970.617,7987.046,8024.876,8040.924,8075.682,8131.762,8167.23,8200.384,8237.299,8255.535,8217.91,8181.471,8182.64,8198.463,8234.909,8268.745,8304.716,8358.384,8393.544,8431.784,8464.942,8482.553,8697.847,8662.622,8700.591,8716.255,8753.472,8808.111,8843.087,8897.427,8931.495,8987.367,9023.586,8985.718,9218.767,9268.76,9325.353,9338.974,9394.614,9430.576,9482.255,9518.077,9571.843,9628.007,9664.726,9576.678,9760.467,9814.687,9873.766
"55","47","          Personal computers and peripheral equipment","DCPPRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","48","          Computer software and accessories","DCPSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","49","          Calculators, typewriters, and other information processing equipment","DOIPRG3",28.185,28.293,28.283,28.289,28.378,28.196,28.282,28.38,28.196,28.192,27.999,28.291,28.377,28.389,28.466,28.468,28.372,28.383,28.376,28.385,28.371,28.291,28.39,28.296,28.478,28.385,28.467,28.478,28.294,28.281,28.2,28.376,28.378,28.478,28.374,28.189,27.904,27.826,27.624,27.814,27.916,27.903,27.821,27.824,27.624,27.729,27.729,27.729,27.812,27.817,27.905,27.91,27.911,27.825,27.634,27.542,27.624,27.531,27.824,27.721,27.814,27.815,27.815,27.917,27.909,27.812,27.728,27.72,27.625,27.54,27.728,27.721,27.814,27.819,27.911,27.724,27.815,28.477,29.594,30.542,30.996,30.532,30.26,30.259,30.533,30.811,31.005,30.997,30.904,30.721,30.436,30.249,30.154,30.157,30.251,30.53,30.82,30.906,31.103,31.195,31.379,31.471,31.559,31.85,31.939,32.124,32.121,32.216,32.312,32.409,32.601,32.687,32.784,32.975,33.058,33.256,33.346,34.275,34.191,34.282,34.282,34.474,34.56,34.749,34.939,35.029,35.214,35.317,35.498,35.407,35.408,35.408,35.495,35.586,35.781,35.875,36.056,36.148,36.34,36.438,36.619,35.504,38.124,38.027,38.121,38.209,38.396,38.582,38.685,38.877,39.059,39.247,39.428,38.311,38.211,40.461,40.551,40.651,40.839,41.02,41.207,41.403,41.494,41.681,41.862,41.872,41.871,41.777,41.863,42.062,42.146,42.329,42.624,42.811,42.986,43.181,43.278,43.083,42.894,42.903,42.988,43.181,43.36,43.55,43.832,44.017,44.217,44.391,44.483,45.611,45.425,45.621,45.701,45.893,46.178,46.359,46.644,46.823,47.118,47.309,47.112,48.336,48.601,48.902,48.979,49.274,49.464,49.734,49.919,50.196,50.483,50.667,50.196,51.149,51.418,51.706
"58","50","      Sporting equipment, supplies, guns, and ammunition (part of 80)","DSPGRG3",64.038,64.047,64.047,64.019,64.271,64.371,64.477,64.693,64.702,64.831,64.932,64.808,64.801,64.816,65.025,64.831,65.151,65.129,65.153,65.125,65.029,65.156,65.16,65.254,65.271,65.384,65.355,65.594,65.603,65.685,65.603,65.581,65.69,65.785,65.782,65.896,66.028,66.033,66.15,66.14,66.045,66.039,66.259,66.377,66.366,66.238,66.154,66.13,66.019,66.01,66.368,66.146,66.582,66.553,66.774,66.813,67.134,67.462,67.585,63.703,63.943,63.921,64.148,64.053,64.048,63.84,63.808,63.713,63.495,63.496,63.595,63.484,63.476,63.476,63.37,63.501,63.483,63.61,63.603,63.816,63.931,64.154,64.361,64.49,64.483,64.706,64.82,64.716,64.805,64.928,65.478,66.016,66.692,66.586,66.458,66.346,66.784,67.242,67.555,67.891,68.225,68.665,68.213,67.664,67.129,67.992,68.673,69.556,69.879,70.093,70.207,70.419,70.874,71.305,71.732,72.409,72.735,73.177,73.281,73.395,74.068,74.496,74.376,74.931,74.604,74.84,75.051,75.039,74.837,75.043,74.923,75.035,74.376,73.932,75.939,75.592,75.597,75.362,75.17,75.145,75.054,74.62,74.927,74.391,74.72,73.072,74.701,74.814,74.942,75.061,75.051,74.705,75.145,75.258,75.163,75.148,75.37,74.61,72.958,73.066,72.955,73.075,72.838,73.169,73.179,73.406,73.296,73.514,73.405,73.728,73.826,74.162,74.173,74.286,74.499,74.929,74.815,74.715,74.836,74.945,74.934,75.276,75.825,76.356,77.254,77.906,78.021,76.046,77.574,78.347,78.453,78.685,79.769,79.782,80.319,81.436,81.107,81.648,82.31,82.758,82.518,82.959,83.401,83.638,83.414,84.178,83.95,84.392,84.516,84.614,84.061,84.181,84.728,85.065,85.173,85.387
"59","51","      Sports and recreational vehicles (79)","DWHLRG3",27.473,27.458,27.518,27.527,27.459,27.468,27.477,27.573,27.583,27.612,27.618,27.693,27.669,27.91,27.993,28.11,28.277,28.271,28.282,28.295,28.264,28.277,28.338,28.341,28.292,28.185,28.078,28.099,28.168,28.018,28.04,27.983,27.973,27.94,27.975,28.049,28.07,28.102,28.089,28.251,28.189,28.331,28.379,28.522,28.534,28.534,28.661,28.508,28.507,28.554,28.602,28.52,28.662,28.759,28.701,28.746,28.905,28.912,28.899,28.85,28.87,28.894,28.819,28.869,28.856,28.877,28.88,28.867,29.008,28.978,29.041,29.019,29.036,29.096,29.112,29.029,28.985,28.895,28.92,29.013,29.047,28.993,28.996,29.059,29.068,29.195,29.229,29.29,29.512,29.519,29.515,29.542,29.502,29.599,29.764,29.846,29.913,29.853,29.89,29.895,30.043,30.147,30.22,30.272,30.41,30.5,30.625,30.673,30.771,30.919,30.912,31.069,31.123,31.123,31.285,31.37,31.523,31.597,31.68,31.801,32.034,32.186,32.395,32.589,32.655,32.803,32.749,32.809,32.696,32.619,32.551,32.386,32.078,31.698,31.424,31.075,30.899,30.717,30.773,30.91,31.112,31.589,32.042,32.483,33.14,33.68,34.302,34.859,35.405,35.747,36.111,36.101,36.023,36.085,35.962,36.009,36.15,36.272,36.455,36.345,36.35,36.372,36.529,36.684,36.849,36.814,36.914,36.909,37.094,37.34,37.551,37.832,38.059,38.226,38.278,38.43,38.477,38.703,38.991,39.376,40.215,40.383,40.579,41.061,41.633,42.155,42.918,43.438,43.887,44.421,44.719,44.764,45.458,46.047,46.689,46.855,46.835,46.677,46.805,46.994,47.038,47.007,47.311,48.937,50.483,48.353,46.022,48.496,49.719,48.388,50.653,47.825,49.471,50.724,50.893,49.62
"60","52","        Motorcycles","DMCYRG3",26.441,26.398,26.515,26.479,26.671,26.636,26.564,26.564,26.48,26.691,26.656,26.492,26.455,26.463,26.243,26.33,26.375,26.242,26.333,26.287,26,26.097,25.614,25.862,26.184,25.996,26.146,26.232,26.231,26.182,26.279,26.325,26.413,26.233,25.981,26.073,26.161,26.075,26.119,26.202,26.168,26.099,26.14,26.141,26.254,25.973,25.894,25.974,25.876,25.877,25.878,25.917,25.956,26.03,25.919,25.972,26.2,26.137,25.96,25.783,25.883,26.073,25.956,25.884,25.908,25.942,25.902,25.831,25.917,25.563,25.697,25.605,25.755,25.698,25.703,25.685,25.648,25.005,25.072,25.147,25.329,24.687,24.718,24.782,24.69,24.696,24.763,24.885,24.882,24.879,25.01,24.873,24.819,24.813,24.946,24.844,24.703,24.727,24.759,24.764,24.846,24.876,25.068,25.193,25.302,25.53,25.535,25.526,25.66,25.638,25.645,25.654,25.705,25.703,25.757,25.776,25.944,26.052,26.165,25.925,25.906,25.908,26.074,26.029,26.034,26.149,26.135,26.264,26.199,26.387,26.506,26.449,26.418,26.468,26.589,26.661,26.662,26.604,26.783,26.882,27.167,27.687,27.963,28.36,28.518,28.606,28.43,28.433,28.478,28.516,28.604,27.737,27.107,27.184,27.205,27.44,27.732,27.737,27.855,27.869,27.874,27.931,27.944,28.058,28.063,27.659,27.605,27.606,27.544,27.603,27.661,27.779,27.831,27.887,27.948,28.066,27.943,28.064,27.998,27.941,27.943,28.057,28.119,28.347,28.755,29.273,29.734,29.899,30.252,31.003,31.001,31.065,30.604,31.009,31.762,31.87,31.811,31.861,31.862,32.145,32.312,32.599,32.651,33.216,33.209,33.375,33.489,33.604,33.669,33.723,33.835,34.008,34.306,35.067,34.792,34.977
"61","53","        Bicycles and accessories","DBCYRG3",37.127,37.133,37.107,37.166,37.192,37.266,37.38,37.446,37.517,37.582,37.652,37.676,37.558,37.517,37.566,37.666,37.668,37.753,37.668,37.817,37.741,37.817,37.735,37.754,37.827,37.827,37.829,37.877,38.087,37.94,38.01,37.936,38.065,38.182,38.249,38.185,38.239,38.369,38.303,38.265,38.331,38.287,38.467,38.474,38.441,38.362,38.399,38.269,38.314,38.342,38.362,38.396,38.482,38.658,38.694,38.722,38.985,39.054,39.132,38.684,38.546,38.3,38.243,38.079,38.032,37.929,37.959,37.947,38.009,38.071,38.109,38.059,38.039,37.92,37.816,37.83,37.797,37.819,37.884,37.91,37.91,37.996,37.987,38.042,37.961,37.989,38.112,38.144,38.265,38.309,38.387,38.479,38.519,38.665,38.78,38.932,38.982,39.1,39.324,39.337,39.433,39.536,39.502,39.453,39.429,39.473,39.494,39.538,39.76,39.968,40.203,40.156,40.165,40.15,40.411,40.742,41.005,41.117,41.232,41.405,41.437,41.385,41.512,41.824,42.003,42.011,42.232,42.199,42.296,42.292,42.522,42.898,43.048,43.12,43.209,42.731,42.468,42.293,42.379,42.629,42.935,43.021,43.199,42.988,43.591,43.631,43.722,44.088,44.169,44.397,44.554,44.625,44.58,44.787,44.784,45.101,45.23,45.263,45.51,45.208,45.495,45.819,45.918,45.808,45.964,46.207,46.337,46.447,46.675,46.874,47.107,47.732,47.816,47.939,48.066,48.6,48.618,48.996,49.272,49.84,49.746,49.823,50.921,51.249,51.968,52.114,53.05,53.613,54.236,54.601,55.144,54.788,56.056,55.983,56.097,56.311,56.347,56.508,56.642,56.498,56.628,56.327,56.411,56.472,56.571,56.707,56.587,56.943,56.824,57.319,57.116,57.258,57.399,57.594,57.781,58.04
"62","54","        Pleasure boats, aircraft, and other recreational vehicles","DBARRG3",25.327,25.309,25.384,25.386,25.263,25.261,25.256,25.373,25.38,25.379,25.376,25.491,25.49,25.821,25.948,26.073,26.294,26.284,26.308,26.297,26.309,26.299,26.459,26.429,26.308,26.187,26.017,26.024,26.068,25.904,25.903,25.835,25.776,25.726,25.792,25.897,25.9,25.921,25.912,26.143,26.037,26.265,26.279,26.484,26.491,26.556,26.737,26.543,26.544,26.604,26.666,26.533,26.71,26.791,26.713,26.765,26.887,26.889,26.881,26.958,27.009,27.077,27.006,27.134,27.123,27.174,27.177,27.174,27.349,27.359,27.414,27.414,27.412,27.54,27.585,27.464,27.413,27.414,27.419,27.532,27.541,27.587,27.586,27.651,27.705,27.884,27.89,27.943,28.238,28.24,28.185,28.238,28.185,28.295,28.477,28.589,28.712,28.593,28.594,28.599,28.77,28.889,28.951,29.003,29.175,29.236,29.406,29.466,29.529,29.7,29.642,29.872,29.931,29.932,30.098,30.153,30.274,30.326,30.389,30.612,30.962,31.196,31.426,31.657,31.714,31.889,31.77,31.821,31.649,31.479,31.3,31.008,30.54,29.957,29.497,29.034,28.807,28.572,28.57,28.679,28.801,29.33,29.905,30.526,31.364,32.164,33.215,34.008,34.845,35.319,35.838,36.194,36.367,36.361,36.135,36.038,36.115,36.299,36.486,36.375,36.313,36.254,36.481,36.709,36.931,36.978,37.128,37.104,37.368,37.689,37.953,38.218,38.559,38.796,38.821,38.879,39.038,39.28,39.737,40.306,42.078,42.253,42.172,42.882,43.471,44.066,44.909,45.615,46.02,46.357,46.766,46.883,48.339,49.148,49.677,49.838,49.832,49.465,49.668,49.812,49.766,49.587,50.063,52.296,54.738,51.213,47.632,51.356,53.275,51.12,54.613,50.149,52.499,54.057,54.402,52.476
