"","Table 3#15#6# Real Government Consumption Expenditures and Gross","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"1","[Billions of chained (2000) dollars]                                                                                                                                                                                                                      ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1990 To 2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published October 15,2004   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 10/28/2004 10:55:17 AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003
"8","1","      Government","A822RX1",1530,1547.2,1555.3,1541.1,1541.3,1549.7,1564.9,1594,1624.4,1686.9,1721.6,1780.3,1857.9,1909.4
"9","2","General public service","W575RX1",131.8,134.2,139.8,140.3,140.9,142.8,140.1,146.7,154.8,164.2,164.5,170,180.3,184.6
"10","3","National defense","A824RX1",479.4,474.2,450.7,425.3,404.6,389.2,383.8,373,365.3,372.2,370.3,384.9,414.6,451.8
"11","4","Public order and safety","W579RX1",138.8,144.4,148.6,152.9,157.6,163.7,170.7,177,185.2,192.6,196.2,202.9,211.9,214.4
"12","5","Economic affairs","W584RX1",233.2,233.1,242.8,245.2,246.2,242.3,243.5,248.6,250.2,263.8,273.2,280.2,289.6,290.1
"13","6","  Transportation","W589RX1",136.8,139.2,141.6,145,150.4,146.8,148,152.5,156.6,163.7,168.6,176.4,181.7,185.7
"14","7","  Space","W595RX1",18.7,19,18.8,18.8,17.6,17.3,18.3,18.1,17.2,16.4,16.3,16.6,16,16.1
"15","8","  Other economic affairs","W596RX1",77.2,74.5,82,81,78.1,78.1,77.1,77.9,76.5,83.8,88.3,87.3,91.9,88.3
"16","9","Housing and community services","W597RX1",34,35.2,35,33.5,30.8,31.3,33.1,34.1,34.5,36.4,33.8,36.4,38.3,38
"17","10","Health","W598RX1",78,81.9,84.8,85.7,86,83.6,83.6,81.8,79.6,82.4,83.4,82.8,83,86.2
"18","11","Recreation and culture","W599RX1",20.2,20.6,20.8,20.5,20.8,21.5,22.4,23.8,24.6,25.1,26.8,28.2,29.4,30.2
"19","12","Education","W600RX1",369.9,377.1,383.6,388.4,402.4,422.5,435,454.1,471.4,489.5,510.7,528.8,538.3,537.3
"20","13","Income security","W605RX1",42.5,44.5,48,48.7,51.6,52.1,52.2,54.7,58.7,60.8,62.8,66.1,72.4,76.6
"21","14","      Federal","A823RX1",659.1,658,646.6,619.6,596.4,580.3,573.5,567.6,561.2,573.7,578.8,601.4,646.6,689.6
