"","Table 2#3#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231"
"11","2","Goods","DGDSRG3",28.016,28.05,28.138,28.212,28.172,28.313,28.353,28.46,28.495,28.377,28.45,28.402,28.486,28.551,28.596,28.676,28.708,28.711,28.886,28.954,29.091,29.082,29.136,29.206,29.271,29.441,29.513,29.514,29.783,29.999,30.188,30.362,30.338,30.41,30.734,30.97,31.257,31.522,31.812,32.132,32.356,32.744,33.112,33.421,33.743,34.018,34.255,34.637,34.82,35.151,35.344,35.445,35.804,35.918,36.195,36.447,37.029,37.882,38.602,39.461,41.016,42.38,43.697,44.974,45.634,45.984,46.858,47.493,47.725,47.884,48.474,49.163,49.941,50.647,51.174,51.801,52.507,53.619,54.495,55.433,56.772,58.407,59.923,61.384,63.583,65.125,66.453,67.807,69.483,70.348,71.039,71.635,72.042,72.196,72.938,73.028,73.034,73.758,74.268,74.387,74.984,75.165,75.328,75.559,76.041,76.413,76.472,76.939,76.687,75.594,75.945,76.208,77.533,78.3,78.98,79.414,79.531,80.202,81.089,81.687,82.556,83.991,84.01,84.36,85.909,86.235,87.453,89.037,88.983,89.159,89.322,89.691,89.795,90.176,90.637,90.858,91.022,91.101,90.998,91.485,91.388,91.706,92.551,92.668,92.778,92.968,92.993,93.015,93.635,94.048,93.87,94.287,94.397,93.887,93.622,93.497,92.77,92.402,92.376,92.212,92.118,92.78,93.241,93.561,94.289,94.726,94.978,95.082,95.075,95.229,94.75,93.735,93.325,93.983,93.972,93.942,94.475,93.171,93.616,93.549,94.315,94.85,94.925,96.031,95.86,96.217,97.814,97.912,97.845,98.604,99.178,97.481,98.173,99.253,99.479,100.708,101.735,102.949,104.684,100.081,98.386,99.422,100.687,101.505,101.786,101.147,101.307,102.308,103.795,105.584,106.095,106.178,106.733,106.517,106.581,106.973,106.74,105.941,106.179,105.939,105.912,106.276,106.179,104.924,102.567,103.191,103.125,102.385
"12","3","  Durable goods","DDURRG3",54.522,54.73,54.721,54.697,54.617,54.552,54.385,54.29,54.299,54.556,54.804,54.736,54.744,54.815,54.995,54.779,54.796,54.964,55.119,55.293,55.373,55.341,55.281,55.171,55.18,55.007,54.733,54.432,54.359,54.593,54.834,55.085,54.97,55.212,55.821,56.385,56.75,57.096,57.572,58.097,58.436,58.874,59.155,59.52,59.622,59.857,60.297,61.3,62.168,62.61,62.471,62.15,62.686,63.007,63.329,63.126,63.387,63.886,64.202,64.407,65.12,66.769,69.313,71.48,72.6,73.905,74.715,75.864,76.889,77.743,78.684,80.015,80.838,81.249,82.094,83.192,84.385,85.672,87.059,88.583,90.021,91.605,92.657,94.326,97.091,99.383,101.195,102.929,104.237,106.202,107.772,109.175,110.092,110.949,111.346,111.67,112.47,112.89,113.508,114.214,114.247,114.956,115.184,115.395,115.983,116.253,116.055,116.356,116.382,116.918,117.894,118.562,119.561,120.498,121.36,121.854,121.642,122.315,123.186,124.102,124.731,124.832,125.113,125.523,126.19,126.203,126.259,126.514,127.596,127.917,128.391,128.667,128.661,129.012,129.118,129.32,129.255,129.936,130.569,131.431,131.735,132.521,133.455,133.682,134.217,134.071,133.639,133.342,133.442,132.563,132.217,131.645,131.137,129.873,129.003,128.283,127.341,126.391,125.425,124.492,123.445,122.831,122.264,121.538,120.973,120.717,119.978,119.689,119.152,118.306,117.525,116.946,115.926,115.36,114.801,114.051,112.601,111.388,110.274,109.278,109.19,109.104,108.28,108.432,108.211,108.074,107.312,107.078,106.653,106.186,105.737,105.086,104.56,104.09,103.408,102.999,102.678,101.892,101.61,100.853,100.346,100.216,99.539,99.899,99.506,98.902,98.275,97.803,97.672,98.068,97.841,97.317,97.105,96.676,96.122,95.749,95.494,94.983,94.37,93.815,93.229,92.86,92.331,91.558,90.993,90.939,90.396,90.051
"13","4","    Motor vehicles and parts","DMOTRG3",32.664,32.883,32.835,32.8,32.53,32.312,32.024,31.864,31.881,32.261,32.677,32.638,32.658,32.909,33.129,32.869,32.881,33.09,33.259,33.37,33.477,33.425,33.432,33.35,33.469,33.264,33.028,32.829,32.729,32.9,32.996,33.066,32.692,32.962,33.646,34.189,34.185,34.355,34.623,34.925,34.956,35.147,35.238,35.528,35.574,35.789,36.315,37.442,38.308,38.499,37.944,37.387,37.946,38.244,38.448,37.88,38.036,38.366,38.442,38.371,38.413,39.533,41.607,43.098,43.531,44.332,44.981,45.879,46.741,47.484,48.395,49.767,50.231,50.424,50.922,52.053,53.065,53.781,54.921,55.975,57.081,58.368,58.935,59.777,61.3,62.254,63.32,64.641,65.356,67.216,68.675,69.725,70.174,70.892,71.344,71.408,72.321,72.71,73.39,74.272,74.36,75.136,75.707,75.854,76.566,76.854,77.124,77.485,77.833,78.545,79.672,80.475,81.009,82.415,83.563,84.019,83.107,83.451,84.515,85.134,86.167,86.597,86.483,86.894,87.003,86.538,86.556,87.159,88.479,88.923,89.61,90.014,89.942,90.643,91.303,91.874,92.621,93.879,95.176,96.412,96.977,98.053,99.543,101.067,102.198,102.908,102.799,103.411,104.522,104.57,104.931,105.543,105.897,105.279,104.974,105.011,104.356,103.739,104.179,104.309,104.05,104.039,104.797,104.961,104.553,105.013,104.698,105.124,105.447,105.288,104.984,105.314,104.789,104.603,104.904,104.522,102.924,102.256,101.514,100.346,100.495,100.875,100.575,101.822,102.405,102.806,102.048,102.7,102.941,102.684,102.522,102.05,101.843,101.895,102.018,102.172,101.329,100.028,99.304,97.949,97.787,98.802,100.076,103.335,104.946,105.543,106.175,106.278,106.997,108.975,109.844,109.758,109.818,110.231,110.243,110.53,110.768,110.733,110.964,111.063,110.912,111.101,111.038,110.764,110.823,111.325,111.073,110.88
"14","5","    Furnishings and durable household equipment","DFDHRG3",46.51,46.735,46.802,46.811,46.966,47.11,47.181,47.25,47.249,47.316,47.302,47.275,47.294,47.239,47.186,47.194,47.178,47.188,47.247,47.393,47.415,47.389,47.261,47.15,47.085,47.057,46.943,46.911,46.965,47.152,47.536,47.9,48.066,48.244,48.595,48.913,49.65,50.187,50.576,51.016,51.482,51.993,52.399,52.748,52.982,53.218,53.321,53.641,53.919,54.18,54.423,54.495,54.657,54.842,55.121,55.482,55.777,56.107,56.511,56.897,57.954,59.651,61.931,64.115,65.573,66.679,67.327,68.294,69.112,69.633,70.078,70.575,71.447,71.971,72.8,73.484,74.104,75.518,76.628,78.11,79.331,80.327,81.132,82.555,84.757,86.718,88.395,89.747,91.508,93.168,94.761,96.017,97.414,98.768,98.957,99.666,100.257,100.8,101.277,101.669,101.685,102.21,102.213,102.793,103.013,103.68,102.893,103.798,103.716,104.206,104.731,105.087,105.646,106.013,106.433,106.247,106.665,107.602,107.815,108.308,107.829,107.261,108.184,108.399,108.864,108.976,109.221,108.98,109.198,109.478,110.125,109.725,110.8,111.027,110.827,111.068,110.621,111.425,111.584,112.445,112.733,113.477,113.855,112.899,112.989,112.632,113.381,113.254,113.488,113.288,113.614,113.149,113.301,113.606,113.104,112.857,113.071,113.62,113.203,112.595,112.413,111.917,111.478,110.798,111.208,111.006,110.827,110.333,109.857,109.155,108.74,108.025,107.245,107.151,106.507,105.87,105.193,104.059,102.954,102.552,102.761,102.53,101.943,102.404,102.605,102.97,102.161,101.986,101.98,101.881,101.862,101.893,101.627,101.552,100.888,100.233,100.548,99.953,100.54,100.519,100.896,101.061,99.584,98.458,97.55,96.321,95.041,94.132,94.073,94.45,94.531,93.912,94.244,94.232,93.988,93.486,93.339,92.833,91.519,90.678,89.986,89.116,88.557,87.887,87.239,87.519,86.552,85.944
"15","6","    Recreational goods and vehicles","DREQRG3",218.865,217.775,217.812,217.891,218.878,219.699,219.999,219.712,219.237,218.824,218.141,217.383,216.793,216.229,215.728,215.258,215.157,215.564,215.958,215.605,213.791,213.219,212.637,212.189,211.799,210.821,209.694,207.78,207.43,207.382,207.78,208.184,208.855,208.711,208.494,209.743,211.288,212.096,213.684,215.133,216.489,217.932,218.709,218.7,218.009,217.366,217.548,220.083,222.797,225.957,227.6,227.704,228.398,228.886,229.616,230.263,231.126,232.272,233.24,234.569,237.229,240.418,245.248,249.573,253.461,259.134,260.631,263.605,265.395,267.592,268.571,270.973,273.348,274.696,277.08,278.262,281.414,285.418,286.662,289.48,293.025,297.416,300.015,303.394,308.444,312.949,317.28,321.521,324.854,328.525,329.875,333.448,335.944,337.376,337.115,336.666,335.251,333.323,331.387,331.02,329.742,328.952,327.038,326.408,326.673,323.53,320.733,318.143,315.349,312.712,310.704,309.406,311.385,308.825,305.606,306.58,306.421,306.414,305.206,306.457,306.912,305.064,304.008,305.255,304.344,303.306,302.451,301.231,301.933,300.796,296.878,296.35,293.53,291.949,287.883,285.852,282.628,279.936,278.266,276.795,275.266,274.781,273.522,270.773,269.051,265.275,259.418,254.603,251.145,245.484,240.947,236.464,231.285,224.398,220.311,216.522,211.915,207.48,201.435,196.349,192.157,188.764,184.322,180.747,177.903,176.44,173.854,171.129,167.402,164.233,161.373,158.667,155.689,153.467,151.156,149.14,146.675,143.65,141.006,139.627,138.3,137.057,134.805,132.701,130.663,129.271,127.818,125.675,123.61,121.657,119.695,117.352,115.184,113.411,111.045,109.605,108.546,107.049,106.119,104.961,103.027,101.22,98.771,96.981,95.335,93.593,91.938,90.55,88.906,87.512,85.947,84.49,83.351,82.024,80.782,79.649,78.691,77.494,76.566,75.72,74.841,74.315,73.236,72.12,71.138,70.678,70.151,69.986
"16","7","    Other durable goods","DODGRG3",28.796,28.824,28.818,28.796,28.86,28.892,28.905,28.893,28.909,28.823,28.799,28.779,28.829,28.464,28.803,28.725,28.825,28.793,28.757,29.051,29.407,29.628,29.655,29.696,29.467,29.63,29.538,29.143,29.115,29.382,29.477,29.771,30.011,30.03,30.18,30.325,30.461,30.457,30.881,31.397,31.908,32.229,32.452,32.709,32.869,33.087,33.272,33.427,33.674,33.889,34.257,34.478,34.822,35.004,35.306,35.575,35.632,36.191,36.617,36.859,37.733,38.586,39.464,40.693,41.313,41.834,42.383,42.843,43.353,43.715,44.428,45.08,45.578,45.765,46.326,46.651,47.37,48.036,49.077,50.068,50.671,51.576,52.98,55.374,59.372,63.28,64.96,66.063,66.414,66.623,66.998,67.598,67.682,67.092,67.487,67.953,68.685,69.413,70.307,70.524,70.859,71.409,71.335,71.282,71.468,72.093,72.252,72.18,72.346,73.05,74.317,75.082,76.951,77.939,79.493,80.483,81.913,83.02,84.437,86.057,86.575,87.468,88.511,88.468,91.549,93.559,93.826,94.214,95.265,95.785,97.34,98.568,98.595,98.821,99.859,99.902,99.689,99.856,100.075,100.613,101.06,101.285,102.218,102.063,102.688,102.888,103.804,104.012,103.465,102.81,102.778,101.875,101.798,101.401,101.399,100.562,100.606,99.854,98.849,98.444,97.051,97.453,96.738,96.496,96.58,95.503,94.863,95.663,96.286,96.075,95.963,95.503,95.21,94.935,94.21,93.954,93.259,92.906,92.905,92.024,92.46,92.951,92.409,92.308,91.965,91.493,91.951,92.388,92.267,93.07,93.691,94.309,95.407,95.335,95.757,96.372,97.602,98.979,99.445,99.439,99.559,99.892,99.803,100.745,99.839,100.247,100.33,101.305,102.513,103.638,103.73,104.549,104.991,104.27,103.703,103.997,104.243,104.426,104.053,103.389,102.848,102.575,102.532,101.464,100.866,100.149,99.739,99.095
"17","8","  Nondurable goods","DNDGRG3",19.875,19.88,19.966,20.04,20.012,20.156,20.216,20.329,20.36,20.218,20.255,20.217,20.296,20.35,20.37,20.476,20.505,20.485,20.635,20.677,20.801,20.797,20.86,20.945,21.008,21.206,21.323,21.371,21.658,21.841,21.994,22.132,22.126,22.161,22.393,22.544,22.777,22.993,23.213,23.456,23.63,23.96,24.295,24.553,24.869,25.114,25.283,25.509,25.55,25.817,26.043,26.209,26.495,26.557,26.791,27.1,27.678,28.513,29.238,30.136,31.69,32.848,33.773,34.731,35.226,35.353,36.14,36.605,36.651,36.649,37.105,37.586,38.274,38.976,39.38,39.841,40.372,41.341,42.021,42.739,43.932,45.422,46.894,48.165,50.018,51.24,52.325,53.457,55.037,55.582,56.02,56.39,56.651,56.648,57.379,57.411,57.252,57.969,58.406,58.379,59.059,59.095,59.229,59.444,59.859,60.227,60.348,60.825,60.519,59.075,59.228,59.357,60.681,61.348,61.932,62.319,62.521,63.15,63.984,64.454,65.337,67.06,67.003,67.315,69.016,69.411,70.87,72.706,72.345,72.465,72.531,72.897,73.023,73.387,73.915,74.129,74.35,74.255,73.947,74.295,74.084,74.244,75.012,75.09,75.067,75.347,75.508,75.627,76.374,77.172,77.058,77.773,78.081,77.844,77.794,77.877,77.254,77.102,77.413,77.536,77.8,78.926,79.773,80.493,81.725,82.438,83.087,83.354,83.574,84.142,83.796,82.603,82.457,83.644,83.878,84.174,85.585,84.256,85.423,85.79,86.954,87.777,88.282,89.844,89.694,90.291,93.062,93.321,93.427,94.792,95.873,93.66,94.963,96.824,97.506,99.564,101.258,103.455,106.172,99.727,97.471,99.042,101.224,102.262,102.868,102.216,102.763,104.492,106.784,109.27,110.151,110.548,111.511,111.413,111.814,112.625,112.404,111.449,112.166,112.107,112.4,113.187,113.346,111.818,108.417,109.441,109.663,108.691
"18","9","    Food and beverages purchased for off-premises consumption","DFXARG3",17.566,17.466,17.506,17.49,17.451,17.672,17.658,17.834,17.881,17.751,17.692,17.647,17.814,17.855,17.881,17.958,18.035,17.963,18.126,18.136,18.327,18.345,18.476,18.572,18.535,18.798,18.94,18.936,19.372,19.584,19.68,19.745,19.546,19.465,19.697,19.773,19.963,20.116,20.269,20.51,20.594,20.914,21.335,21.64,22.063,22.248,22.391,22.492,22.371,22.776,22.963,23.117,23.612,23.688,23.971,24.307,25.226,26.39,27.579,28.48,29.833,30.535,31.184,32.496,32.961,32.766,33.567,34.08,33.872,33.632,34.017,34.332,34.953,35.949,36.309,36.645,37.592,39.259,40.082,40.686,42.222,43.099,43.498,44.281,44.967,45.904,47.61,49.172,49.815,49.939,50.597,50.672,51.185,51.652,51.858,51.616,51.63,52.215,52.319,52.517,53.568,53.554,53.888,53.942,54.283,54.19,54.18,54.638,54.969,55.128,55.972,56.336,56.876,57.327,57.531,57.689,58.026,58.505,59.633,60.101,60.965,62.058,62.616,63.086,64.527,64.702,65.615,66.03,66.954,67.621,67.274,67.216,67.454,67.59,68.011,68.075,68.196,68.651,68.772,69.304,69.352,69.563,70.27,70.341,70.745,71.358,71.568,71.913,72.465,73.197,74.001,74.634,74.703,74.823,75.107,75.269,75.522,75.711,76,76.438,76.754,76.961,77.249,77.68,78.117,78.653,79.396,79.709,80.456,80.976,81.65,82.004,82.446,82.499,82.43,82.626,83.073,83.612,84.292,85.272,85.645,86.578,86.967,87.553,87.363,88.243,88.352,88.844,89.274,89.286,89.877,90.293,91.481,92.736,93.763,94.748,96,97.937,100.164,101.304,100.97,100.023,99.489,99.518,99.904,100.183,100.357,100.791,102.235,103.846,105.143,105.881,106.342,106.556,106.66,107.15,107.561,107.685,107.932,107.96,108.39,109.5,110.308,110.935,110.866,110.571,111.184,111.175
"19","10","    Clothing and footwear","DCLORG3",53.152,53.314,53.554,53.672,53.797,54.083,54.286,54.39,54.417,54.303,54.555,54.533,54.329,54.542,54.763,54.826,54.886,54.988,55.136,55.367,55.547,55.673,55.63,55.603,55.812,55.93,56.242,56.407,56.862,57.333,57.91,58.488,59.147,59.681,60.341,60.927,61.841,62.98,64.008,64.835,65.679,66.452,67.279,67.975,68.492,68.915,69.523,70.402,71.049,71.728,72.089,72.325,72.74,72.928,72.976,73.761,74.368,75.439,75.838,76.465,77.841,80.161,82.654,83.868,84.198,84.441,85.049,85.39,86.121,86.853,88.086,88.895,90.19,90.459,91.864,92.378,91.869,93.132,93.208,93.578,93.772,94.681,94.888,95.719,96.974,97.801,98.512,99.677,100.394,101.264,102.068,102.211,102.426,103.14,103.354,102.964,103.562,104.235,105.113,104.612,104.788,104.197,105.067,105.636,106.575,106.998,107.303,107.82,107.041,106.027,106.768,107.091,108.44,109.633,109.777,111.379,111.272,113.411,113.59,115.087,114.969,115.523,114.132,115.37,117.143,118.968,119.385,119.493,119.746,120.483,121.471,122.326,121.779,121.683,121.874,122.294,121.931,121.043,121.074,120.978,119.37,119.914,119.303,118.277,117.029,116.403,116.218,116.075,116.079,115.585,113.982,114.471,114.758,116.133,114.919,114.449,113.218,112.68,113.41,112.575,111.152,111.829,111.381,111.54,110.824,110.102,109.859,109.807,109.974,108.387,107.303,106.196,105.785,105.56,104.982,104.194,103.082,102.012,102.537,102.473,102.015,102.517,102.162,101.991,101.995,101.539,100.881,100.655,100.299,101.312,100.982,100.894,100.932,100.066,99.125,99.619,99.409,98.88,99.515,98.715,99.464,100.052,100.348,100.136,100.067,99.329,99.272,98.719,99.126,99.982,102.251,102.997,103.608,104.768,104.445,105.382,105.799,105.076,105.751,105.553,105.905,106.227,106.225,105.125,104.929,104.708,104.843,104.091
"20","11","    Gasoline and other energy goods","DGOERG3",10.504,10.586,10.578,10.815,10.688,10.689,10.916,10.944,10.936,10.644,10.887,10.822,10.784,10.85,10.816,11.058,10.955,10.824,10.935,10.902,10.865,10.752,10.734,10.86,11.047,11.151,11.184,11.304,11.311,11.336,11.478,11.623,11.705,11.788,11.855,11.892,11.973,11.956,12.069,12.106,12.245,12.474,12.446,12.414,12.374,12.606,12.526,12.769,12.776,12.563,12.798,12.958,12.792,12.699,12.97,13.24,13.426,13.905,14.168,15.596,18.53,20.214,20.484,20.172,20.232,20.61,21.859,22.276,22.077,21.864,22.254,22.849,23.472,23.817,23.786,24.325,24.425,24.389,24.889,26.09,27.334,31.261,36.399,39.426,45.017,47.188,47.083,47.626,52.556,53.138,52.377,52.754,51.537,48.735,50.773,49.988,47.196,48.474,49.266,48.327,48.563,48.49,47.031,47.178,47.136,48.363,47.984,48.19,45.115,37.043,34.565,33.758,37.495,38.361,40.028,40.158,39.264,39.175,39.683,39.084,40.196,45.382,43.291,42.272,45.51,44.695,48.829,56.946,50.416,47.516,47.039,47.727,46.848,47.343,48.259,48.782,48.752,47.397,46.07,47.134,46.529,45.873,48.431,48.987,48.544,48.594,48.007,47.219,49.575,52.355,50.788,52.749,53.66,50.194,50.717,50.889,46.661,44.609,44.42,43.453,42.182,47.156,50.882,53.674,60.121,62.048,63.85,64.652,62.987,65.458,60.848,52.74,50.537,56.735,58.284,60.996,70.521,61.238,66.191,66.794,72.932,74.802,77.467,85.845,84.549,86.33,105.391,104.634,103.195,110.768,116.721,99.2,104.181,115.49,117.688,128.278,136.225,147.187,160.256,105.583,85.316,91.956,107.768,114.96,117.521,112.412,115.069,127.557,140.15,153.1,152.805,151.087,155.078,151.29,153.482,157.729,154.764,146.651,150.424,149.472,149.485,150.336,147.726,132.205,103.071,111.577,111.141,102.927
"21","12","    Other nondurable goods","DONGRG3",16.921,17.049,17.255,17.347,17.398,17.402,17.408,17.427,17.449,17.457,17.447,17.453,17.504,17.508,17.495,17.527,17.556,17.706,17.821,17.923,17.996,18.003,18.013,18.048,18.142,18.26,18.308,18.352,18.452,18.581,18.69,18.795,18.891,18.955,19.139,19.358,19.543,19.75,19.896,20.078,20.218,20.428,20.669,20.885,21.152,21.391,21.648,21.846,22.045,22.267,22.448,22.571,22.739,22.853,22.95,23.013,23.15,23.412,23.621,23.868,24.295,25.171,26.385,27.455,28.283,28.696,28.924,29.266,29.741,30.117,30.407,30.862,31.364,31.802,32.25,32.731,33.107,33.429,34.056,34.525,35.186,35.635,36.207,36.923,37.927,38.916,39.788,40.468,41.335,42.299,42.978,43.804,44.604,45.454,46.215,47.332,48.353,48.831,49.343,49.725,50.22,50.624,51.168,51.512,52.083,52.54,53.087,53.689,54.353,54.674,55.243,55.548,56.35,56.939,57.507,57.875,58.668,59.32,60.107,60.809,61.891,62.665,63.523,64.025,64.971,65.805,66.716,67.368,68.619,69.515,70.14,70.697,71.507,72.255,72.788,72.923,73.648,73.886,73.497,73.324,73.576,73.979,74.301,74.559,74.724,75.064,75.718,76.158,76.512,76.773,76.942,77.147,77.417,77.856,77.574,77.738,78.267,78.879,79.294,79.993,81.632,81.975,82.493,82.726,83.102,84.017,84.391,84.5,85.045,85.657,86.428,86.665,86.907,87.606,87.897,87.676,87.594,87.644,87.983,87.813,88.34,88.746,88.814,89.28,89.543,89.8,90.303,90.92,91.494,92.023,92.341,92.384,92.918,92.983,93.43,94.114,94.8,95.303,95.842,96.459,97.646,100.187,100.904,101.263,101.671,101.694,102.115,102.334,102.762,103.327,103.662,104.278,104.891,105.163,105.554,105.551,105.356,105.54,105.758,105.949,106.187,106.84,107.31,107.891,108.117,108.491,108.612,108.872
"22","13","Services","DSERRG3",12.151,12.238,12.353,12.461,12.518,12.586,12.67,12.736,12.769,12.825,12.887,12.942,13.02,13.083,13.13,13.172,13.234,13.272,13.316,13.385,13.45,13.518,13.586,13.647,13.704,13.762,13.832,13.919,14.007,14.137,14.267,14.408,14.507,14.612,14.725,14.865,15.042,15.222,15.398,15.585,15.785,16,16.214,16.439,16.661,16.893,17.103,17.356,17.59,17.823,18.073,18.243,18.443,18.596,18.779,18.955,19.114,19.412,19.75,20.121,20.535,21.02,21.508,21.982,22.484,22.857,23.281,23.74,24.134,24.446,24.879,25.306,25.807,26.318,26.826,27.26,27.786,28.345,28.874,29.462,29.876,30.65,31.377,32.128,32.928,33.739,34.609,35.588,36.547,37.285,38.097,38.887,39.589,40.197,41,41.766,42.396,42.767,43.531,43.982,44.544,45.22,45.757,46.148,46.888,47.404,48.029,48.386,49.093,49.489,49.756,50.14,50.333,50.797,51.298,51.863,52.489,53.161,53.861,54.494,55.124,55.709,56.228,56.801,57.458,58.167,58.84,59.428,59.931,60.376,60.968,61.518,62.08,62.58,63.025,63.64,64.172,64.826,65.317,65.707,66.117,66.566,66.96,67.41,67.874,68.397,68.818,69.286,69.633,70.181,70.73,71.303,71.748,72.248,72.653,73.062,73.375,73.741,74.102,74.47,74.818,75.141,75.551,76.107,76.767,77.115,77.749,78.375,79.194,79.712,80.027,80.586,81.009,81.661,82.304,82.901,83.55,84.287,84.864,85.43,86.057,86.726,87.467,87.981,88.771,89.502,90.212,91.249,91.931,92.636,93.364,93.975,94.96,95.563,96.276,97.126,97.878,98.831,99.5,99.578,99.56,99.727,100.048,100.665,101.037,101.518,101.887,102.202,102.61,103.28,103.853,104.353,104.985,105.578,106.067,106.73,107.398,107.988,108.539,109.241,109.911,110.598,111.143,111.62,112.051,112.632,113.2,113.737
"23","14","  Household consumption expenditures (for services)","DHCERG3",11.551,11.629,11.732,11.84,11.914,11.996,12.087,12.153,12.18,12.23,12.285,12.339,12.415,12.476,12.523,12.563,12.621,12.656,12.698,12.766,12.831,12.898,12.963,13.022,13.073,13.126,13.193,13.275,13.358,13.48,13.604,13.738,13.835,13.933,14.042,14.175,14.346,14.519,14.687,14.865,15.052,15.255,15.457,15.673,15.887,16.113,16.316,16.555,16.776,16.999,17.237,17.4,17.592,17.739,17.911,18.075,18.235,18.512,18.819,19.173,19.553,19.996,20.465,20.918,21.391,21.751,22.144,22.592,22.96,23.269,23.694,24.097,24.564,25.067,25.541,25.958,26.463,27.001,27.497,28.068,28.454,29.191,29.865,30.58,31.345,32.106,32.975,33.921,34.847,35.533,36.346,37.138,37.859,38.487,39.292,40.079,40.75,41.119,41.906,42.385,42.951,43.625,44.18,44.593,45.336,45.862,46.48,46.813,47.547,47.982,48.264,48.657,48.853,49.327,49.82,50.388,51.018,51.702,52.417,53.069,53.729,54.359,54.932,55.568,56.242,57.01,57.743,58.37,58.934,59.394,60.041,60.644,61.286,61.85,62.338,63.024,63.602,64.269,64.798,65.196,65.624,66.081,66.473,66.912,67.424,67.954,68.375,68.862,69.214,69.748,70.3,70.867,71.294,71.803,72.177,72.542,72.819,73.147,73.492,73.869,74.22,74.517,74.894,75.416,76.084,76.365,77.013,77.608,78.389,78.897,79.206,79.809,80.215,80.87,81.567,82.213,82.905,83.707,84.312,84.907,85.608,86.277,87.031,87.581,88.36,89.095,89.798,90.857,91.557,92.283,93.055,93.684,94.656,95.281,95.996,96.916,97.669,98.633,99.318,99.451,99.51,99.708,100.047,100.734,101.134,101.651,102.011,102.317,102.731,103.424,104.022,104.537,105.214,105.837,106.378,107.025,107.733,108.258,108.825,109.548,110.172,110.849,111.381,111.792,112.193,112.775,113.337,113.863
"24","15","    Housing and utilities","DHUTRG3",13.618,13.712,13.787,13.878,13.928,13.972,14.039,14.091,14.122,14.192,14.228,14.236,14.298,14.32,14.378,14.392,14.45,14.488,14.502,14.56,14.571,14.613,14.655,14.675,14.701,14.732,14.763,14.817,14.88,14.936,14.962,15.05,15.125,15.173,15.239,15.322,15.411,15.515,15.605,15.719,15.831,15.967,16.14,16.306,16.476,16.644,16.839,17.084,17.313,17.533,17.747,17.882,18.055,18.188,18.365,18.537,18.798,19.001,19.192,19.438,19.719,19.984,20.284,20.669,21.216,21.547,21.886,22.351,22.737,23.07,23.475,24.015,24.652,25.143,25.653,26.114,26.501,26.968,27.359,27.903,28.375,28.903,29.685,30.558,31.196,31.981,32.869,33.781,34.632,35.513,36.538,37.465,38.281,38.917,39.667,40.577,41.178,41.723,42.102,42.624,43.079,43.729,44.437,44.911,45.45,46.093,46.668,47.225,47.857,48.434,48.836,49.131,49.567,50.096,50.527,51.052,51.575,51.985,52.548,53.103,53.56,54.085,54.677,55.318,55.838,56.472,57.206,57.579,58.152,58.44,58.743,59.294,59.731,60.112,60.422,60.913,61.351,61.91,62.267,62.619,63.096,63.487,63.803,64.169,64.677,65.111,65.563,66.088,66.601,67.09,67.531,67.948,68.514,68.838,69.331,69.821,70.065,70.554,70.984,71.418,71.811,72.183,72.637,73.125,73.797,74.403,75.231,76.109,77.463,78.141,78.68,79.157,79.777,80.366,80.873,81.529,82.37,83.011,83.442,83.906,84.48,85.182,85.933,86.469,87.154,87.924,88.815,90.311,91.139,91.747,92.733,93.487,94.512,95.219,95.739,96.581,97.331,98.626,99.71,99.81,100.061,99.988,99.944,100.006,100.068,100.172,100.311,100.444,100.864,101.364,101.956,102.425,102.693,103.073,103.597,104.369,104.995,105.817,106.466,107.184,108.181,108.904,109.625,110.286,110.956,111.525,112.356,113.098
