"","Table 5#8#3B# Real Gross Government Fixed Investment by Type, Qu","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12"
"1","[Index numbers, 2000=100]                                                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1997 To 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published August 02, 2006   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 1/30/2007 10:45:58 AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1997,1998,1999,2000,2001,2002,2003,2004,2005
"8","1","      Gross government fixed investment \1\","B782RA3",86.857,89.85,96.545,100,104.87,110.178,112.596,113.21,114.431
"9","2","        Federal","B787RA3",92.233,96.6,101.917,100,102.617,112.675,119.736,127.622,135.726
"10","3","          National defense","B788RA3",92.413,93.377,97.566,100,104.094,116.065,126.312,138.37,145.92
"11","4","          Nondefense","B798RA3",92.017,101.779,108.898,100,100.279,107.334,109.387,110.674,119.67
"12","5","        State and local","B799RA3",84.932,87.416,94.619,100,105.654,109.355,110.233,108.488,107.563
"13","6","Structures \2\","B760RA3",91.423,91.199,96.817,100,104.831,109.349,110.3,106.884,104.77
"14","7","  Federal","B801RA3",129.777,128.077,122.426,100,93.522,101.451,106.427,96.691,95.106
"15","8","    National defense","B808RA3",127.983,110.854,103.727,100,88.973,83.909,96.609,88.381,85.263
"16","9","      New","B814RA3",127.969,110.852,103.728,100,88.979,83.917,96.606,88.381,85.262
"17","10","        Residential","B816RA3",124.976,119.221,110.656,100,113.332,114.984,111.011,103.772,101.65
"18","11","        Industrial","B817RA3",184.953,96.094,88.017,100,141.861,106.224,269.77,196.876,187.337
"19","12","        Military facilities \3\","B818RA3",124.468,109.02,102.491,100,75.811,70.749,77.43,74.078,71.071
"20","13","      Net purchases of used structures","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","14","    Nondefense","B830RA3",130.868,138.383,133.615,100,96.238,111.957,112.271,101.631,100.972
"22","15","      New","B831RA3",119.33,112.612,107.924,100,93.813,98.702,101.045,102.161,97.992
"23","16","        Residential","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","17","        Office","W182RA3",132.397,128.461,115.813,100,90.67,85.346,106.28,133.818,128.533
"25","18","        Commercial","W183RA3",100.529,113.479,117.947,100,84.143,58.468,72.244,144.436,134.16
"26","19","        Health care","W184RA3",196.07,143.154,115.088,100,89.471,106.285,78.693,74.071,65.521
"27","20","        Educational","W185RA3",109.816,90.659,78.831,100,141.323,192.281,189.082,170.181,104.574
"28","21","        Public safety","W186RA3",138.644,133.894,119.827,100,69.32,75.876,43.956,29.25,24.277
"29","22","        Amusement and recreation","W187RA3",115.253,111.775,109.662,100,70.122,59.868,90.509,37.696,29.705
"30","23","        Transportation","W188RA3",109.061,104.409,106.465,100,102.781,148.506,73.142,96.238,82.764
"31","24","        Power","W189RA3",99.736,90.312,83.49,100,275.974,405.455,1547.412,1149.425,1035.337
"32","25","        Highways and streets","W190RA3",95.029,86.855,80.33,100,91.652,92.704,85.503,113.909,70.761
"33","26","        Conservation and development","W191RA3",91.151,91.45,102.581,100,109.229,118.258,106.788,103.614,98.469
"34","27","        Other \4\","W192RA3",99.501,94.502,98.285,100,104.163,92.896,108.78,93.05,193.814
"35","28","      Net purchases of used structures","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","29","  State and local","B842RA3",88.522,88.41,94.882,100,105.687,109.947,110.595,107.653,105.501
"37","30","    New","B843RA3",88.708,88.236,94.713,100,107.586,109.781,110.208,107.237,105.054
"38","31","      Residential","W147RA3",114.732,111.758,113.442,100,113.648,117.493,113.513,121.338,124.511
"39","32","      Office","W193RA3",80.671,85.924,91.728,100,111.511,120.622,115.182,106.511,90.854
"40","33","      Commercial","W194RA3",76.633,109.082,108.776,100,123.776,123.878,105.714,97.959,87.245
"41","34","      Health care","W195RA3",119.868,114.079,102.13,100,104.613,127.985,131.645,143.043,152.952
"42","35","      Educational","W148RA3",83.321,82.979,93.628,100,107.687,111.335,113.221,113.819,113.462
"43","36","      Public safety","W196RA3",96.914,98.525,101.237,100,96.425,90.562,76.644,70.395,70.905
"44","37","      Amusement and recreation","W197RA3",84.251,82.588,85.103,100,109.352,109.872,92.9,82.366,78.233
"45","38","      Transportation","W198RA3",76.609,72.131,79.078,100,107.248,108.173,113.082,107.124,100.064
"46","39","      Power","W199RA3",85.3,65.989,85.564,100,101.653,104.051,152.8,132.557,148.106
"47","40","      Highways and streets","W149RA3",89.99,91.821,97.424,100,107.079,102.802,100.523,97.564,94.437
"48","41","      Sewer systems","W150RA3",116.949,106.678,106.932,100,114.597,122.611,131.692,131.819,131.909
"49","42","      Water systems","W168RA3",97.489,99.282,105.137,100,109.518,124.226,123.967,113.657,112.382
"50","43","      Conservation and development","W169RA3",71.943,71.528,81.584,100,87.653,77.372,76.218,109.127,147.637
"51","44","      Other \5\","W200RA3",113.545,130.694,58.373,100,60.868,196.858,306.311,124.714,81.145
"52","45","    Net purchases of used structures","B870RA3",80.583,95.751,102.014,100,25.71,115.455,125.146,123.435,122.54
"53","46","Equipment and software \2\","A871RA3",80.174,87.789,96.114,100,104.933,111.641,116.755,125.107,133.146
"54","47","  Federal","B872RA3",85.094,90.535,97.902,100,104.491,114.998,122.512,134.445,144.848
"55","48","    National defense","B873RA3",88.667,91.493,96.886,100,105.853,119.894,129.809,144.478,153.436
"56","49","      Aircraft","B874RA3",81.555,82.053,85.436,100,116.775,134.245,133.022,165.043,200.755
"57","50","      Missiles","B875RA3",104.178,117.725,105.662,100,126.877,119.177,122.835,142.652,151.84
"58","51","      Ships","B876RA3",93.777,99.128,105.021,100,109.579,131.025,141.978,137.456,125.84
"59","52","      Vehicles","B877RA3",73.647,80.257,89.378,100,102.34,137.609,165.867,149.871,217.174
"60","53","      Electronics and software","B878RA3",80.932,86.515,95.741,100,99.023,103.479,113.241,124.579,141.432
