"","Table 1#5#6# Real Gross Domestic Product, Expanded Detail, Chain","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19"
"1","[Billions of chained (2009) dollars]                                            ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1999 To 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published April 29, 2015    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 4/28/2015 2:58:24 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
"8","1","    Gross domestic product","A191RX1",12065.9,12559.7,12682.2,12908.8,13271.1,13773.5,14234.2,14613.8,14873.7,14830.4,14418.7,14783.8,15020.6,15369.2,15710.3,16085.6
"9","2","Personal consumption expenditures","DPCERX1",7775.9,8170.7,8382.6,8598.8,8867.6,9208.2,9531.8,9821.7,10041.6,10007.2,9847,10036.3,10263.5,10449.7,10699.7,10969
"10","3","  Goods","DGDSRX1",2460.9,2588.3,2666.6,2770.2,2904.5,3051.9,3177.2,3292.5,3381.8,3297.8,3198.4,3308.7,3411.8,3506.5,3626,3750.9
"11","4","    Durable goods","DDURRX1",698.3,758.3,798,856.6,917.6,992.9,1046.9,1091.5,1141.7,1083.2,1023.3,1085.7,1151.5,1235.7,1319,1410
"12","5","      Motor vehicles and parts","DMOTRX1",335.8,346.4,364.1,383.3,394.6,405.5,400,385.1,392.8,340.8,317.1,323.4,333.8,357.9,376,405
"13","6","      Furnishings and durable household equipment","DFDHRX1",171.2,187.7,197.3,211.7,226.8,248.3,264.8,278.3,280.4,267.7,244.3,261.5,276.6,288.4,305.1,323.6
"14","7","      Recreational goods and vehicles","DREQRX1",113.1,132,144.2,160.7,181.6,209.3,237.6,268.8,299,308.7,303.8,336.8,370.2,410.8,452,491.2
"15","8","      Other durable goods","DODGRX1",106,115.4,112.9,119.9,131.1,142.8,153.3,164.4,172.2,166.5,158.2,164.9,173.9,183.5,194.4,200.9
"16","9","    Nondurable goods","DNDGRX1",1806,1863.6,1896,1931.1,1998.5,2063.7,2132.3,2202.2,2239.3,2214.7,2175.1,2223.5,2263.2,2280.1,2322.6,2364.8
"17","10","      Food and beverages purchased for off-premises consumption","DFXARX1",668.1,684.5,694,697,713.3,729.8,757.6,780.8,791.3,781.9,770,786.5,795.1,801.6,809.4,809.6
"18","11","      Clothing and footwear","DCLORX1",243.2,255,257.4,265.2,278.3,291.2,306.8,317.4,323.9,322.3,306.5,322.7,335.3,337.7,341.2,344.2
"19","12","      Gasoline and other energy goods","DGOERX1",302.3,294.4,294.2,296.4,296.8,299.3,298,297.4,296.8,283.4,284.5,282.2,274.3,269.2,271.7,274.5
"20","13","      Other nondurable goods","DONGRX1",605.8,636.1,656,675.7,709.5,740.6,765.9,803.3,825.2,828.3,814.2,833,863.2,879.7,909.9,947.5
"21","14","  Services","DSERRX1",5331.6,5599.3,5731,5838.2,5966.9,6156.6,6353.4,6526.6,6656.4,6708.6,6648.5,6727.6,6851.4,6942.4,7073.1,7218.6
"22","15","    Household consumption expenditures (for services)","DHCERX1",5192.5,5447,5562.8,5648,5763,5949.1,6147.3,6291.8,6415.2,6435.1,6372.5,6449.3,6575.9,6653.4,6772.5,6905.9
"23","16","      Housing and utilities","DHUTRX1",1550.5,1600.5,1643,1653.8,1676,1717.9,1788.4,1823.2,1840.8,1860.1,1881,1904.3,1928,1940.4,1965.7,1981.7
"24","17","      Health care","DHLCRX1",1178.3,1218.8,1279.6,1355.6,1392.5,1442.3,1490.4,1525.2,1563.2,1598.8,1627.4,1649.2,1690.3,1745,1781.1,1830.7
"25","18","      Transportation services","DTRSRX1",317.5,332.8,330.5,320.8,322.9,331.5,334.7,335.5,339,321.3,289.7,287.1,294.1,299.6,307.6,315.2
"26","19","      Recreation services","DRCARX1",316.8,326,325.4,327.3,338.4,355.8,364.7,377.4,392.1,389,376,381,389.6,396.1,405.7,406.1
"27","20","      Food services and accommodations","DFSARX1",511.4,534.7,533.7,541.7,561.6,584.2,605.1,624.7,632.6,626.1,600.3,609.6,625.3,641.1,655.4,674.9
"28","21","      Financial services and insurance","DIFSRX1",598.7,659.2,646,641.7,643.1,668.7,704.1,720.1,742.5,737.4,719,733.9,747.2,713.7,728.5,758
"29","22","      Other services","DOTSRX1",719.7,770.6,804.4,808.7,831.3,850.8,860.5,886.2,904.7,902.2,879.2,884.3,901.2,918.1,928.9,938.6
"30","23","    Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRX1",150.1,162.6,176.1,194.2,206.3,210.3,209.9,236.6,242.9,273.6,276,278.3,275.2,289.3,301.2,313.7
"31","24","      Gross output of nonprofit institutions \2\","DNPERX1",777.7,807.3,845.9,896,914.4,938.4,961.7,999.1,1022.2,1055.2,1072.6,1086,1097.1,1131.2,1151.4,1182.4
"32","25","      Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRX1",638.5,653.5,677,706.7,710.7,731,755.6,764.1,780.9,781.5,796.5,807.7,821.6,842,850.8,869.6
"33","26","Gross private domestic investment","A006RX1",2231.4,2375.5,2231.4,2218.2,2308.7,2511.3,2672.6,2730,2644.1,2396,1878.1,2120.4,2230.4,2435.9,2556.2,2704.7
"34","27","  Fixed investment","A007RX1",2165.9,2316.2,2280,2201.1,2289.5,2443.9,2611,2662.5,2609.6,2432.6,2025.7,2056.2,2186.7,2368,2479.2,2611.7
"35","28","    Nonresidential","A008RX1",1510.1,1647.7,1608.4,1498,1526.1,1605.4,1717.4,1839.6,1948.4,1934.4,1633.4,1673.8,1802.3,1931.8,1990.6,2116.4
"36","29","      Structures","B009RX1",494.9,533.5,525.4,432.5,415.8,414.1,421.2,451.5,509,540.2,438.2,366.3,374.7,423.8,421.7,456.2
"37","30","      Equipment","Y033RX1",662.4,726.9,695.7,658,679,731.2,801.6,870.8,898.3,836.1,644.3,746.7,847.9,905.6,947.2,1008.2
"38","31","        Information processing equipment","Y034RX1",149.5,180.4,178.2,169.9,185.8,204.5,222.2,250.9,279.9,281,256.1,281.4,285.9,295,304,312.5
"39","32","          Computers and peripheral equipment \4\","ZZZZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","33","          Other","A937RX1",127.3,153.2,148.5,135,147.3,160.7,172.6,187.5,207.9,204.2,179.3,196.8,202.8,208.1,217,227.3
"41","34","        Industrial equipment","A680RX1",182.8,198.5,183.9,171.6,172.2,169.1,183.6,199.1,205.3,195.5,152.1,151.3,183.3,190.3,197.7,223.3
"42","35","        Transportation equipment","A681RX1",208.4,204.1,184.9,167.2,154.8,176.5,197.9,212.6,203.6,156.9,70.6,136.9,183,217.6,231.1,258.1
"43","36","        Other equipment","A862RX1",161.4,170.5,169.2,167.9,179.3,192.4,210.9,219.6,217,206.5,165.6,179.8,199.3,207.3,219,218.4
