"","Table 2#5#4 Price Indexes for Personal Consumption Expenditures ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"1","[Index numbers, 2005=100]                                                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1929 To 1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published August 05, 2010   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 4/28/2011 10:19:20 AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969
"8","1","      Personal consumption expenditures","DPCERG3",10.513,10.068,8.991,7.93,7.649,7.995,8.19,8.265,8.566,8.372,8.291,8.361,8.879,9.984,10.902,11.529,11.989,12.825,14.126,14.925,14.811,14.989,16.009,16.337,16.555,16.697,16.764,17.1,17.62,18.035,18.305,18.606,18.801,19.023,19.245,19.527,19.81,20.313,20.824,21.636,22.616
"9","2","Household consumption expenditures \1\","DPHCRG3",10.335,9.897,8.834,7.782,7.506,7.845,8.038,8.109,8.404,8.214,8.133,8.203,8.713,9.803,10.707,11.324,11.778,12.593,13.859,14.641,14.525,14.695,15.693,16.019,16.232,16.366,16.428,16.752,17.258,17.663,17.94,18.259,18.451,18.668,18.884,19.164,19.437,19.927,20.427,21.223,22.178
"10","3","  Food and beverages purchased for off-premises consumption","DFXARG3",11.474,10.737,8.672,7.093,7.132,8.017,8.641,8.655,8.92,8.245,8.164,8.212,9.078,10.856,12.502,12.836,13.227,14.601,16.814,17.647,16.939,17.024,18.814,19.271,18.897,18.886,18.541,18.677,19.242,20.045,19.838,20.004,20.105,20.257,20.47,20.883,21.305,22.204,22.232,22.905,23.932
"11","4","    Food and nonalcoholic beverages purchased for off-premises consumption","DTFDRG3",10.136,9.52,7.739,6.369,6.438,7.328,7.876,7.876,8.15,7.465,7.397,7.396,8.15,9.794,11.3,11.369,11.711,13.149,15.478,16.437,15.82,16.026,17.806,18.149,17.806,17.806,17.464,17.601,18.149,18.971,18.755,18.911,19.011,19.158,19.374,19.817,20.231,21.146,21.149,21.805,22.838
"12","5","    Alcoholic beverages purchased for off-premises consumption","DAOPRG3",NA,NA,NA,NA,16.495,15.69,15.351,15.163,15.316,15.465,15.616,15.997,16.991,19.362,21.503,24.207,24.703,25.626,26.366,25.992,25.645,25.037,25.963,27.944,27.484,28.092,27.936,28.205,28.819,28.979,29.242,29.703,29.804,29.944,30.236,30.411,30.592,30.939,31.387,32.096,32.797
"13","6","    Food produced and consumed on farms","DFFDRG3",18.713,16.931,12.88,9.964,9.558,11.017,14.094,14.661,15.147,12.799,12.07,12.394,15.552,19.684,23.979,24.384,25.76,27.623,31.997,33.051,28.678,27.135,31.995,31.755,30.541,28.026,27.054,26.571,27.543,29.407,27.772,27.026,27.063,27.538,26.739,25.862,28.526,31.447,30.219,31.931,35.031
"14","7","  Clothing, footwear, and related services","DCAFRG3",25.469,24.419,21.628,18.109,18.332,20.896,20.534,20.513,21.535,21.099,20.651,20.848,22.714,26.917,29.877,33.511,36.178,39.045,42.215,44.758,43.192,42.985,46.657,46.035,46.094,46.229,46.2,47.189,48.03,48.325,48.728,49.526,49.839,50.056,50.55,51.049,51.563,53.061,55.275,58.297,61.404
"15","8","    Clothing","DCLTRG3",27.017,25.975,23.111,19.32,19.784,22.814,22.44,22.379,23.501,22.962,22.432,22.635,24.799,29.46,32.732,36.931,40.025,43.071,45.989,48.603,46.701,46.31,49.956,49.327,49.445,49.414,49.27,50.08,50.861,51.094,51.206,51.877,52.167,52.297,52.806,53.371,53.835,55.115,57.338,60.491,63.623
"16","9","      Garments","DGARRG3",29.005,27.757,24.331,19.888,20.545,24.193,23.796,23.785,25.054,24.35,23.732,23.989,26.544,31.986,36.155,41.58,45.667,49.253,52.345,55.372,52.702,52.031,56.183,55.309,55.232,55.142,54.834,55.555,56.228,56.353,56.449,56.97,57.252,57.293,57.783,58.387,58.793,60.063,62.439,66.011,69.475
"17","10","        Women's and girls' clothing","DWGCRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.08,66.375,66.492,66.389,66.814,67.375,67.648,68.941,71.879,76.022,79.506
"18","11","        Men's and boys' clothing","DMBCRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.084,47.922,48.497,48.761,49.379,50.086,50.689,52.029,53.897,56.981,60.647
"19","12","        Children's and infants' clothing","DCICRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.806,33.677,32.481,31.841,31.831,31.943,32.106,32.36,32.713,34.111,35.204
"20","13","      Other clothing materials","DOCMRG3",31.102,29.714,26.029,21.286,22.497,26.768,26.195,26.179,27.571,26.8,25.961,26.325,29.056,34.361,35.814,37.716,39.63,43.164,47,49.587,46.721,46.337,50.16,48.54,48.403,48.313,48.088,48.584,49.029,49.141,49.249,49.531,49.707,49.646,50.002,50.308,50.714,51.67,53.765,56.672,59.592
"21","14","      Cleaning, repair, and rental of clothing","DCRCRG3",7.351,7.3,7.188,6.961,6.696,6.641,6.543,6.415,6.59,6.68,6.649,6.616,6.754,7.284,7.611,8.033,8.143,8.552,9.346,9.824,10.109,10.305,11.032,11.196,11.522,11.592,11.766,12.233,12.724,12.984,13.055,13.598,13.742,13.96,14.224,14.418,14.732,15.346,16.058,16.663,17.428
"22","15","        Laundry and dry cleaning services","DDRYRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.144,13.845,14.045,14.333,14.728,14.987,15.292,15.907,16.597,17.2,17.989
"23","16","        Clothing repair, rental, and alterations","DLGRRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.858,13.214,13.292,13.434,13.557,13.68,14.003,14.617,15.364,15.977,16.712
"24","17","    Footwear \2\","DFTWRG3",18.208,17.221,14.912,12.574,12.111,13.106,12.82,12.919,13.542,13.439,13.27,13.433,14.217,16.627,18.356,19.818,20.861,22.915,26.582,28.696,28.361,28.766,32.26,31.697,31.53,32.291,32.695,34.321,35.361,35.884,37.36,38.608,39.002,39.553,39.972,40.191,40.893,43.267,45.396,47.8,50.728
"25","18","  Housing, utilities, and fuels","DHUFRG3",11.928,11.621,11.01,9.976,9.12,8.559,8.56,8.702,9.001,9.199,9.165,9.217,9.379,9.639,9.753,9.861,9.954,10.17,10.621,11.344,11.637,11.986,12.45,12.899,13.466,13.805,14.013,14.246,14.54,14.779,15.016,15.264,15.49,15.648,15.822,15.938,16.086,16.319,16.611,16.999,17.535
"26","19","    Housing","DHSGRG3",13.121,12.748,12.023,10.765,9.661,8.81,8.851,9.051,9.474,9.773,9.767,9.799,9.966,10.22,10.285,10.374,10.499,10.743,11.15,11.837,12.229,12.647,13.201,13.764,14.467,14.906,15.122,15.38,15.668,15.982,16.252,16.511,16.739,16.944,17.152,17.327,17.499,17.764,18.105,18.549,19.162
"27","20","      Rental of tenant-occupied nonfarm housing \3\","DTENRG3",13.581,13.22,12.516,11.239,10.495,9.047,9.047,9.26,9.686,10.005,10.005,10.047,10.217,10.43,10.452,10.473,10.516,10.58,10.92,11.644,12.155,12.581,13.092,13.624,14.347,14.857,15.071,15.347,15.624,15.922,16.141,16.38,16.592,16.797,16.984,17.134,17.31,17.556,17.859,18.299,18.882
"28","21","      Imputed rental of owner-occupied nonfarm housing \4\","DOWNRG3",13.698,13.332,12.624,11.334,9.768,9.145,9.124,9.339,9.768,10.09,10.091,10.133,10.304,10.542,10.541,10.562,10.605,10.67,11.013,11.742,12.258,12.687,13.203,13.739,14.49,14.984,15.199,15.478,15.757,16.058,16.276,16.526,16.731,16.926,17.114,17.279,17.445,17.69,18.016,18.456,19.039
"29","22","      Rental value of farm dwellings","DFARRG3",10.106,9.613,8.651,7.463,6.944,7.287,7.781,7.889,8.316,8.458,8.383,8.341,8.5,9.052,9.68,10.525,11.629,14.072,15.36,15.62,14.331,14.674,15.896,17.017,17.159,16.532,16.791,16.649,17.1,17.77,19.292,19.883,20.726,21.153,21.999,22.627,22.89,23.828,25,25.665,27.409
"30","23","      Group housing","DGRHRG3",10.579,10.371,9.816,8.962,8.049,7.584,7.578,7.726,8.095,8.31,8.386,8.282,8.408,8.874,9.246,9.384,9.502,9.717,10.23,10.838,11.307,11.679,12.448,12.989,13.576,14,14.373,14.818,15.379,15.795,16.17,16.418,16.531,16.712,16.952,17.108,17.361,17.615,17.888,18.184,18.924
"31","24","    Household utilities and fuels","DUTFRG3",8.533,8.395,8.087,7.64,7.416,7.573,7.48,7.482,7.492,7.453,7.358,7.451,7.592,7.852,8.063,8.209,8.228,8.372,8.893,9.651,9.706,9.881,10.116,10.28,10.497,10.582,10.758,10.923,11.217,11.27,11.415,11.63,11.84,11.876,11.955,11.923,12.004,12.151,12.31,12.541,12.865
"32","25","      Water supply and sanitation","DWRSRG3",4.059,4.059,4.059,3.926,3.573,3.617,3.794,3.794,3.794,3.794,3.75,3.838,3.794,3.838,3.838,3.927,4.015,4.103,4.28,4.412,4.456,4.72,4.897,5.338,5.647,5.956,6.529,6.706,7.235,7.676,7.988,8.241,8.458,8.675,8.94,9.073,9.296,9.64,9.863,10.334,11.032
