"","Table 2#5#6 Real Personal Consumption Expenditures by Function, ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"1","[Millions of chained (2005) dollars]                                            ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1995 To 2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published August 20, 2009   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 6/25/2010 9:09:08 AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Cautionary note on the use of data in millions of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","dollars -- The tables provided include estimates in ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","millions of dollars for NIPA series that appear regularly in the national income ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","and product account (NIPA) tables published in the Survey of Current Business. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","The Bureau of Economic Analysis (BEA) generally does not include estimates at ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","this level of precision in the published tables because the associated sampling ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","and nonsampling errors are larger than this implied level of precision. Compared ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","with the published aggregates, the million-dollar estimates ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","are generally not any more accurate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Line",NA,NA,"1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008"
"19","1","      Personal consumption expenditures","DPCERX1","6,079,008.0","6,291,158.0","6,523,395.0","6,865,472.0","7,240,943.0","7,608,112.0","7,813,888.0","8,021,905.0","8,247,559.0","8,532,731.0","8,818,999.0","9,073,500.0","9,313,943.0","9,290,883.0"
"20","2","Household consumption expenditures \1\","DPHCRX1","5,938,481.0","6,142,372.0","6,383,825.0","6,712,822.0","7,077,303.0","7,431,594.0","7,623,395.0","7,813,023.0","8,028,220.0","8,314,474.0","8,604,923.0","8,838,162.0","9,069,184.0","9,025,048.0"
"21","3","  Food and beverages purchased for off-premises consumption","DFXARX1","548,515.0","554,024.0","558,850.0","565,548.0","587,384.0","600,605.0","607,609.0","609,025.0","622,407.0","639,228.0","665,015.0","686,245.0","700,678.0","700,731.0"
"22","4","    Food and nonalcoholic beverages purchased for off-premises consumption","DTFDRX1","481,860.0","484,624.0","487,133.0","491,352.0","509,949.0","519,142.0","524,478.0","525,629.0","536,991.0","549,348.0","569,535.0","583,928.0","594,534.0","593,501.0"
"23","5","    Alcoholic beverages purchased for off-premises consumption","DAOPRX1","66,290.0","69,028.0","71,378.0","73,819.0","77,074.0","81,116.0","82,828.0","83,060.0","85,119.0","89,577.0","95,137.0","101,899.0","105,804.0","106,936.0"
"24","6","    Food produced and consumed on farms","DFFDRX1","586.0","543.0","475.0","492.0","471.0","405.0","342.0","379.0","327.0","310.0","343.0","429.0","370.0","364.0"
"25","7","  Clothing, footwear, and related services","DCAFRX1","216,866.0","226,869.0","234,838.0","248,790.0","264,555.0","276,750.0","278,571.0","286,063.0","300,147.0","313,635.0","331,806.0","347,984.0","362,520.0","360,861.0"
"26","8","    Clothing","DCLTRX1","181,287.0","189,279.0","196,056.0","207,500.0","220,076.0","230,340.0","232,216.0","239,308.0","251,706.0","263,590.0","280,325.0","294,146.0","307,263.0","306,254.0"
"27","9","      Garments","DGARRX1","163,046.0","170,699.0","176,357.0","186,820.0","198,427.0","208,058.0","210,320.0","217,461.0","230,285.0","242,428.0","258,975.0","272,214.0","284,813.0","284,503.0"
"28","10","        Women's and girls' clothing","DWGCRX1","91,236.0","95,666.0","97,939.0","105,011.0","113,700.0","120,977.0","122,741.0","127,530.0","134,681.0","141,737.0","151,928.0","158,985.0","165,927.0","167,191.0"
"29","11","        Men's and boys' clothing","DMBCRX1","63,723.0","66,888.0","69,951.0","72,555.0","74,957.0","76,856.0","76,842.0","78,613.0","83,712.0","88,026.0","93,559.0","99,072.0","103,935.0","102,168.0"
"30","12","        Children's and infants' clothing","DCICRX1","8,044.0","8,092.0","8,433.0","9,216.0","9,745.0","10,227.0","10,739.0","11,319.0","11,896.0","12,666.0","13,489.0","14,162.0","14,965.0","15,139.0"
"31","13","      Other clothing materials","DOCMRX1","3,017.0","3,083.0","3,142.0","3,462.0","3,866.0","4,199.0","4,398.0","4,819.0","5,203.0","5,291.0","5,566.0","5,900.0","6,349.0","6,398.0"
"32","14","      Cleaning, repair, and rental of clothing","DCRCRX1","16,018.0","16,135.0","17,444.0","18,041.0","18,499.0","18,681.0","17,930.0","17,305.0","16,316.0","15,896.0","15,784.0","16,044.0","16,155.0","15,487.0"
"33","15","        Laundry and dry cleaning services","DDRYRX1","7,944.0","8,109.0","8,830.0","9,175.0","9,434.0","9,554.0","9,206.0","8,865.0","8,240.0","8,332.0","8,427.0","8,761.0","8,806.0","8,453.0"
"34","16","        Clothing repair, rental, and alterations","DLGRRX1","8,090.0","8,039.0","8,625.0","8,876.0","9,074.0","9,136.0","8,731.0","8,446.0","8,086.0","7,566.0","7,357.0","7,285.0","7,350.0","7,035.0"
"35","17","    Footwear \2\","DFTWRX1","35,647.0","37,683.0","38,872.0","41,396.0","44,628.0","46,557.0","46,477.0","46,831.0","48,491.0","50,074.0","51,480.0","53,839.0","55,267.0","54,625.0"
"36","18","  Housing, utilities, and fuels","DHUFRX1","1,262,081.0","1,288,484.0","1,316,030.0","1,355,466.0","1,398,563.0","1,438,484.0","1,476,373.0","1,487,494.0","1,505,326.0","1,536,852.0","1,603,867.0","1,636,157.0","1,651,459.0","1,662,003.0"
"37","19","    Housing","DHSGRX1","1,017,348.0","1,037,129.0","1,066,046.0","1,100,623.0","1,138,687.0","1,174,164.0","1,213,740.0","1,219,351.0","1,233,042.0","1,264,140.0","1,328,896.0","1,367,077.0","1,377,549.0","1,397,201.0"
"38","20","      Rental of tenant-occupied nonfarm housing \3\","DTENRX1","253,542.0","253,761.0","257,341.0","261,778.0","266,189.0","267,944.0","272,610.0","270,448.0","260,967.0","261,298.0","264,687.0","273,663.0","288,949.0","295,356.0"
"39","21","      Imputed rental of owner-occupied nonfarm housing \4\","DOWNRX1","751,951.0","771,336.0","796,291.0","825,943.0","859,160.0","890,657.0","925,667.0","933,538.0","956,255.0","984,778.0","1,044,497.0","1,073,735.0","1,068,888.0","1,082,201.0"
"40","22","      Rental value of farm dwellings","DFARRX1","11,506.0","11,563.0","11,910.0","12,283.0","12,632.0","14,763.0","14,664.0","14,623.0","14,948.0","17,179.0","18,829.0","18,812.0","18,770.0","18,719.0"
"41","23","      Group housing","DGRHRX1","992.0","1,065.0","1,046.0","1,098.0","1,104.0","1,097.0","1,052.0","955.0","952.0","917.0","884.0","888.0","920.0","930.0"
"42","24","    Household utilities and fuels","DUTFRX1","247,118.0","253,904.0","252,073.0","256,707.0","261,328.0","265,400.0","262,876.0","268,825.0","273,102.0","273,047.0","274,971.0","269,339.0","274,072.0","265,782.0"
"43","25","      Water supply and sanitation","DWRSRX1","55,431.0","57,234.0","58,496.0","59,435.0","61,325.0","61,943.0","62,521.0","63,146.0","63,918.0","63,359.0","63,579.0","65,586.0","66,111.0","66,008.0"
