TABLE 1A.  ESTIMATED MONTHLY SALES FOR RETAIL AND FOOD SERVICES, BY KIND OF BUSINESS--November 2009

Estimates adjusted for seasonal variations and holiday and trading-day differences, but not for price changes.
(Total sales estimates are shown in millions of dollars and are based on data from the Advance Monthly Retail Trade Survey, Monthly Retail Trade Survey, and administrative records.)(2)

                 (In Millions of dollars)


                                                                     2009     2009     2009     2008     2008
   NAICS(1)                    Kind of Business                      Nov(3)   Oct      Sep      Nov      Oct
   Code                                                              (a)      (p)      (r)      (r)      (r)

                Retail & food services, total....................   352,073  347,605  343,687  345,508  354,744

                 Total (excl. motor vehicle &  parts)............   292,145  288,608  288,582  288,499  296,904

                   Retail .......................................   314,086  309,791  305,865  307,463  316,793

                GAFO(4)..........................................       (*)   94,390   94,132   94,547   94,131

   441          Motor vehicle & parts dealers....................    59,928   58,997   55,105   57,009   57,840
   4411,4412     Auto & other motor veh. dealers.................    53,673   52,639   48,764   50,313   51,263

   442          Furniture & home furnishings stores..............     7,587    7,644    7,759    8,235    8,351

   443          Electronics & appliance stores....................    8,755    8,519    8,491    9,067    9,013
   44311,13      Appl., T.V. &  camera...........................       (*)    6,701    6,663    7,190    7,114
   44312         Computer & software stores......................       (*)    1,818    1,828    1,877    1,899

   444          Building material & garden eq. & supplies dealers    23,183   22,847   23,259   25,559   26,656
   4441          Building mat. & supplies dealers................       (*)   19,214   19,606   21,346   22,432

   445          Food & beverage stores...........................    49,974   49,497   49,506   49,352   49,452
   4451          Grocery stores..................................    44,647   44,202   44,197   44,150   44,208
   4453          Beer, wine & liquor stores......................       (*)    3,500    3,491    3,496    3,512

   446          Health & personal care stores....................    21,459   21,394   21,404   20,698   20,621
   44611         Pharmacies & drug stores........................       (*)   17,768   17,756   17,158   17,101

   447          Gasoline stations................................    33,303   31,411   31,568   30,588   37,210

   448          Clothing & clothing accessories stores...........    17,480   17,596   17,630   17,316   17,295
   44811         Men's clothing stores...........................       (*)      (S)      (S)      (S)      (S)
   44812         Women's clothing stores.........................       (*)    2,949    2,931    2,994    2,993
   4482          Shoe stores.....................................       (*)    2,132    2,177    2,159    2,143

   451          Sporting goods, hobby, book & music stores.......     7,194    7,174    7,282    7,182    7,018

   452          General merchandise stores.......................    50,562   50,178   49,749   49,650   49,296
   4521          Department stores (ex. L.D.)....................    15,749   15,647   15,606   16,521   16,120
   4521          Department stores (incl. L.D.)(5)...............       (*)     (NA)     (NA)     (NA)     (NA)
   4529          Other general merchandise stores................       (*)   34,531   34,143   33,129   33,176
   45291          Warehouse clubs & supercenters.................       (*)   30,516   30,164   29,431   29,454
   45299          All other gen. merchandise stores..............       (*)    4,015    3,979    3,698    3,722

   453          Miscellaneous store retailers....................     9,429    9,601    9,539    9,455    9,735

   454          Nonstore retailers...............................    25,232   24,933   24,573   23,352   24,306
   4541          Electronic shopping & mail-order houses.........       (*)   17,996   17,924   16,246   16,822

   722          Food services & drinking places..................    37,987   37,814   37,822   38,045   37,951
 
 
