TABLE 1A.  ESTIMATED MONTHLY SALES FOR RETAIL AND FOOD SERVICES, BY KIND OF BUSINESS--August 2010

Estimates adjusted for seasonal variations and holiday and trading-day differences, but not for price changes.
(Total sales estimates are shown in millions of dollars and are based on data from the Advance Monthly Retail Trade Survey, Monthly Retail Trade Survey, and administrative records.)(2)

                 (In Millions of dollars)


                                                                     2010     2010     2010     2009     2009
   NAICS(1)                    Kind of Business                      Aug(3)   Jul      Jun      Aug      Jul
   Code                                                              (a)      (p)      (r)      (r)      (r)

                Retail & food services, total....................   363,704  362,189  361,170  350,935  343,518

                 Total (excl. motor vehicle &  parts)............   301,679  299,756  299,365  287,984  285,590

                   Retail .......................................   324,365  322,897  321,858  312,710  305,254

                GAFO(4)..........................................       (*)   95,328   95,271   92,851   91,925

   441          Motor vehicle & parts dealers....................    62,025   62,433   61,805   62,951   57,928
   4411,4412     Auto & other motor veh. dealers.................    55,367   55,999   55,348   56,725   51,695

   442          Furniture & home furnishings stores..............     7,539    7,576    7,531    7,363    7,392

   443          Electronics & appliance stores....................    8,552    8,645    8,673    8,198    8,040
   44311,13      Appl., T.V. &  camera...........................       (*)    6,699    6,782    6,594    6,435
   44312         Computer & software stores......................       (*)    1,946    1,891    1,604    1,605

   444          Building material & garden eq. & supplies dealers    23,291   23,291   23,374   22,202   22,386
   4441          Building mat. & supplies dealers................       (*)   19,141   19,284   19,039   19,122

   445          Food & beverage stores...........................    49,081   48,451   48,679   48,010   47,922
   4451          Grocery stores..................................    43,834   43,227   43,413   42,788   42,773
   4453          Beer, wine & liquor stores......................       (*)    3,400    3,432    3,396    3,341

   446          Health & personal care stores....................    22,074   21,943   21,910   21,108   21,121
   44611         Pharmacies & drug stores........................       (*)   18,575   18,664   18,183   18,176

   447          Gasoline stations................................    35,888   35,202   34,434   32,731   31,502

   448          Clothing & clothing accessories stores...........    18,282   18,072   18,118   17,604   17,376
   44811         Men's clothing stores...........................       (*)      (S)      (S)      (S)      (S)
   44812         Women's clothing stores.........................       (*)    2,988    3,012    3,001    2,931
   4482          Shoe stores.....................................       (*)    2,293    2,294    2,205    2,180

   451          Sporting goods, hobby, book & music stores.......     7,308    7,242    7,251    7,027    6,899

   452          General merchandise stores.......................    50,888   50,682   50,533   49,425   49,010
   4521          Department stores (ex. L.D.)....................    15,479   15,419   15,570   15,668   15,568
   4521          Department stores (incl. L.D.)(5)...............       (*)     (NA)     (NA)     (NA)     (NA)
   4529          Other general merchandise stores................       (*)   35,263   34,963   33,757   33,442
   45291          Warehouse clubs & supercenters.................       (*)   30,880   30,603   29,755   29,520
   45299          All other gen. merchandise stores..............       (*)    4,383    4,360    4,002    3,922

   453          Miscellaneous store retailers....................     9,877    9,969    9,967    9,351    9,212

   454          Nonstore retailers...............................    29,560   29,391   29,583   26,740   26,466
   4541          Electronic shopping & mail-order houses.........       (*)   22,311   22,299   19,948   19,493

   722          Food services & drinking places..................    39,339   39,292   39,312   38,225   38,264
 
 
