"","Table 5#8#4B# Price Indexes for Gross Government Fixed Investmen","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11"
"1","[Index numbers, 2000=100]                                                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1997 To 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published August 04, 2005   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 6/27/2006 5:16:14 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1997,1998,1999,2000,2001,2002,2003,2004
"8","1","      Gross government fixed investment \1\","B782RG3",95.336,95.886,97.547,100,101.46,102.61,103.807,106.391
"9","2","        Federal","B787RG3",99.897,98.78,99.688,100,99.337,98.416,98.468,100
"10","3","          National defense","B788RG3",99.599,98.703,100.16,100,98.763,97.835,98.019,99.922
"11","4","          Nondefense","B798RG3",100.298,98.848,98.965,100,100.272,99.364,99.181,99.993
"12","5","        State and local","B799RG3",93.616,94.813,96.763,100,102.199,104.081,105.704,108.699
"13","6","Structures \2\","B760RG3",89.567,92.262,95.623,100,103.449,106.387,108.891,112.948
"14","7","  Federal","B801RG3",89.843,92.451,95.852,100,103.742,106.03,109.083,114.211
"15","8","    National defense","B808RG3",89.931,92.46,96.057,100,103.91,106.463,110.097,115.448
"16","9","      New","B814RG3",89.931,92.46,96.057,100,103.909,106.463,110.096,115.445
"17","10","        Residential","B816RG3",89.105,91.46,95.576,100,104.825,107.563,113.574,122.423
"18","11","        Industrial","B817RG3",88.563,92.129,95.696,100,103.084,106.288,109.147,114.188
"19","12","        Military facilities \3\","B818RG3",90.376,92.872,96.266,100,103.595,105.957,108.405,112.017
"20","13","      Net purchases of used structures","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA
"21","14","    Nondefense","B830RG3",89.777,92.427,95.735,100,103.647,105.8,108.58,113.597
"22","15","      New","B831RG3",89.92,92.574,95.924,100,103.388,105.642,108.435,113.289
"23","16","        Residential","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA
"24","17","        Office","W182RG3",88.645,91.411,95.976,100,102.951,105.364,108.472,115.302
"25","18","        Commercial","W183RG3",88.641,91.867,95.705,100,104.009,106.3,109.398,115.4
"26","19","        Health care","W184RG3",88.694,91.876,95.646,100,104.403,106.365,109.457,115.408
"27","20","        Educational","W185RG3",88.574,92.221,96.006,100,103.626,106.857,109.273,114.963
"28","21","        Public safety","W186RG3",88.672,91.862,95.813,100,104.308,106.324,109.428,115.449
"29","22","        Amusement and recreation","W187RG3",88.757,91.959,95.823,100,104.268,106.518,109.398,115.153
"30","23","        Transportation","W188RG3",90.255,92.026,95.154,100,103.645,106.368,108.172,109.087
"31","24","        Power","W189RG3",93.204,95.132,96.158,100,103.092,106.297,108.193,110.303
"32","25","        Highways and streets","W190RG3",90.042,91.907,95.259,100,103.606,106.37,108.204,108.985
"33","26","        Conservation and development","W191RG3",93.729,95.401,96.769,100,102.022,103.573,106.936,111.99
"34","27","        Other \4\","W192RG3",91.312,92.917,95.1,100,103.945,107.022,108.468,111.291
"35","28","      Net purchases of used structures","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA
"36","29","  State and local","B842RG3",89.541,92.245,95.602,100,103.428,106.411,108.875,112.858
"37","30","    New","B843RG3",89.549,92.252,95.596,100,103.407,106.391,108.802,112.69
"38","31","      Residential","W147RG3",89.008,91.46,95.562,100,105.085,107.891,113.881,122.873
"39","32","      Office","W193RG3",88.614,91.426,96.053,100,103.018,105.489,108.526,115.229
"40","33","      Commercial","W194RG3",88.625,91.875,95.75,100,104.333,106.422,109.667,115.888
"41","34","      Health care","W195RG3",88.502,91.897,95.724,100,104.394,106.458,109.699,115.949
"42","35","      Educational","W148RG3",88.63,92.31,96.068,100,103.748,106.795,109.25,115.218
"43","36","      Public safety","W196RG3",88.319,91.984,95.714,100,104.337,106.397,109.677,115.866
"44","37","      Amusement and recreation","W197RG3",88.416,91.956,95.784,100,104.322,106.414,109.628,115.712
"45","38","      Transportation","W198RG3",88.497,92.616,95.672,100,100.601,105.619,108.348,111.155
"46","39","      Power","W199RG3",93.171,95.19,96.073,100,103.064,106.203,108.136,110.177
"47","40","      Highways and streets","W149RG3",90.084,91.915,95.123,100,103.561,106.332,108.165,109.08
"48","41","      Sewer systems","W150RG3",91.179,92.915,95.026,100,103.918,106.969,108.541,111.22
"49","42","      Water systems","W168RG3",91.258,92.919,95.013,100,103.911,107.031,108.527,111.163
"50","43","      Conservation and development","W169RG3",93.675,95.384,96.728,100,101.986,103.509,107.003,112.604
"51","44","      Other \5\","W200RG3",89.731,92.035,95.652,100,104.548,107.524,112.676,120.663
"52","45","    Net purchases of used structures","B870RG3",89.216,91.971,95.83,100,105.589,108.593,113.205,120.792
"53","46","Equipment and software \2\","A871RG3",105.17,101.905,100.716,100,98.195,96.437,95.569,95.967
"54","47","  Federal","B872RG3",102.505,100.298,100.544,100,98.501,97.009,96.531,97.495
"55","48","    National defense","B873RG3",100.862,99.456,100.638,100,98.231,97,96.906,98.548
"56","49","      Aircraft","B874RG3",91.651,90.654,105.413,100,93.76,89.807,89.45,89.187
"57","50","      Missiles","B875RG3",101.913,103.195,99.918,100,97.393,96.386,99.49,101.059
"58","51","      Ships","B876RG3",98.958,98.52,97.649,100,99.895,100.494,101.718,111.408
"59","52","      Vehicles","B877RG3",102.616,101.177,101.98,100,98.407,97.727,97.965,98.397
"60","53","      Electronics and software","B878RG3",110.326,104.349,100.812,100,97.581,94.984,92.255,90.542
"61","54","      Other equipment","B879RG3",99.314,99.492,99.5,100,100.616,100.883,101.238,102.555
"62","55","    Nondefense","B880RG3",105.828,101.936,100.357,100,99.047,96.992,95.63,94.917
"63","56","  State and local","B881RG3",109.052,104.202,100.955,100,97.782,95.655,94.212,93.742
"64",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA
"65","57","  Government enterprise gross fixed investment","A882RG3",93.146,94.62,96.469,100,102.076,104.933,107.063,109.831
"66","58","    Federal","A883RG3",102.57,100.101,99.539,100,99.796,99.047,98.464,98.737
"67","59","      Structures","B884RG3",90.515,93.124,96.235,100,102.71,104.667,107.506,111.519
"68","60","      Equipment and software","B885RG3",110.012,104.264,101.506,100,97.996,95.698,93.462,91.919
"69","61","    State and local","A886RG3",91.787,93.81,96.03,100,102.341,105.545,107.933,110.95
"70","62","      Structures","B887RG3",90.194,92.734,95.399,100,102.853,106.813,109.685,113.119
"71","63","      Equipment and software","A888RG3",101.786,100.236,99.817,100,99.105,97.862,97.649,98.497
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","1. Consists of general government and government enterprise expenditures for fixed assets.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2. Structures and software include compensation of government employees engaged in new",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","own-account investment and related expenditures for goods and services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","3. Consists of Department of Defense new structures, except family housing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","4. Consists of lodging, religious, communication, sewage and waste disposal, water supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","structures, and manufacturing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","5. Consists of lodging, communication, and manufacturing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
