"","Table 2#3#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210"
"11","2","Goods","DGDSRG3",28.826,28.861,28.952,29.028,28.987,29.132,29.173,29.283,29.319,29.198,29.273,29.223,29.31,29.377,29.424,29.505,29.539,29.542,29.722,29.792,29.932,29.923,29.979,30.051,30.118,30.292,30.367,30.368,30.644,30.867,31.061,31.24,31.216,31.29,31.623,31.866,32.161,32.434,32.733,33.062,33.292,33.692,34.07,34.387,34.719,35.002,35.246,35.639,35.827,36.168,36.366,36.47,36.84,36.957,37.242,37.501,38.1,38.978,39.719,40.603,42.203,43.606,44.961,46.275,46.954,47.314,48.213,48.867,49.106,49.269,49.876,50.585,51.385,52.112,52.654,53.299,54.026,55.17,56.072,57.036,58.414,60.097,61.657,63.16,65.422,67.009,68.376,69.769,71.493,72.383,73.094,73.707,74.126,74.284,75.048,75.141,75.145,75.891,76.415,76.538,77.152,77.338,77.506,77.743,78.239,78.622,78.682,79.163,78.904,77.78,78.141,78.411,79.774,80.564,81.263,81.709,81.83,82.521,83.433,84.048,84.943,86.419,86.439,86.798,88.392,88.727,89.981,91.611,91.556,91.736,91.904,92.284,92.391,92.782,93.257,93.484,93.653,93.734,93.628,94.129,94.03,94.357,95.226,95.347,95.46,95.656,95.681,95.704,96.341,96.766,96.583,97.012,97.125,96.6,96.328,96.198,95.449,95.068,95.04,94.868,94.768,95.455,95.93,96.26,97.02,97.479,97.74,97.842,97.831,97.998,97.484,96.404,95.956,96.609,96.585,96.571,97.189,95.783,96.289,96.259,97.11,97.654,97.751,98.953,98.847,99.103,100.846,101.203,101.116,101.765,102.329,100.822,101.626,102.798,102.997,104.362,105.67,106.929,108.807,103.643,102.039,102.974,104.403,105.12,105.784,104.812,105.055
"12","3","  Durable goods","DDURRG3",50.63,50.823,50.814,50.792,50.718,50.658,50.502,50.414,50.423,50.661,50.892,50.829,50.836,50.902,51.069,50.868,50.885,51.04,51.184,51.345,51.42,51.39,51.334,51.232,51.24,51.08,50.826,50.546,50.479,50.695,50.92,51.153,51.046,51.271,51.836,52.359,52.699,53.02,53.462,53.949,54.264,54.671,54.932,55.271,55.366,55.584,55.992,56.924,57.73,58.14,58.011,57.713,58.211,58.509,58.808,58.619,58.862,59.325,59.618,59.809,60.471,62.002,64.364,66.377,67.417,68.629,69.382,70.448,71.4,72.193,73.067,74.303,75.067,75.449,76.233,77.253,78.36,79.555,80.844,82.259,83.595,85.066,86.042,87.592,90.16,92.288,93.971,95.581,96.796,98.621,100.079,101.381,102.232,103.028,103.397,103.7,104.432,104.823,105.398,106.054,106.084,106.742,106.953,107.15,107.695,107.946,107.763,108.042,108.066,108.564,109.47,110.09,111.018,111.888,112.688,113.147,112.95,113.576,114.384,115.234,115.818,115.912,116.173,116.554,117.174,117.186,117.237,117.474,118.479,118.777,119.217,119.473,119.468,119.793,119.892,120.08,120.019,120.652,121.239,122.04,122.322,123.052,123.919,124.13,124.627,124.491,124.09,123.813,123.907,123.09,122.769,122.237,121.765,120.592,119.783,119.114,118.238,117.355,116.456,115.587,114.611,114.036,113.501,112.815,112.283,112.048,111.362,111.081,110.573,109.786,109.055,108.501,107.535,106.978,106.455,105.721,104.446,103.367,102.358,101.458,101.419,101.344,100.598,100.657,100.548,100.385,99.623,99.444,99.141,98.742,98.281,97.789,97.339,96.995,96.474,96.138,95.981,95.503,95.345,94.532,94.028,94.046,93.45,93.603,93.121,92.755,92.235
"13","4","    Motor vehicles and parts","DMOTRG3",31.783,31.996,31.95,31.915,31.653,31.441,31.16,31.004,31.022,31.391,31.795,31.758,31.777,32.021,32.235,31.982,31.995,32.198,32.362,32.47,32.574,32.523,32.531,32.45,32.566,32.366,32.137,31.943,31.847,32.013,32.106,32.174,31.811,32.073,32.739,33.267,33.263,33.428,33.689,33.983,34.013,34.199,34.288,34.57,34.615,34.824,35.336,36.432,37.274,37.461,36.921,36.379,36.923,37.213,37.411,36.859,37.01,37.332,37.405,37.336,37.377,38.466,40.485,41.935,42.357,43.136,43.768,44.642,45.481,46.203,47.09,48.425,48.876,49.064,49.548,50.649,51.634,52.331,53.44,54.465,55.541,56.794,57.346,58.164,59.646,60.575,61.612,62.898,63.594,65.403,66.822,67.844,68.28,68.979,69.42,69.485,70.355,70.736,71.4,72.258,72.343,73.097,73.652,73.795,74.488,74.769,75.031,75.383,75.721,76.414,77.51,78.291,78.811,80.179,81.296,81.739,80.851,81.186,82.222,82.824,83.828,84.247,84.136,84.536,84.642,84.19,84.208,84.794,86.078,86.51,87.178,87.572,87.502,88.183,88.825,89.381,90.108,91.331,92.593,93.796,94.346,95.392,96.842,98.324,99.425,100.115,100.009,100.603,101.685,101.731,102.082,102.676,103.019,102.418,102.12,102.156,101.519,100.918,101.346,101.472,101.219,101.207,101.944,102.102,101.708,102.155,101.849,102.263,102.578,102.423,102.128,102.448,101.939,101.758,102.051,101.675,100.148,99.543,98.85,97.754,97.931,98.332,98.053,99.279,99.929,100.338,99.494,100.24,100.57,100.313,100.022,99.598,99.369,99.476,99.738,100.073,99.668,99.072,98.659,96.901,96.614,97.796,98.961,101.333,102.384,103.041,103.637
"14","5","    Furnishings and durable household equipment","DFDHRG3",45.375,45.595,45.66,45.668,45.82,45.96,46.03,46.096,46.096,46.161,46.148,46.121,46.139,46.086,46.035,46.042,46.027,46.037,46.094,46.237,46.258,46.233,46.108,45.999,45.936,45.909,45.798,45.766,45.819,46.001,46.376,46.731,46.893,47.066,47.409,47.719,48.439,48.962,49.342,49.771,50.226,50.724,51.12,51.461,51.689,51.919,52.02,52.332,52.604,52.858,53.094,53.165,53.323,53.504,53.776,54.128,54.415,54.737,55.132,55.508,56.54,58.195,60.419,62.55,63.973,65.052,65.684,66.628,67.426,67.934,68.368,68.853,69.704,70.215,71.023,71.691,72.295,73.676,74.758,76.204,77.395,78.367,79.152,80.541,82.688,84.602,86.237,87.556,89.274,90.895,92.449,93.674,95.037,96.358,96.542,97.233,97.81,98.341,98.805,99.188,99.203,99.715,99.719,100.284,100.499,101.15,100.382,101.265,101.184,101.663,102.175,102.522,103.068,103.426,103.836,103.654,104.062,104.976,105.183,105.665,105.198,104.643,105.543,105.754,106.207,106.316,106.555,106.321,106.533,106.806,107.438,107.047,108.096,108.318,108.122,108.357,107.922,108.705,108.861,109.701,109.981,110.707,111.077,110.144,110.231,109.883,110.614,110.49,110.719,110.523,110.841,110.387,110.536,110.834,110.344,110.103,110.312,110.847,110.441,109.847,109.67,109.186,108.757,108.094,108.494,108.297,108.122,107.641,107.175,106.491,106.086,105.389,104.638,104.546,103.924,103.299,102.635,101.527,100.462,100.082,100.282,100.054,99.486,99.929,100.153,100.554,99.733,99.559,99.564,99.566,99.443,99.358,99.15,99.202,98.489,97.797,98.154,97.716,98.213,98.08,98.515,98.837,97.357,96.127,95.304,94.31,93.01
"15","6","    Recreational goods and vehicles","DREQRG3",169.795,168.95,168.978,169.04,169.806,170.443,170.675,170.453,170.084,169.764,169.234,168.646,168.188,167.751,167.362,166.997,166.919,167.235,167.541,167.266,165.859,165.416,164.964,164.617,164.314,163.555,162.681,161.196,160.924,160.887,161.196,161.509,162.03,161.918,161.75,162.718,163.917,164.544,165.776,166.9,167.952,169.072,169.674,169.668,169.132,168.633,168.774,170.741,172.846,175.297,176.572,176.653,177.191,177.57,178.136,178.638,179.308,180.197,180.948,181.979,184.043,186.517,190.263,193.619,196.636,201.037,202.198,204.505,205.894,207.598,208.358,210.221,212.063,213.109,214.959,215.876,218.321,221.427,222.393,224.579,227.329,230.736,232.752,235.374,239.291,242.786,246.146,249.436,252.022,254.87,255.917,258.689,260.626,261.736,261.534,261.186,260.088,258.592,257.09,256.805,255.814,255.201,253.717,253.227,253.434,250.995,248.825,246.815,244.648,242.602,241.045,240.038,241.573,239.587,237.09,237.845,237.722,237.716,236.779,237.75,238.103,236.669,235.85,236.817,236.111,235.305,234.641,233.695,234.24,233.358,230.318,229.908,227.721,226.495,223.34,221.764,219.263,217.175,215.879,214.738,213.552,213.175,212.199,210.066,208.73,205.801,201.257,197.521,194.838,190.447,186.927,183.45,179.432,174.089,170.917,167.976,164.401,160.962,156.276,152.333,149.069,146.435,142.967,140.159,137.93,136.821,134.83,132.686,129.789,127.35,125.134,122.999,120.721,118.999,117.203,115.675,113.771,111.458,109.493,108.499,107.482,106.554,104.828,103.22,101.727,100.81,99.595,97.868,96.425,95.103,93.513,91.879,90.24,89.022,87.415,86.298,85.538,84.508,83.857,83.029,81.58,80.365,78.653,77.455,76.282,75.327,74.278
"16","7","    Other durable goods","DODGRG3",31.571,31.602,31.595,31.571,31.641,31.676,31.69,31.677,31.694,31.6,31.575,31.552,31.607,31.207,31.579,31.493,31.603,31.567,31.528,31.85,32.24,32.483,32.512,32.557,32.306,32.485,32.385,31.952,31.921,32.213,32.317,32.64,32.903,32.923,33.088,33.247,33.396,33.392,33.856,34.423,34.982,35.334,35.579,35.861,36.036,36.275,36.478,36.648,36.919,37.154,37.558,37.8,38.178,38.377,38.708,39.003,39.065,39.678,40.145,40.411,41.369,42.305,43.267,44.615,45.293,45.866,46.467,46.971,47.531,47.927,48.709,49.424,49.97,50.175,50.789,51.146,51.935,52.665,53.806,54.893,55.554,56.546,58.085,60.71,65.093,69.378,71.219,72.429,72.814,73.043,73.454,74.112,74.204,73.557,73.99,74.501,75.303,76.102,77.082,77.32,77.687,78.29,78.209,78.151,78.354,79.04,79.214,79.135,79.318,80.089,81.479,82.317,84.366,85.449,87.153,88.238,89.806,91.02,92.573,94.35,94.917,95.897,97.04,96.993,100.371,102.574,102.867,103.293,104.445,105.015,106.719,108.067,108.096,108.343,109.482,109.528,109.295,109.479,109.719,110.308,110.798,111.045,112.068,111.898,112.583,112.803,113.806,114.035,113.435,112.716,112.682,111.692,111.608,111.173,111.17,110.252,110.3,109.476,108.374,107.931,106.403,106.844,106.06,105.794,105.886,104.705,104.004,104.883,105.566,105.335,105.21,104.701,104.182,103.672,102.892,102.284,102.009,101.847,101.816,100.745,101.519,101.968,101.458,100.589,100.52,99.132,99.845,100.504,100.494,101.135,102.328,103.797,105.416,105.335,105.988,106.77,108.177,109.711,110.415,110.677,110.613,110.888,110.981,112.456,111.179,111.571,111.756
"17","8","  Nondurable goods","DNDGRG3",21.632,21.639,21.732,21.813,21.782,21.939,22.004,22.127,22.161,22.006,22.047,22.005,22.092,22.15,22.171,22.287,22.319,22.297,22.461,22.506,22.641,22.636,22.705,22.797,22.866,23.082,23.209,23.261,23.573,23.773,23.94,24.089,24.083,24.121,24.374,24.538,24.792,25.027,25.267,25.53,25.72,26.079,26.443,26.724,27.069,27.335,27.52,27.765,27.81,28.1,28.346,28.527,28.838,28.905,29.161,29.496,30.126,31.035,31.824,32.802,34.493,35.753,36.76,37.803,38.341,38.479,39.337,39.843,39.893,39.89,40.386,40.91,41.659,42.423,42.863,43.365,43.942,44.997,45.737,46.519,47.818,49.44,51.042,52.425,54.442,55.772,56.954,58.185,59.905,60.498,60.975,61.377,61.662,61.658,62.454,62.489,62.315,63.096,63.572,63.542,64.282,64.322,64.468,64.702,65.154,65.554,65.686,66.204,65.872,64.3,64.466,64.607,66.048,66.774,67.409,67.831,68.051,68.735,69.643,70.155,71.116,72.991,72.929,73.268,75.121,75.55,77.138,79.136,78.744,78.874,78.946,79.344,79.482,79.877,80.453,80.686,80.927,80.823,80.488,80.866,80.636,80.811,81.647,81.731,81.706,82.011,82.186,82.316,83.129,83.998,83.873,84.651,84.987,84.729,84.674,84.764,84.084,83.916,84.254,84.385,84.669,85.906,86.834,87.626,88.987,89.776,90.486,90.776,91.014,91.649,91.245,89.898,89.713,90.985,91.223,91.592,93.196,91.627,92.95,93.392,94.724,95.601,96.16,97.994,97.886,98.375,101.542,102.197,102.229,103.472,104.621,102.539,104.064,106.107,106.718,109.061,111.196,113.427,116.433,108.882,106.676,108.097,110.624,111.651,112.949,111.638,112.311
"18","9","    Food and beverages purchased for off-premises consumption","DFXARG3",19.905,19.791,19.837,19.819,19.774,20.025,20.009,20.208,20.262,20.113,20.047,19.996,20.186,20.232,20.262,20.348,20.436,20.354,20.538,20.55,20.767,20.787,20.935,21.045,21.003,21.3,21.461,21.457,21.951,22.191,22.3,22.373,22.148,22.056,22.319,22.405,22.62,22.794,22.968,23.24,23.335,23.698,24.175,24.52,25,25.21,25.372,25.486,25.349,25.808,26.02,26.195,26.755,26.841,27.162,27.542,28.584,29.902,31.25,32.271,33.804,34.599,35.334,36.821,37.348,37.128,38.035,38.616,38.381,38.109,38.545,38.902,39.606,40.734,41.142,41.523,42.596,44.485,45.418,46.102,47.842,48.836,49.288,50.175,50.953,52.015,53.948,55.717,56.447,56.586,57.332,57.417,57.999,58.528,58.761,58.487,58.502,59.166,59.284,59.508,60.699,60.683,61.061,61.122,61.509,61.404,61.392,61.911,62.286,62.466,63.423,63.835,64.446,64.958,65.189,65.369,65.75,66.292,67.571,68.101,69.08,70.319,70.951,71.483,73.116,73.315,74.349,74.82,75.867,76.623,76.229,76.163,76.433,76.587,77.065,77.137,77.274,77.789,77.927,78.529,78.584,78.822,79.624,79.705,80.163,80.856,81.095,81.485,82.111,82.941,83.852,84.569,84.647,84.783,85.105,85.289,85.575,85.789,86.117,86.615,86.973,87.206,87.532,88.022,88.518,89.127,89.972,90.327,91.182,91.779,92.55,92.954,93.469,93.528,93.445,93.669,94.186,94.782,95.549,96.666,97.095,98.123,98.564,99.287,99.012,100.055,100.166,100.767,101.227,101.201,101.927,102.482,103.842,105.299,106.347,107.425,108.887,111.096,113.558,114.817,114.594,113.643,112.967,112.95,113.466,113.916,113.989
"19","10","    Clothing and footwear","DCLORG3",52.509,52.669,52.906,53.022,53.146,53.429,53.629,53.732,53.758,53.646,53.895,53.873,53.672,53.882,54.1,54.163,54.222,54.323,54.469,54.697,54.875,55,54.957,54.93,55.137,55.254,55.562,55.724,56.175,56.639,57.209,57.78,58.431,58.96,59.611,60.19,61.093,62.218,63.233,64.051,64.884,65.648,66.466,67.153,67.663,68.082,68.682,69.55,70.19,70.861,71.217,71.45,71.86,72.046,72.093,72.868,73.469,74.526,74.921,75.54,76.899,79.191,81.655,82.853,83.18,83.419,84.021,84.357,85.079,85.802,87.02,87.82,89.099,89.365,90.753,91.26,90.757,92.005,92.08,92.447,92.638,93.536,93.74,94.561,95.801,96.617,97.32,98.471,99.18,100.04,100.833,100.975,101.187,101.893,102.104,101.718,102.309,102.974,103.841,103.347,103.52,102.936,103.796,104.358,105.285,105.704,106.005,106.516,105.747,104.744,105.476,105.796,107.128,108.307,108.449,110.031,109.926,112.039,112.215,113.695,113.578,114.126,112.752,113.975,115.726,117.528,117.941,118.048,118.298,119.026,120.002,120.846,120.306,120.211,120.4,120.814,120.456,119.579,119.609,119.515,117.926,118.464,117.86,116.846,115.614,114.995,114.812,114.671,114.675,114.187,112.603,113.086,113.37,114.728,113.529,113.065,111.848,111.317,112.038,111.213,109.808,110.476,110.034,110.191,109.484,108.77,108.53,108.479,108.644,107.076,106.005,104.912,104.502,104.262,103.711,102.927,101.81,100.759,101.273,101.238,100.776,101.28,100.928,100.718,100.719,100.304,99.62,99.357,99.04,100.004,99.696,99.553,99.558,98.56,97.829,98.35,98.034,97.265,98.294,97.423,98.053,98.322,99.207,98.77,98.452,97.439,98.323
"20","11","    Gasoline and other energy goods","DGOERG3",11.023,11.11,11.102,11.35,11.217,11.218,11.456,11.485,11.477,11.171,11.425,11.357,11.318,11.387,11.351,11.605,11.497,11.359,11.476,11.441,11.403,11.284,11.265,11.397,11.593,11.703,11.737,11.863,11.871,11.897,12.046,12.198,12.284,12.371,12.442,12.48,12.565,12.547,12.666,12.705,12.851,13.091,13.062,13.028,12.986,13.229,13.146,13.4,13.408,13.184,13.431,13.599,13.424,13.327,13.611,13.895,14.091,14.592,14.869,16.367,19.447,21.214,21.497,21.17,21.233,21.629,22.94,23.378,23.169,22.946,23.355,23.979,24.633,24.995,24.963,25.529,25.633,25.595,26.12,27.381,28.686,32.807,38.199,41.376,47.244,49.522,49.412,49.981,55.156,55.766,54.968,55.363,54.087,51.145,53.284,52.461,49.531,50.872,51.703,50.718,50.966,50.888,49.357,49.512,49.467,50.755,50.358,50.574,47.346,38.876,36.275,35.428,39.35,40.258,42.007,42.145,41.206,41.112,41.646,41.017,42.184,47.626,45.432,44.363,47.761,46.906,51.245,59.763,52.91,49.866,49.366,50.088,49.166,49.685,50.647,51.195,51.164,49.742,48.348,49.465,48.831,48.142,50.826,51.411,50.945,50.998,50.381,49.554,52.027,54.944,53.3,55.359,56.315,52.678,53.226,53.404,48.962,46.809,46.612,45.6,44.271,49.501,53.416,56.345,63.102,65.129,67.009,67.83,66.078,68.688,63.837,55.318,53.026,59.445,61.029,64.013,73.984,64.068,69.314,70.114,76.568,78.395,81.112,90.073,89.268,89.909,109.543,111.279,109.418,115.501,121.13,105.653,111.477,123.149,124.71,136.197,146.008,156.325,169.826,111.322,92.211,97.643,114.356,121.338,128.166,118.788,121.61
"21","12","    Other nondurable goods","DONGRG3",18.811,18.953,19.182,19.284,19.341,19.346,19.353,19.373,19.398,19.407,19.395,19.402,19.458,19.463,19.449,19.484,19.517,19.683,19.811,19.925,20.006,20.014,20.025,20.063,20.168,20.3,20.352,20.401,20.513,20.657,20.778,20.894,21.001,21.072,21.277,21.52,21.725,21.955,22.118,22.321,22.476,22.709,22.977,23.218,23.514,23.78,24.066,24.285,24.507,24.754,24.955,25.092,25.278,25.405,25.513,25.583,25.735,26.026,26.26,26.533,27.008,27.982,29.332,30.521,31.442,31.901,32.155,32.534,33.063,33.481,33.803,34.309,34.867,35.354,35.851,36.386,36.804,37.163,37.859,38.38,39.116,39.614,40.25,41.047,42.162,43.262,44.232,44.987,45.952,47.022,47.778,48.696,49.586,50.531,51.376,52.618,53.753,54.284,54.854,55.278,55.829,56.278,56.883,57.265,57.899,58.408,59.016,59.685,60.423,60.78,61.413,61.752,62.643,63.298,63.929,64.338,65.221,65.945,66.82,67.6,68.803,69.664,70.618,71.176,72.228,73.154,74.166,74.892,76.282,77.278,77.973,78.592,79.493,80.325,80.917,81.067,81.873,82.137,81.705,81.512,81.793,82.241,82.6,82.886,83.07,83.447,84.174,84.664,85.057,85.347,85.536,85.763,86.063,86.551,86.237,86.42,87.009,87.689,88.149,88.923,90.744,91.125,91.691,91.949,92.372,93.403,93.814,93.932,94.547,95.226,96.078,96.341,96.56,97.225,97.478,97.238,97.146,97.169,97.537,97.376,97.971,98.422,98.493,99.032,99.325,99.613,100.184,100.877,101.528,102.116,102.468,102.533,103.098,103.156,103.581,104.312,105.215,105.752,106.238,106.922,108.291,110.902,111.605,111.966,112.594,112.604,112.916
"22","13","Services","DSERRG3",13.068,13.163,13.287,13.403,13.463,13.537,13.627,13.698,13.733,13.793,13.86,13.919,14.002,14.07,14.122,14.167,14.233,14.274,14.321,14.396,14.466,14.539,14.612,14.677,14.739,14.801,14.876,14.97,15.065,15.204,15.344,15.496,15.602,15.715,15.837,15.987,16.178,16.371,16.561,16.762,16.977,17.208,17.438,17.68,17.919,18.168,18.394,18.665,18.917,19.167,19.436,19.619,19.834,19.998,20.196,20.384,20.554,20.878,21.241,21.64,22.086,22.608,23.134,23.643,24.183,24.585,25.041,25.535,25.958,26.293,26.76,27.22,27.758,28.307,28.854,29.32,29.886,30.486,31.057,31.689,32.135,32.968,33.749,34.559,35.418,36.292,37.228,38.281,39.312,40.107,40.98,41.831,42.584,43.238,44.101,44.924,45.602,46,46.822,47.307,47.911,48.637,49.215,49.636,50.318,50.787,51.316,51.79,52.555,53.145,53.639,54.175,54.619,55.058,55.688,56.288,57.041,57.762,58.525,59.18,59.946,60.573,61.112,61.747,62.551,63.508,64.265,64.924,65.625,66.187,66.924,67.608,68.405,68.987,69.497,70.073,70.533,71.13,71.572,71.961,72.456,72.921,73.471,73.972,74.554,75.15,75.637,76.142,76.553,77.143,77.784,78.434,79.018,79.594,80.071,80.586,80.998,81.474,81.913,82.394,82.85,83.251,83.7,84.258,85.058,85.417,86.063,86.756,87.709,88.277,88.555,89.173,89.719,90.468,91.186,91.856,92.558,93.392,94.063,94.754,95.513,96.314,97.175,97.748,98.704,99.52,100.306,101.47,102.171,102.998,103.844,104.63,105.754,106.51,107.33,108.298,109.191,110.412,111.234,111.428,111.579,111.894,112.355,113.102,113.62,114.116,114.423
"23","14","  Household consumption expenditures (for services)","DHCERG3",12.488,12.571,12.683,12.8,12.88,12.969,13.067,13.139,13.168,13.221,13.282,13.339,13.421,13.487,13.538,13.582,13.644,13.682,13.728,13.801,13.871,13.944,14.014,14.078,14.133,14.19,14.263,14.351,14.441,14.573,14.707,14.852,14.957,15.063,15.18,15.325,15.509,15.696,15.878,16.07,16.272,16.492,16.71,16.943,17.176,17.419,17.638,17.897,18.136,18.377,18.634,18.811,19.018,19.177,19.364,19.541,19.713,20.012,20.345,20.727,21.138,21.617,22.124,22.613,23.126,23.515,23.939,24.424,24.822,25.156,25.615,26.051,26.555,27.1,27.612,28.062,28.609,29.19,29.726,30.344,30.761,31.558,32.286,33.06,33.887,34.709,35.649,36.672,37.673,38.414,39.293,40.149,40.929,41.607,42.478,43.329,44.055,44.453,45.304,45.822,46.433,47.162,47.763,48.21,48.898,49.381,49.906,50.356,51.154,51.79,52.304,52.853,53.302,53.755,54.38,54.986,55.746,56.484,57.27,57.947,58.751,59.431,60.032,60.739,61.569,62.597,63.426,64.129,64.904,65.487,66.291,67.038,67.932,68.588,69.149,69.805,70.315,70.927,71.412,71.81,72.329,72.805,73.359,73.852,74.491,75.098,75.588,76.116,76.537,77.115,77.764,78.412,78.981,79.572,80.018,80.489,80.865,81.301,81.728,82.223,82.688,83.062,83.477,83.998,84.812,85.098,85.759,86.423,87.341,87.901,88.171,88.843,89.377,90.117,90.898,91.629,92.359,93.274,93.962,94.692,95.525,96.319,97.184,97.8,98.726,99.554,100.282,101.437,102.177,103.028,103.916,104.731,105.847,106.637,107.46,108.503,109.411,110.657,111.498,111.765,112.013,112.379,112.85,113.631,114.205,114.703,114.986
"24","15","    Housing and utilities","DHUTRG3",15.418,15.524,15.608,15.712,15.769,15.819,15.894,15.953,15.988,16.068,16.108,16.117,16.187,16.212,16.278,16.294,16.359,16.402,16.418,16.484,16.496,16.544,16.592,16.614,16.643,16.679,16.714,16.775,16.847,16.909,16.939,17.039,17.123,17.178,17.252,17.346,17.447,17.565,17.667,17.796,17.923,18.077,18.273,18.461,18.653,18.843,19.064,19.341,19.601,19.85,20.092,20.245,20.441,20.591,20.792,20.987,21.282,21.512,21.728,22.007,22.325,22.625,22.965,23.401,24.019,24.394,24.778,25.304,25.742,26.118,26.577,27.188,27.91,28.466,29.042,29.565,30.003,30.532,30.974,31.59,32.125,32.723,33.608,34.596,35.318,36.207,37.213,38.245,39.21,40.207,41.368,42.417,43.341,44.061,44.909,45.94,46.621,47.238,47.667,48.258,48.773,49.509,50.311,50.847,51.457,52.184,52.836,53.467,54.182,54.836,55.291,55.624,56.118,56.716,57.205,57.8,58.391,58.856,59.492,60.121,60.638,61.233,61.903,62.629,63.218,63.935,64.766,65.189,65.837,66.163,66.507,67.131,67.625,68.056,68.407,68.963,69.46,70.092,70.496,70.895,71.435,71.877,72.236,72.649,73.225,73.716,74.228,74.823,75.404,75.958,76.458,76.929,77.57,77.936,78.495,79.05,79.326,79.88,80.366,80.858,81.303,81.724,82.238,82.79,83.551,84.237,85.175,86.169,87.702,88.469,89.08,89.621,90.322,90.99,91.565,92.312,93.272,93.988,94.454,94.944,95.548,96.299,97.109,97.685,98.445,99.278,100.271,102.005,102.942,103.663,104.806,105.719,106.863,107.63,108.191,109.148,110.131,111.57,112.807,112.977,113.34,113.199,113.144,113.277,113.389,113.396,113.542
"25","16","    Health care","DHLCRG3",6.908,6.981,7.056,7.196,7.263,7.462,7.612,7.696,7.68,7.656,7.67,7.704,7.767,7.845,7.905,7.973,8.012,8.055,8.13,8.181,8.269,8.334,8.397,8.483,8.538,8.608,8.659,8.721,8.808,8.933,9.08,9.241,9.382,9.507,9.66,9.812,9.971,10.117,10.262,10.429,10.61,10.826,11.003,11.215,11.433,11.667,11.845,12.008,12.125,12.278,12.419,12.55,12.687,12.781,12.946,13.055,13.188,13.365,13.553,13.794,14.09,14.491,14.986,15.452,15.832,16.178,16.588,17.059,17.453,17.814,18.181,18.537,18.919,19.362,19.692,20.012,20.475,20.847,21.333,21.911,22.488,22.867,23.4,24.055,24.913,25.603,26.355,27.175,28.014,28.615,29.568,30.557,31.382,32,32.879,33.633,34.469,35.013,35.778,36.518,37.216,37.829,38.371,38.974,39.565,40.173,40.689,41.204,41.855,42.496,43.085,43.804,44.44,45.211,45.952,46.654,47.583,48.63,49.628,50.624,51.769,52.856,53.993,55.12,56.148,57.351,58.635,59.846,60.942,61.913,62.965,64.083,65.287,66.362,67.372,68.45,69.319,70.099,70.875,71.475,72.262,72.931,73.677,74.348,75.28,75.756,76.144,76.731,77.091,77.55,77.963,78.461,78.773,79.261,79.556,79.706,80.149,80.659,81.01,81.462,81.956,82.331,82.783,83.305,83.978,84.386,85.352,85.962,86.811,87.512,88.086,88.665,88.936,89.56,90.469,91.295,92,93.103,93.932,94.889,95.857,96.658,97.287,97.929,98.885,99.594,100.264,101.257,101.742,102.626,103.58,104.209,105.734,106.348,107.099,108.187,108.745,109.394,110.12,110.661,111.497,112.267,113.041,113.966,114.582,115.286,115.898
