"","Table 2#4#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"1","[Index numbers, 2005=100]                                                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1969 To 2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published August 05, 2010   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 8/27/2010 1:52:04 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
"8","1","      Personal consumption expenditures","DPCERG3",22.616,23.674,24.68,25.525,26.901,29.703,32.184,33.95,36.155,38.687,42.118,46.641,50.81,53.615,55.923,58.038,59.938,61.399,63.589,66.121,68.994,72.147,74.755,76.954,78.643,80.265,82.041,83.826,85.395,86.207,87.596,89.777,91.488,92.736,94.622,97.098,100,102.746,105.564,109.061,109.258
"9","2","Goods","DGDSRG3",33.86,35.152,36.208,37.135,39.35,44.261,47.837,49.709,52.363,55.576,60.832,67.644,72.669,74.65,75.997,77.435,78.677,78.309,80.827,82.958,86.15,89.678,91.87,92.978,93.786,94.74,95.625,96.676,96.563,95.106,95.603,97.52,97.429,96.43,96.38,97.867,100,101.508,102.946,106.262,103.634
"10","3","  Durable goods","DDURRG3",54.785,55.966,57.899,58.537,59.404,63.304,68.969,72.741,76,80.255,85.574,93,99.219,103.089,105.177,106.732,107.862,109.048,112.185,114.036,116.114,117.268,118.986,119.808,120.987,123.356,124.255,123.001,120.314,116.909,113.741,111.693,109.479,106.672,102.907,101.005,100,98.488,96.736,95.34,93.782
"11","4","    Motor vehicles and parts","DMOTRG3",34.267,35.302,37.009,37.101,37.271,39.566,43.476,46.8,49.534,52.968,56.961,61.183,65.916,69.041,71.187,73.222,74.918,76.984,80.506,81.771,84.187,84.458,86.834,88.473,91.957,96.226,100.038,102.043,102.428,101.314,101.618,101.994,102.394,101.855,99.074,98.399,100,100.126,99.664,98.575,98.676
"12","5","      New motor vehicles (55)","DNMVRG3",37.371,38.436,40.036,39.744,39.756,41.974,45.749,48.596,51.158,55.019,59.269,63.909,67.702,70.349,72.153,74.253,76.742,80.066,82.432,83.751,85.644,87.484,90.896,93.243,95.952,99.462,101.936,103.924,104.61,104.08,104.012,103.888,103.323,101.639,100.176,99.509,100,99.356,98.256,96.765,97.784
"13","6","      Net purchases of used motor vehicles (56)","DNPVRG3",17.406,17.736,19.476,20.516,21.979,23.818,27.418,31.535,33.929,36.136,37.547,37.763,45.315,50.555,57.565,63.485,63.629,62.766,71.792,72.851,77.224,73.018,73.765,74.41,81.864,90.099,98.35,101.446,101.722,99.476,100.733,102.036,103.562,104.564,97.368,96.195,100,100.096,99.244,96.103,93.008
"14","7","      Motor vehicle parts and accessories (58)","DMVPRG3",49.526,51.892,53.801,54.159,52.756,56.32,61.423,65.78,70.215,73.483,80.648,89.637,94.182,96.482,93.747,90.135,90.088,89.819,90.544,91.953,93.906,94.234,95.081,95.704,94.143,93.61,93.935,93.779,93.277,92.494,92.046,92.371,94.641,96.287,97.225,97.716,100,104.051,107.598,113.23,117.624
"15","8","    Furnishings and durable household equipment","DFDHRG3",50.883,51.99,52.93,53.683,54.948,59.426,65.334,68.145,70.658,74.233,78.864,85.271,91.573,96.293,98.536,99.73,100.824,101.886,103.496,104.972,105.285,106.35,106.956,108.223,108.797,110.477,110.305,110.618,110.454,110.362,108.927,108.138,106.285,104.102,101.176,99.938,100,99.483,98.66,98.041,97.709
"16","9","      Furniture and furnishings (parts of 31 and 32)","DFFFRG3",48.585,49.607,50.456,51.139,52.64,57.222,61.75,63.814,66.228,69.451,73.716,80.343,86.239,90.317,92.34,94.253,96.373,97.882,99.67,101.832,102.468,103.851,104.466,106.351,107.432,109.223,109.813,110.497,110.325,110.326,109.558,108.894,106.87,104.75,102.191,100.936,100,99.354,97.542,95.96,95.108
"17","10","      Household appliances (part of 33)","DAPPRG3",63.687,65.259,66.601,66.947,67.015,70.444,78.236,82.579,85.581,89.952,94.852,99.583,105.356,111.82,115.076,115.299,112.761,112.208,113.055,113.305,113.262,112.549,111.359,110.631,110.924,112.313,111.442,111.262,110.732,109.327,106.901,105.821,105.08,103.974,100.75,97.254,100,102.494,105.879,106.982,107.788
"18","11","      Glassware, tableware, and household utensils (34)","DUTERG3",39.42,40.661,41.861,43.716,46.206,52.197,61.091,64.97,67.696,72.585,78.563,86.734,95.417,99.412,101.277,101.484,101.905,104.656,107.219,108.031,109.662,111.822,114.405,116.682,116.047,117.588,115.275,113.928,113.193,115.681,113.27,111.92,108.849,104.901,100.724,100.571,100,96.347,94.63,95.746,95.785
"19","12","      Tools and equipment for house and garden (35)","DTOORG3",60.766,60.42,59.871,59.799,59.93,63.669,69.577,72.048,73.562,75.156,79.293,84.731,90.622,97.366,99.684,99.769,102.988,101.228,101.485,101.565,97.985,98.833,99.918,99.793,99.806,101.576,101.602,103.295,104.777,102.185,100.057,100.023,99.476,98.308,96.109,97.162,100,101.114,101.292,100.403,100.776
"20","13","    Recreational goods and vehicles","DREQRG3",169.092,169.32,175.342,177.884,180.608,188.61,201.094,208.018,214.002,221.68,231.548,244.415,255.375,261.271,258.144,254.49,250.017,242.083,239.024,237.492,236.86,234.938,231.956,224.83,216.764,212.248,203.327,188.915,173.104,158.493,144.658,135.567,126.318,118.15,110.805,105.521,100,94.23,88.244,84.233,79.513
