"","Table 6#16B# Corporate Profits by Industry","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25"
"19","1","    Corporate profits with inventory valuation and capital consumption adjustments","A051RC1","31,393.0","29,058.0","36,059.0","41,198.0","39,665.0","40,294.0","39,460.0","50,168.0","49,646.0","49,140.0","43,857.0","55,514.0","54,680.0","55,945.0","64,043.0","70,508.0","77,708.0","89,289.0","96,122.0","93,866.0","101,747.0","98,416.0"
"20","2","Domestic industries","A445RC1","30,132.0","27,933.0","34,790.0","39,454.0","37,777.0","38,496.0","37,498.0","47,813.0","46,825.0","46,048.0","41,333.0","52,796.0","51,542.0","52,629.0","60,272.0","66,427.0","73,238.0","84,583.0","91,594.0","89,091.0","96,112.0","91,821.0"
"21","3","  Financial","A587RC1","2,518.0","3,093.0","3,055.0","3,443.0","4,123.0","4,557.0","4,822.0","5,074.0","5,388.0","5,703.0","6,116.0","7,293.0","8,207.0","8,145.0","8,462.0","8,134.0","8,672.0","9,160.0","10,531.0","11,023.0","12,748.0","13,515.0"
"22","4","  Nonfinancial","A463RC1","27,614.0","24,840.0","31,735.0","36,011.0","33,654.0","33,939.0","32,676.0","42,739.0","41,437.0","40,345.0","35,217.0","45,503.0","43,335.0","44,484.0","51,810.0","58,293.0","64,566.0","75,423.0","81,063.0","78,068.0","83,364.0","78,306.0"
"23","5","Rest of the world","B394RC1","1,261.0","1,125.0","1,269.0","1,744.0","1,888.0","1,798.0","1,962.0","2,354.0","2,821.0","3,092.0","2,523.0","2,718.0","3,137.0","3,316.0","3,772.0","4,081.0","4,469.0","4,706.0","4,528.0","4,775.0","5,636.0","6,595.0"
"24","6","  Receipts from the rest of the world","B933RC1","1,652.0","1,554.0","1,767.0","2,249.0","2,345.0","2,288.0","2,442.0","2,890.0","3,356.0","3,630.0","3,078.0","3,382.0","3,790.0","4,045.0","4,494.0","4,885.0","5,379.0","5,782.0","5,656.0","5,990.0","6,996.0","8,047.0"
"25","7","  Less:  Payments to the rest of the world","B934RC1","391.0","429.0","498.0","505.0","457.0","490.0","480.0","536.0","535.0","538.0","555.0","664.0","653.0","729.0","722.0","804.0","910.0","1,076.0","1,128.0","1,215.0","1,360.0","1,452.0"
"26","8","    Corporate profits with inventory valuation adjustment","A052RC1","34,350.0","31,898.0","38,816.0","44,181.0","42,263.0","42,152.0","40,475.0","49,705.0","49,932.0","49,655.0","44,775.0","55,677.0","53,680.0","54,175.0","59,230.0","64,470.0","70,952.0","81,865.0","88,277.0","86,050.0","94,255.0","90,782.0"
"27","9","Domestic industries","A390RC1","33,091.0","30,772.0","37,547.0","42,437.0","40,376.0","40,356.0","38,513.0","47,350.0","47,112.0","46,564.0","42,251.0","52,958.0","50,543.0","50,858.0","55,459.0","60,389.0","66,480.0","77,158.0","83,749.0","81,275.0","88,619.0","84,187.0"
"28","10","  Financial","A392RC1","2,748.0","3,301.0","3,310.0","3,727.0","4,416.0","4,847.0","5,114.0","5,333.0","5,679.0","6,001.0","6,451.0","7,608.0","8,432.0","8,328.0","8,596.0","8,296.0","8,754.0","9,304.0","10,739.0","11,195.0","12,888.0","13,636.0"
"29","11","    Federal Reserve banks","J397RBC1","228.0","235.0","190.0","294.0","346.0","394.0","322.0","296.0","468.0","625.0","595.0","734.0","942.0","773.0","863.0","954.0","1,135.0","1,342.0","1,685.0","1,953.0","2,502.0","3,075.0"
"30","12","    Other","B398RC1","2,520.0","3,066.0","3,120.0","3,433.0","4,070.0","4,453.0","4,792.0","5,037.0","5,211.0","5,376.0","5,856.0","6,874.0","7,490.0","7,555.0","7,733.0","7,342.0","7,619.0","7,962.0","9,054.0","9,242.0","10,386.0","10,561.0"
"31","13","  Nonfinancial","A399RC1","30,343.0","27,471.0","34,237.0","38,710.0","35,960.0","35,509.0","33,399.0","42,017.0","41,433.0","40,563.0","35,800.0","45,350.0","42,111.0","42,530.0","46,863.0","52,093.0","57,726.0","67,854.0","73,010.0","70,080.0","75,731.0","70,551.0"
"32","14","    Manufacturing","Q400RBC1","18,072.0","16,518.0","21,425.0","25,172.0","22,580.0","23,204.0","21,096.0","27,195.0","26,538.0","25,792.0","21,200.0","28,358.0","25,773.0","25,232.0","28,201.0","31,597.0","34,597.0","42,109.0","45,343.0","42,355.0","45,849.0","41,591.0"
"33","15","      Durable goods","Q406RBC1","7,832.0","8,251.0","12,287.0","13,543.0","12,294.0","12,736.0","11,182.0","14,965.0","14,006.0","14,422.0","10,426.0","14,838.0","12,908.0","12,491.0","15,224.0","17,593.0","19,289.0","24,701.0","25,854.0","23,420.0","25,225.0","22,156.0"
"34","16","        Primary metal industries","A407RBC1","1,589.0","1,520.0","2,342.0","3,113.0","1,953.0","2,538.0","1,734.0","2,917.0","3,069.0","3,103.0","1,895.0","2,366.0","2,071.0","1,635.0","1,618.0","2,029.0","2,537.0","3,162.0","3,642.0","2,751.0","2,024.0","1,515.0"
"35","17","        Fabricated metal products","A408RBC1","852.0","727.0","1,143.0","1,364.0","1,043.0","1,016.0","989.0","1,098.0","1,121.0","1,161.0","968.0","1,139.0","890.0","1,068.0","1,216.0","1,367.0","1,495.0","2,084.0","2,450.0","2,519.0","2,425.0","2,088.0"
"36","18","        Machinery,except electrical","A409RBC1","1,316.0","1,346.0","1,699.0","2,360.0","2,408.0","2,027.0","1,833.0","1,802.0","2,243.0","2,092.0","1,498.0","2,218.0","1,876.0","1,932.0","2,429.0","2,608.0","3,392.0","4,068.0","4,712.0","4,376.0","4,413.0","3,946.0"
"37","19","        Electric and electronic equipment","A410RBC1","719.0","802.0","1,297.0","1,369.0","1,603.0","1,550.0","1,349.0","1,325.0","1,637.0","1,978.0","1,790.0","2,205.0","1,922.0","1,943.0","2,061.0","2,249.0","2,325.0","3,389.0","3,835.0","3,804.0","3,899.0","3,534.0"
"38","20","        Motor vehicles and equipment","A411RBC1","1,493.0","2,123.0","3,212.0","2,522.0","2,569.0","2,883.0","2,343.0","4,281.0","2,516.0","2,755.0","1,116.0","3,204.0","3,208.0","2,729.0","4,203.0","5,155.0","4,893.0","6,465.0","5,488.0","4,268.0","5,911.0","5,254.0"
"39","21","        Other","A412RC1","1,863.0","1,733.0","2,594.0","2,815.0","2,718.0","2,722.0","2,934.0","3,542.0","3,420.0","3,333.0","3,159.0","3,706.0","2,941.0","3,184.0","3,697.0","4,185.0","4,647.0","5,533.0","5,727.0","5,702.0","6,553.0","5,819.0"
"40","22","      Nondurable goods","Q401RBC1","10,240.0","8,267.0","9,138.0","11,629.0","10,286.0","10,468.0","9,914.0","12,230.0","12,532.0","11,370.0","10,774.0","13,520.0","12,865.0","12,741.0","12,977.0","14,004.0","15,308.0","17,408.0","19,489.0","18,935.0","20,624.0","19,435.0"
"41","23","        Food and kindred products","A402RBC1","1,870.0","1,626.0","1,601.0","1,464.0","1,786.0","1,822.0","1,684.0","2,198.0","1,818.0","1,863.0","2,112.0","2,506.0","2,251.0","2,409.0","2,430.0","2,730.0","2,793.0","2,908.0","3,375.0","3,324.0","3,311.0","3,134.0"
"42","24","        Chemicals and allied products","A403RBC1","1,817.0","1,818.0","2,378.0","2,873.0","2,424.0","2,410.0","2,404.0","3,234.0","3,152.0","3,121.0","2,877.0","3,861.0","3,499.0","3,667.0","3,616.0","4,059.0","4,477.0","5,070.0","5,360.0","4,791.0","5,809.0","5,169.0"
"43","25","        Petroleum and coal products","A404RBC1","2,788.0","1,948.0","2,345.0","2,788.0","2,368.0","2,790.0","2,829.0","3,110.0","3,345.0","2,671.0","2,255.0","2,697.0","2,723.0","2,366.0","2,311.0","2,295.0","2,505.0","3,009.0","3,508.0","4,019.0","3,946.0","3,585.0"
"44","26","        Other","A405RC1","3,765.0","2,875.0","2,814.0","4,504.0","3,708.0","3,446.0","2,997.0","3,688.0","4,217.0","3,715.0","3,530.0","4,456.0","4,392.0","4,299.0","4,620.0","4,920.0","5,533.0","6,421.0","7,246.0","6,801.0","7,558.0","7,547.0"
"45","27","    Transportation and public utilities","Q416RBC1","3,041.0","3,068.0","4,146.0","4,780.0","5,148.0","5,245.0","5,011.0","6,018.0","6,302.0","6,226.0","6,226.0","7,364.0","7,815.0","8,190.0","8,735.0","9,747.0","10,393.0","11,412.0","12,569.0","11,363.0","11,441.0","11,100.0"
"46","28","      Transportation","A417RBC1","1,515.0","1,193.0","1,915.0","1,904.0","1,858.0","1,617.0","980.0","1,482.0","1,437.0","1,146.0","876.0","1,141.0","880.0","954.0","1,042.0","1,398.0","1,598.0","2,120.0","2,253.0","1,317.0","944.0","564.0"
"47","29","      Communication","A418RBC1","437.0","504.0","776.0","1,079.0","1,248.0","1,465.0","1,631.0","2,015.0","2,203.0","2,375.0","2,616.0","3,079.0","3,307.0","3,485.0","3,822.0","4,156.0","4,238.0","4,651.0","5,386.0","5,249.0","5,566.0","5,860.0"
"48","30","      Electric, gas, and sanitary services","A419RBC1","1,089.0","1,371.0","1,455.0","1,797.0","2,042.0","2,163.0","2,400.0","2,521.0","2,662.0","2,705.0","2,734.0","3,144.0","3,628.0","3,751.0","3,871.0","4,193.0","4,557.0","4,641.0","4,930.0","4,797.0","4,931.0","4,676.0"
"49","31","    Wholesale trade","A414RBC1","2,364.0","1,920.0","2,076.0","2,579.0","2,283.0","1,777.0","1,698.0","2,386.0","2,168.0","2,168.0","2,227.0","2,849.0","2,498.0","2,486.0","2,839.0","2,828.0","3,397.0","3,775.0","3,968.0","4,076.0","4,672.0","4,943.0"
"50","32","    Retail trade","A415RBC1","3,250.0","2,768.0","3,002.0","2,634.0","2,720.0","2,289.0","2,323.0","2,866.0","2,573.0","2,553.0","2,632.0","3,325.0","2,763.0","2,997.0","3,430.0","3,595.0","4,511.0","4,893.0","4,867.0","5,673.0","6,411.0","6,440.0"
"51","33","    Other","A420RC1","3,616.0","3,197.0","3,588.0","3,545.0","3,229.0","2,994.0","3,271.0","3,552.0","3,852.0","3,824.0","3,515.0","3,454.0","3,262.0","3,625.0","3,658.0","4,326.0","4,828.0","5,665.0","6,263.0","6,613.0","7,358.0","6,477.0"
"52","34","Rest of the world","B394RC1","1,261.0","1,125.0","1,269.0","1,744.0","1,888.0","1,798.0","1,962.0","2,354.0","2,821.0","3,092.0","2,523.0","2,718.0","3,137.0","3,316.0","3,772.0","4,081.0","4,469.0","4,706.0","4,528.0","4,775.0","5,636.0","6,595.0"
"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Note. Estimates in this table are based on the 1972 Standard Industrial Classification (SIC).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
