"","Table 3#15#4# Price Indexes for Government Consumption Expenditu","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"1","[Index numbers, 2009=100]                                                       ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1959 To 1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published September 17, 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 10/28/2014 2:26:30 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969
"8","1","      Government","B822RG3",11.883,12.022,12.244,12.479,12.782,13.115,13.47,14.006,14.486,15.264,16.157
"9","2","General public service","W575RG3",11.205,11.469,11.786,12.031,12.317,12.719,13.144,13.682,14.263,15.116,16.255
"10","3","National defense","B824RG3",14.338,14.442,14.58,14.768,15.162,15.587,15.992,16.554,16.948,17.793,18.687
"11","4","Public order and safety","W579RG3",8.252,8.499,8.791,8.996,9.23,9.364,9.653,10.096,10.689,11.425,12.248
"12","5","Economic affairs","W584RG3",12.113,12.027,12.217,12.513,12.752,13.031,13.322,13.838,14.253,14.981,15.82
"13","6","  Transportation","W589RG3",9.877,9.737,9.876,10.142,10.402,10.564,10.902,11.443,11.893,12.568,13.339
"14","7","  Space","W595RG3",20.006,20.322,20.544,20.808,21.059,21.48,21.615,21.979,22.323,23.017,24.029
"15","8","  Other economic affairs","W596RG3",14.274,14.314,14.595,14.922,15.072,15.626,15.913,16.542,16.924,17.861,18.822
"16","9","Housing and community services","W597RG3",11.261,11.378,11.524,11.687,11.814,11.914,12.19,12.607,13.003,13.657,14.534
"17","10","Health","W598RG3",15.532,15.607,16.116,16.438,16.773,17.051,17.539,18.29,18.934,20.002,21.304
"18","11","Recreation and culture","W599RG3",9.411,9.62,9.848,10.04,10.231,10.396,10.687,11.115,11.627,12.301,13.159
"19","12","Education","W600RG3",9.435,9.814,10.192,10.518,10.793,11.134,11.491,12.069,12.74,13.497,14.418
"20","13","Income security","W605RG3",9.86,10.146,10.479,10.718,10.979,11.258,11.593,12.041,12.583,13.373,14.306
"21","14","      Federal","B823RG3",14.707,14.814,15.004,15.224,15.606,16.086,16.482,17.039,17.418,18.291,19.221
"22","15","General public service","W611RG3",10.725,10.897,11.326,11.632,12.052,12.836,13.429,13.978,14.437,15.466,16.615
"23","16","National defense","B824RG3",14.338,14.442,14.58,14.768,15.162,15.587,15.992,16.554,16.948,17.793,18.687
"24","17","Public order and safety","W615RG3",12.192,12.429,13.046,13.365,13.77,14.502,15.052,15.607,15.928,16.982,17.997
"25","18","Economic affairs","W620RG3",17.792,17.807,18.2,18.606,18.821,19.472,19.705,20.22,20.473,21.405,22.418
"26","19","  Transportation","W625RG3",12.795,12.953,13.357,13.667,14.021,14.616,15.101,15.663,15.943,16.939,17.948
"27","20","  Space","W631RG3",20.006,20.322,20.544,20.808,21.059,21.48,21.615,21.979,22.323,23.017,24.029
"28","21","  Other economic affairs","W632RG3",17.804,17.744,18.143,18.621,18.755,19.742,20.01,20.834,20.879,22.116,23.159
"29","22","Housing and community services","W633RG3",18.424,18.776,19.407,19.83,20.304,21.113,21.743,22.473,23.014,24.447,25.981
"30","23","Health","W634RG3",13.703,13.952,14.553,14.837,15.191,15.853,16.331,16.827,17.085,18.042,19.093
"31","24","Recreation and culture","W635RG3",11.559,11.78,12.099,12.362,12.656,13.148,13.488,13.919,14.246,15.083,15.937
"32","25","Education","W636RG3",15.487,15.808,16.231,16.561,16.948,17.539,17.951,18.478,19.013,19.951,21.046
"33","26","Income security","W640RG3",11.689,11.915,12.31,12.578,12.888,13.447,13.842,14.287,14.63,15.526,16.461
"34","27","      State and local","B829RG3",9.877,10.062,10.333,10.602,10.847,11.058,11.392,11.937,12.543,13.276,14.18
"35","28","General public service","W646RG3",11.439,11.762,12.007,12.213,12.412,12.588,12.917,13.446,14.077,14.858,15.983
"36","29","Public order and safety","W650RG3",7.896,8.138,8.409,8.604,8.825,8.928,9.199,9.627,10.219,10.924,11.72
"37","30","Economic affairs","W655RG3",9.539,9.429,9.548,9.79,10.023,10.152,10.462,10.969,11.44,12.071,12.822
"38","31","  Transportation","W660RG3",9.492,9.328,9.443,9.701,9.949,10.075,10.396,10.926,11.383,12.022,12.761
"39","32","  Other economic affairs","W665RG3",9.849,10.03,10.177,10.329,10.489,10.633,10.898,11.309,11.851,12.453,13.269
"40","33","Housing and community services","W666RG3",11.049,11.162,11.295,11.451,11.563,11.633,11.897,12.305,12.699,13.331,14.188
"41","34","Health (net)","W671RG3",16.954,16.919,17.379,17.731,18.058,18.095,18.599,19.52,20.443,21.601,23.103
"42","35","  Gross expenditures","Y650RG3",9.119,9.378,9.632,9.828,10.043,10.172,10.458,10.915,11.483,12.177,13.022
"43","36","  Less: Sales to other sectors","Y651RG3",5.041,5.699,5.851,5.973,6.163,6.427,6.611,6.813,7.236,7.725,8.258
"44","37","Recreation and culture","W672RG3",9.045,9.25,9.465,9.645,9.818,9.93,10.213,10.639,11.178,11.824,12.681
"45","38","Education","W673RG3",9.378,9.758,10.135,10.46,10.734,11.073,11.429,12.009,12.684,13.44,14.36
"46","39","  Elementary and secondary","W674RG3",8.613,8.964,9.314,9.62,9.88,10.202,10.539,11.086,11.718,12.431,13.295
"47","40","  Higher","W675RG3",13.1,13.651,14.177,14.604,14.938,15.384,15.83,16.592,17.523,18.514,19.742
"48","41","  Libraries and other","W677RG3",10.618,10.908,11.218,11.453,11.668,11.855,12.154,12.624,13.127,13.757,14.584
"49","42","Income security","W678RG3",9.251,9.57,9.887,10.121,10.365,10.501,10.817,11.286,11.959,12.725,13.66
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Note. Government consumption expenditures and gross investment is net of sales to other sectors.  Thus, growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","in the prices or quantities of sales to other sectors may partially, exactly, or more than offset the growth in",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
