"","Table 1#9#6# Real Net Value Added by Sector, Chained Dollars    ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"1","[Billions of chained (2009) dollars]                                            ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1999 To 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published August 07, 2013   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 9/25/2013 3:11:06 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
"8","1","    Net domestic product","A362RX1",10429,10819,10848,11008.9,11310.5,11745.9,12129.1,12424.6,12604.9,12496.1,12049.6,12396.6,12639.8,13015.8
"9","2","Business \1\","A363RX1",7719.2,8031.6,8019.2,8140.8,8493.1,8895.3,9232.6,9491.2,9642.1,9491.2,9021.8,9350.5,9592,9964.7
"10","3","  Nonfarm \2\","A364RX1",7681.8,7980,7974.5,8092.9,8436.4,8832.9,9165.4,9424.2,9594.6,9432.5,8946.2,9274.2,9525.6,9903.5
"11","4","  Farm","A365RX1",43.6,56.1,50.2,53.1,61.1,66.1,70.5,70.6,54.8,61.8,75.6,76.4,70.5,68.8
"12","5","Households and institutions","W503RX1",1373.1,1423.5,1448.7,1461.8,1381.9,1405.8,1442.4,1473.8,1488.7,1508.4,1510.3,1527,1544.4,1553.6
"13","6","  Households","W504RX1",662.5,693.3,715.7,714.1,728.6,753.9,790.5,803.2,785.8,816.1,812.7,820.7,826.2,823.9
"14","7","  Nonprofit institutions serving households \3\","W505RX1",719.5,737.8,738.1,754.7,653.3,651.8,652.4,671,702.9,692.3,697.6,706.4,718.2,729.7
"15","8","General government \4\","A194RX1",1357.9,1379.4,1403.6,1429.7,1443.6,1446.6,1452.3,1455.8,1469.2,1494.6,1517.4,1519.4,1504.2,1498.4
"16","9","  Federal","B568RX1",319.9,322.6,323.7,331.2,341.4,343.8,344.3,341.2,341.3,354.1,375.5,389.2,389.8,385.9
"17","10","  State and local","B251RX1",1038.3,1056.9,1079.6,1098.3,1102.3,1102.9,1108.1,1114.7,1128.1,1140.6,1141.9,1130.1,1114.3,1112.4
"18","11","Residual","A966RX1",-36.6,-27.7,-33.8,-35.4,-12.6,-5.5,-2.1,-0.3,-2.6,-1.3,0.1,-0.4,-4.8,-8.4
"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","1. Equals net domestic product excluding net value added of households and institutions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","and of general government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2. Equals net domestic business value added excluding net farm value added.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","3. Equals gross value added of nonprofit institutions excluding consumption of fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","capital on fixed assets owned and used by nonprofit instututions serving households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","4. Equals compensation of general government employees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Note. Chained (2009) dollar series are calculated as the product of the chain-type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","quantity index and the 2009 current-dollar value of the corresponding series, divided by",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","100. Because the formula for the chain-type quantity indexes uses weights of more than",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","one period, the corresponding chained-dollar estimates are usually not additive. The",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","residual line is the difference between the first line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
