"","Table 2#3#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"1","[Index numbers, 2005=100]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1929 To 1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published December 22, 2011 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 12/22/2011 9:10:08 AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969
"8","1","    Personal consumption expenditures (PCE)","DPCERG3",10.517,10.073,8.995,7.934,7.652,7.999,8.194,8.268,8.57,8.376,8.295,8.365,8.883,9.989,10.907,11.534,11.995,12.831,14.132,14.932,14.818,14.996,16.016,16.345,16.563,16.704,16.772,17.108,17.628,18.043,18.314,18.615,18.81,19.032,19.254,19.536,19.819,20.322,20.834,21.645,22.626
"9","2","Goods","DGDSRG3",16.312,15.445,13.318,11.477,11.384,12.506,12.834,12.883,13.347,12.808,12.616,12.728,13.77,16.045,17.888,19.078,19.95,21.473,24.057,25.478,24.887,24.968,26.981,27.241,27.117,27.016,26.857,27.314,28.168,28.809,28.957,29.184,29.294,29.444,29.689,30.013,30.328,30.996,31.542,32.642,33.907
"10","3","  Durable goods","DDURRG3",28.569,26.896,24.015,21.16,20.646,21.886,21.762,21.887,22.789,22.772,22.496,22.723,24.404,28.569,31.163,35.032,37.055,38.586,41.967,44.114,44.415,44.641,47.633,47.929,47.553,46.511,46.331,47.448,49.194,50.087,50.883,50.691,50.819,51.037,51.232,51.463,51.041,50.93,51.748,53.406,54.912
"11","4","    Motor vehicles and parts","DMOTRG3",11.946,11.509,10.735,10.074,9.445,9.891,9.746,9.791,10.038,10.436,10.197,10.213,11.102,14.222,14.979,16.088,16.348,20.464,22.486,24.223,25.07,25.14,26.427,27.515,26.995,26.06,26.363,27.56,29.298,30.405,31.913,31.317,31.494,32.006,32.258,32.522,32.256,32.037,32.474,33.593,34.27
"12","5","    Furnishings and durable household equipment","DFDHRG3",24.629,23.684,21.034,18.153,18.205,19.675,19.799,19.934,21.267,20.884,20.728,20.929,22.496,26.009,29.738,34.163,37.067,37.206,39.824,41.5,40.517,41.226,45.433,44.978,45.056,44.843,44.51,44.877,45.632,45.537,45.566,45.968,46.123,46.067,46.09,46.141,45.844,46.223,47.263,49.119,50.873
"13","6","    Recreational goods and vehicles","DREQRG3",204.723,170.527,135.164,111.096,103.609,107.487,106.365,105.172,107.847,107.416,104.867,106.492,108.705,123.801,123.979,134.925,138.633,142.121,164.049,173.554,180.098,178.512,182.209,175.876,173.642,168.064,162.82,164.658,170.465,175.132,170.09,171.249,170.332,168.465,168.129,166.091,163.802,161.985,162.965,166.162,169.99
"14","7","    Other durable goods","DODGRG3",21.105,20.722,19.786,17.788,17.835,18.512,18.156,18.542,18.713,18.099,18.249,18.788,20.443,23.58,24.764,27.648,28.743,28.731,30.36,30.698,30.548,30.109,31.957,31.883,32.029,31.369,30.975,31.299,31.504,31.544,31.692,31.78,31.713,31.579,31.745,32.559,32.392,32.383,33.153,33.882,35.56
"15","8","  Nondurable goods","DNDGRG3",12.226,11.593,9.914,8.502,8.46,9.357,9.663,9.696,10.033,9.542,9.393,9.473,10.269,11.952,13.372,14.15,14.771,16.004,18.071,19.18,18.559,18.607,20.201,20.418,20.348,20.398,20.266,20.557,21.159,21.674,21.706,21.965,22.057,22.177,22.398,22.697,23.107,23.846,24.281,25.157,26.245
"16","9","    Food and beverages purchased for off-premises consumption","DFXARG3",11.475,10.738,8.673,7.094,7.133,8.019,8.642,8.656,8.921,8.247,8.166,8.213,9.079,10.857,12.504,12.838,13.229,14.603,16.817,17.649,16.941,17.027,18.817,19.274,18.9,18.889,18.544,18.679,19.245,20.047,19.841,20.007,20.108,20.26,20.473,20.886,21.308,22.207,22.235,22.909,23.936
"17","10","    Clothing and footwear","DCLORG3",27.515,26.263,22.944,18.846,19.206,22.266,21.874,21.901,23.052,22.49,21.967,22.216,24.396,29.227,32.663,36.888,40.103,43.426,46.888,49.769,47.625,47.245,51.373,50.504,50.385,50.51,50.373,51.33,52.094,52.316,52.763,53.471,53.779,53.94,54.414,54.926,55.405,56.936,59.283,62.633,66.021
"18","11","    Gasoline and other energy goods","DGOERG3",6.778,6.556,5.827,5.688,5.567,5.871,5.821,5.977,6.096,5.987,5.781,5.788,6.055,6.413,6.638,6.779,6.768,7.036,7.907,9.001,9.134,9.236,9.492,9.664,10.034,10.197,10.305,10.627,11.116,10.992,11.147,11.345,11.359,11.416,11.445,11.338,11.725,12.004,12.396,12.622,13.009
"19","12","    Other nondurable goods","DONGRG3",11.316,10.916,10.4,9.824,9.332,9.568,9.557,9.511,9.847,9.687,9.594,9.77,10.072,11.01,11.753,12.434,12.858,13.453,15.306,16.157,15.804,15.874,16.908,16.973,17.225,17.271,17.45,17.749,18.317,18.76,19.065,19.361,19.408,19.472,19.742,20.035,20.314,20.719,21.226,22.039,22.855
"20","13","Services","DSERRG3",7.786,7.563,7.031,6.352,5.953,5.876,6.006,6.103,6.33,6.336,6.319,6.369,6.594,7.059,7.5,7.845,8.101,8.593,9.22,9.706,9.872,10.125,10.624,11.012,11.44,11.728,11.93,12.217,12.574,12.882,13.229,13.58,13.826,14.089,14.305,14.572,14.845,15.276,15.785,16.467,17.324
"21","14","  Household consumption expenditures (for services)","DHCERG3",7.513,7.301,6.792,6.128,5.737,5.647,5.775,5.866,6.081,6.093,6.076,6.125,6.339,6.783,7.205,7.536,7.781,8.243,8.819,9.277,9.437,9.675,10.141,10.523,10.939,11.214,11.405,11.67,12.006,12.299,12.635,13.012,13.251,13.506,13.712,13.976,14.233,14.642,15.13,15.787,16.603
"22","15","    Housing and utilities","DHUTRG3",13.078,12.729,12.069,10.94,9.942,9.184,9.214,9.364,9.713,9.958,9.937,9.963,10.097,10.311,10.366,10.446,10.555,10.732,11.076,11.667,12.005,12.369,12.845,13.342,13.948,14.327,14.548,14.768,15.031,15.319,15.567,15.86,16.072,16.244,16.417,16.563,16.704,16.935,17.226,17.62,18.185
"23","16","    Health care","DHLCRG3",2.939,2.946,2.74,2.414,2.378,2.465,2.608,2.661,2.733,2.788,2.769,2.856,2.927,3.114,3.362,3.61,3.772,4.092,4.533,4.788,4.855,4.958,5.185,5.44,5.699,5.896,6.104,6.321,6.583,6.839,7.035,7.508,7.677,7.872,8.094,8.37,8.631,9.015,9.589,10.194,10.913
"24","17","    Transportation services","DTRSRG3",8.956,8.885,8.436,7.784,7.34,7.484,7.649,7.606,7.563,7.618,7.647,7.511,7.648,8.113,8.295,8.25,8.356,8.638,9.281,9.956,10.64,11.119,11.913,12.356,12.935,13.37,13.689,14.154,14.679,15.098,15.542,15.889,16.353,16.705,16.777,16.998,17.292,17.606,18.265,19.087,20.263
"25","18","    Recreation services","DRCARG3",7.71,7.566,7.227,6.881,6.489,6.537,6.631,6.759,7.006,7.136,7.072,7.134,7.393,7.785,8.36,9.389,9.855,10.493,11.304,11.716,11.925,12.022,12.421,12.874,13.463,14.048,14.517,14.949,15.502,16.088,16.473,17.084,17.557,17.975,18.364,18.878,19.263,19.77,20.462,21.557,22.473
"26","19","    Food services and accommodations","DFSARG3",7.206,6.763,5.834,4.925,4.763,5.126,5.512,5.521,5.717,5.45,5.339,5.401,5.889,6.883,7.722,8.054,8.322,9.257,10.333,10.804,10.514,10.699,11.503,11.76,11.658,11.789,11.762,11.896,12.288,12.6,13.05,13.403,13.673,14.012,14.315,14.537,14.824,15.396,16.25,17.098,18.122
"27","20","    Financial services and insurance","DIFSRG3",5.769,5.635,5.124,4.561,4.35,4.505,4.699,4.911,5.126,5.004,4.967,5.108,5.243,5.6,5.855,6.098,6.329,6.999,7.297,7.678,7.817,7.969,8.067,8.558,9.53,9.873,10.167,10.489,10.84,11.009,11.639,12.148,12.558,13.076,13.091,13.639,13.986,14.829,15.169,16.293,17.749
"28","21","    Other services","DOTSRG3",6.627,6.394,5.928,5.452,5.206,5.283,5.343,5.427,5.7,5.66,5.726,5.773,6.039,6.576,7.341,8.109,8.62,9.019,9.637,10.119,10.344,10.595,11.138,11.546,11.973,12.174,12.364,12.792,13.222,13.574,13.964,14.353,14.517,14.754,15.074,15.409,15.805,16.262,16.782,17.524,18.372
"29","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",22.118,21.273,19.45,18.074,17.394,18.353,18.49,18.991,19.984,19.456,19.488,19.463,20.404,22.14,23.75,24.834,25.693,28.341,32.968,35.515,35.819,37.246,40.366,40.452,41.18,42.221,43.308,45.316,47.362,48.595,49.469,46.3,46.765,47.428,48.189,48.409,49.76,51.587,53.261,55.299,58.741
"30","23","    Gross output of nonprofit institutions \2\","DNPERG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.811,11.082,11.288,11.501,11.778,12.063,12.414,12.845,13.433,14.14,15.062
"31","24","    Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.494,6.995,7.157,7.309,7.513,7.767,7.997,8.268,8.697,9.21,9.822
"32",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
