"","Table 2#3#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215"
"11","2","Goods","DGDSRG3",28.866,28.901,28.992,29.068,29.027,29.172,29.213,29.323,29.359,29.238,29.313,29.263,29.35,29.417,29.464,29.546,29.579,29.582,29.763,29.833,29.974,29.965,30.02,30.092,30.159,30.334,30.409,30.41,30.687,30.91,31.104,31.283,31.259,31.333,31.667,31.91,32.205,32.479,32.778,33.107,33.338,33.738,34.117,34.435,34.767,35.051,35.295,35.688,35.877,36.218,36.416,36.52,36.891,37.008,37.293,37.553,38.152,39.032,39.774,40.659,42.261,43.666,45.023,46.338,47.019,47.379,48.28,48.934,49.174,49.337,49.945,50.655,51.456,52.184,52.727,53.372,54.1,55.246,56.149,57.115,58.495,60.179,61.741,63.247,65.512,67.101,68.47,69.865,71.592,72.482,73.195,73.809,74.228,74.386,75.152,75.244,75.248,75.995,76.521,76.643,77.258,77.444,77.613,77.85,78.347,78.73,78.791,79.272,79.013,77.887,78.248,78.519,79.884,80.675,81.375,81.822,81.942,82.634,83.548,84.164,85.06,86.538,86.558,86.918,88.514,88.85,90.105,91.737,91.682,91.862,92.03,92.411,92.518,92.91,93.385,93.613,93.782,93.863,93.757,94.259,94.159,94.487,95.357,95.478,95.591,95.787,95.813,95.836,96.474,96.899,96.716,97.146,97.259,96.733,96.46,96.331,95.581,95.199,95.171,94.999,94.898,95.587,96.062,96.393,97.154,97.614,97.875,97.977,97.965,98.133,97.619,96.537,96.089,96.742,96.718,96.702,97.317,95.904,96.397,96.351,97.193,97.721,97.812,98.99,98.874,99.096,100.84,101.19,101.09,101.705,102.242,100.727,101.51,102.642,102.787,104.119,105.356,106.609,108.437,103.248,101.575,102.597,104.007,104.657,105.196,104.286,104.497,105.367,107.412,108.752,109.53,109.536
"12","3","  Durable goods","DDURRG3",50.747,50.941,50.932,50.91,50.836,50.775,50.62,50.532,50.54,50.779,51.01,50.947,50.954,51.02,51.188,50.987,51.003,51.159,51.303,51.465,51.539,51.509,51.454,51.351,51.36,51.199,50.944,50.663,50.596,50.813,51.038,51.272,51.165,51.39,51.956,52.481,52.821,53.143,53.586,54.075,54.391,54.798,55.06,55.399,55.495,55.713,56.122,57.056,57.864,58.276,58.146,57.847,58.346,58.645,58.944,58.755,58.999,59.463,59.757,59.948,60.612,62.146,64.514,66.532,67.574,68.789,69.543,70.612,71.566,72.361,73.237,74.476,75.241,75.624,76.41,77.433,78.543,79.74,81.032,82.45,83.789,85.263,86.242,87.796,90.37,92.503,94.189,95.804,97.021,98.85,100.311,101.616,102.47,103.267,103.638,103.941,104.675,105.067,105.643,106.301,106.33,106.99,107.202,107.399,107.946,108.197,108.013,108.293,108.317,108.816,109.725,110.346,111.276,112.148,112.95,113.41,113.213,113.84,114.65,115.502,116.087,116.181,116.443,116.825,117.446,117.458,117.509,117.747,118.754,119.053,119.494,119.751,119.746,120.072,120.171,120.359,120.298,120.932,121.521,122.324,122.606,123.338,124.207,124.419,124.916,124.78,124.378,124.101,124.195,123.376,123.054,122.521,122.048,120.872,120.061,119.391,118.513,117.628,116.727,115.856,114.877,114.301,113.765,113.078,112.544,112.308,111.621,111.339,110.829,110.04,109.308,108.754,107.786,107.228,106.702,105.964,104.679,103.586,102.556,101.629,101.573,101.471,100.716,100.737,100.593,100.363,99.615,99.429,99.103,98.62,98.122,97.599,97.134,96.722,96.108,95.756,95.448,94.805,94.552,93.708,93.203,93.181,92.548,92.674,92.187,91.639,91.058,90.507,90.362,90.745,90.628,90.061
"13","4","    Motor vehicles and parts","DMOTRG3",31.785,31.998,31.952,31.918,31.655,31.443,31.162,31.007,31.024,31.393,31.798,31.76,31.779,32.023,32.237,31.985,31.997,32.2,32.365,32.472,32.576,32.525,32.533,32.453,32.568,32.369,32.14,31.946,31.849,32.015,32.109,32.177,31.813,32.075,32.741,33.269,33.265,33.431,33.692,33.986,34.015,34.201,34.29,34.573,34.617,34.827,35.338,36.435,37.277,37.464,36.924,36.381,36.926,37.215,37.414,36.861,37.013,37.334,37.407,37.339,37.379,38.469,40.488,41.938,42.36,43.139,43.771,44.645,45.484,46.207,47.093,48.429,48.879,49.068,49.552,50.652,51.638,52.334,53.444,54.469,55.545,56.798,57.35,58.168,59.651,60.58,61.616,62.903,63.598,65.408,66.827,67.849,68.285,68.983,69.424,69.49,70.36,70.741,71.405,72.263,72.348,73.103,73.657,73.8,74.493,74.774,75.036,75.388,75.726,76.419,77.516,78.297,78.816,80.185,81.301,81.745,80.857,81.192,82.228,82.829,83.834,84.253,84.142,84.542,84.648,84.196,84.214,84.8,86.084,86.516,87.184,87.578,87.508,88.189,88.831,89.387,90.114,91.338,92.6,93.802,94.353,95.399,96.849,98.331,99.432,100.122,100.016,100.611,101.692,101.738,102.089,102.684,103.026,102.425,102.128,102.163,101.526,100.925,101.353,101.479,101.227,101.214,101.951,102.11,101.715,102.162,101.856,102.27,102.585,102.431,102.135,102.455,101.946,101.765,102.058,101.682,100.154,99.549,98.855,97.756,97.933,98.335,98.055,99.282,99.93,100.34,99.491,100.239,100.567,100.3,99.999,99.566,99.328,99.433,99.697,100.032,99.278,98.272,97.702,96.036,95.864,97.146,98.45,101.177,102.281,102.905,103.548,103.467,104.039,106.251,107.374,107.084
"14","5","    Furnishings and durable household equipment","DFDHRG3",45.366,45.586,45.651,45.66,45.811,45.951,46.021,46.088,46.087,46.152,46.139,46.113,46.131,46.078,46.026,46.034,46.018,46.028,46.085,46.228,46.249,46.224,46.099,45.991,45.927,45.9,45.789,45.758,45.81,45.993,46.367,46.722,46.885,47.058,47.4,47.71,48.43,48.953,49.332,49.761,50.216,50.715,51.11,51.451,51.679,51.91,52.01,52.322,52.594,52.848,53.085,53.155,53.313,53.494,53.766,54.118,54.405,54.727,55.121,55.498,56.529,58.184,60.408,62.539,63.961,65.039,65.672,66.615,67.413,67.921,68.355,68.84,69.691,70.202,71.01,71.677,72.282,73.662,74.744,76.19,77.381,78.352,79.137,80.526,82.673,84.586,86.221,87.54,89.258,90.878,92.431,93.656,95.019,96.34,96.524,97.215,97.792,98.322,98.787,99.17,99.184,99.697,99.7,100.265,100.48,101.131,100.363,101.246,101.166,101.644,102.156,102.503,103.048,103.407,103.816,103.635,104.042,104.956,105.164,105.645,105.178,104.624,105.524,105.734,106.187,106.296,106.536,106.301,106.513,106.786,107.418,107.027,108.076,108.297,108.102,108.337,107.901,108.685,108.84,109.681,109.961,110.686,111.056,110.123,110.211,109.862,110.593,110.47,110.698,110.502,110.82,110.367,110.515,110.813,110.323,110.082,110.291,110.827,110.42,109.827,109.649,109.166,108.737,108.074,108.474,108.276,108.102,107.621,107.156,106.472,106.066,105.369,104.616,104.525,103.905,103.283,102.621,101.517,100.454,100.063,100.257,100.032,99.46,99.904,100.124,100.498,99.763,99.615,99.636,99.64,99.566,99.558,99.367,99.422,98.728,98.031,98.281,97.686,98.296,98.301,98.64,98.846,97.459,96.314,95.415,94.276,93.089,92.148,92.169,92.542,92.637,92.097
"15","6","    Recreational goods and vehicles","DREQRG3",170.697,169.847,169.876,169.938,170.708,171.348,171.582,171.358,170.988,170.666,170.133,169.541,169.082,168.642,168.251,167.884,167.806,168.123,168.431,168.155,166.74,166.295,165.84,165.491,165.187,164.424,163.545,162.053,161.779,161.742,162.052,162.367,162.891,162.779,162.609,163.583,164.788,165.419,166.657,167.787,168.844,169.97,170.576,170.569,170.03,169.529,169.67,171.648,173.765,176.229,177.51,177.591,178.132,178.513,179.082,179.587,180.26,181.154,181.909,182.946,185.02,187.507,191.274,194.647,197.68,202.105,203.272,205.591,206.988,208.701,209.464,211.338,213.19,214.241,216.101,217.023,219.481,222.604,223.574,225.772,228.537,231.962,233.989,236.624,240.562,244.075,247.454,250.761,253.361,256.224,257.277,260.063,262.01,263.127,262.924,262.574,261.47,259.966,258.456,258.17,257.173,256.557,255.064,254.573,254.78,252.328,250.147,248.126,245.948,243.891,242.325,241.313,242.856,240.859,238.349,239.109,238.984,238.979,238.037,239.012,239.368,237.926,237.102,238.075,237.365,236.555,235.888,234.937,235.484,234.597,231.541,231.13,228.93,227.698,224.526,222.942,220.428,218.328,217.026,215.879,214.686,214.308,213.326,211.182,209.839,206.894,202.326,198.57,195.873,191.458,187.92,184.424,180.385,175.013,171.825,168.868,165.274,161.817,157.106,153.142,149.861,147.212,143.727,140.904,138.663,137.548,135.546,133.39,130.476,128.025,125.798,123.655,121.369,119.636,117.825,116.279,114.343,111.981,109.937,108.872,107.795,106.798,105.053,103.402,101.825,100.812,99.556,97.807,96.284,94.762,92.987,91.125,89.427,88.04,86.154,85.014,84.165,83.058,82.218,81.177,79.694,78.403,76.42,74.896,73.654,72.401,71.057,69.865,68.628,67.58,66.317,65.09
"16","7","    Other durable goods","DODGRG3",31.679,31.71,31.703,31.679,31.749,31.785,31.799,31.785,31.803,31.708,31.682,31.66,31.715,31.314,31.687,31.6,31.711,31.675,31.636,31.959,32.35,32.594,32.623,32.669,32.417,32.596,32.495,32.061,32.03,32.323,32.428,32.751,33.015,33.036,33.201,33.361,33.511,33.506,33.972,34.541,35.102,35.455,35.701,35.984,36.16,36.399,36.603,36.773,37.045,37.281,37.686,37.929,38.308,38.509,38.84,39.136,39.199,39.814,40.283,40.549,41.51,42.449,43.415,44.767,45.448,46.022,46.626,47.132,47.693,48.091,48.875,49.593,50.141,50.347,50.963,51.321,52.113,52.845,53.99,55.08,55.744,56.739,58.283,60.917,65.315,69.615,71.463,72.677,73.063,73.293,73.705,74.365,74.457,73.809,74.243,74.756,75.561,76.362,77.345,77.584,77.953,78.558,78.477,78.418,78.622,79.31,79.485,79.406,79.589,80.363,81.757,82.598,84.655,85.741,87.451,88.539,90.113,91.331,92.89,94.672,95.241,96.225,97.372,97.324,100.714,102.925,103.218,103.646,104.802,105.374,107.084,108.436,108.465,108.714,109.856,109.902,109.669,109.853,110.094,110.685,111.176,111.424,112.451,112.281,112.967,113.188,114.195,114.424,113.822,113.102,113.067,112.074,111.989,111.553,111.55,110.629,110.677,109.85,108.744,108.3,106.767,107.209,106.422,106.156,106.248,105.063,104.36,105.241,105.927,105.695,105.57,105.06,104.54,104.028,103.243,102.631,102.355,102.175,102.1,100.999,101.75,102.119,101.623,100.682,100.619,99.123,99.806,100.452,100.484,100.928,102.127,103.664,105.166,105.061,105.626,106.271,107.645,109.122,109.756,109.83,109.906,110.175,110.209,111.311,110.428,110.586,110.8,111.883,113.178,113.957,114.497,115.515
"17","8","  Nondurable goods","DNDGRG3",21.635,21.641,21.734,21.815,21.785,21.941,22.006,22.13,22.163,22.008,22.049,22.008,22.094,22.152,22.174,22.289,22.322,22.3,22.463,22.509,22.644,22.639,22.707,22.799,22.869,23.085,23.211,23.264,23.576,23.775,23.942,24.092,24.086,24.123,24.377,24.54,24.794,25.03,25.269,25.533,25.723,26.082,26.446,26.727,27.072,27.338,27.522,27.768,27.813,28.103,28.349,28.53,28.841,28.909,29.164,29.5,30.13,31.038,31.827,32.805,34.497,35.757,36.764,37.807,38.345,38.484,39.341,39.847,39.897,39.895,40.391,40.915,41.663,42.427,42.868,43.37,43.947,45.002,45.742,46.524,47.823,49.445,51.047,52.431,54.448,55.778,56.96,58.191,59.911,60.505,60.981,61.384,61.669,61.665,62.461,62.496,62.322,63.102,63.578,63.549,64.289,64.329,64.475,64.709,65.161,65.561,65.693,66.212,65.879,64.307,64.473,64.614,66.055,66.781,67.417,67.838,68.058,68.743,69.651,70.162,71.123,72.999,72.937,73.276,75.129,75.558,77.146,79.145,78.753,78.882,78.955,79.353,79.49,79.886,80.461,80.695,80.935,80.831,80.496,80.875,80.645,80.819,81.656,81.74,81.715,82.02,82.195,82.325,83.138,84.007,83.882,84.661,84.997,84.738,84.683,84.773,84.093,83.925,84.263,84.394,84.678,85.915,86.844,87.635,88.997,89.786,90.496,90.786,91.024,91.659,91.255,89.908,89.722,90.994,91.233,91.602,93.208,91.635,92.955,93.39,94.723,95.595,96.156,97.982,97.879,98.357,101.553,102.211,102.239,103.496,104.64,102.545,104.07,106.121,106.715,109.055,111.2,113.56,116.589,108.922,106.588,108.183,110.74,111.691,112.818,111.704,112.379,114.092,117.463,119.383,120.707,121.07
"18","9","    Food and beverages purchased for off-premises consumption","DFXARG3",19.907,19.794,19.84,19.821,19.777,20.028,20.012,20.211,20.265,20.116,20.05,19.999,20.189,20.235,20.265,20.351,20.439,20.357,20.541,20.553,20.77,20.79,20.938,21.048,21.006,21.303,21.464,21.46,21.954,22.194,22.303,22.376,22.151,22.059,22.322,22.408,22.624,22.798,22.971,23.243,23.338,23.701,24.178,24.524,25.003,25.214,25.375,25.49,25.353,25.812,26.023,26.198,26.759,26.845,27.166,27.546,28.588,29.907,31.254,32.276,33.809,34.605,35.34,36.827,37.354,37.133,38.041,38.622,38.387,38.115,38.551,38.908,39.611,40.74,41.148,41.529,42.602,44.491,45.424,46.109,47.849,48.844,49.296,50.182,50.96,52.022,53.956,55.726,56.455,56.595,57.34,57.426,58.007,58.536,58.77,58.496,58.511,59.175,59.293,59.517,60.707,60.692,61.07,61.131,61.518,61.413,61.401,61.92,62.295,62.476,63.432,63.844,64.456,64.968,65.198,65.378,65.76,66.302,67.581,68.111,69.09,70.329,70.961,71.494,73.127,73.325,74.36,74.831,75.878,76.634,76.241,76.174,76.444,76.598,77.076,77.148,77.285,77.8,77.938,78.541,78.595,78.834,79.635,79.716,80.174,80.868,81.107,81.497,82.123,82.953,83.864,84.581,84.66,84.796,85.118,85.301,85.588,85.802,86.13,86.627,86.985,87.219,87.545,88.035,88.531,89.14,89.985,90.34,91.195,91.792,92.564,92.968,93.484,93.542,93.459,93.682,94.195,94.788,95.545,96.656,97.083,98.108,98.56,99.269,99.02,100.053,100.163,100.763,101.211,101.19,101.896,102.456,103.794,105.246,106.253,107.295,108.836,111.046,113.563,114.82,114.562,113.597,112.948,112.87,113.382,113.818,113.907,114.306,116.117,117.922,119.287,120.267
"19","10","    Clothing and footwear","DCLORG3",52.495,52.656,52.892,53.009,53.133,53.416,53.616,53.718,53.745,53.632,53.881,53.859,53.658,53.869,54.086,54.149,54.209,54.309,54.455,54.683,54.861,54.986,54.943,54.916,55.123,55.239,55.547,55.71,56.16,56.624,57.194,57.766,58.416,58.944,59.596,60.174,61.077,62.202,63.217,64.035,64.868,65.631,66.448,67.136,67.646,68.064,68.664,69.533,70.172,70.842,71.199,71.432,71.842,72.028,72.075,72.85,73.45,74.507,74.902,75.521,76.88,79.171,81.634,82.832,83.158,83.398,83.999,84.335,85.057,85.78,86.998,87.797,89.076,89.342,90.73,91.237,90.734,91.982,92.056,92.423,92.614,93.512,93.716,94.537,95.776,96.593,97.295,98.446,99.154,100.014,100.807,100.949,101.161,101.867,102.078,101.692,102.283,102.947,103.815,103.32,103.493,102.91,103.769,104.331,105.258,105.677,105.978,106.488,105.72,104.717,105.449,105.769,107.101,108.279,108.422,110.003,109.897,112.01,112.187,113.665,113.549,114.096,112.723,113.945,115.697,117.498,117.91,118.017,118.267,118.995,119.971,120.815,120.275,120.18,120.369,120.783,120.425,119.549,119.578,119.484,117.896,118.433,117.83,116.816,115.584,114.965,114.782,114.642,114.645,114.158,112.574,113.057,113.341,114.699,113.5,113.036,111.82,111.288,112.01,111.184,109.779,110.448,110.006,110.162,109.456,108.742,108.502,108.451,108.616,107.049,105.978,104.884,104.475,104.235,103.684,102.901,101.786,100.735,101.252,101.211,100.749,101.259,100.907,100.705,100.707,100.291,99.63,99.371,99.06,100.029,99.706,99.574,99.601,98.606,97.872,98.396,98.158,97.525,98.32,97.495,98.185,98.642,99.169,98.876,98.623,97.826,98.198,97.485,97.639,98.281,101.331,101.638
"20","11","    Gasoline and other energy goods","DGOERG3",11.024,11.111,11.103,11.351,11.218,11.219,11.457,11.486,11.478,11.172,11.426,11.358,11.319,11.388,11.353,11.606,11.498,11.36,11.477,11.443,11.404,11.285,11.266,11.398,11.595,11.704,11.738,11.865,11.872,11.898,12.047,12.2,12.286,12.373,12.443,12.481,12.567,12.548,12.667,12.706,12.852,13.092,13.063,13.03,12.987,13.231,13.147,13.402,13.409,13.185,13.433,13.6,13.426,13.329,13.613,13.897,14.092,14.594,14.871,16.369,19.449,21.216,21.499,21.172,21.235,21.632,22.943,23.381,23.172,22.948,23.357,23.982,24.636,24.998,24.965,25.531,25.635,25.598,26.123,27.383,28.689,32.811,38.204,41.381,47.249,49.527,49.417,49.987,55.161,55.772,54.974,55.369,54.092,51.151,53.29,52.466,49.536,50.877,51.708,50.723,50.971,50.894,49.363,49.517,49.472,50.76,50.363,50.579,47.351,38.88,36.279,35.432,39.354,40.262,42.012,42.149,41.211,41.117,41.65,41.021,42.188,47.631,45.437,44.368,47.766,46.911,51.25,59.769,52.916,49.871,49.371,50.094,49.171,49.69,50.652,51.2,51.169,49.747,48.353,49.47,48.836,48.147,50.832,51.416,50.95,51.003,50.387,49.56,52.032,54.95,53.306,55.365,56.321,52.683,53.231,53.409,48.967,46.814,46.617,45.605,44.276,49.506,53.421,56.351,63.109,65.136,67.016,67.837,66.085,68.695,63.844,55.323,53.031,59.451,61.036,64.021,73.995,64.072,69.322,70.124,76.579,78.407,81.119,90.077,89.267,89.892,109.563,111.278,109.417,115.514,121.162,105.619,111.466,123.172,124.735,136.225,146.011,156.949,170.638,111.515,91.684,97.892,114.996,121.497,127.532,119.417,122.345,134.334,153.235,160.678,162.387,160.611
"21","12","    Other nondurable goods","DONGRG3",18.819,18.961,19.19,19.292,19.35,19.354,19.361,19.382,19.406,19.415,19.403,19.41,19.466,19.471,19.457,19.493,19.525,19.692,19.819,19.933,20.014,20.022,20.033,20.072,20.177,20.308,20.361,20.41,20.522,20.665,20.786,20.902,21.01,21.081,21.286,21.529,21.734,21.965,22.127,22.33,22.485,22.719,22.987,23.227,23.524,23.79,24.076,24.295,24.518,24.764,24.965,25.102,25.289,25.416,25.523,25.594,25.746,26.037,26.271,26.544,27.019,27.994,29.344,30.534,31.455,31.914,32.168,32.548,33.077,33.495,33.817,34.323,34.882,35.368,35.866,36.401,36.82,37.178,37.875,38.397,39.132,39.631,40.267,41.064,42.18,43.28,44.251,45.006,45.971,47.042,47.798,48.716,49.607,50.552,51.398,52.64,53.776,54.307,54.877,55.301,55.852,56.301,56.906,57.289,57.924,58.432,59.04,59.71,60.448,60.805,61.438,61.778,62.669,63.325,63.956,64.365,65.248,65.973,66.848,67.628,68.832,69.693,70.647,71.206,72.258,73.185,74.198,74.923,76.314,77.311,78.006,78.625,79.526,80.358,80.951,81.101,81.907,82.172,81.74,81.547,81.827,82.275,82.634,82.921,83.104,83.482,84.21,84.699,85.092,85.383,85.571,85.799,86.099,86.587,86.274,86.456,87.046,87.726,88.186,88.96,90.782,91.163,91.729,91.988,92.411,93.443,93.853,93.972,94.587,95.265,96.118,96.381,96.601,97.266,97.519,97.279,97.186,97.212,97.577,97.414,98.007,98.453,98.522,99.04,99.317,99.606,100.184,100.893,101.541,102.135,102.487,102.573,103.147,103.226,103.66,104.401,105.234,105.843,106.387,107.074,108.377,110.995,111.735,112.056,112.488,112.505,112.99,113.17,113.784,114.434,114.798,115.37
"22","13","Services","DSERRG3",13.067,13.162,13.286,13.402,13.462,13.536,13.626,13.697,13.732,13.793,13.859,13.918,14.001,14.069,14.121,14.166,14.232,14.273,14.32,14.395,14.465,14.538,14.611,14.676,14.738,14.8,14.875,14.969,15.064,15.203,15.343,15.495,15.601,15.714,15.836,15.986,16.177,16.37,16.559,16.761,16.976,17.207,17.437,17.679,17.918,18.167,18.393,18.664,18.916,19.166,19.435,19.618,19.833,19.997,20.194,20.383,20.553,20.877,21.24,21.639,22.084,22.607,23.132,23.642,24.181,24.583,25.039,25.533,25.956,26.292,26.758,27.218,27.756,28.305,28.852,29.318,29.884,30.484,31.055,31.687,32.133,32.965,33.747,34.556,35.416,36.289,37.225,38.278,39.31,40.104,40.978,41.828,42.581,43.235,44.098,44.921,45.598,45.997,46.819,47.304,47.908,48.634,49.211,49.633,50.314,50.784,51.312,51.786,52.551,53.141,53.635,54.171,54.615,55.054,55.684,56.284,57.037,57.758,58.521,59.176,59.942,60.568,61.108,61.742,62.547,63.504,64.261,64.919,65.62,66.182,66.92,67.603,68.4,68.982,69.492,70.068,70.528,71.125,71.567,71.956,72.451,72.915,73.466,73.967,74.548,75.145,75.632,76.136,76.548,77.138,77.779,78.428,79.013,79.588,80.066,80.58,80.992,81.468,81.908,82.388,82.844,83.245,83.694,84.252,85.052,85.411,86.057,86.75,87.703,88.27,88.548,89.167,89.713,90.461,91.179,91.85,92.551,93.386,94.057,94.75,95.509,96.314,97.178,97.752,98.706,99.521,100.304,101.469,102.173,103.001,103.849,104.635,105.758,106.52,107.34,108.307,109.211,110.386,111.204,111.536,111.715,111.964,112.463,113.269,113.758,114.38,114.682,115.037,115.574,116.26,116.852,117.367
"23","14","  Household consumption expenditures (for services)","DHCERG3",12.487,12.57,12.682,12.799,12.879,12.968,13.066,13.137,13.166,13.22,13.28,13.338,13.42,13.486,13.537,13.581,13.643,13.681,13.726,13.799,13.87,13.943,14.013,14.077,14.132,14.189,14.261,14.35,14.439,14.572,14.706,14.851,14.956,15.062,15.179,15.323,15.507,15.694,15.876,16.069,16.271,16.49,16.709,16.942,17.174,17.418,17.637,17.895,18.134,18.375,18.632,18.81,19.016,19.176,19.362,19.539,19.712,20.011,20.343,20.725,21.137,21.615,22.122,22.612,23.124,23.513,23.937,24.422,24.82,25.154,25.613,26.049,26.553,27.097,27.61,28.06,28.606,29.188,29.724,30.341,30.759,31.556,32.283,33.057,33.884,34.706,35.646,36.669,37.67,38.411,39.29,40.146,40.926,41.604,42.474,43.326,44.051,44.449,45.301,45.818,46.429,47.158,47.759,48.206,48.894,49.377,49.901,50.352,51.15,51.786,52.3,52.849,53.297,53.75,54.376,54.981,55.742,56.479,57.265,57.942,58.746,59.426,60.027,60.734,61.563,62.592,63.421,64.124,64.898,65.481,66.286,67.033,67.927,68.582,69.143,69.8,70.309,70.921,71.406,71.804,72.323,72.799,73.353,73.846,74.484,75.092,75.581,76.11,76.53,77.108,77.757,78.406,78.974,79.565,80.012,80.482,80.858,81.295,81.721,82.216,82.681,83.055,83.47,83.991,84.805,85.091,85.752,86.416,87.334,87.894,88.163,88.835,89.369,90.109,90.89,91.622,92.351,93.266,93.955,94.687,95.521,96.319,97.188,97.803,98.728,99.555,100.28,101.437,102.18,103.033,103.922,104.739,105.853,106.649,107.473,108.515,109.503,110.624,111.413,111.875,112.163,112.447,112.969,113.856,114.397,115.078,115.364,115.665,116.203,116.892,117.503,118.047
"24","15","    Housing and utilities","DHUTRG3",15.419,15.525,15.61,15.713,15.77,15.82,15.895,15.954,15.99,16.069,16.109,16.119,16.189,16.213,16.28,16.295,16.361,16.403,16.42,16.485,16.498,16.546,16.593,16.615,16.645,16.681,16.716,16.776,16.848,16.911,16.941,17.041,17.125,17.18,17.254,17.348,17.448,17.566,17.669,17.798,17.925,18.079,18.275,18.463,18.655,18.844,19.065,19.343,19.603,19.852,20.093,20.246,20.442,20.593,20.794,20.989,21.284,21.514,21.73,22.009,22.327,22.627,22.967,23.403,24.021,24.396,24.78,25.306,25.744,26.121,26.579,27.191,27.912,28.468,29.045,29.567,30.006,30.534,30.976,31.593,32.128,32.725,33.61,34.599,35.321,36.21,37.216,38.249,39.213,40.21,41.371,42.42,43.344,44.064,44.913,45.944,46.624,47.242,47.671,48.262,48.777,49.513,50.315,50.851,51.461,52.189,52.84,53.471,54.187,54.84,55.295,55.629,56.123,56.721,57.21,57.804,58.395,58.86,59.497,60.126,60.643,61.238,61.908,62.634,63.223,63.94,64.771,65.194,65.843,66.169,66.512,67.136,67.631,68.062,68.413,68.969,69.465,70.098,70.502,70.901,71.441,71.883,72.242,72.655,73.231,73.722,74.234,74.829,75.41,75.964,76.464,76.935,77.576,77.943,78.502,79.057,79.333,79.886,80.373,80.865,81.309,81.731,82.244,82.797,83.558,84.244,85.182,86.176,87.709,88.477,89.088,89.627,90.329,90.996,91.572,92.32,93.277,93.996,94.462,94.952,95.556,96.307,97.117,97.69,98.449,99.279,100.268,102.004,102.944,103.67,104.814,105.724,106.872,107.64,108.199,109.155,110.064,111.499,112.734,112.895,113.166,113.043,113.007,113.164,113.225,113.29,113.463,113.689,114.142,114.637,115.309,115.929
"25","16","    Health care","DHLCRG3",6.908,6.98,7.055,7.195,7.262,7.462,7.612,7.695,7.68,7.655,7.669,7.704,7.766,7.844,7.905,7.972,8.011,8.054,8.129,8.18,8.268,8.333,8.396,8.482,8.537,8.607,8.658,8.72,8.807,8.932,9.079,9.24,9.381,9.506,9.659,9.811,9.97,10.116,10.261,10.428,10.609,10.825,11.002,11.214,11.432,11.666,11.844,12.006,12.124,12.276,12.418,12.549,12.686,12.779,12.945,13.054,13.187,13.364,13.551,13.792,14.088,14.489,14.984,15.451,15.831,16.176,16.586,17.057,17.451,17.812,18.179,18.535,18.917,19.36,19.69,20.01,20.473,20.845,21.33,21.909,22.486,22.864,23.397,24.052,24.91,25.6,26.352,27.172,28.011,28.612,29.564,30.554,31.378,31.997,32.876,33.63,34.465,35.009,35.774,36.514,37.212,37.825,38.366,38.97,39.561,40.169,40.684,41.199,41.851,42.492,43.08,43.799,44.436,45.207,45.947,46.649,47.578,48.624,49.623,50.618,51.764,52.85,53.987,55.114,56.142,57.345,58.629,59.84,60.935,61.907,62.958,64.077,65.28,66.355,67.365,68.443,69.312,70.091,70.867,71.467,72.254,72.923,73.669,74.34,75.272,75.748,76.136,76.723,77.082,77.542,77.955,78.453,78.764,79.252,79.547,79.698,80.14,80.65,81.002,81.454,81.947,82.322,82.774,83.296,83.97,84.377,85.342,85.953,86.802,87.502,88.077,88.656,88.927,89.551,90.46,91.285,91.99,93.094,93.924,94.882,95.851,96.651,97.281,97.924,98.88,99.591,100.265,101.264,101.751,102.639,103.596,104.227,105.752,106.37,107.126,108.218,109.189,109.373,109.778,110.657,111.548,112.291,113.046,114.014,114.674,115.367,115.915,116.287,116.653,117.301,117.811,118.19
