"","Table 7#2#3B# Real Motor Vehicle Output, Quantity Indexes       ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13"
"1","[Index numbers, 2009=100]; Seasonally adjusted                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Quarterly data from 1967 To 1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published July 30, 2014     ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 8/6/2014 9:56:35 AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1967,1967,1967,1967,1968,1968,1968,1968,1969,1969
"8",NA,NA,NA,1,2,3,4,1,2,3,4,1,2
"9","1","      Motor vehicle output","A953RA3",39.228,41.701,40.889,41.364,48.128,50.701,49.029,50.881,51.763,47.384
"10","2","        Auto output","A133RA3",73.97,81.424,80.664,81.169,95.253,98.677,95.744,98.529,100.062,90.132
"11","3","        Truck output","A716RA3",17.891,16.72,15.706,16.248,18.222,20.586,19.637,21.076,21.594,20.988
"12","4","Final sales of domestic product","AB60RA3",36.765,39.578,38.596,36.844,42.407,42.521,44.578,44.528,46.305,44.691
"13","5","  Personal consumption expenditures","AB61RA3",28.669,31.543,30.444,29.44,33.717,34.119,36.28,35.613,36.397,35.423
"14","6","    New motor vehicles","AB67RA3",33.181,37.034,35.27,33.748,40.458,40.801,43.023,42.652,43.307,42.251
"15","7","      Autos","A136RA3",72.409,81.179,76.98,73.672,88.168,88.666,93.475,91.95,93.226,90.951
"16","8","      Light trucks (including utility vehicles)","B704RA3",3.17,3.247,3.361,3.204,3.963,4.197,4.441,4.983,5.168,5.044
"17","9","    Net purchases of used autos and used light trucks","W240RA3",24.14,24.734,25.455,25.778,23.608,24.337,27.042,25.197,26.662,25.628
"18","10","      Used autos","B137RA3",59.73,60.974,62.718,63.87,58.086,60.217,67.377,62.537,66.24,63.57
"19","11","      Used light trucks (including utility vehicles)","W241RA3",1.013,1.13,1.18,1.043,1.13,1.021,0.933,0.974,1.001,1.006
