"","Table 5#6#5B# Change in Private Inventories by Industry         ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"21","3","Mining, utilities, and construction","N541RC1","1,519.0","5,392.0","-1,272.0","-2,197.0","8,194.0","-3,090.0","5,883.0","1,335.0","3,748.0","16,650.0","-204.0","-11,016.0","-3,331.0","-2,743.0"
"22","4","Manufacturing","N150RC1","21,067.0","15,423.0","13,887.0","6,881.0","-23,506.0","-4,184.0","-7,422.0","5,731.0","21,046.0","17,661.0","16,736.0","-11,322.0","-30,389.0","21,420.0"
"23","5","  Durable goods industries","N624RC1","14,146.0","16,018.0","6,318.0","6,219.0","-19,514.0","-4,944.0","-4,796.0","3,983.0","16,585.0","12,134.0","12,007.0","-5,889.0","-34,188.0","18,382.0"
"24","6","  Nondurable goods industries","N625RC1","6,921.0","-595.0","7,569.0","662.0","-3,992.0","760.0","-2,626.0","1,748.0","4,461.0","5,527.0","4,729.0","-5,433.0","3,799.0","3,038.0"
"25","7","Wholesale trade","N658RC1","25,330.0","21,432.0","18,910.0","18,854.0","-12,336.0","-108.0","-588.0","19,767.0","18,129.0","13,689.0","4,795.0","1,751.0","-56,026.0","33,387.0"
"26","8","  Durable goods industries","N661RC1","17,252.0","17,021.0","14,072.0","13,524.0","-16,663.0","388.0","780.0","17,763.0","13,370.0","9,396.0","816.0","8,281.0","-52,667.0","19,595.0"
"27","9","  Nondurable goods industries","N664RC1","8,078.0","4,411.0","4,838.0","5,330.0","4,327.0","-496.0","-1,368.0","2,004.0","4,759.0","4,293.0","3,979.0","-6,530.0","-3,359.0","13,792.0"
"28","10","Retail trade","N153RC1","14,452.0","14,637.0","24,934.0","19,957.0","-10,317.0","23,044.0","16,900.0","23,189.0","4,618.0","10,814.0","4,078.0","-27,702.0","-33,844.0","11,198.0"
"29","11","  Motor vehicle and parts dealers","N631RC1","5,143.0","1,832.0","12,440.0","11,880.0","-9,329.0","17,295.0","12,804.0","7,406.0","-2,788.0","-368.0","2,862.0","-12,132.0","-13,254.0","6,042.0"
"30","12","  Food and beverage stores","N542RC1","344.0","942.0","1,529.0","-561.0","408.0","156.0","-1,192.0","398.0","-104.0","923.0","1,086.0","-354.0","-691.0","-236.0"
"31","13","  General merchandise stores","N543RC1","142.0","359.0","2,694.0","1,040.0","160.0","1,415.0","981.0","4,476.0","2,210.0","1,664.0","-204.0","-3,216.0","-3,323.0","2,874.0"
"32","14","  Other retail stores","N558RC1","8,823.0","11,504.0","8,271.0","7,598.0","-1,556.0","4,178.0","4,307.0","10,909.0","5,300.0","8,595.0","334.0","-12,000.0","-16,576.0","2,518.0"
"33","15","Other industries","N154RC1","5,301.0","5,570.0","7,085.0","12,446.0","-356.0","-1,140.0","1,511.0","6,082.0","2,295.0","4,743.0","4,425.0","5,543.0","-7,472.0","1,894.0"
"34",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","16","  Change in private inventories","A014RC1","70,999.0","63,719.0","60,816.0","54,544.0","-38,283.0","12,027.0","16,375.0","64,910.0","49,953.0","59,955.0","29,123.0","-41,114.0","-127,222.0","71,692.0"
"36","17","    Durable goods industries","N355RC1","39,993.0","39,305.0","37,401.0","35,578.0","-44,449.0","17,667.0","13,047.0","37,263.0","35,220.0","25,940.0","11,176.0","-25,724.0","-114,378.0","43,283.0"
"37","18","    Nondurable goods industries","N357RC1","31,006.0","24,414.0","23,415.0","18,966.0","6,165.0","-5,640.0","3,328.0","27,648.0","14,733.0","34,015.0","17,947.0","-15,390.0","-12,844.0","28,409.0"
"38","19","  Nonfarm industries","A015RC1","67,669.0","62,453.0","63,546.0","55,943.0","-38,320.0","14,524.0","16,283.0","56,103.0","49,836.0","63,558.0","29,829.0","-42,744.0","-131,062.0","65,156.0"
"39","20","    Nonfarm change in book value \1\","B016RC1","48,951.0","39,697.0","70,055.0","79,021.0","-55,372.0","18,508.0","32,637.0","109,311.0","97,965.0","101,503.0","91,363.0","4,618.0","-152,683.0","116,241.0"
"40","21","    Nonfarm inventory valuation adjustment \2\","B017RC1","18,718.0","22,756.0","-6,509.0","-23,078.0","17,052.0","-3,984.0","-16,354.0","-53,208.0","-48,129.0","-37,945.0","-61,534.0","-47,362.0","21,621.0","-51,085.0"
"41","22","  Wholesale trade","N658RC1","25,330.0","21,432.0","18,910.0","18,854.0","-12,336.0","-108.0","-588.0","19,767.0","18,129.0","13,689.0","4,795.0","1,751.0","-56,026.0","33,387.0"
"42","23","    Merchant wholesale trade","N151RC1","22,654.0","19,454.0","16,309.0","14,775.0","-8,044.0","516.0","-202.0","17,845.0","14,329.0","15,181.0","6,213.0","526.0","-45,154.0","21,810.0"
"43","24","      Durable goods industries","N626RC1","15,223.0","15,080.0","12,410.0","10,426.0","-13,312.0","-212.0","870.0","16,771.0","10,972.0","10,546.0","1,083.0","6,289.0","-42,110.0","13,535.0"
"44","25","      Nondurable goods industries","N627RC1","7,431.0","4,374.0","3,899.0","4,349.0","5,268.0","728.0","-1,072.0","1,074.0","3,357.0","4,635.0","5,130.0","-5,763.0","-3,044.0","8,275.0"
"45","26","    Nonmerchant wholesale trade","N152RC1","2,676.0","1,978.0","2,602.0","4,079.0","-4,291.0","-624.0","-386.0","1,922.0","3,800.0","-1,492.0","-1,418.0","1,226.0","-10,872.0","11,577.0"
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","1. This series is derived from the Census Bureau series ""current cost inventories.""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2. The inventory valuation adjustment (IVA) shown in this table differs from the IVA that",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","adjusts business incomes.  The IVA in this table reflects the mix of methods (such as",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","first-in, first-out and last-in, first-out) underlying inventories derived primarily from",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Census Bureau statistics (see footnote 1).  This mix differs from that underlying business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","income derived primarily from Internal Revenue Service statistics.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Note.  Estimates in this table are based on the North American Industry Classification",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","System (NAICS).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
