"","Table 1#7#6# Relation of Real Gross Domestic Product, Real Gross","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233","F234","F235","F236"
"11","3","Less: Income payments to the rest of the world","A655RX1",3.4,3.3,3.2,3.7,3.5,3.5,4.2,3.7,4.2,4.1,4.2,4.3,4.5,4.6,4.7,4.8,5.1,5.1,5,5,4.8,5.2,5.2,5.4,5.3,5.3,5.5,5.8,5.6,5.5,5.5,5.5,5.6,6.1,6.2,6.2,6.3,6.1,6.4,6.4,6.4,6.4,6.5,6.6,6.7,6.3,6.6,6.9,7.2,7.5,8,8.5,9.4,9.1,9,8.7,8.8,8.8,9.2,9.4,9,9.1,9.2,9.3,9.5,9.9,10.4,10.7,10.9,11.1,11.1,11.8,11.8,12.1,12.4,12.8,12.9,13.2,14.1,14.4,14.4,14.4,14.3,15,15.9,16.9,17.3,17.5,19.4,21.6,24.2,25.1,25.4,24.8,24.3,23.1,21.6,22.1,24,24.9,24.6,26.5,26.8,28.8,32.4,35.7,36.8,37.7,39.1,42.3,44.8,44.7,43.7,41.3,41.2,39.3,41.8,41.3,40.3,39.5,38.1,40.3,42.1,46,48.2,54.9,57.3,64.4,69.3,73.6,77.5,84.8,90.7,85.2,76.9,92.1,97.8,105.8,109.5,100.3,104.3,109.7,108.6,101.8,96.2,99.1,106.7,110.1,121.1,132.3,137.8,135,129.3,128,127.9,127.5,136,139.4,130.7,136.1,138.9,144.9,150.4,156.8,164.7,167.1,177.7,185.6,194.4,204.1,198.4,191.8,195,192,195.8,186.5,180.2,170.1,165.2,149.5,145.9,148.2,141.3,137.2,132.3,141.5,137.6,155.6,154.5,170,187,202.6,207,213.2,224.7,218.9,215.2,223.3,235.3,241.3,257.4,261.9,273.8,273.9,273.9,279.1,280.3,274.4,272.9,282.4,307,315.1,332.7,349.8,347.5,344.9,318.7,287.1,282.6,204.3,257.4,278.7,276.7,246.7,254.4,251.2,263.2,268,280.3,325.8,339.9,391,385.9
"12","4","Equals: Gross national product","A001RX1",1579.1,1577.7,1576.9,1600.4,1626.4,1655.5,1665.1,1669,1643.8,1638.6,1656.7,1638.9,1706.4,1757.5,1827.9,1860.9,1882.8,1916.5,1955,1959.2,1978.6,1980.1,1992.6,2057.4,2095.7,2112.2,2098.1,2065.2,2056,2057.8,2080.7,2123.2,2184.2,2219.5,2249,2261.3,2252.5,2269.9,2267.5,2302.3,2318.8,2314.4,2335.9,2307.9,2246,2259.3,2310.6,2363.3,2408.1,2471.1,2470.3,2479.8,2534.1,2521.8,2526.5,2494.9,2510.8,2556.7,2598.3,2651.4,2698.6,2729.7,2754.8,2764.5,2799.4,2833.3,2886.6,2909.6,2976.3,3009.6,3051.1,3057.5,3135.2,3178,3240,3315.7,3396.9,3408.7,3430.4,3458.9,3489,3488.5,3518.5,3544.1,3617.2,3678.7,3704.4,3719.6,3778,3787.7,3810,3792.1,3786.3,3794.3,3827.4,3784.5,3893.1,3916.4,3944.4,3957.1,4028.1,4122.1,4163.5,4231,4342.5,4394.6,4377.8,4419.5,4389.4,4399.1,4352.4,4329.3,4271.5,4302.8,4377.7,4441.7,4539.3,4574.6,4596.7,4630.4,4692.2,4782.3,4866.4,4860.4,4882.9,5064.7,5118.2,5191.9,5203.1,5214.9,5263.8,5278.6,5296.5,5185.5,5173,5255.6,5364.5,5319.8,5386.8,5327.3,5237.7,5272.8,5242.9,5245.3,5308.8,5430.9,5538,5652.4,5757.1,5855.5,5911.3,5953.2,5997.4,6050.8,6137.4,6188.2,6242.5,6257.3,6320.1,6342.8,6386.8,6461.8,6519.5,6635.4,6675,6756.2,6788.9,6880.9,6950.1,6993.9,7046.2,7071.4,7150,7169.9,7163.9,7137.1,7087,7119.1,7149.3,7191.8,7265.5,7334.5,7402.6,7485,7502.4,7532.8,7577.7,7661.5,7747.2,7843.7,7886.8,7979.2,8014.3,8032,8081,8152,8213.3,8337.6,8402.7,8507.6,8566,8707,8808.7,8868.1,8965.5,9022.2,9112.2,9255.2,9346.7,9429.1,9532.7,9710.4,9729,9885.3,9867.8,9941.6,9913.6,9949.8,9887.7,9983.1,10017.2,10068.9,10142.4,10178.4,10220.3,10330.8,10521.7,10663.3,10766.7,10818.7,10926.5,11020.1,11119.3
"13","5","Less: Consumption of fixed capital","A262RX1",141.2,139.5,138.5,137.9,137.2,137.5,138.5,139.4,138.8,138.8,138.9,138.8,139,139.9,141.4,143.6,144.9,145.6,146.2,147.6,150.5,152.2,153.5,155.7,157.7,160.3,162.8,164.2,166,168.2,169.8,171.2,172.6,174,176,177.6,178.9,180.1,181.8,183,183.7,185.1,187.3,190.3,191,193.8,195,194.6,192.9,193.7,194.8,196.6,199.8,201.8,203.7,205.2,206.5,207.9,209.4,210.8,212.1,213.8,215.9,218.3,221.7,224.1,226.3,228.5,229.6,231.9,234.3,237.2,240.1,243.4,246.9,250.7,255,259.2,263,266.6,269.2,271.9,274.7,277.7,280,283.3,287.1,291.7,296.8,300.6,304.2,307.6,310.6,313.6,315.1,316.7,318.4,320.1,322.7,325.2,329.8,350.4,337.2,341.5,346,358.4,357.6,361.9,364.7,371.7,375.9,381.1,383.5,384.5,384.2,385.5,390.2,395.4,398.5,403,408.5,414.6,416.7,422,429.4,435.8,442,447.7,453,461,466.7,466,473.2,478,480.8,485,488.5,492.8,496.2,500.7,505.6,511.3,515.7,523.9,522,526.5,537.6,539.6,547.9,557.4,565.7,573.8,583.1,590.5,601.1,606.6,604,608.8,614.7,621.3,630.3,636.6,641.9,649.4,653.9,659.1,663.8,671.4,678.1,684.5,710.5,717.5,710.1,718.6,728.7,738.8,750.5,754.9,758,766.1,759.2,762.5,842.8,773.7,793.4,792.6,808.2,807,893.7,822.5,833.3,844.5,859.8,873.6,885.2,905.6,904.7,914.8,926.8,939.4,953.8,969.4,986,1002.6,1016.5,1031.9,1049.2,1066.6,1083,1099.9,1132.2,1137.5,1158.1,1178.5,1198.1,1216.6,1234.9,1264.3,1325.9,1275.7,1282.7,1292.9,1302.7,1312.3,1320.8,1330.7,1341.3,1352.6,1352.6,1359.7,1470.6,1375.7,1384.8
"14","6","        Private","A024RX1",79.5,80.7,81.9,83.4,84.5,86.4,88.9,91.1,91.5,92.5,93.4,94.4,95.5,96.9,98.8,101.1,102.4,102.9,103,103.7,105.5,106.2,106.5,107.8,108.8,110.4,112.1,112.6,113.5,115.3,116.2,117.3,118.3,119.4,121.1,122.5,123.6,124.4,125.7,126.8,127.2,128.3,130.2,132.9,133.4,135.8,136.7,136.1,134.1,134.3,135.1,136.2,138.8,140.4,141.7,142.7,143.7,144.6,145.6,146.4,146.9,148.1,149.5,151.2,153.9,155.8,157.4,158.9,159.5,161.2,163.1,165.5,167.8,170.6,173.5,176.8,180.4,184,187,189.9,191.6,193.6,195.6,197.8,199.5,202.2,205.2,209.3,213.8,217.2,220.4,223.4,226.1,228.8,230.1,231.7,233.4,235.2,237.9,240.8,245.4,265.7,252.9,257.2,261.8,274,273.1,277.2,279.9,286.7,290.6,295.4,297.5,298.2,297.5,298.4,302.7,307.4,310.1,314.2,319.2,324.8,326.5,331.3,338.3,344.1,349.8,354.9,359.6,366.8,371.8,370.7,377,381.1,383.2,386.6,389.5,393.1,395.8,399.5,403.6,408.4,412,419.2,416.5,420,429.9,430.8,437.7,445.9,452.7,459.3,466.9,472.5,481.3,485,480.9,484,488,492.9,500.1,504.7,508.3,514.2,517.1,520.8,524,530,535.2,540,563.8,568.4,560.4,567.2,575.6,584.1,594.1,597.2,598.9,605.6,597.7,599.8,677.5,608.8,627.2,625.5,640.1,638.2,721.5,652.2,662.3,672.7,687.1,700.2,711,730.5,728.9,738.1,749.3,761.1,774.5,789,804.5,819.9,832.9,847.1,863.1,879.2,894,909.4,940.2,944.1,963.2,982.2,1000.4,1017.6,1034.6,1062.8,1117.1,1071.8,1077.5,1086.5,1095,1103.4,1110.5,1119.1,1128.3,1138.2,1137,1142.7,1253.1,1156.1,1163.9
"15","7","        Government","A264RX1",67.1,64,61.4,59,57,55,53.3,51.6,50.5,49.3,48.2,47,45.9,45.3,44.7,44.5,44.3,44.6,45.2,46,47.1,48.2,49.4,50.5,51.6,52.7,53.5,54.5,55.5,56,56.7,57,57.4,57.7,58,58.1,58.3,58.7,59.1,59.2,59.5,59.7,60,60.3,60.5,60.7,61,61.3,61.8,62.5,62.9,63.6,64.1,64.6,65.2,65.7,66,66.6,67.1,67.7,68.6,69.2,69.9,70.6,71.3,71.8,72.5,73.2,73.7,74.3,74.8,75.3,75.9,76.3,76.8,77.4,77.9,78.6,79.4,80.1,81,81.7,82.5,83.3,84.1,84.6,85.3,85.8,86.3,86.6,87,87.3,87.6,87.8,88,88,88,87.8,87.5,87.1,87,86.8,86.7,86.6,86.4,86.4,86.5,86.6,86.7,86.8,87.1,87.5,87.7,88.1,88.5,88.9,89.3,89.7,90.1,90.5,90.9,91.3,91.7,92.1,92.5,92.9,93.3,93.8,94.4,95,95.6,96.2,96.9,97.6,98.3,99,99.7,100.4,101.1,101.9,102.7,103.5,104.3,105.2,106.2,107.2,108.3,109.5,110.8,112.1,113.6,115.2,116.8,118.6,120.4,122.2,124.1,125.9,127.8,129.6,131.4,133.2,134.9,136.6,138.2,139.8,141.4,143,144.6,146.3,148,150.6,151.4,153.1,154.8,156.4,158,159.4,160.9,162.2,163.5,164.7,165.9,167,168,169,169.9,170.6,172.7,172,172.6,173.3,173.9,174.5,175.2,175.9,176.7,177.5,178.3,179,179.9,180.9,182,183,183.9,185,186.3,187.6,189.1,190.5,192,193.4,194.9,196.3,197.7,199,200.3,201.5,208.8,204,205.2,206.4,207.7,209,210.3,211.7,213,214.4,215.7,217,218.3,219.5,220.7
"16","8","          General government","A265RX1",62.9,59.8,57.2,54.9,53,51,49.3,47.7,46.5,45.4,44.3,43.1,42,41.3,40.7,40.4,40.3,40.5,41,41.8,42.9,43.9,44.9,46,47,48.1,48.9,49.8,50.7,51.1,51.8,52.1,52.4,52.6,52.9,53,53.1,53.4,53.8,53.9,54.1,54.3,54.5,54.7,54.9,55.1,55.3,55.6,56,56.6,57,57.5,58,58.4,58.9,59.3,59.6,60,60.4,61,61.8,62.3,62.9,63.5,64.1,64.6,65.2,65.8,66.3,66.8,67.2,67.6,68,68.4,68.8,69.3,69.7,70.3,70.9,71.5,72.3,73,73.7,74.4,75,75.4,76,76.4,76.7,77,77.3,77.5,77.6,77.7,77.8,77.7,77.6,77.4,77,76.5,76.3,76,75.8,75.5,75.2,75.1,75.1,75.1,75,75.1,75.2,75.4,75.5,75.8,76.1,76.4,76.7,76.9,77.2,77.5,77.8,78.1,78.4,78.7,79,79.3,79.6,80,80.4,80.9,81.3,81.8,82.4,82.9,83.5,84.1,84.6,85.1,85.7,86.3,86.9,87.6,88.3,89,89.8,90.7,91.6,92.7,93.8,95,96.2,97.6,99.1,100.6,102.2,103.9,105.5,107.1,108.8,110.5,112.1,113.7,115.2,116.7,118.1,119.6,121,122.4,123.8,125.3,126.7,128.2,129.8,131.3,132.7,134.1,135.4,136.7,137.9,139.1,140.1,141.1,142,142.9,143.7,144.4,145.1,145.6,146.1,146.6,147.1,147.5,148,148.5,149,149.5,150.1,150.7,151.3,151.9,152.6,153.4,154.3,155.1,155.9,156.7,157.7,158.8,160,161.1,162.3,163.5,164.7,165.8,167,168,169.2,170.4,171.5,172.5,173.5,174.5,175.6,176.6,177.8,178.9,180,181.1,182.2,183.3,184.4,185.4,186.4
"17","9","          Government enterprises","A266RX1",3,3,3.1,3.1,3.1,3.1,3.2,3.2,3.2,3.3,3.3,3.3,3.4,3.4,3.5,3.5,3.6,3.6,3.7,3.7,3.8,3.8,3.9,3.9,4,4,4,4.1,4.2,4.2,4.2,4.3,4.3,4.4,4.4,4.5,4.5,4.6,4.6,4.7,4.7,4.8,4.8,4.9,4.9,5,5.1,5.1,5.2,5.3,5.3,5.4,5.5,5.6,5.7,5.8,5.8,5.9,6,6.1,6.2,6.2,6.3,6.4,6.5,6.6,6.6,6.8,6.8,6.9,7,7.1,7.2,7.3,7.4,7.5,7.6,7.7,7.8,7.9,8.1,8.1,8.3,8.4,8.5,8.6,8.7,8.9,9,9.1,9.2,9.4,9.5,9.6,9.7,9.8,9.9,10,10.2,10.2,10.4,10.5,10.7,10.8,10.9,11.1,11.2,11.4,11.5,11.6,11.8,11.9,12.1,12.2,12.4,12.5,12.6,12.7,12.8,12.9,13,13.1,13.3,13.4,13.5,13.6,13.7,13.8,14,14.1,14.2,14.4,14.5,14.7,14.8,15,15.2,15.3,15.5,15.6,15.8,16,16.1,16.2,16.4,16.6,16.7,16.9,17,17.2,17.4,17.6,17.8,18,18.2,18.4,18.6,18.7,18.9,19.1,19.3,19.5,19.7,19.9,20,20.2,20.4,20.6,20.8,21,21.2,22.3,21.6,21.8,22,22.2,22.4,22.6,22.9,23.1,23.3,23.6,23.8,24,24.3,24.5,24.7,24.9,26.6,25.3,25.5,25.7,25.8,26,26.2,26.4,26.6,26.8,26.9,27.1,27.3,27.5,27.7,27.9,28.1,28.3,28.5,28.8,29.1,29.4,29.7,29.9,30.2,30.5,30.7,31,31,31.1,37.3,31.5,31.7,31.9,32.1,32.4,32.6,32.8,33,33.3,33.5,33.7,33.9,34.1,34.4
"18","10","Equals: Net national product","A027RX1",1446.6,1447.2,1447.7,1472.7,1500.3,1530,1538.4,1541.4,1516.1,1510.8,1529.3,1511.2,1580.5,1632.2,1702.8,1734.1,1755.1,1789,1828.1,1830.3,1846.6,1846,1857.1,1921.3,1958.1,1972,1954,1918.1,1906.3,1905.2,1926.7,1968.8,2030,2064.6,2092.6,2103.2,2092.2,2108.7,2103.8,2138.4,2154.4,2147.9,2167.4,2133.9,2068.7,2078.9,2130.5,2185.6,2234.3,2298.7,2296.3,2303.8,2355.6,2340.2,2342.4,2307.8,2322.5,2368.1,2409.2,2462.3,2509.3,2539.2,2562.5,2569.2,2600.9,2632.8,2684.8,2705.7,2773.1,2804.6,2844.3,2847.1,2923.5,2963.4,3023,3096.1,3174.3,3180.9,3198.5,3223.3,3251,3247,3274.3,3296.8,3369.2,3428.4,3450,3459.8,3513.3,3518.5,3536.9,3514,3504.3,3508.8,3541,3494.6,3604.3,3626.2,3651.8,3661.7,3728.9,3799.6,3859,3923.1,4032,4069.9,4053.7,4091.2,4056.6,4057.6,4004,3973.4,3910.3,3941.3,4019.2,4083.7,4178.5,4208.1,4226.8,4255.7,4312.3,4397.6,4481.9,4468.5,4481.7,4661.6,4708.6,4777.3,4781.8,4783.1,4826.3,4842.5,4851.2,4729.3,4712.6,4792.6,4900.8,4848.6,4913.5,4845.4,4745.4,4774.1,4737.2,4728.6,4797,4917.4,5013.5,5128.9,5226.2,5315.1,5361.9,5394.6,5428.3,5474.1,5549.6,5594.9,5653.8,5663.1,5720.2,5735.2,5769.2,5838.4,5891,6000.5,6035.6,6112.5,6140.1,6225,6287.5,6324.5,6346.8,6364.2,6453.3,6463.3,6445.3,6406.1,6341.6,6369.2,6396.3,6430.2,6512.8,6579.1,6557.9,6718.9,6714.5,6746.3,6774.3,6860.4,6851.5,7027.7,7059.3,7140.3,7159,7161.6,7198.7,7248.2,7311,7425.6,7478.4,7570.6,7614,7739.5,7824.3,7866.7,7950,7991,8063.6,8189.1,8264.1,8329.6,8400.6,8573.1,8570.8,8706.7,8669.7,8725,8678.8,8686.1,8563.9,8707.8,8735.1,8776.7,8840.5,8867.2,8900.6,9001,9180.7,9310.7,9413.2,9458.2,9462.1,9642.7,9732.7
"19",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","11","  Gross domestic income \1\","A261RX1",1565.1,1552,1552.5,1570.4,1611.6,1652.7,1656.1,1664.2,1629.6,1620.9,1632.5,1610,1673.8,1739.2,1811.9,1849.3,1856.9,1880.7,1912.5,1928.1,1944.8,1953.7,1966.8,2026.1,2063.2,2078.6,2067.1,2021.3,2026,2029.1,2046.6,2090.7,2146.6,2194.5,2220.1,2237.6,2239.5,2261.2,2258.9,2298.6,2302.4,2300.9,2312,2288.8,2238.4,2241.1,2281.2,2336.3,2390.2,2463.2,2443,2460,2516.1,2509.8,2506.8,2492.1,2496.7,2539.8,2577.7,2636.1,2674,2701.5,2726.1,2752.5,2780.9,2823,2859.2,2886.9,2936.1,2976.9,3019.7,3046.2,3114.4,3154.3,3198.8,3268.5,3338.9,3359.7,3381,3408.4,3425.3,3443,3478.8,3513.1,3566.1,3619.5,3664.8,3686.7,3723.5,3747.3,3774.1,3767.7,3739.5,3738.2,3770.5,3733.3,3813.2,3837.1,3867.8,3915.2,3968.5,4039.7,4089.8,4200,4277.5,4306.8,4312,4360.2,4322.4,4308.7,4289.9,4233.7,4183.3,4218,4307.4,4349.5,4438.8,4466.8,4496.7,4511.7,4559.4,4674.3,4764.4,4794.1,4817.9,4967.3,5001.1,5043.8,5089.5,5060.4,5069.4,5104.8,5124.6,5010.7,5036,5166,5210.6,5214.3,5297.7,5233,5188.6,5211.9,5190.5,5164.8,5220,5308.5,5386.3,5500.5,5656.9,5770.1,5836,5904.6,5957.7,5999.5,6064.1,6098.5,6161.3,6174.7,6206.3,6248.7,6307.6,6398.6,6489.3,6585.9,6662.2,6736.4,6791.6,6883.4,6925.4,6908.4,6938,6953,7008.5,7052.8,7049.7,7013.8,6988.6,7004.8,7020.5,7045.3,7149.3,7200.1,7237.8,7284.1,7288.7,7356.6,7370.3,7483.5,7564.1,7639.3,7707.3,7799.6,7836.9,7878.8,7963.1,8008.3,8076,8194.5,8271.1,8374.6,8455.1,8557.2,8697.4,8807.7,8901.3,9021.1,9158.6,9247,9363.2,9431.9,9534.5,9698,9868.5,9915.9,10000.7,9991.6,10040.9,10002.5,9940.4,9930.3,10053.2,10109.1,10097.3,10099.2,10146.8,10274.9,10438.4,10568.7,10638.7,10732.5,10835.4,11042.1,11152.5
"21","12","  Gross national income \2\","A023RX1",1573.8,1561.1,1561.5,1579.8,1621.9,1663.5,1667.1,1675.2,1640.1,1631.2,1642.5,1619.1,1683.3,1749.4,1824,1861.4,1868.4,1894,1926.4,1942.8,1958.7,1967.7,1980.4,2039.7,2076.5,2092.6,2079.8,2034,2039.7,2042.6,2060.3,2106,2162.2,2210,2235.7,2253.5,2257.2,2278.7,2276.6,2314.5,2320.8,2320.7,2331,2304.3,2254.2,2257,2296.5,2351.6,2405.4,2478.5,2459.4,2477.2,2532.7,2526.8,2524.6,2510.8,2516.3,2558.6,2597,2655.8,2693.5,2722.8,2747.6,2777.1,2804.4,2845.7,2882.2,2910.8,2961.9,3001.7,3045.2,3070.1,3141.5,3182.3,3224.8,3292.3,3363.4,3384.4,3405.1,3433.6,3450.2,3467.2,3505.4,3539,3592.6,3646.6,3692.8,3714.3,3751.3,3774.1,3799.9,3793.5,3765.8,3765.4,3797.5,3757.9,3842.3,3867.6,3895.5,3944.5,3998.9,4069.8,4122.2,4232.3,4314.7,4346.4,4357.7,4406.4,4376.4,4359.8,4336.4,4274.1,4217.3,4252.1,4344.1,4393.4,4481.2,4511.1,4541.3,4557.5,4611.6,4725.4,4815.1,4839.2,4870,5010.9,5048.7,5098.2,5145.2,5122.9,5143.7,5178.6,5199.7,5080.2,5101.5,5219.5,5267.5,5268,5354.7,5297,5249.2,5279.8,5248.2,5220.3,5274.9,5366.9,5446,5562.4,5714.2,5827.7,5893,5955.4,5998.1,6042.5,6099.7,6138.2,6196.4,6200,6234.6,6268,6329.3,6425.4,6515.3,6614.5,6698.1,6769.1,6821.2,6915.7,6957.4,6938.9,6971,6993.4,7046.3,7092.4,7082.7,7074.1,7034.7,7037.5,7049.1,7082.9,7186.5,7236.6,7270.9,7318.4,7331.4,7391.8,7412,7507.6,7596.3,7667.3,7734.7,7827.2,7877.5,7922.8,7991.1,8048.3,8120.2,8228.9,8301.2,8411.7,8485.1,8598.4,8732.5,8837.5,8930.6,9048,9171.9,9265.2,9394.5,9468.5,9564.9,9737.3,9901.8,9953.2,10031.9,10045.5,10078.8,10046.4,9957,10003.4,10077,10125.3,10122.5,10141.7,10182.7,10318.3,10487.1,10651.2,10707.9,10766.5,10870.9,11067.8,11183
"22","13","  Net domestic product","A362RX1",1438,1438.1,1438.7,1463.2,1489.8,1519,1527.4,1530.4,1505.6,1500.6,1519.4,1502.2,1570.8,1621.9,1690.7,1722.1,1743.5,1775.4,1814,1815.5,1832.6,1831.8,1843.3,1907.6,1944.7,1957.7,1941.1,1905.2,1892.5,1891.4,1912.7,1953.2,2014.1,2049,2076.7,2087,2074.4,2091,2085.7,2122.3,2135.8,2127.9,2148.1,2118.5,2052.9,2062.9,2114.9,2170.1,2218.9,2283.4,2279.8,2286.3,2338.8,2323,2324.4,2289,2302.6,2349.2,2389.8,2442.5,2489.7,2517.7,2540.7,2544.4,2577.2,2609.8,2661.5,2681.6,2746.9,2779.4,2818.4,2822.9,2896.2,2935.2,2996.6,3071.9,3149.4,3155.9,3174.1,3197.8,3225.7,3222.5,3247.3,3270.5,3342.3,3400.9,3421.7,3431.7,3485.2,3491.4,3510.9,3488.1,3477.7,3481.3,3513.8,3469.8,3574.9,3595.2,3623.7,3632.1,3698.1,3769.2,3826.2,3890.4,3994.3,4029.9,4007.1,4044.2,4001.6,4005.6,3956.6,3932.5,3876.1,3906.8,3981.8,4039.1,4135.3,4163.2,4181.4,4209.2,4259.2,4345.5,4430.4,4422.8,4428.7,4617.5,4660.4,4722,4725.1,4719.5,4750.2,4766.9,4774.2,4658.3,4645.6,4738.3,4842.9,4794,4855.5,4780.1,4683.6,4704.8,4678.5,4672.2,4741.2,4857.9,4952.9,5065.9,5168,5256.6,5304,5343.2,5387.5,5430.5,5513.7,5554.8,5618.4,5637.8,5691.8,5716,5747.5,5811.6,5865,5972,5999.6,6079.7,6110.6,6192.6,6255.5,6294,6313.7,6323.5,6415.2,6423.6,6412.1,6345.3,6295.2,6336.5,6367.9,6392.5,6475.4,6542.4,6524.7,6684.5,6671.6,6710.9,6732.5,6836.3,6819.3,6999.8,7032.1,7112.8,7118.3,7117.5,7170.6,7208,7266.8,7391,7448.2,7533.5,7584.1,7698.2,7789.3,7837.1,7920.7,7964.1,8050.2,8171,8232.9,8293,8370.1,8533.7,8537.6,8669.3,8638.5,8671.2,8640.8,8642.1,8547.2,8634.8,8711.2,8760.3,8815.3,8824.7,8864.9,8957.6,9132,9228.4,9344.1,9424.1,9426.4,9616.7,9701.9
"23","14","  Net domestic income \3\","W256RX1",1432.5,1421,1422.7,1441.9,1485.2,1527.3,1529.5,1536.8,1501.8,1492.8,1504.8,1481.7,1547.1,1613.5,1686.6,1722.6,1728.6,1752.2,1784.5,1798.5,1812,1819,1830.8,1889.3,1924.9,1937.5,1922.2,1873,1875.7,1875.6,1891.7,1935.5,1991.4,2039.3,2062.9,2078.9,2079.2,2100.1,2095.2,2135,2137.9,2134.6,2143,2114.7,2061.4,2060.6,2100.3,2158,2216.1,2291,2268.5,2283.6,2337.3,2328.1,2322.5,2305.4,2308.3,2351.1,2388.5,2446.9,2484.4,2510.5,2533.2,2557.3,2582.3,2622.6,2656.9,2682.8,2732.1,2771.2,2812.4,2835.9,2902.7,2939.6,2981,3047.9,3114.8,3130.8,3147.9,3171.7,3185.8,3200.5,3234,3265.3,3317,3367.8,3409.7,3426.4,3457.8,3477.4,3500.4,3489.6,3456.5,3451.4,3483,3442.4,3522.5,3545,3573.4,3619,3668,3715.2,3783.7,3891.6,3965.7,3980.1,3986.5,4030.7,3988.3,3965,3940.2,3875.4,3820.1,3854.3,3947.1,3989.2,4075.2,4097.5,4124.1,4133.8,4175.7,4286.6,4377.1,4400.7,4415.3,4561.7,4588.3,4624.8,4665.1,4624.2,4625.6,4663.2,4673.8,4549,4571.4,4700.8,4742.2,4740.1,4822.1,4748.6,4695.7,4712.1,4683.9,4646.2,4706.1,4791.8,4857.8,4973.1,5123.7,5228,5285.1,5345.5,5388.2,5421.9,5475.1,5503.5,5571.1,5579.1,5604.1,5639.3,5688.6,5774.2,5860.7,5950.6,6023.3,6092.8,6143.7,6228.2,6263,6237.7,6237,6243.9,6309.5,6344.7,6329.5,6281,6242,6253.5,6266,6281.9,6395.3,6443.2,6391.2,6515.7,6498.4,6568.2,6564.7,6680.6,6666.6,6821.3,6878.3,6959,6980,7007.1,7079.7,7103.2,7172.8,7281.5,7345.9,7436.9,7502.8,7588.9,7712.5,7806.3,7885.6,7989.9,8110.1,8181,8280.7,8332.4,8402.4,8560.6,8710.5,8737.4,8802.7,8775,8805.9,8738.4,8616.2,8655,8770.7,8816.5,8795.4,8788.2,8827.6,8945.3,9097.7,9216.4,9285.9,9372.3,9371.2,9664,9764.9
