"","Table 2#8#6# Real Personal Consumption Expenditures by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203"
"11","The Bureau of Economic Analysis (BEA) generally does not include estimates at ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","this level of precision in the published tables because the associated sampling ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","and nonsampling errors are larger than this implied level of precision. Compared ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","with the published aggregates, the million-dollar estimates ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","are generally not any more accurate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Line",NA,NA,"1999","1999","1999","1999","1999","1999","1999","1999","1999","1999","1999","1999","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2001","2001","2001","2001","2001","2001","2001","2001","2001","2001","2001","2001","2002","2002","2002","2002","2002","2002","2002","2002","2002","2002","2002","2002","2003","2003","2003","2003","2003","2003","2003","2003","2003","2003","2003","2003","2004","2004","2004","2004","2004","2004","2004","2004","2004","2004","2004","2004","2005","2005","2005","2005","2005","2005","2005","2005","2005","2005","2005","2005","2006","2006","2006","2006","2006","2006","2006","2006","2006","2006","2006","2006","2007","2007","2007","2007","2007","2007","2007","2007","2007","2007","2007","2007","2008","2008","2008","2008","2008","2008","2008","2008","2008","2008","2008","2008","2009","2009","2009","2009","2009","2009","2009","2009","2009","2009","2009","2009","2010","2010","2010","2010","2010","2010","2010","2010","2010","2010","2010","2010","2011","2011","2011","2011","2011","2011","2011","2011","2011","2011","2011","2011","2012","2012","2012","2012","2012","2012","2012","2012","2012","2012","2012","2012","2013","2013","2013","2013","2013","2013","2013","2013","2013","2013","2013","2013","2014","2014","2014","2014","2014","2014","2014","2014","2014","2014","2014","2014","2015","2015","2015","2015","2015","2015","2015","2015"
"19",NA,NA,NA,"1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8","9","10","11","12","1","2","3","4","5","6","7","8"
"20","1","    Personal consumption expenditures (PCE)","DPCERX1","7,581,988.0","7,620,036.0","7,654,051.0","7,697,835.0","7,731,553.0","7,765,196.0","7,778,750.0","7,820,894.0","7,858,175.0","7,874,804.0","7,911,907.0","8,015,722.0","7,988,532.0","8,065,251.0","8,110,795.0","8,101,606.0","8,138,970.0","8,156,006.0","8,160,620.0","8,203,847.0","8,269,363.0","8,265,838.0","8,272,492.0","8,314,869.0","8,314,441.0","8,326,328.0","8,317,441.0","8,318,730.0","8,351,418.0","8,352,135.0","8,368,848.0","8,412,678.0","8,332,216.0","8,531,940.0","8,489,860.0","8,475,597.0","8,502,356.0","8,537,567.0","8,533,815.0","8,577,646.0","8,542,951.0","8,583,781.0","8,633,641.0","8,645,813.0","8,604,676.0","8,638,557.0","8,665,263.0","8,719,239.0","8,727,273.0","8,684,857.0","8,725,450.0","8,779,627.0","8,798,463.0","8,850,430.0","8,896,087.0","8,976,421.0","8,945,652.0","8,967,426.0","9,026,001.0","9,033,016.0","9,071,466.0","9,089,273.0","9,128,506.0","9,135,873.0","9,184,593.0","9,145,937.0","9,207,276.0","9,226,151.0","9,295,577.0","9,309,518.0","9,322,996.0","9,380,997.0","9,379,835.0","9,412,320.0","9,435,511.0","9,510,371.0","9,463,236.0","9,560,746.0","9,620,799.0","9,586,053.0","9,548,848.0","9,573,374.0","9,625,386.0","9,665,257.0","9,701,071.0","9,733,564.0","9,753,040.0","9,771,060.0","9,781,855.0","9,790,160.0","9,836,027.0","9,813,747.0","9,864,545.0","9,911,254.0","9,927,500.0","9,976,472.0","9,983,784.0","9,990,307.0","9,997,878.0","10,018,826.0","10,030,329.0","10,024,656.0","10,047,134.0","10,080,667.0","10,079,672.0","10,067,271.0","10,093,027.0","10,085,096.0","10,074,671.0","10,045,252.0","10,062,976.0","10,079,540.0","10,084,102.0","10,070,180.0","10,028,823.0","10,026,435.0","9,960,032.0","9,915,582.0","9,896,460.0","9,842,129.0","9,884,201.0","9,846,152.0","9,822,143.0","9,806,635.0","9,811,389.0","9,801,108.0","9,833,279.0","9,933,442.0","9,830,870.0","9,849,502.0","9,848,141.0","9,896,771.0","9,881,683.0","9,911,324.0","9,960,059.0","9,972,673.0","10,001,339.0","10,021,156.0","10,027,369.0","10,074,814.0","10,087,066.0","10,136,787.0","10,175,160.0","10,186,435.0","10,201,167.0","10,209,985.0","10,240,217.0","10,235,211.0","10,229,472.0","10,248,346.0","10,277,219.0","10,271,585.0","10,297,898.0","10,326,835.0","10,313,340.0","10,310,154.0","10,354,374.0","10,398,032.0","10,384,659.0","10,399,456.0","10,400,175.0","10,390,260.0","10,422,160.0","10,405,938.0","10,444,258.0","10,426,859.0","10,454,260.0","10,478,495.0","10,504,861.0","10,519,199.0","10,530,468.0","10,530,133.0","10,556,219.0","10,576,500.0","10,584,609.0","10,582,005.0","10,629,954.0","10,650,993.0","10,702,488.0","10,717,588.0","10,662,305.0","10,732,195.0","10,779,648.0","10,804,701.0","10,813,497.0","10,860,805.0","10,868,899.0","10,938,330.0","10,948,607.0","10,996,022.0","11,042,802.0","11,060,992.0","11,067,795.0","11,071,541.0","11,104,376.0","11,135,149.0","11,196,533.0","11,205,120.0","11,237,067.0","11,286,590.0"
"21","2","Goods","DGDSRX1","2,369,201.0","2,399,548.0","2,412,047.0","2,427,792.0","2,453,985.0","2,467,724.0","2,459,916.0","2,480,677.0","2,495,732.0","2,490,095.0","2,503,677.0","2,570,088.0","2,528,971.0","2,566,911.0","2,581,423.0","2,566,064.0","2,579,480.0","2,572,203.0","2,571,646.0","2,594,638.0","2,631,878.0","2,623,213.0","2,612,685.0","2,629,894.0","2,624,110.0","2,640,699.0","2,619,326.0","2,620,534.0","2,641,765.0","2,642,915.0","2,651,446.0","2,679,263.0","2,631,050.0","2,785,258.0","2,750,567.0","2,712,794.0","2,731,686.0","2,751,104.0","2,744,998.0","2,768,177.0","2,728,201.0","2,764,362.0","2,793,172.0","2,809,415.0","2,762,357.0","2,768,228.0","2,789,782.0","2,830,641.0","2,820,264.0","2,790,180.0","2,824,719.0","2,853,924.0","2,860,546.0","2,902,217.0","2,921,941.0","2,982,866.0","2,955,578.0","2,956,983.0","2,998,474.0","2,985,721.0","2,998,652.0","2,998,327.0","3,041,439.0","3,021,715.0","3,059,029.0","3,007,607.0","3,048,403.0","3,054,728.0","3,094,987.0","3,088,651.0","3,086,427.0","3,123,087.0","3,127,815.0","3,143,156.0","3,138,635.0","3,196,919.0","3,134,746.0","3,201,847.0","3,242,415.0","3,194,072.0","3,149,992.0","3,174,542.0","3,199,826.0","3,221,957.0","3,265,021.0","3,262,105.0","3,259,515.0","3,272,576.0","3,259,374.0","3,271,583.0","3,298,403.0","3,275,815.0","3,309,217.0","3,328,299.0","3,334,828.0","3,373,609.0","3,366,502.0","3,357,200.0","3,366,741.0","3,367,738.0","3,388,349.0","3,372,856.0","3,385,700.0","3,387,472.0","3,403,822.0","3,394,492.0","3,399,089.0","3,391,195.0","3,367,450.0","3,324,681.0","3,354,042.0","3,360,111.0","3,367,240.0","3,353,809.0","3,315,532.0","3,325,801.0","3,248,352.0","3,205,289.0","3,191,107.0","3,160,097.0","3,205,496.0","3,193,396.0","3,167,502.0","3,155,866.0","3,176,485.0","3,168,314.0","3,197,943.0","3,285,658.0","3,185,068.0","3,198,321.0","3,215,146.0","3,232,136.0","3,221,965.0","3,234,702.0","3,284,267.0","3,280,939.0","3,285,169.0","3,297,996.0","3,296,706.0","3,326,101.0","3,334,582.0","3,371,228.0","3,385,158.0","3,385,000.0","3,401,414.0","3,402,439.0","3,410,725.0","3,409,470.0","3,387,970.0","3,397,303.0","3,406,218.0","3,394,944.0","3,415,321.0","3,446,210.0","3,436,238.0","3,433,068.0","3,465,716.0","3,486,073.0","3,488,573.0","3,493,610.0","3,492,810.0","3,483,016.0","3,501,366.0","3,508,759.0","3,530,431.0","3,512,596.0","3,530,940.0","3,557,270.0","3,585,642.0","3,591,503.0","3,580,946.0","3,579,388.0","3,602,787.0","3,608,184.0","3,622,027.0","3,604,717.0","3,633,946.0","3,634,809.0","3,652,537.0","3,656,809.0","3,607,797.0","3,664,196.0","3,703,033.0","3,711,556.0","3,708,388.0","3,734,037.0","3,737,345.0","3,772,762.0","3,755,361.0","3,772,724.0","3,804,803.0","3,802,035.0","3,798,418.0","3,783,067.0","3,829,655.0","3,827,819.0","3,872,230.0","3,864,853.0","3,892,486.0","3,922,606.0"
"22","3","  Durable goods","DDURRX1","652,136.0","667,397.0","672,542.0","683,048.0","696,223.0","708,063.0","706,477.0","713,106.0","717,779.0","712,188.0","716,470.0","734,309.0","750,167.0","770,528.0","762,972.0","745,330.0","750,525.0","745,607.0","746,182.0","756,897.0","776,453.0","768,985.0","762,792.0","763,541.0","766,484.0","787,856.0","778,730.0","765,680.0","775,155.0","790,205.0","782,020.0","800,710.0","775,070.0","883,465.0","852,501.0","818,309.0","832,465.0","847,389.0","843,049.0","866,468.0","832,442.0","848,748.0","875,313.0","893,013.0","854,027.0","846,183.0","854,640.0","885,309.0","872,515.0","850,219.0","871,323.0","894,406.0","902,457.0","916,248.0","929,156.0","962,725.0","942,204.0","944,719.0","965,506.0","960,197.0","959,188.0","972,866.0","985,983.0","976,205.0","1,003,355.0","966,941.0","995,519.0","991,204.0","1,017,312.0","1,007,943.0","1,007,346.0","1,031,230.0","1,017,577.0","1,024,756.0","1,036,424.0","1,068,753.0","1,022,937.0","1,074,405.0","1,114,046.0","1,057,632.0","1,030,313.0","1,020,980.0","1,039,806.0","1,055,726.0","1,088,159.0","1,074,275.0","1,081,611.0","1,083,180.0","1,071,430.0","1,085,845.0","1,100,524.0","1,082,333.0","1,102,369.0","1,102,976.0","1,105,431.0","1,120,410.0","1,122,935.0","1,120,423.0","1,122,752.0","1,129,165.0","1,149,478.0","1,136,113.0","1,136,559.0","1,151,167.0","1,164,971.0","1,162,431.0","1,157,406.0","1,146,544.0","1,134,878.0","1,117,176.0","1,115,413.0","1,117,316.0","1,124,644.0","1,115,023.0","1,087,315.0","1,105,086.0","1,061,708.0","1,015,289.0","1,010,609.0","994,364.0","1,025,200.0","1,006,324.0","994,305.0","986,129.0","1,006,815.0","1,014,754.0","1,034,005.0","1,110,451.0","1,007,209.0","1,015,754.0","1,037,807.0","1,041,066.0","1,028,349.0","1,030,803.0","1,076,336.0","1,072,172.0","1,075,582.0","1,081,146.0","1,088,500.0","1,094,575.0","1,098,209.0","1,127,157.0","1,126,191.0","1,128,880.0","1,136,604.0","1,136,173.0","1,152,547.0","1,144,046.0","1,131,670.0","1,126,945.0","1,144,254.0","1,139,864.0","1,161,733.0","1,181,203.0","1,177,462.0","1,185,867.0","1,203,634.0","1,216,845.0","1,221,019.0","1,224,598.0","1,220,840.0","1,220,873.0","1,230,123.0","1,236,642.0","1,259,951.0","1,242,364.0","1,268,298.0","1,289,291.0","1,293,105.0","1,300,002.0","1,287,784.0","1,294,240.0","1,300,374.0","1,307,781.0","1,310,864.0","1,311,776.0","1,311,041.0","1,319,398.0","1,333,353.0","1,321,029.0","1,299,175.0","1,331,509.0","1,368,990.0","1,367,767.0","1,375,285.0","1,388,663.0","1,390,265.0","1,413,899.0","1,403,223.0","1,410,496.0","1,432,423.0","1,427,511.0","1,427,176.0","1,418,464.0","1,445,685.0","1,449,289.0","1,470,132.0","1,455,347.0","1,474,086.0","1,491,171.0"
"23","4","  Nondurable goods","DNDGRX1","1,770,183.0","1,781,910.0","1,788,561.0","1,790,631.0","1,800,935.0","1,798,731.0","1,792,125.0","1,806,307.0","1,816,809.0","1,818,784.0","1,828,179.0","1,878,538.0","1,807,265.0","1,820,944.0","1,848,894.0","1,857,208.0","1,865,054.0","1,863,885.0","1,862,358.0","1,873,117.0","1,887,440.0","1,888,285.0","1,885,130.0","1,903,602.0","1,892,673.0","1,880,935.0","1,869,510.0","1,889,302.0","1,899,958.0","1,880,206.0","1,901,488.0","1,906,552.0","1,887,682.0","1,910,033.0","1,914,161.0","1,919,782.0","1,921,277.0","1,922,337.0","1,921,595.0","1,915,274.0","1,917,342.0","1,935,504.0","1,931,319.0","1,925,236.0","1,925,736.0","1,942,860.0","1,955,374.0","1,959,435.0","1,965,083.0","1,961,242.0","1,971,576.0","1,973,303.0","1,969,881.0","1,997,705.0","2,002,554.0","2,025,910.0","2,022,444.0","2,020,793.0","2,039,559.0","2,032,453.0","2,047,827.0","2,030,334.0","2,060,706.0","2,051,687.0","2,058,263.0","2,047,902.0","2,056,649.0","2,068,790.0","2,080,126.0","2,084,784.0","2,083,165.0","2,093,566.0","2,115,176.0","2,122,887.0","2,103,987.0","2,127,341.0","2,116,059.0","2,126,206.0","2,122,733.0","2,137,906.0","2,123,087.0","2,159,219.0","2,164,212.0","2,169,160.0","2,177,193.0","2,190,068.0","2,178,996.0","2,190,822.0","2,190,256.0","2,186,833.0","2,198,369.0","2,195,018.0","2,207,436.0","2,226,525.0","2,230,499.0","2,253,993.0","2,243,753.0","2,236,847.0","2,244,104.0","2,238,141.0","2,237,395.0","2,235,861.0","2,248,542.0","2,234,902.0","2,237,124.0","2,230,539.0","2,240,648.0","2,244,052.0","2,232,257.0","2,207,413.0","2,238,798.0","2,243,065.0","2,243,001.0","2,239,183.0","2,228,140.0","2,221,451.0","2,186,907.0","2,189,502.0","2,180,293.0","2,165,903.0","2,179,904.0","2,187,177.0","2,173,394.0","2,169,997.0","2,169,632.0","2,153,500.0","2,164,038.0","2,176,088.0","2,177,366.0","2,182,174.0","2,177,294.0","2,190,945.0","2,193,176.0","2,203,368.0","2,208,339.0","2,209,059.0","2,209,931.0","2,217,236.0","2,208,887.0","2,232,078.0","2,236,995.0","2,245,609.0","2,260,205.0","2,257,543.0","2,266,404.0","2,267,824.0","2,261,002.0","2,267,562.0","2,257,954.0","2,271,223.0","2,264,307.0","2,257,330.0","2,257,555.0","2,270,047.0","2,263,740.0","2,253,283.0","2,268,986.0","2,276,924.0","2,275,671.0","2,277,370.0","2,279,844.0","2,270,428.0","2,279,921.0","2,281,334.0","2,282,040.0","2,280,023.0","2,275,447.0","2,282,587.0","2,306,338.0","2,306,061.0","2,306,411.0","2,299,450.0","2,316,478.0","2,315,304.0","2,325,823.0","2,308,661.0","2,336,928.0","2,330,733.0","2,335,768.0","2,350,056.0","2,321,938.0","2,348,208.0","2,353,712.0","2,362,758.0","2,353,596.0","2,366,703.0","2,368,475.0","2,382,377.0","2,374,761.0","2,385,090.0","2,397,252.0","2,398,681.0","2,395,542.0","2,388,333.0","2,409,571.0","2,404,852.0","2,429,416.0","2,434,710.0","2,445,259.0","2,459,512.0"
