"","Table 1#9#4# Price Indexes for Net Value Added by Sector        ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"1","[Index numbers, 2009=100]                                                       ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1929 To 1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published November 1, 2013  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 10/31/2013 10:33:34 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969
"8","1","    Net domestic product","A362RG3",9.774,9.4,8.435,7.461,7.248,7.58,7.752,7.837,8.091,7.913,7.81,7.871,8.378,9.055,9.493,9.722,9.998,11.29,12.504,13.181,13.141,13.254,14.116,14.423,14.611,14.772,14.979,15.444,15.968,16.365,16.579,16.827,17.035,17.259,17.468,17.756,18.094,18.618,19.167,19.994,20.986
"9","2","Business \1\","A363RG3",13.1,12.568,11.118,9.71,9.54,10.092,10.354,10.43,10.78,10.463,10.315,10.425,11.201,12.115,12.826,12.972,13.035,13.923,15.576,16.512,16.336,16.436,17.615,17.914,18.054,18.166,18.331,18.887,19.502,19.867,20.053,20.282,20.453,20.661,20.803,21.046,21.375,21.914,22.493,23.379,24.459
"10","3","  Nonfarm \2\","A364RG3",12.65,12.346,11.276,10.07,9.779,10.113,10.149,10.164,10.464,10.393,10.382,10.35,10.959,11.587,12.088,12.233,12.248,12.945,14.377,15.336,15.459,15.552,16.47,16.913,17.255,17.44,17.689,18.272,18.871,19.154,19.441,19.679,19.853,20.043,20.211,20.482,20.754,21.233,21.902,22.752,23.781
