"","Table 1#17#6# Real Gross Domestic Product, Real Gross Domestic I","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"1","[Billions of chained (2009) dollars]                                                                                                                                                                                                                      ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1929 To 1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published September 26, 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 10/31/2013 10:34:24 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969
"8",NA,"Production in the United States:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","1","    Gross domestic product","A191RX1",1055.6,965.8,904.1,787.5,777.6,861.4,938.2,1059.6,1113.6,1076.7,1162.6,1265,1488.9,1770.3,2072,2237.5,2215.9,1959,1937.6,2018,2007,2181.9,2357.7,2453.7,2568.9,2554.4,2736.4,2794.7,2853.5,2832.6,3028.1,3105.8,3185.1,3379.9,3527.1,3730.5,3972.9,4234.9,4351.2,4564.7,4707.9
"10","2","    Gross domestic income","A261RX1",1048.2,970.5,895.5,784,770.7,856.6,941.2,1044.9,1114.2,1068.4,1146.6,1251.9,1485.3,1779.9,2090.8,2212.3,2178.8,1948.5,1915.5,2020,1994.3,2172.8,2334.5,2436.7,2544.1,2535.5,2722.9,2807.6,2855.9,2829,3027.1,3113.5,3190.6,3380.4,3535.5,3730.6,3968.8,4208.2,4333.9,4549.4,4700.5
"11","3","    Net domestic product \1\","A362RX1",962.9,869.5,806.7,690.6,683.1,770.6,848.5,970.6,1022.2,982.2,1069,1171.3,1394.3,1668.1,1953.7,2094,2052.2,1785.1,1765.9,1848.5,1834.3,2010.7,2183.5,2269.7,2373.1,2342.3,2517.3,2563.1,2608.8,2569.7,2760.8,2829.4,2896.5,3081.2,3213.8,3403.3,3629.4,3871.5,3961.6,4152.9,4271.2
"12","4","    Net domestic income \1\","W256RX1",955.4,874.2,797.9,687,676,765.7,851.6,955.5,1022.8,973.6,1052.5,1157.8,1390.6,1678.2,1973.1,2068.1,2013.9,1774.3,1743,1850.6,1821.1,2001.3,2159.4,2251.9,2347.3,2322.8,2503.2,2576.5,2611.2,2565.9,2760,2837.4,2902.3,3081.7,3222.5,3403.4,3625.1,3843.9,3943.8,4136.9,4263.6
"13",NA,"Production by labor and capital supplied by U.S. residents:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","5","    Gross national product","A001RX1",1065.9,975.5,912.1,794.1,783.3,866.7,944.3,1065,1120.6,1083.9,1170.2,1271.7,1497.6,1779.4,2081.2,2247.3,2224.7,1969.3,1950.6,2033.2,2021.1,2197.5,2376.4,2473.1,2587.7,2574.2,2758.4,2818.6,2878.5,2854.6,3050.8,3130.4,3211.9,3409.8,3559,3764.8,4008.8,4269.4,4386.7,4602.8,4745.2
"15","6","    Gross national income","A023RX1",1058.4,980.2,903.5,790.5,776.3,861.9,947.3,1050.3,1121.2,1075.6,1154.1,1258.6,1494,1789.1,2100,2222.2,2187.5,1958.8,1928.4,2035.3,2008.5,2188.3,2353.1,2455.8,2562.7,2555.4,2744.8,2831.5,2881,2850.9,3049.9,3138.1,3217.4,3410.3,3567.3,3765,4004.7,4242.7,4369.5,4587.3,4737.7
"16","7","    Net national product \1\","A027RX1",973.4,879.3,814.9,697.2,688.9,775.9,854.7,976.2,1029.4,989.5,1076.7,1178.1,1403.3,1677.6,1963.2,2104,2061.2,1795.6,1779.1,1864,1848.7,2026.6,2202.7,2289.5,2392.3,2362.6,2539.7,2587.5,2634.4,2592,2783.9,2854.4,2923.9,3111.8,3246.4,3438.4,3666.1,3906.6,3997.8,4191.7,4309.2
"17",NA,"Final expenditures by U.S. residents:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","8","    Gross domestic purchases","A712RX1",1076.8,988,926.8,809,799.7,883.5,969.9,1092.6,1143.3,1095.3,1182.7,1281.7,1520.4,1828.5,2160.9,2331.5,2293.9,1944.9,1901.8,2026.6,2013.7,2218.5,2379.9,2491.3,2625.7,2600.6,2787.2,2836.7,2889.9,2893.7,3093.6,3151.4,3230.8,3436.9,3579.5,3774.8,4033.8,4313.4,4441.6,4673.4,4821.8
"19","9","    Final sales to domestic purchasers \2\","A713RX1",1088.3,1017.8,960.9,854.6,829.9,905.7,970.2,1094.5,1135,1109.8,1190.8,1266.9,1490.3,1828.4,2189.4,2362.8,2331.7,1915.8,1930.3,2007.3,2052.5,2201.7,2348,2493,2635.5,2633.7,2782.5,2840.2,2908.9,2917.9,3095,3157.2,3238.9,3428.4,3574.8,3775.9,4012.3,4271,4420.7,4658.2,4807.6
"20",NA,"Purchasing power of income: \3\"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
