"","Table 5#8#4B# Price Indexes for Gross Government Fixed Investmen","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"1","[Index numbers, 2000=100]                                                                                                                                                                                                                                 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1997 To 2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published August 06, 2008   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 11/24/2008 7:42:44 AM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
"8","1","      Gross government fixed investment \1\","B782RG3",95.336,95.886,97.547,100,101.46,102.61,103.817,107.732,114.309,120.099,126.461
"9","2","        Federal","B787RG3",99.897,98.78,99.688,100,99.337,98.416,98.488,99.954,101.951,103.802,105.078
"10","3","          National defense","B788RG3",99.599,98.703,100.16,100,98.763,97.835,98.033,99.711,101.656,103.657,105.255
"11","4","          Nondefense","B798RG3",100.298,98.848,98.965,100,100.272,99.364,99.211,100.268,102.368,103.916,104.556
"12","5","        State and local","B799RG3",93.616,94.813,96.763,100,102.199,104.081,105.711,110.597,119.114,126.675,135.383
"13","6","Structures \2\","B760RG3",89.567,92.262,95.623,100,103.449,106.387,108.894,115.258,126.176,136.245,147.467
"14","7","  Federal","B801RG3",89.843,92.451,95.852,100,103.742,106.03,109.067,115.288,125.348,134.408,141.487
"15","8","    National defense","B808RG3",89.931,92.46,96.057,100,103.91,106.463,110.094,116.89,126.854,136.094,143.122
"16","9","      New","B814RG3",89.931,92.46,96.057,100,103.909,106.463,110.092,116.889,126.853,136.094,143.123
"17","10","        Residential","B816RG3",89.105,91.46,95.576,100,104.825,107.563,113.574,123.161,131.441,136.944,137.18
"18","11","        Industrial","B817RG3",88.563,92.129,95.696,100,103.084,106.288,109.213,116.192,125.572,135.889,144.238
"19","12","        Military facilities \3\","B818RG3",90.376,92.872,96.266,100,103.595,105.957,108.405,113.827,124.552,135.015,144.224
"20","13","      Net purchases of used structures","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","14","    Nondefense","B830RG3",89.777,92.427,95.735,100,103.647,105.8,108.553,114.465,124.592,133.556,140.686
"22","15","      New","B831RG3",89.92,92.574,95.924,100,103.388,105.642,108.398,114.375,124.201,133.108,140.251
"23","16","        Residential","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","17","        Office","W182RG3",88.645,91.411,95.976,100,102.951,105.364,108.461,115.812,127.262,140.499,148.171
"25","18","        Commercial","W183RG3",88.641,91.867,95.705,100,104.009,106.3,109.376,115.753,124.651,134.569,140.041
"26","19","        Health care","W184RG3",88.694,91.876,95.646,100,104.403,106.365,109.509,115.736,125.026,134.522,140.374
"27","20","        Educational","W185RG3",88.574,92.221,96.006,100,103.626,106.857,109.242,115.317,124.277,132.914,143.533
"28","21","        Public safety","W186RG3",88.672,91.862,95.813,100,104.308,106.324,109.437,115.576,125.065,134.323,140.568
"29","22","        Amusement and recreation","W187RG3",88.757,91.959,95.823,100,104.268,106.518,109.4,115.569,124.979,134.507,140.249
"30","23","        Transportation","W188RG3",90.255,92.026,95.154,100,103.645,106.368,108.163,113.425,128.392,143.576,161.971
"31","24","        Power","W189RG3",93.204,95.132,96.158,100,103.092,106.297,108.222,113.578,120.378,128.861,134.164
"32","25","        Highways and streets","W190RG3",90.042,91.907,95.259,100,103.606,106.37,108.209,112.653,129.048,141.506,162.233
"33","26","        Conservation and development","W191RG3",93.729,95.401,96.769,100,102.022,103.573,106.871,111.983,121.099,128.453,134.13
"34","27","        Other \4\","W192RG3",91.312,92.917,95.1,100,103.945,107.022,108.473,114.702,122.247,126.54,132.175
