"","Table 3#15#4# Price Indexes for Government Consumption Expenditu","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"1","[Index numbers, 2009=100]                                                       ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1959 To 1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published February 14, 2014 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 2/12/2014 3:56:58 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969
"8","1","      Government","B822RG3",11.883,12.022,12.244,12.479,12.782,13.115,13.47,14.006,14.486,15.264,16.157
"9","2","General public service","W575RG3",11.219,11.484,11.802,12.047,12.333,12.736,13.161,13.7,14.281,15.136,16.276
"10","3","National defense","B824RG3",14.338,14.442,14.58,14.768,15.162,15.587,15.992,16.554,16.948,17.793,18.687
"11","4","Public order and safety","W579RG3",8.255,8.501,8.794,8.999,9.232,9.366,9.656,10.098,10.692,11.428,12.251
"12","5","Economic affairs","W584RG3",12.068,11.982,12.171,12.467,12.704,12.983,13.272,13.786,14.199,14.925,15.761
"13","6","  Transportation","W589RG3",9.904,9.763,9.902,10.169,10.43,10.593,10.931,11.474,11.926,12.602,13.375
"14","7","  Space","W595RG3",20.006,20.322,20.544,20.808,21.059,21.48,21.615,21.979,22.323,23.017,24.029
"15","8","  Other economic affairs","W596RG3",14.157,14.197,14.475,14.799,14.948,15.498,15.783,16.406,16.785,17.715,18.668
"16","9","Housing and community services","W597RG3",11.261,11.379,11.524,11.687,11.814,11.914,12.19,12.607,13.003,13.657,14.534
"17","10","Health","W598RG3",15.556,15.631,16.141,16.464,16.798,17.077,17.567,18.318,18.963,20.033,21.337
"18","11","Recreation and culture","W599RG3",9.411,9.62,9.848,10.04,10.231,10.396,10.687,11.115,11.627,12.301,13.159
"19","12","Education","W600RG3",9.436,9.815,10.193,10.519,10.794,11.135,11.492,12.071,12.741,13.498,14.419
"20","13","Income security","W605RG3",9.86,10.146,10.479,10.718,10.979,11.258,11.593,12.041,12.583,13.374,14.306
"21","14","      Federal","B823RG3",14.707,14.814,15.004,15.224,15.606,16.086,16.482,17.039,17.418,18.291,19.221
"22","15","General public service","W611RG3",10.791,10.965,11.397,11.704,12.126,12.916,13.512,14.065,14.527,15.562,16.718
"23","16","National defense","B824RG3",14.338,14.442,14.58,14.768,15.162,15.587,15.992,16.554,16.948,17.793,18.687
"24","17","Public order and safety","W615RG3",12.205,12.441,13.059,13.378,13.784,14.516,15.067,15.623,15.944,16.999,18.015
"25","18","Economic affairs","W620RG3",17.731,17.746,18.137,18.542,18.756,19.405,19.637,20.151,20.402,21.331,22.341
"26","19","  Transportation","W625RG3",12.894,13.053,13.46,13.772,14.13,14.729,15.218,15.784,16.067,17.07,18.087
"27","20","  Space","W631RG3",20.006,20.322,20.544,20.808,21.059,21.48,21.615,21.979,22.323,23.017,24.029
"28","21","  Other economic affairs","W632RG3",17.624,17.565,17.96,18.433,18.565,19.543,19.808,20.624,20.668,21.893,22.926
"29","22","Housing and community services","W633RG3",18.424,18.776,19.407,19.83,20.304,21.113,21.744,22.473,23.014,24.448,25.982
"30","23","Health","W634RG3",13.731,13.98,14.582,14.867,15.221,15.885,16.364,16.862,17.119,18.079,19.132
"31","24","Recreation and culture","W635RG3",11.56,11.78,12.1,12.362,12.656,13.148,13.488,13.919,14.247,15.083,15.937
"32","25","Education","W636RG3",15.565,15.888,16.313,16.645,17.034,17.627,18.042,18.571,19.109,20.052,21.152
"33","26","Income security","W640RG3",11.689,11.915,12.31,12.578,12.888,13.447,13.842,14.287,14.63,15.527,16.462
"34","27","      State and local","B829RG3",9.877,10.062,10.333,10.602,10.847,11.058,11.392,11.937,12.543,13.276,14.18
"35","28","General public service","W646RG3",11.439,11.762,12.007,12.213,12.412,12.588,12.917,13.446,14.077,14.858,15.983
"36","29","Public order and safety","W650RG3",7.896,8.138,8.409,8.604,8.825,8.928,9.199,9.627,10.219,10.924,11.72
"37","30","Economic affairs","W655RG3",9.539,9.429,9.548,9.79,10.023,10.152,10.462,10.969,11.44,12.071,12.822
"38","31","  Transportation","W660RG3",9.492,9.328,9.443,9.701,9.949,10.075,10.396,10.926,11.383,12.022,12.761
"39","32","  Other economic affairs","W665RG3",9.849,10.03,10.177,10.329,10.489,10.633,10.898,11.309,11.851,12.453,13.269
"40","33","Housing and community services","W666RG3",11.049,11.162,11.295,11.451,11.563,11.633,11.897,12.305,12.699,13.331,14.188
"41","34","Health (net)","W671RG3",16.954,16.919,17.379,17.731,18.058,18.095,18.599,19.52,20.443,21.601,23.103
"42","35","  Gross expenditures","Y650RG3",9.119,9.378,9.632,9.828,10.043,10.172,10.458,10.915,11.483,12.177,13.022
"43","36","  Less: Sales to other sectors","Y651RG3",5.041,5.699,5.851,5.973,6.163,6.427,6.611,6.813,7.236,7.725,8.258
"44","37","Recreation and culture","W672RG3",9.045,9.25,9.465,9.645,9.818,9.93,10.213,10.639,11.178,11.824,12.681
"45","38","Education","W673RG3",9.378,9.758,10.135,10.46,10.734,11.073,11.429,12.009,12.684,13.44,14.36
"46","39","  Elementary and secondary","W674RG3",8.613,8.964,9.314,9.62,9.88,10.202,10.539,11.086,11.718,12.431,13.295
"47","40","  Higher","W675RG3",13.1,13.651,14.177,14.604,14.938,15.384,15.83,16.592,17.523,18.514,19.742
"48","41","  Libraries and other","W677RG3",10.618,10.908,11.218,11.453,11.668,11.855,12.154,12.624,13.127,13.757,14.584
"49","42","Income security","W678RG3",9.251,9.57,9.887,10.121,10.365,10.501,10.817,11.286,11.959,12.725,13.66
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Note. Government consumption expenditures and gross investment is net of sales to other sectors.  Thus, growth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
