"","Table 2#3#5# Personal Consumption Expenditures by Major Type of ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219","F220","F221","F222","F223","F224","F225","F226","F227","F228","F229","F230","F231","F232","F233","F234","F235","F236","F237","F238","F239","F240","F241","F242","F243","F244","F245","F246"
"24","16","    Electricity and gas","A175RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,7.5,7.7,7.9,8.2,8.3,8.3,8.5,8.5,9,8.8,9,9.3,9.3,9.5,9.7,10,9.6,10,9.9,10.2,10.3,10.5,10.6,10.6,10.9,10.9,11.1,11.2,11.5,11.6,11.7,11.7,12.3,12.2,12.6,12.9,12.7,13.1,13.4,13.8,13.6,14.2,14.6,14.9,15.1,15.6,15.8,16.4,16.8,17,17.4,17.7,18.5,18.8,20.1,19.6,20.1,20.9,21,21.2,23.6,25,26.3,27.3,29.4,30,30,31,31.6,33.3,36.9,37.8,36.4,39.6,40,41.9,43,42.9,44.3,47,47,47.2,50,53,55.8,59.4,61.8,59.1,65,66.3,68.9,73.6,73.3,73.3,76.4,76.8,81.4,84.6,86.6,83.4,87.7,87.1,87.8,93.5,87.6,89.7,92.2,88.6,89.4,89.8,89,88,92,92.4,91.2,94.9,94.5,97.4,98.2,99.6,97.9,99.6,107.1,95.7,101.8,103.4,103.2,104,110.7,108.5,106.4,104.4,108.4,108.9,113.8,114.5,114.8,121.7,121.6,122.1,124.3,119.6,116.6,116.1,121.5,126.9,124.3,131.6,130.6,125.4,130.1,129.7,129.8,129.1,136.8,128.1,134,133.4,123.5,127.4,130.3,135.6,129.2,128.6,138.7,145.4,160.6,168.9,157.3,154.3,146.2,146.5,153,151.3,159.1,164.4,168.3,167.2,169.2,173.2,173.3,174.4,180.8,185.4,188.7,203.9,216.9,208.8,206.6,211.3,212.7,220.6,223.5,222.4
"25","17","    Other household operation","A176RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,11,11.2,11.4,11.6,11.9,12.1,12.2,12.4,12.2,12.3,12.7,12.9,12.8,13,13.2,13.5,13.7,13.9,13.9,14,14.7,14.8,15,15,15.4,15.8,16.3,15.9,16.4,16.9,17.2,17.5,17.7,17.9,18.3,18.7,19.1,19.4,19.8,20.4,20.8,21.1,21.6,21.9,22.2,22.5,23.1,23.5,23.7,24.5,25.1,25.7,26.2,27.1,27.7,28.3,29.2,29.9,30.7,31.3,31.6,31.9,32.4,33.1,34.4,35.4,36.4,37.5,38.8,40.1,41,41.7,42.7,43.8,45.2,46.4,47.4,48.9,50,50.9,51.8,53.3,53.9,55.1,55.3,56.7,57.9,59.3,61.2,62.6,64.8,65.6,67.6,69.1,70.9,72.7,74,74.9,77,81.1,82.3,83.2,85,86.4,89.5,93.4,94.9,96.1,97.9,99.8,100.4,101.8,103.6,105.9,106.7,108.2,109.4,112.4,114,116.6,119.1,121.2,123.2,124.2,126.3,127.5,127,127.2,130,132.8,134.7,137.5,140.7,143.8,145.4,146.8,149.8,153.8,156.5,160.7,163.7,167.4,170.2,172.4,174.8,178.2,180.8,183.7,187.9,190.7,194.3,198.8,202.8,208.2,212.8,215.7,218.8,223.1,225.3,228.1,232.6,236.6,239.2,243.4,246.7,248.3,248.8,249.4,252.3,254.5,253.2,253.4,253.9,256.6,256.8,260,260.8,262.7,264.8,268.4,272.2,276.6,277,279.5,281.4,283.5,284.8,288,290.1,292.1,297,299.4,302.7,306.9
"26","18","  Transportation","A177RC1",5.3,5.3,5.2,5.2,5.4,5.5,5.8,6,5.8,5.9,5.8,5.7,5.7,5.9,6.1,6.3,6.7,7,7.1,7.2,7.2,7.3,7.5,7.6,7.9,8.1,8.1,8.1,8.1,8.1,8.2,8.3,8.5,8.6,8.7,8.8,8.9,9.1,9.2,9.4,9.7,9.7,9.8,9.6,9.5,9.7,9.9,10.2,10.1,10.4,10.8,11,11.1,11.1,11.2,11.3,11.4,11.6,11.7,11.9,12.1,12.3,12.3,12.5,12.6,12.8,13,13.2,13.5,13.6,13.9,14.1,14.2,14.5,14.9,15.2,15.4,15.8,16,16.6,17,17.2,17.6,18,18.6,19,19.5,20,20.6,21.3,21.9,22.7,23.3,23.6,24.4,24.9,25.5,26.4,27.4,28,28.8,29.3,29.8,30.4,31,31.5,31.7,32,32.4,33.5,34.6,35.7,36.6,36.9,38.2,39.8,41,42.2,42.9,43.8,46.1,47.7,49.7,51.2,52.4,53.6,52.8,54.9,51.4,60.4,63.9,63.9,62.4,61.9,64.8,71.8,74.5,71.5,68.1,67,69,70.3,74.4,78.1,80.3,73,86.8,84.3,85.2,92.9,97.5,97.3,103.7,102.6,108.8,103.1,108.8,109.7,111.7,114.1,116.9,119.5,122.8,124.2,127.7,131.3,135.7,138.9,140.9,142,142.4,142.9,146.1,148.2,148,148.5,144.5,143.8,145.8,147.1,152.3,155.2,159.3,163.9,167.1,170.2,174.5,178.9,184.1,188.6,192.7,196.9,199.8,205,210.7,215.2,218.8,223.4,228.8,235.1,240.1,243.9,247.6,251,254.9,258.1,261.2,263.7,269.7,274.4,279.1,282.4,286.8,290.9,292.5,294.7,297.4,296.1,290.7,287.1,287.7,289,287.7,289.4,293,295.3,299.2,301.6,303.5,306.4,309.4,313.5,317.2,322.1,326.7,331,334.7,338.4,342.5,346.8,349.6,355.1,361.9
"27","19","  Medical care","A494RC1",5.5,5.6,5.7,5.9,6.1,6.4,6.7,6.8,6.8,6.8,6.7,6.6,6.8,7.1,7.4,7.5,7.6,7.6,7.7,7.9,8.1,8.3,8.7,9,9.2,9.4,9.7,9.7,10,10.5,10.8,10.8,11.1,11,11.1,11.5,11.7,11.9,12.2,12.7,13,13.1,13.4,14,14,14.6,15.2,15.4,15.9,16.2,16.5,16.8,17.2,17.7,17.6,18.2,18.3,18.9,19.1,19.6,20.2,20.9,21.5,22.1,22.5,22.8,23.2,23.7,24.9,26,27,27.8,28.5,28.7,28.4,28.7,29.4,30.8,32.1,33.5,34,34.3,34.8,35.5,37.3,39.4,41.1,42.8,44.1,45.4,46.3,47.6,49.2,50.6,52.4,54.6,55.6,57.4,59.5,61.2,63,64.4,66.9,68.1,70.5,72.8,74.3,75.7,77.9,80.7,83.7,87,91,94.3,96,101,104,106.7,110.9,114.7,117.8,124,128.5,130.8,136.3,141.4,145,149.6,154.4,158.6,162.3,168.6,174.7,178.3,187.4,197.1,205.1,213.2,221.3,227.2,232.5,239.1,246.9,254.7,263.1,270.5,277.9,285.6,293.9,299.9,306.3,312.7,320.2,327.5,335.6,342.8,349,353.6,359.6,368,375.4,386.4,398.4,408.4,422.4,436.1,450.5,462.4,475.1,484.9,496.8,513,530.1,548.5,566.2,579.4,588.3,600.6,614.7,631.9,650.1,666.4,680.7,691.7,702.6,710.5,719.9,727.4,737.9,747.3,757.6,768.9,784.2,793.1,802,812,816.9,829.6,837,850.7,856,867.5,880.1,888.4,908.2,917.7,926.2,933.5,941.8,952.5,967.2,983.2,998.1,1017,1036.9,1055.2,1079.5,1101,1125.4,1149.4,1169.4,1193.4,1218,1244,1267.5,1290.1,1311.5,1333,1357.7,1383.4,1409.3,1431.5,1454.8,1477,1503.9,1534.8,1558.3,1578.6,1596.1,1617.9,1656.9,1674.6,1696.6
"28","20","  Recreation","A490RC1",3.9,3.8,3.8,3.7,3.7,3.8,3.8,3.9,3.9,3.8,3.8,3.8,3.8,3.9,3.9,3.9,4,4,4.1,4,4.1,4.2,4.3,4.4,4.4,4.5,4.5,4.5,4.6,4.7,4.9,5,5.2,5.2,5.1,5.2,5.3,5.5,5.8,5.8,5.5,5.7,5.6,5.7,5.9,5.8,5.8,5.8,6.1,6.3,6.5,6.7,6.8,6.9,7,7.1,7.2,7.4,7.5,7.7,7.8,8.1,8,8.1,8.3,8.4,8.8,8.6,9,9,9.1,9.4,9.5,9.5,9.6,9.8,9.9,10.3,10.6,11,11.1,10.9,11.5,10.9,11.8,12.3,12.7,13.1,13.4,13.8,13.8,14.1,14.7,14.9,15.2,15.5,15.8,16.1,16.4,17,17.1,17.4,17.7,18.2,18.9,19.6,19.9,20.5,21.1,22,23,24.1,24.8,24.9,25.5,26.4,27,27.7,29,29.8,30.1,30.9,31.9,32.8,33.5,34.1,35.3,36,37.1,38.3,39.4,40.2,41.5,42.6,44.1,46.2,47.9,49.9,51.7,52.8,54.7,56,57.7,59,60.8,63.1,64.5,66.1,67.3,68.7,70.6,72.4,74.8,77,78.5,80.6,82,82.7,83.9,86.1,87.5,88.8,90.6,93,96.4,100.5,103.9,107.7,111,113.2,115.8,117,121,124.8,127.8,130.1,129.8,131.7,133.6,136.5,141.7,145,147.9,151.8,155.2,158.6,163,164.7,167.2,169.8,173.1,175.5,180.5,186.4,190.1,194.7,196.8,200.6,205.3,207.2,211.6,214.5,215.9,218.2,224.3,226.6,230.9,235.3,239.5,246,252.4,256.5,260.7,266.1,271.8,274.4,280.5,282.6,284.9,288.6,292.3,297,300.3,306.6,309.6,315,320.3,325.9,334.4,340,344.7,348.1,352.8,355.5,360.4,366.5,371.1,375.7,384.4,392.8,395.3,400.2,404.6
"29","21","  Other","A178RC1",12.4,12.4,12.5,12.7,13,13.4,13.8,14,14,14.1,14,14,14.3,14.8,15.3,15.5,15.9,16,16,16.2,16.5,16.8,17.2,17.7,18.1,18.5,18.8,18.8,19.2,19.8,20.4,20.6,21.2,21.4,21.7,22.5,23,23.4,23.9,24.7,25.1,25.1,25.4,26.1,26,26.7,27.5,27.9,28.6,29.1,29.6,30.4,30.8,31.4,31.4,31.7,32.2,33.5,33.4,34.2,34.4,35.3,35.1,35.2,34.8,36.2,37.4,39,39.5,40,40.8,41.4,42.1,43.1,44.8,46.7,47.9,48.3,48.4,49.1,50.5,52.2,54,55.1,55.3,57.4,58.5,59.4,60.4,62.1,63.6,65.6,66.9,68.1,69.8,70.5,72.2,73.4,74.3,76.1,79,80.3,81.4,84.8,84.8,86.9,89.1,91,92.5,96.2,98.3,101.3,105.2,108,111.4,114.1,117.6,117.9,120.3,124.5,128,130,133.9,139.4,144.7,151.1,155.2,156.1,160.4,164.4,167.6,172.2,177.9,179.7,185.7,191.8,191.4,194.4,198.7,202.5,205.7,212.3,220.9,236.2,248.4,260.3,265.3,272.3,273.5,276.5,284.9,293.6,308,317.4,322.3,331.5,338.6,345.4,352.7,362.9,377.3,377,381.7,388.9,400.5,405.5,413,418.4,425.7,431.4,434.9,439.3,446.3,462,468.4,467.2,479.4,487,493.4,502.5,522.2,528.2,541.6,550,555.1,566,574.6,583.7,589.1,589,602.4,606.1,610.3,621.3,625.2,633.4,652.6,660.2,677.9,679.8,699.5,712.5,731.8,745.8,763.9,780,801.8,816.3,831.3,851.5,866.6,893.5,941.4,937.3,948.2,956.9,960.9,981.2,977,1003.7,1007.9,1017.8,1031.2,1033.8,1040.8,1054.6,1073.2,1087.6,1117.2,1138.3,1155,1177.9,1186.2,1198.1,1223.7,1241.6,1261.4,1288.4,1300.5,1330.7,1350.1,1365,1387
"30",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","22","  Energy goods and services \1\","BA02RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.6,22.8,23,23.5,23.7,24.2,24.3,24.5,24.3,24.7,24.6,24.8,25.4,25.6,25.6,26.6,27.2,26.4,26.9,26.9,27.5,27.8,28.5,28.7,28.9,29.9,30.4,31,31.1,32,32.6,33.1,33.2,34.1,34.1,35,35.9,35.7,36.6,36.9,38.1,38.7,39.4,40.2,40.8,41.2,42,42.7,43.9,44.3,44.8,45.6,46.1,46.9,48.4,51.5,52.2,53.7,55.3,58.2,60.6,67.9,70.8,72.8,73,76.4,79.6,80.2,82.3,83.3,86.7,93.2,94.6,93.9,97.7,99.6,102.3,103.7,104.3,108.3,116,122.2,133.5,141.8,154.8,159,160.6,164.1,172.8,179.6,179.1,182.5,185.8,179.6,182.2,183.4,180,187,194.2,195.1,191.7,197.5,194.3,196.2,201.9,199.3,201,203.9,195.4,179.1,174.8,173,179.9,188.4,190.5,191.1,193.5,194.3,198.4,198.8,203.1,214.1,210.3,218.4,212,215.5,228.7,244.2,228.5,230,228,226.5,224.1,232.2,235.4,242.4,242.8,240.9,246.4,248.7,249.2,248.8,251.7,248.9,250.5,257.1,259.4,255,270.6,278.4,268.9,278.8,281.9,274.2,275.7,284.6,266.4,266.8,265.5,255.9,258.1,276.8,290,296.8,311.4,327.2,339.1,361.4,366.6,356.2,340.3,311.9,305.9,334.3,335.8,349.1,382.6,367.2,379.5,378.3,401.7,423.6,425.3,449.9,451.4,471.9,535.2,543.8,526.6,569.9,584.4,519,541.5,597,588.6
"32","23","  Personal consumption expenditures excluding food and energy","BA03RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207.8,213.2,217.1,218,221.8,225.6,226.1,227.2,227,231.4,234.7,241.1,244.9,250,252.9,257.9,260.5,265,270.4,274.4,281.7,287.7,294.2,295.5,304.6,308.4,314.9,324.2,332.3,335,342.4,347.7,350.9,359,365.2,369.7,383.5,394.5,406.6,413.5,422.6,431.1,438.5,446.3,452.1,459.1,468.2,472.6,490.1,501.5,512.7,525.9,540.1,552.7,566.6,584.6,603.6,614.1,623.2,631,640.9,658.2,676.4,678.9,700.5,720.3,745.1,769.5,795.8,810.3,831.2,854.8,880.8,904.8,930.9,961.6,982.1,1028.5,1049.7,1077.1,1094.1,1122.5,1158.1,1181.9,1207.8,1201.6,1250.9,1305.7,1344.1,1363.9,1400.5,1407.7,1438.8,1464.2,1503.5,1558.2,1599.3,1650.1,1706.5,1755,1796.9,1843.7,1878.8,1924.4,1984.7,2025.4,2088.5,2106.2,2150.1,2194.1,2265.7,2298.6,2321,2373.9,2434.1,2461.2,2530,2575.2,2623.5,2686.8,2728.9,2774.2,2824.5,2854,2927.5,2965.2,3005.6,3013.8,3036,3078.7,3126.1,3160.3,3251.2,3299.4,3362,3417.1,3455.6,3517.1,3568.1,3624.6,3689.1,3736.1,3800.5,3866.6,3894.7,3950.3,4008.7,4064.1,4117.4,4188,4246,4304.6,4375.8,4419.7,4512.9,4580.1,4654.5,4742.9,4823.7,4923,4990.9,5094.2,5171.7,5258.9,5395.6,5438.8,5512.8,5570.6,5635.4,5699.4,5745.3,5893.4,5931.1,5988.5,6058.4,6092.4,6138.7,6227.5,6346.5,6410.3,6517.9,6607.3,6702.8,6802.6,6884.3,6986.2,7081.4,7141.8,7271.7,7368.1,7458.2,7563.1,7686.7,7754.2,7853.1
"33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","1. Consists of gasoline, fuel oil, and other energy goods and of electricity and gas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
