"","Table 1#1#6D# Real Gross Domestic Product, Chained (1992) Dollar","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24"
"1","[Billions of chained (1992) dollars]                                                                                                                                                                                                                      ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1982 To 2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published August 05, 2014   ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 5/28/2015 12:36:20 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002
"8","1","    Gross domestic product","A191DX1",4580.8,4793,5141,5358.9,5547.1,5739.1,5980.3,6200.5,6319.5,6314.8,6539.3,6718.9,6990.1,7180.2,7452.8,7787.2,8133.7,8514.8,8863.2,8949.7,9109.6
"9","2","Personal consumption expenditures","DPCEDX1",2937.2,3104.7,3268.4,3440.2,3584.7,3706,3861,3973.7,4055.6,4064.9,4215.7,4362.1,4531.3,4666.8,4829.8,5011.6,5279.6,5559.3,5841.5,5993.1,6147.6
"10","3","  Goods","DGDSDX1",1120.1,1191.4,1277.2,1344.4,1419.6,1445.2,1498.8,1536.7,1546.2,1515.5,1563.3,1628.2,1714.1,1765.3,1844.3,1932.3,2061.4,2223.8,2338.9,2409.7,2503.3
"11","4","    Durable goods","DDURDX1",294.1,336.1,384.1,422.5,463,472.1,499.1,510.1,507.9,480.5,508.1,546.2,589.7,613,658.7,712.5,798.6,901,978.5,1029.7,1105.2
"12","5","    Nondurable goods","DNDGDX1",834.3,861.5,897.1,924.2,957.1,973.6,999.2,1026.1,1038.1,1035.1,1055.2,1082,1124.2,1152,1185.3,1220.2,1265.6,1329.4,1371.9,1395.7,1421.6
"13","6","  Services","DSERDX1",1820.5,1915.3,1989.3,2093.8,2161.2,2258.4,2360,2435.1,2508.3,2549.3,2652.4,2734,2818.1,2902.4,2987.6,3083.1,3225,3349.9,3518.1,3600.8,3668.2
"14","7","Gross private domestic investment","A006DX1",679.1,742.4,945.1,944.5,946,972.8,996.9,1037.2,1010.5,943.9,1013,1094,1223.7,1263.2,1373.9,1530.5,1676.6,1817.5,1935,1817.6,1806.8
"15","8","  Fixed investment","A007DX1",702.4,755.2,877.5,925.8,942.6,948.4,979.7,1010.7,996.2,944.9,996.7,1073.1,1160.9,1231.9,1341.1,1456.6,1605.6,1747.4,1868.7,1839.5,1775.8
"16","9","    Nonresidential","A008DX1",549.4,546.9,638.1,680.2,668.5,669.1,702.6,742.3,750.4,720.9,741.9,797.5,860.5,943.9,1029.8,1140.6,1263.3,1385.9,1512.1,1476.1,1374.7
"17","10","      Structures","B009DX1",210.7,188,214.2,229.4,204.3,198.4,199.7,203.6,206.6,183.6,172.6,172.1,175.3,186.4,197,211.4,222.3,222.5,239.9,236.3,194.5
"18","11","      Equipment","Y033DX1",256.8,268.7,320.8,338.4,342.3,343.6,366.2,385.6,377.6,360.3,381.7,430.2,482.9,541.3,592.8,658.7,745.2,838.1,919.7,880.1,832.5
"19","12","      Intellectual property products","Y001DX1",86.2,93.1,105.8,115.3,123.3,128.2,137.3,153.4,166.3,177,187.7,195.6,203.5,218.3,242.9,274.6,304.2,342.1,372.6,374.3,372.5
"20","13","    Residential","A011DX1",146.6,208.1,238.9,244.3,274.6,280,277.6,268.6,245.8,223.9,254.7,275.6,300.3,290.1,313.8,321.4,349.2,371.1,373.6,376.9,399.8
"21","14","  Change in private inventories","A014DX1",-18.2,-7.2,72,23.2,7.6,30.5,20,27.9,15.1,-1.6,16.3,20.2,63.3,29,28.4,71.2,66.3,63.3,55.6,-38.8,18.9
"22","15","Net exports of goods and services","A019DX1",-21.7,-70.5,-135.3,-154.1,-170.1,-162.5,-120.6,-93.1,-69.7,-32,-34.7,-71.7,-100.5,-92.3,-104.4,-131.6,-235.9,-332.7,-420.4,-441.1,-512.2
"23","16","  Exports","A020DX1",302.7,294.9,318.9,329.6,354.9,393.6,457.4,510.3,555.3,592,633.1,653.8,711.6,784.7,848.9,950.1,972.3,998,1083.5,1020.2,1002.6
"24","17","    Goods","A253DX1",219.6,212.5,227.6,235.6,248.3,278.5,328,365.5,396.8,423.4,455.3,470.1,515.1,575.1,626.3,717,732.6,763.2,840.4,788.7,761.7
"25","18","    Services","A646DX1",81.9,81.7,91.4,93.9,107.4,115.5,129.3,144.8,158.6,168.7,177.7,183.7,196.5,209.8,223,234.7,241.2,237.9,249,236.5,242.9
"26","19","  Imports","A021DX1",324.4,365.3,454.2,483.7,525,556.1,577.9,603.4,625,624,667.8,725.5,812.1,877,953.3,1081.7,1208.2,1330.7,1503.9,1461.2,1514.8
"27","20","    Goods","A255DX1",256.7,291.6,362.1,384.7,424.2,443.8,461.8,481.7,495.7,498,544.9,599.5,679.5,740.7,810.2,926.9,1036.7,1169.5,1322.6,1279.9,1327.8
"28","21","    Services","B656DX1",68.3,73.8,92.3,99.3,100.4,112.3,116.1,121.7,129.6,126.3,122.9,126.1,132.9,136.9,144,156.5,173.6,168.3,189.5,188.3,194.4
"29","22","Government consumption expenditures and gross investment","A822DX1",986.1,1023.9,1060.6,1132.4,1194.1,1229.3,1245.9,1281.7,1322.9,1338.7,1345.4,1334.2,1335.5,1342.6,1355.5,1381,1409.8,1458.1,1485.8,1541.8,1609.2
"30","23","  Federal","A823DX1",445.2,474.2,490,528.8,559.9,581,573.4,582.9,595.3,595.2,586.6,566.1,546.1,531.7,525.5,521.3,516.8,527.1,528.6,549.4,588.8
"31","24","    National defense","A824DX1",310.8,333.3,350.8,381.6,408.1,428.8,427.7,426.7,427.8,423.6,404.7,384.3,365.6,351.1,345.6,336.2,329.2,334.3,331.2,342.7,366.8
"32","25","    Nondefense","A825DX1",134.9,141.3,139.4,147.4,152,152.3,145.8,156.3,167.6,171.7,181.9,181.8,180.3,180.4,179.5,184.5,186.9,192,196.5,205.7,220.9
"33","26","  State and local","A829DX1",542.6,549.7,570.8,603,633.3,647.1,672,698.6,727.4,743.4,758.8,768,789.3,810.8,829.9,859.5,892.5,930.3,956.1,991.4,1020.2
"34","27","Residual","A960DX1",-15,-23.7,-6.8,-9.7,-10.8,-11.8,-3.7,1.6,0.9,0.2,0,0.7,-1.6,-1.9,-3.8,-14.4,-14.8,-22.5,-27.8,-2.1,6.1
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Note. Chained (1992) dollar series are calculated as the product of the chain-type quantity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","index rebased with the reference year 1992 equal to 100 and of the 1992 current-dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","value of the corresponding series, divided by 100.  Because the formula for the chain-type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","quantity indexes uses weights of more than one period, the corresponding chained-dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","estimates are usually not additive.  The residual line is the difference between the first",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
