"","Table 1#4#6# Relation of Real Gross Domestic Product, Real Gross","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"11","4","Equals: Gross domestic purchases","A712RX1",994.1,911.1,853.9,743.9,735.1,812.7,892.2,1006.1,1052.9,1007.3,1088.7,1179.2,1391.5,1667.7,1960.1,2116.5,2078.9,1773.7,1737.5,1857,1845.8,2034.6,2175.7,2272.5,2393.5,2368.8,2540.6,2581.4,2627.3,2627.1,2815.6,2865.1,2930.8,3116.3,3246,3423.4,3656.1,3907,4014.8,4222.1,4355
"12","5","Less: Change in private inventories","A014RX1",10.3,-4.6,-10.6,-23.8,-12.2,-5.8,7.6,7.8,13,-3.1,1.6,16.1,26.4,10.3,-3.6,-4.3,-8.1,25.4,-3.6,19.3,-10.2,19.3,26.7,10.8,6.7,-6.4,16,11.9,2.9,-0.7,13.9,11.8,10.6,21.9,20.3,17.3,32.9,47.1,33.9,30.8,30.3
"13","6","Equals: Final sales to domestic purchasers","A713RX1",1005.2,939.2,885.9,786.5,763.4,833.7,892.7,1008.1,1045.5,1021,1096.5,1165.7,1363.7,1668,1987,2146.1,2114.4,1746.8,1764.6,1839.5,1882.6,2019.4,2146.3,2274.5,2403.2,2400.2,2536.6,2585.2,2645.6,2650.2,2817.4,2871.1,2938.8,3108.9,3242,3424.9,3636.4,3867.7,3995.6,4208.3,4342
"14",NA,"Addendum:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","7","  Final sales of domestic product","A190RX1",986.8,919.2,865.2,766.6,743.2,814,864.5,978.9,1019.8,1005.2,1079.5,1152.8,1337.8,1616.7,1907,2061.4,2044.7,1764.7,1801.7,1835.7,1879.3,1989,2130.4,2243.8,2354.4,2361,2494,2551.1,2616.7,2597.8,2761.6,2834.2,2902.1,3062.3,3199.9,3390.8,3587.6,3803.4,3920,4115.8,4245
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","Note. Chained (2005) dollar series are calculated as the product of the chain-type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","quantity index and the 2005 current-dollar value of the corresponding series, divided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","by 100. Because the formula for the chain-type quantity indexes uses weights of more",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","than one period, the corresponding chained-dollar estimates are usually not additive.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
