"","Table 1#5#6# Real Gross Domestic Product, Expanded Detail, Chain","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18"
"1","[Billions of chained (2000) dollars]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","Annual data from 1990 To 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","Bureau of Economic Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","Data published February 25, 2005 ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","File created 2/24/2005 3:08:52 PM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","Line",NA,NA,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004
"8","1","    Gross domestic product","A191RX1",7112.5,7100.5,7336.6,7532.7,7835.5,8031.7,8328.9,8703.5,9066.9,9470.3,9817,9890.7,10074.8,10381.3,10841.6
"9","2","Personal consumption expenditures","A002RX1",4770.3,4778.4,4934.8,5099.8,5290.7,5433.5,5619.4,5831.8,6125.8,6438.6,6739.4,6910.4,7123.4,7355.6,7632.3
"10","3","  Durable goods","B003RX1",453.5,427.9,453,488.4,529.4,552.6,595.9,646.9,720.3,804.6,863.3,900.7,959.6,1030.6,1098.8
"11","4","    Motor vehicles and parts","A165RX1",256.1,226.6,244.9,259.2,276.2,272.3,285.4,304.7,339,372.4,386.5,405.8,428.7,452.1,465.8
"12","5","    Furniture and household equipment","A166RX1",119.9,121.1,127.8,141.1,156.8,173.3,193.4,216.3,244.7,280.7,312.9,331.8,360.7,393.5,439.1
"13","6","    Other","A167RX1",92.7,88.8,90.2,97,104.2,111.2,119.6,127.3,137.6,151.7,163.9,163.2,170.9,186.5,198.5
"14","7","  Nondurable goods","B004RX1",1484,1480.5,1510.1,1550.4,1603.9,1638.6,1680.4,1725.3,1794.4,1876.6,1947.2,1986.7,2037.4,2112.4,2208.6
"15","8","    Food","A168RX1",784.4,783.3,787.9,802.2,821.8,827.1,834.7,845.2,865.6,893.6,925.2,940.2,958.4,995.1,1042.4
"16","9","    Clothing and shoes","A169RX1",188.2,188.8,199.2,207.4,218.5,227.4,238.7,246,263.1,282.7,297.7,303.7,316.7,330.2,352
"17","10","    Gasoline, fuel oil, and other energy goods","A173RX1",158.4,156.7,162.8,166.9,169.7,173,176.2,179.7,186.3,192.7,191.5,193.4,196,197.3,198.6
"18","11","    Other","A172RX1",361,359.3,366,379,397.7,414.1,432.9,456.6,481.1,508.6,532.9,549.2,566.3,589.6,616.8
"19","12","  Services","B005RX1",2851.7,2900,3000.8,3085.7,3176.6,3259.9,3356,3468,3615,3758,3928.8,4023.2,4128.6,4220.3,4338.4
"20","13","    Housing","A174RX1",802.2,820.1,832.7,841.8,869.3,887.5,901.1,922.5,948.8,978.6,1006.5,1033.7,1062,1076.1,1094.9
"21","14","    Household operation","A186RX1",266.4,269.9,277.4,291.1,303.3,312.9,327.3,340.4,357.1,371.9,390.1,391,394.1,400.2,410.7
"22","15","      Electricity and gas","A175RX1",117.4,121.1,120.4,126.8,128.8,130.2,134.7,133.7,136.7,138.1,143.3,140.9,144.7,147.2,150.6
"23","16","      Other household operation","A176RX1",149.4,149.2,157.4,164.8,175,183.2,193,207,220.7,233.8,246.8,250.2,249.4,253,260
"24","17","    Transportation","A177RX1",195.7,186.3,194.2,202.5,218.4,231.8,247.5,263.2,272,283.4,291.3,288,279.9,277.7,280.9
"25","18","    Medical care","A494RX1",797.6,824.5,863.6,877.2,887.1,906.4,922.5,942.8,970.7,989,1026.8,1075.2,1139.3,1184.3,1228.5
"26","19","    Recreation","A490RX1",170.6,171.6,184,195.4,204.8,219.2,228.6,235.7,245,257.8,268.3,274.9,281.5,290.3,299.3
"27","20","    Other","A178RX1",621.9,631.3,653.2,680.9,696.2,704.5,730.7,764.7,821.9,877.6,945.9,960.3,971.1,990.7,1023.1
"28","21","Gross private domestic investment","A006RX1",895.1,822.2,889,968.3,1099.6,1134,1234.3,1387.7,1524.1,1642.6,1735.5,1598.4,1560.7,1628.8,1843.6
"29","22","  Fixed investment","A007RX1",886.6,829.1,878.3,953.5,1042.3,1109.6,1209.2,1320.6,1455,1576.3,1679,1629.4,1548.9,1627.3,1793.6
"30","23","    Nonresidential","A008RX1",595.1,563.2,581.3,631.9,689.9,762.5,833.6,934.2,1037.8,1133.3,1232.1,1180.5,1075.6,1110.8,1228.2
"31","24","      Structures","B009RX1",275.2,244.6,229.9,228.3,232.3,247.1,261.1,280.1,294.5,293.2,313.2,306.1,251.6,237.4,240.5
"32","25","      Equipment and software","B010RX1",355,345.9,371.1,417.4,467.2,523.1,578.7,658.3,745.6,840.2,918.9,874.2,826.5,879.2,998.3
"33","26","        Information processing equipment and software","A679RX1",100.7,105.9,122.2,138.2,155.7,182.7,218.9,269.9,328.9,398.5,467.6,459,439.6,492.4,571.7
"34","27","          Computers and peripheral equipment \1\","ZZZZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","28","          Software \2\","B985RX1",39.9,45.1,53,59.3,65.1,71.6,84.1,108.8,129.4,157.2,176.2,173.8,163.6,171.2,192.4
"36","29","          Other","A937RX1",80.1,79.6,84.4,90.9,99.4,107,117.2,127.3,143.2,158,190,181.7,164.3,179.4,204.7
"37","30","        Industrial equipment","A680RX1",109.2,102.2,104,112.9,122.9,134.9,139.9,143,148.1,147.9,159.2,145.7,137.4,137.6,144.6
"38","31","        Transportation equipment","A681RX1",81,78.8,80.2,95.1,111.4,120.6,125.4,135.9,145.4,167.7,160.8,142.8,125.6,121.6,136.8
"39","32","        Other equipment","A862RX1",96,82,81.6,89.3,96.5,101.7,105.6,115.8,125.7,126.7,131.2,126.9,124.5,131.2,151.1
"40","33","    Residential","A011RX1",298.9,270.2,307.6,332.7,364.8,353.1,381.3,388.6,418.3,443.6,446.9,448.5,470,511.2,560.2
"41","34","  Change in private inventories","A014RX1",15.4,-0.5,16.5,20.6,63.6,29.9,28.7,71.2,72.6,68.9,56.5,-31.7,11.7,-0.8,46.6
"42","35","    Farm","B018RX1",2.1,-1.5,5.8,-6.1,11.2,-10.6,6.8,2.9,1.4,-3,-1.3,0,-1.6,0.3,3.4
"43","36","    Nonfarm","A015RX1",13.2,1,10.3,27.7,52,41.3,21.7,68.5,71.2,71.5,57.8,-31.8,13.5,-1.1,43.4
"44","37","Net exports of goods and services","A019RX1",-54.7,-14.6,-15.9,-52.1,-79.4,-71,-79.6,-104.6,-203.7,-296.2,-379.5,-399.1,-472.1,-518.5,-584.3
"45","38","  Exports","B020RX1",552.5,589.1,629.7,650,706.5,778.2,843.4,943.7,966.5,1008.2,1096.3,1036.7,1012.3,1031.8,1119.8
"46","39","    Goods","A253RX1",367.2,392.5,421.9,435.6,478,533.9,581.1,664.5,679.4,705.2,784.3,736.3,706.4,721.7,785.5
"47","40","    Services","A646RX1",188.7,199.9,210.8,217.5,231.1,245.8,263.5,279.2,287.2,303.2,311.9,300.4,305.7,309.9,334.1
"48","41","  Imports","B021RX1",607.1,603.7,645.6,702.1,785.9,849.1,923,1048.3,1170.3,1304.4,1475.8,1435.8,1484.4,1550.3,1704
"49","42","    Goods","A255RX1",469.7,469.3,513.1,564.8,640,697.6,762.7,872.6,974.4,1095.2,1243.5,1204.1,1248.5,1307.3,1448.5
"50","43","    Services","B656RX1",142.7,139,135.5,139.4,147.3,152.1,160.5,175.6,195.6,209.1,232.3,231.6,235.9,243.3,257
"51","44","Government consumption expenditures and gross investment","A822RX1",1530,1547.2,1555.3,1541.1,1541.3,1549.7,1564.9,1594,1624.4,1686.9,1721.6,1780.3,1857.9,1909.4,1946.9
"52","45","  Federal","A823RX1",659.1,658,646.6,619.6,596.4,580.3,573.5,567.6,561.2,573.7,578.8,601.4,646.6,689.6,721.9
"53","46","    National defense","A824RX1",479.4,474.2,450.7,425.3,404.6,389.2,383.8,373,365.3,372.2,370.3,384.9,414.6,451.8,485
"54","47","      Consumption expenditures","A997RX1",404.9,404.4,383.5,367.2,350.6,338.1,332.2,328.1,319.8,324.6,321.5,334.1,358.2,390.3,415.1
